book,variant,causal,note,sample,unit,n,mean,sd,Sharpe_ann,t,hac_t,hac_lag,MaxDD,worst,worst_date,mean_cost_reported,mean_charged,Sharpe_ann_charged,mean_turnover,mean_abs_diff_vs_D0,sd_diff_vs_D0,mean_abs_diff_vs_D9,sd_diff_vs_D9,mean_choppy,Sharpe_choppy,n_choppy,mean_trend,Sharpe_trend,n_trend,n_cells,n_fallback_leg_vol_c,n_fallback_leg_vol_p,n_fallback_vendor_delta_c,n_fallback_vendor_delta_p,n_fallback_slope,n_fallback_v9
1100_exit_crossed,D9_implied_bc,True,V9: D0 variance x the expanding lagged per-clock realized-over-implied mean (63-session warm-up),whole,premium units,865,0.04779646042748546,0.31833191955452783,2.3835036338906366,4.415944451484302,4.415436777195082,14,-6.047304499244756,-2.1030211387057527,2024-04-04,0.028293552977466663,0.019502907450018796,0.9613285437036595,2.129511753710979,0.01823518180725944,0.023717224149474452,0.0,0.0,0.10625713416904246,5.5365079712542045,289,-0.013039738536036597,-0.6098612033239416,288,8650,56,109,70,119,12,0
1100_exit_crossed,D0_book,True,the book: the stamp's package total volatility,whole,premium units,865,0.04590784013473822,0.3235290821279116,2.252546709416487,4.1733190592707805,4.251501140945859,14,-6.07017238192987,-2.2028675866604814,2024-04-04,0.027304525433073875,0.018603314701664334,0.9020325604270625,2.0558794360384165,0.0,0.0,0.01823518180725944,0.023717224149474452,0.12584545974759756,6.685120907537402,289,-0.03793919894920442,-1.7275175700060195,288,8650,56,109,70,119,12,0
1100_exit_crossed,D1_leg_vol,True,each leg bisected out of its own midpoint; delta = call delta + put delta at their own volatilities,whole,premium units,865,0.0412361453529173,0.322262971031825,2.0312712679600433,3.763359517336154,3.9298961491897018,14,-5.810806058356052,-2.1264975929649608,2024-04-04,0.026591960552959266,0.01464418479995804,0.7128788342791261,2.0027718413289706,0.022472082902832893,0.03590974052400941,0.033262410989966976,0.04814909510962262,0.13274606268398534,7.184155285080158,289,-0.06363578992338834,-2.9386232250295703,288,8650,56,109,70,119,12,0
1100_exit_crossed,D1v_vendor_delta,True,"the chain's own per-leg delta column, summed",whole,premium units,865,0.041192077114670746,0.32231422624473527,2.0287778166303143,3.7587398715307097,3.9247813229484185,14,-5.810852701329244,-2.126524433943891,2024-04-04,0.02659091381869684,0.014601163295973904,0.7106773858587787,2.002895987189611,0.022484973989278182,0.035903266593662136,0.033275504943180614,0.0481500071782827,0.13274460225848939,7.184092769014215,289,-0.06372134479757471,-2.941926481781528,288,8650,56,109,70,119,12,0
1100_exit_crossed,D2_skew_sticky_delta,True,"D1 - b (phi(d1c) + phi(d1p)), b the local smile slope d(total vol)/d ln(K/S)",whole,premium units,865,0.0456335499327627,0.3458552970028318,2.0945469207976277,3.880591043266774,4.0482547197592895,14,-6.156946594170201,-2.480110525333977,2024-04-04,0.026920953684991044,0.018712596247771666,0.849237735712244,2.03725149632863,0.0454461140862499,0.0611101004755678,0.04994273230845296,0.06726224363669055,0.12587462663002133,6.5095850977297856,289,-0.03976529009780645,-1.6388194709051411,288,8650,56,109,70,119,12,0
1100_exit_crossed,D3_charm_half,True,D0's hourly volatility at a horizon 15 minutes shorter,whole,premium units,865,0.048963569622298045,0.31721028007263224,2.450338529248204,4.539770226751957,4.534957237389652,14,-6.03813409598294,-2.0801053906119242,2024-04-04,0.028508100941561663,0.02045546868073638,1.0120914331811315,2.1463569887018146,0.022074250109187652,0.02799709256170598,0.007488627617668532,0.010983225627084694,0.10238708535314431,5.314002774100796,289,-0.008469435076637175,-0.3974366801404575,288,8650,56,109,70,119,12,0
1100_exit_crossed,D3_charm_full,True,D0's hourly volatility at a horizon 30 minutes shorter (control),whole,premium units,865,0.05247217878742311,0.31291130346751655,2.6620003997839365,4.9319185958557,4.8251801258780445,14,-5.99122753247309,-1.9476916012878807,2024-04-04,0.029972107721313312,0.022500071066109795,1.129573914409541,2.2561303335709972,0.04871401319213818,0.06212483027439033,0.031197584829273668,0.04171732576008764,0.0735225466850647,3.718897451349124,289,0.024613502380029198,1.1897101626860465,288,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D1,True,"per-leg volatilities, each variance times V9's per-clock factor",whole,premium units,865,0.04357117369785276,0.3157717873508542,2.190413986686486,4.058205053026411,4.147002287048137,14,-5.752187883521421,-2.0212153162749567,2024-04-04,0.027666709427037618,0.015904464270815145,0.7902020669962583,2.082550226177913,0.023698009583078307,0.03586766623380739,0.02149931139482038,0.03378489228661055,0.11278864131935329,5.97663059541925,289,-0.03629614091481392,-1.7300785935955754,288,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D3,True,V9's volatility at a horizon 15 minutes shorter,whole,premium units,865,0.050658838011022535,0.31381776611442447,2.5625831592173385,4.747727136854092,4.666942362720734,14,-6.017541364087636,-1.986956285890054,2024-04-04,0.029457324423720243,0.021201513587302285,1.060672152101915,2.216873971482196,0.03955660788757348,0.050031772787311246,0.021549655103236212,0.0273202989763206,0.08307693423508981,4.2392024831225,289,0.014986058337760714,0.7204289896025671,288,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D1_D3,True,per-leg V9 volatilities at a horizon 15 minutes shorter,whole,premium units,865,0.0470228424485444,0.3100701772606527,2.407404958916199,4.460226709807301,4.470005528421297,14,-5.674954438212119,-1.8997961286899905,2024-04-04,0.028954646528988055,0.01806819591955634,0.9146513716640988,2.178882462186088,0.03642331012702214,0.05287516585918927,0.024599905971973878,0.03729960834934479,0.0889668057860038,4.607540141566425,289,-0.00500999458267556,-0.24633138804600485,288,8650,56,109,70,119,12,0
1100_exit_crossed,D4_D9_D2_D3,True,D4_D9_D1_D3 plus the sticky-delta skew term at those volatilities,whole,premium units,865,0.05103491275443171,0.3343396175857203,2.4231472471936875,4.489392627401967,4.506285561924275,14,-6.146693224522705,-2.22837502117327,2024-04-04,0.029244651832857283,0.021790260921574434,1.023389982577534,2.2100495709136245,0.059390991868406746,0.07489780857105213,0.048982565853661626,0.06284030341601216,0.0815789316252591,4.041346678846905,289,0.0182292175385198,0.8013772763563818,288,8650,56,109,70,119,12,0
1100_exit_crossed,D5_lastbar_1.25,False,"ALPHA, not a hedge: D0 with the last held interval's delta scaled by 1.25",whole,premium units,865,0.05698043311610834,0.3160868367575085,2.8616703656842315,5.301849426045457,5.156040214073751,14,-5.554657543902994,-1.6701297475815948,2024-04-04,0.030970560332735403,0.026009872783372943,1.2890158811837191,2.3349061900553414,0.050066961771031565,0.07722432794267835,0.04494882935077406,0.06740841563846241,0.09802876379940341,4.898634233770355,289,0.018005433956296446,0.8623542572378553,288,8650,56,109,70,119,12,0
