sample,book,family,param,rule,adoptable,n_days,n_exited,frac_exited,mean_hold_fraction,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_last30_exited_without_rule,mean_last30_exited_with_rule,mean_last30_held,mean_saved_vs_hold,hit_rate_exit
whole,primary_quoted_ask,reference,,always hold (cash settlement),False,865,0,0.0,1.0,0.08764943962539411,0.38839747325579227,3.5823912734402135,6.637137297404242,-3.8029384196495997,-2.3155274867929365,2023-11-30,,,0.04174159949065589,0.0,
whole,primary_quoted_ask,reference,,always exit at 15:30 (the exit book),False,865,865,1.0,0.0,0.04590784013473822,0.3235290821279116,2.252546709416487,4.1733190592707805,-6.070172381929874,-2.2028675866604797,2024-04-04,0.04174159949065589,0.0,,-0.04174159949065589,0.21734104046242775
whole,primary_quoted_ask,sign_model,0.0,exit if s>0 (block-diagonal ridge),True,865,344,0.3976878612716763,0.6023121387283237,0.07595622597024594,0.3680971990935871,3.2756774831074384,6.068885149031019,-4.68068569194271,-2.3155274867929365,2023-11-30,0.029402993638671947,0.0,0.0498883949092403,-0.01169321365514815,0.23837209302325582
whole,primary_quoted_ask,sign_model,0.0,exit if s>0 (baseline (HAR + calendar OLS)),True,865,285,0.32947976878612717,0.6705202312138728,0.07595882178482363,0.3787686047261734,3.1834975203830282,5.898102277487235,-3.632528281701891,-2.3155274867929365,2023-11-30,0.035482050638924394,0.0,0.04481741228848947,-0.011690617840570466,0.23859649122807017
whole,primary_quoted_ask,sign_model,0.0,exit if s>0 (XGBoost),True,865,274,0.31676300578034683,0.6832369942196532,0.08277765966716819,0.375081332466308,3.503385788109432,6.490762930853016,-4.324865254135737,-2.3155274867929365,2023-11-30,0.015379889284180397,0.0,0.05396344144763437,-0.004871779958225931,0.25547445255474455
whole,primary_quoted_ask,sign_model,0.0,exit if s>0 (LightGBM),True,865,286,0.330635838150289,0.669364161849711,0.08276045663236192,0.3750124975441452,3.50330063248519,6.490605162053742,-3.8331450457149217,-2.3155274867929365,2023-11-30,0.014786609402002954,0.0,0.055056154180387736,-0.0048889829930321895,0.2517482517482518
whole,primary_quoted_ask,margin_combined,-0.5,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),True,865,797,0.9213872832369943,0.07861271676300578,0.052091532151403955,0.3249357494762911,2.544895223878647,4.714956496689551,-6.070172381929861,-2.2028675866604797,2024-04-04,0.03859170635508342,0.0,0.07866019991788031,-0.03555790747399015,0.21957340025094102
whole,primary_quoted_ask,margin_combined,-0.25,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),True,865,797,0.9213872832369943,0.07861271676300578,0.052091532151403955,0.3249357494762911,2.544895223878647,4.714956496689551,-6.070172381929861,-2.2028675866604797,2024-04-04,0.03859170635508342,0.0,0.07866019991788031,-0.03555790747399015,0.21957340025094102
whole,primary_quoted_ask,margin_combined,0.0,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",True,865,304,0.3514450867052023,0.6485549132947976,0.0809080209247699,0.36803782056061396,3.4897908390710564,6.465575413233741,-4.680685691942706,-2.3155274867929365,2023-11-30,0.01918199728960506,0.0,0.053966410665556866,-0.006741418700624206,0.2532894736842105
whole,primary_quoted_ask,margin_combined,0.25,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),True,865,2,0.0023121387283236996,0.9976878612716763,0.08772114523666344,0.38846966236859853,3.5846557530833367,6.641332724746312,-3.8029384196495997,-2.3155274867929365,2023-11-30,-0.03101267687398586,0.0,0.04191020731537116,7.170561126933146e-05,0.5
whole,primary_quoted_ask,margin_combined,0.5,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),True,865,0,0.0,1.0,0.08764943962539411,0.38839747325579227,3.5823912734402135,6.637137297404242,-3.8029384196495997,-2.3155274867929365,2023-11-30,,,0.04174159949065589,0.0,
whole,primary_quoted_ask,sizing_combined,,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",False,865,304,0.3514450867052023,0.9762688061429079,0.08726591487250775,0.3859517087015013,3.5893180957064676,6.6499707002647,-3.7874141519292053,-2.3155274867929365,2023-11-30,0.01918199728960506,0.018090717976293597,0.053966410665556866,-0.0003835247528863406,0.2532894736842105
whole,secondary_model_mark,reference,,always hold (cash settlement),False,865,0,0.0,1.0,0.08764943962539411,0.38839747325579227,3.5823912734402135,6.637137297404242,-3.8029384196495997,-2.315527486792937,2023-11-30,,,0.009029194321054987,0.0,
whole,secondary_model_mark,reference,,always exit at 15:30 (the exit book),False,865,865,1.0,0.0,0.07862024530433911,0.3167543696913149,3.9401436000940206,7.2999491259365605,-3.953978546101869,-2.095958466794432,2024-04-04,0.009029194321054987,0.0,,-0.009029194321054987,0.3884393063583815
whole,secondary_model_mark,sign_model,0.0,exit if s>0 (block-diagonal ridge),True,865,344,0.3976878612716763,0.6023121387283237,0.0888622852669433,0.36475998028437606,3.8673240562067446,7.165035523869282,-4.247416347968972,-2.315527486792937,2023-11-30,-0.003049742674244367,0.0,0.017004538517567423,0.0012128456415492043,0.3953488372093023
whole,secondary_model_mark,sign_model,0.0,exit if s>0 (baseline (HAR + calendar OLS)),True,865,285,0.32947976878612717,0.6705202312138728,0.08676336465471494,0.3765661679810162,3.657592826541333,6.7764640751938865,-3.5682057178917965,-2.315527486792937,2023-11-30,0.0026893152618858414,0.0,0.012144479720819144,-0.0008860749706791493,0.40350877192982454
whole,secondary_model_mark,sign_model,0.0,exit if s>0 (XGBoost),True,865,274,0.31676300578034683,0.6832369942196532,0.093093151205703,0.36999644096518364,3.9941139900337523,7.399940684837511,-4.150280904164795,-2.315527486792937,2023-11-30,-0.01718543984294598,0.0,0.02118284873888285,0.0054437115803089,0.4416058394160584
whole,secondary_model_mark,sign_model,0.0,exit if s>0 (LightGBM),True,865,286,0.330635838150289,0.669364161849711,0.09384522812001957,0.3699892145616548,4.026460105814608,7.459868703607248,-3.7836617803602195,-2.315527486792937,2023-11-30,-0.0187390106568218,0.0,0.022745440648641795,0.006195788494625473,0.43356643356643354
whole,secondary_model_mark,margin_combined,-0.5,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),True,865,797,0.9213872832369943,0.07861271676300578,0.07941457904499022,0.31956910586068454,3.9448974779969435,7.308756689915047,-3.953978546101869,-2.095958466794432,2024-04-04,0.008937458471831056,0.0,0.010104392436223733,-0.008234860580403874,0.3851944792973651
whole,secondary_model_mark,margin_combined,-0.25,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),True,865,797,0.9213872832369943,0.07861271676300578,0.07941457904499022,0.31956910586068454,3.9448974779969435,7.308756689915047,-3.953978546101869,-2.095958466794432,2024-04-04,0.008937458471831056,0.0,0.010104392436223733,-0.008234860580403874,0.3851944792973651
whole,secondary_model_mark,margin_combined,0.0,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",True,865,304,0.3514450867052023,0.6485549132947976,0.09030015491884713,0.36563736858862483,3.920470506415981,7.263500560205086,-4.247416347968965,-2.315527486792937,2023-11-30,-0.007542331344858097,0.0,0.018009129797770817,0.0026507152934530202,0.40460526315789475
whole,secondary_model_mark,margin_combined,0.25,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),True,865,2,0.0023121387283236996,0.9976878612716763,0.08777979318594968,0.38848804844661333,3.5868825901132495,6.645458411188231,-3.8029384196495997,-2.315527486792937,2023-11-30,-0.056377914940284754,0.0,0.009180775107292162,0.00013035356055557168,0.5
whole,secondary_model_mark,margin_combined,0.5,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),True,865,0,0.0,1.0,0.08764943962539411,0.38839747325579227,3.5823912734402135,6.637137297404242,-3.8029384196495997,-2.315527486792937,2023-11-30,,,0.009029194321054987,0.0,
whole,secondary_model_mark,sizing_combined,,"hold clip(1 - s_comb / slice, 0, 1) of the straddle into the last half hour (fractional straddle)",False,865,304,0.3514450867052023,0.9762688061429079,0.08783251250933403,0.38592399318425985,3.6128821617169997,6.693628114952071,-3.765018340992903,-2.315527486792937,2023-11-30,-0.007542331344858097,-0.007021416724436923,0.018009129797770817,0.0001830728839399288,0.40460526315789475
daily_era,primary_quoted_ask,reference,,always hold (cash settlement),False,489,0,0.0,1.0,0.08463293146089607,0.40426444456403904,3.3233348969887193,4.629437946085989,-3.1176751311555844,-2.3155274867929365,2023-11-30,,,0.031339607770096624,0.0,
daily_era,primary_quoted_ask,reference,,always exit at 15:30 (the exit book),False,489,489,1.0,0.0,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.031339607770096624,0.0,,-0.031339607770096624,0.19427402862985685
daily_era,primary_quoted_ask,sign_model,0.0,exit if s>0 (block-diagonal ridge),True,489,219,0.44785276073619634,0.5521472392638037,0.0787687647389142,0.3733287290073048,3.3493682064019694,4.665702600174598,-3.4856021003780384,-2.3155274867929365,2023-11-30,0.013093961310726585,0.0,0.04613885434269677,-0.005864166721981845,0.2374429223744292
daily_era,primary_quoted_ask,sign_model,0.0,exit if s>0 (baseline (HAR + calendar OLS)),True,489,177,0.3619631901840491,0.6380368098159509,0.0783117495317609,0.39040039938567755,3.184321752561498,4.4357912791794325,-3.456076277785847,-2.3155274867929365,2023-11-30,0.01746360431269542,0.0,0.039211571269968465,-0.00632118192913515,0.2598870056497175
daily_era,primary_quoted_ask,sign_model,0.0,exit if s>0 (XGBoost),True,489,184,0.37627811860940696,0.623721881390593,0.08444996143995681,0.378681879134668,3.5401788442007027,4.9315036808730035,-3.440065941537938,-2.3155274867929365,2023-11-30,0.0004862627186917842,0.0,0.04995277330930479,-0.00018297002093923986,0.266304347826087
daily_era,primary_quoted_ask,sign_model,0.0,exit if s>0 (LightGBM),True,489,192,0.39263803680981596,0.6073619631901841,0.08366006189361729,0.37876314753460594,3.506313429057554,4.884328827064047,-3.440065941537938,-2.3155274867929365,2023-11-30,0.002477777179163112,0.0,0.049997760879386975,-0.0009728695672787674,0.2552083333333333
daily_era,primary_quoted_ask,margin_combined,-0.5,exit if s_comb > -0.50 x slice (combined C2_log_fit_weight),True,489,489,1.0,0.0,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.031339607770096624,0.0,,-0.031339607770096624,0.19427402862985685
daily_era,primary_quoted_ask,margin_combined,-0.25,exit if s_comb > -0.25 x slice (combined C2_log_fit_weight),True,489,489,1.0,0.0,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.031339607770096624,0.0,,-0.031339607770096624,0.19427402862985685
daily_era,primary_quoted_ask,margin_combined,0.0,"exit if s_comb > +0.00 x slice (combined C2_log_fit_weight) (= exit if s>0, combined)",True,489,219,0.44785276073619634,0.5521472392638037,0.0787687647389142,0.3733287290073048,3.3493682064019694,4.665702600174598,-3.4856021003780384,-2.3155274867929365,2023-11-30,0.013093961310726585,0.0,0.04613885434269677,-0.005864166721981845,0.2374429223744292
daily_era,primary_quoted_ask,margin_combined,0.25,exit if s_comb > +0.25 x slice (combined C2_log_fit_weight),True,489,2,0.00408997955010225,0.9959100204498977,0.0847597726751046,0.4043881705778837,3.327297324650662,4.634957646490977,-3.1176751311555844,-2.3155274867929365,2023-11-30,-0.03101267687398586,0.0,0.03159567464748505,0.0001268412142085311,0.5
daily_era,primary_quoted_ask,margin_combined,0.5,exit if s_comb > +0.50 x slice (combined C2_log_fit_weight),True,489,0,0.0,1.0,0.08463293146089607,0.40426444456403904,3.3233348969887193,4.629437946085989,-3.1176751311555844,-2.3155274867929365,2023-11-30,,,0.031339607770096624,0.0,
