clock,g_median,g_q25,g_q75,moves_median,L_buy,L_sell
10:00,0.25007513785662505,0.016064815464940894,0.7698222400859998,1.7296278957861242,0.5002863831858697,0.5425293131266616
10:30,0.3261441403418642,0.03951479489382043,0.7967918121989358,1.5935246669932401,0.7057692665508627,0.6239612723502594
11:00,0.3976285778957162,0.05651022419700879,0.8180099575507036,1.4457561392198268,0.7409009051921192,0.8721201912264577
11:30,0.4197749865603696,0.08517682430861336,0.8242780084684211,1.3915518125226727,0.7131550460746754,0.819417506319425
12:00,0.4753914704965033,0.1412486990541286,0.8676355122068493,1.2663298047656266,0.3679616525200033,0.731444312752429
12:30,0.5966168913081777,0.15546466075459342,0.8958897049309538,1.0741491617987902,0.34134359640781337,0.8857327726379213
13:00,0.6376239274945501,0.2054667975885635,0.9071912370991653,1.006823953307687,0.18976817824506487,0.6744084706075419
13:30,0.6827399941015737,0.30346107172205605,0.9335152161663515,0.927540070303383,0.04271791693678652,0.7392510464373415
14:00,0.762129842194472,0.400700222167617,0.959697722964725,0.7782495577925905,-0.15635452185641802,0.6567293694602665
14:30,0.8275571870543044,0.5548873705062777,0.9867317971141112,0.6515026139005237,0.1597064965798557,0.6908574283643711
15:00,0.9130679823982109,0.764291123656694,1.0,0.47133792041311917,0.20395114136869985,0.7722996931983155
