spec,term,coef,se,t
pooled,const,1.0625866434826887,0.11499586506855979,9.240216096893409
pooled,buy,-0.4564796021862464,0.1696276158159182,-2.691068904025764
pooled,g,-0.5821819070301446,0.51226070021476,-1.1364953563411577
pooled,buy_x_g,0.09708486647982632,0.6355541899528515,0.1527562370205262
clock fixed effects + signal by clock,g,-0.6904520380792053,0.5614364248977445,-1.229795587639257
clock fixed effects + signal by clock,buy_x_g,0.35619102988768747,0.6873519549584721,0.5182076333938812
