date,S_entry,S_close,entry_mid,entry_bid,entry_cache,delta_entry,hedge_hold,hedge_exit,exit_settle,exit_model_mark,r_hold,r_exit,r_hold_mid,r_exit_mid,r_exit_crossed,one_sided,n_no_vol_stamps,r_hold_es1,r_exit_es1,r_hold_es3,r_exit_es3,r_hold_es5,r_exit_es5,r_hold_ref,r_exit_ref,r_hold_ref_crossed,r_exit_ref_crossed,quoted_mid,quoted_ask,r_exit_quoted_mid,r_exit_quoted_ask,mark_minus_quoted_mid
2020-01-03,3234.679931640625,3234.85009765625,8.900000095367432,8.599999904632568,8.900000095367432,0.12425596907354142,-5.084611012365922,-2.871430290385072,0.0,4.513800854918713,0.42869539799077866,0.17019875661036268,0.42663794095703755,0.17079796750900508,0.13649087037213473,False,0,0.20112524995776776,-0.11222590050265009,0.43876917151009087,0.19002384754606347,0.42360044946991504,0.14901279490733152,0.4286953979907786,0.17019875661034348,0.39498751175255065,0.13649087037211552,4.55000014603138,4.800000190734863,0.16613142057387112,0.10433364197332601,-0.03619929111266629
2020-01-06,3232.110107421875,3246.280029296875,6.199999928474426,6.0,6.199999928474426,-0.027201951441406025,7.318330706170796,2.0679865751204995,11.280029296875,5.691972881337259,0.36101634896647156,0.4154860728992817,0.35678523826778336,0.4141055377444513,0.38322801954739427,False,0,0.3338701725068035,0.30936471757292844,0.2809139701989718,0.41070932979718616,0.2885466462782888,0.35662168006366735,0.36101634896647156,0.4154860728992818,0.32875829561458414,0.3832280195473943,5.3999999556690454,6.050000101327896,0.46257848080839864,0.32548169307626906,0.29197292566821353
2020-01-08,3242.179931640625,3253.050048828125,10.5,10.300000190734863,10.5,-0.013670952305720685,-1.6516697277330028,11.82830828884829,8.050048828125,21.530029438795754,0.07602680420399974,0.07602655714786064,0.0766016286374602,0.07660140119511114,0.05697895626546666,False,0,0.17094494047619047,0.17094492695992816,0.14634486607142858,0.14634485255516627,0.0660900297619048,0.06609001624564248,0.07602680420399974,0.07602655714786097,0.05697920332160576,0.05697895626546699,21.674999618902802,22.44999961927533,0.06221987332814175,-0.030637251399254984,-0.1449701801070482
2020-01-10,3280.6298828125,3265.35009765625,4.899999916553497,4.7499998807907104,4.899999916553497,-0.16194833014045384,8.880632512548319,6.694631037361516,14.64990234375,12.459992955963253,-0.17740202641872707,-0.1766044932214831,-0.1792483648621206,-0.1784505383885409,-0.2072167459392938,False,0,-0.119409696997107,-0.12554465941551401,-0.13947240992380722,-0.14560737234221405,-0.09573303843063075,-0.10186800084903758,-0.17740202641872707,-0.17660449322145522,-0.20801427913653772,-0.2072167459392659,12.525000000372529,14.550000000745058,-0.1898712372044095,-0.6337488031585619,-0.06500704440927585
2020-01-13,3277.360107421875,3288.1298828125,4.675000071525574,4.5,4.675000071525574,-0.011310327390463337,3.8762313731135016,-0.1615131284723621,8.1298828125,3.0370616698358504,0.09012804827649519,0.3158128878350082,0.0894039539816629,0.3151247445040781,0.2783797180279184,False,0,-0.016042765203627442,0.4541013306464952,0.001068837698565019,0.2648031355703089,0.07508043694500594,0.2975327752210741,0.090128048276495,0.3158128878350479,0.0526948784694052,0.2783797180279581,3.1499999314546585,3.3499999046325684,0.29165497128080514,0.21144105920248696,-0.11293826161880816
2020-01-15,3296.969970703125,3289.2900390625,6.424999952316284,6.25,6.424999952316284,-0.036466327098134244,-1.708836032292142,2.745511475774527,5.7099609375,10.391169750216573,-0.15467657974341043,-0.1899857324801537,-0.1552046309825067,-0.18920544926872387,-0.21722307934631122,False,0,-0.767312148330274,-0.7783785127457228,-0.3216525916829531,-0.3327189560984019,-0.2705002222209607,-0.28156658663640943,-0.1546765797434103,-0.18998573248010325,-0.18191392660956782,-0.21722307934626076,9.92500009573996,11.550000000745058,-0.11743014369628874,-0.39758576559204634,0.4661696544766123
2020-01-17,3322.840087890625,3329.6201171875,5.2499998807907104,5.099999904632568,5.2499998807907104,0.029083837671196378,0.1992008480705698,-1.0800780682068465,4.6201171875,2.3502664232102006,0.1579206781308366,0.3466010344174717,0.15916585666614952,0.3513607522922802,0.31802960973859146,False,0,-0.22288879264851508,0.2094637437001017,0.10505795338928785,0.3678838861861625,0.1626441402127434,0.3915647522992696,0.1579206781308363,0.34660103441745,0.12934925345195605,0.31802960973856975,2.325000047683716,2.450000047683716,0.3514136774841758,0.29903272845514,0.025266375526484808
2020-01-21,3319.8798828125,3320.7900390625,5.349999964237213,5.200000047683716,5.349999964237213,0.19746933693299873,-4.975360539245013,-2.4248687715321227,0.7900390625,4.37798129486405,-0.07764479257655969,-0.27156076857396805,-0.08478042474022925,-0.2675312387634336,-0.2995981363414805,False,0,-0.5112076619710276,-0.5912132929710788,-0.06635453886494898,-0.24479980009857816,-0.13346050699265563,-0.33159369427300034,-0.07764479257655969,-0.27156076857377964,-0.10568216034407216,-0.2995981363412921,4.524999909102917,4.899999812245369,-0.2990408835686657,-0.39717169164443783,-0.14701861423886697
2020-01-22,3332.010009765625,3321.75,4.774999916553497,4.600000023841858,4.774999916553497,-0.04183078727735334,1.9504708749837876,1.9877730204995632,8.25,8.444785788574684,-0.31927313824187264,-0.3522540064745526,-0.3160900147629598,-0.3498513332982849,-0.3889031993059424,False,0,-0.3109968324655708,-0.34340452435645935,-0.41572591915616974,-0.4481336110470583,-0.39561520763543634,-0.4288614139388843,-0.31927313824187264,-0.3522540064745749,-0.3559223310732625,-0.38890319930596473,8.275000238791108,8.650000382214785,-0.3166968226524167,-0.43188007830622943,0.16978554978357607
2020-01-24,3319.330078125,3295.469970703125,7.550000071525574,7.300000190734863,7.550000071525574,0.11813585333964127,6.782888552654161,5.053205527964195,19.530029296875,17.80947421668843,-0.6883629964847293,-0.6895719957452486,-0.689180737861855,-0.6904036100102885,-0.7226845624237009,False,0,-0.6913932993737912,-0.6952932887161064,-0.6927244855504738,-0.6966244748927891,-0.6941807062182453,-0.6980806955605605,-0.6883629964847299,-0.6895719957452736,-0.7214755631631822,-0.7226845624237259,17.475000286474824,19.25000076368451,-0.6452708133551908,-0.9134827787613341,0.33447393021360483
2020-01-27,3246.2099609375,3243.6298828125,14.800000190734863,14.400000095367432,14.800000190734863,-0.04487637671193179,-5.332111351046315,-3.557017609404076,1.3701171875,4.848581145630305,0.5471467262046347,0.43205414549274956,0.5480053809940398,0.43030823614716796,0.4050271123702878,False,0,0.4932350017800846,0.48725869714813086,0.5144048529993756,0.4320768680802885,0.5150575442564482,0.4174592232799344,0.5471467262046347,0.43205414549274956,0.5201196930821729,0.4050271123702878,5.275000095367432,5.550000071525574,0.40324205466561064,0.35763394231246765,-0.42641894973712624
2020-01-29,3285.780029296875,3273.39990234375,10.899999856948853,10.5,10.899999856948853,-0.08000665005920315,3.5011041714227886,-0.6318359065214673,11.60009765625,5.464723637297766,0.25697306503503975,0.44068260331832765,0.2564950030166009,0.4401073956498146,0.40398536825425113,False,0,0.34173863098256474,0.49864920100765386,0.2580999341184566,0.41501050414354573,0.3039416300564726,0.4608522000815617,0.25697306503503986,0.4406826033183486,0.22027582997096332,0.40398536825427206,5.125000149011612,5.400000214576721,0.4718498962306828,0.40992329702218433,0.33972348828615395
2020-01-31,3246.22998046875,3225.52001953125,15.349999904632568,15.0,15.349999904632568,-0.04260595048595073,2.4585498976992373,5.831720690706291,19.47998046875,23.273061148222077,-0.10888799197410831,-0.1362436850733829,-0.10899079020580521,-0.13637137821364118,-0.1590449819337783,False,0,-0.4697106667043994,-0.48554336070159815,-0.17883076193846228,-0.19466345593566098,-0.18560573059483218,-0.2014384245920309,-0.10888799197410834,-0.13624368507332132,-0.13168928883450373,-0.15904498193371674,23.59999981150031,24.200000002980232,-0.157542620924162,-0.21943187838440364,-0.3269386632782343
2020-02-03,3258.590087890625,3248.919921875,11.799999952316284,11.5,11.799999952316284,0.050764331366249804,-3.6510098760743523,-4.659811353811888,6.080078125,2.76974539980381,0.17533152200020258,0.37037654375945056,0.17490803992062295,0.36959377989693926,0.344952818884147,False,0,-0.07330839946435024,0.20722827329609222,0.2152499582077148,0.39041995063417917,0.17982404991660705,0.39714071447666266,0.1753315220002025,0.37037654375942164,0.14990779712489893,0.3449528188841181,2.774999976158142,2.9499999284744263,0.36993124067677546,0.32967701130795857,-0.00525457635433213
2020-02-05,3322.429931640625,3334.68994140625,8.549999952316284,8.299999713897705,8.549999952316284,-0.0023738603280598625,4.7384264064106665,4.99678086990121,9.68994140625,10.05640415507248,0.42087543538548017,0.40823119141649056,0.421812039501455,0.40981070688519594,0.3789913972863337,False,0,0.40234089122092315,0.3910609826700053,0.4705670124591229,0.45928710390820504,0.42701765488193827,0.41573774633102034,0.42087543538548017,0.4082311914164904,0.3916356412553233,0.3789913972863335,10.400000194087625,10.950000196695328,0.3680445199625263,0.2744772397885008,-0.3435960390151447
2020-02-07,3334.429931640625,3327.7099609375,8.74999988079071,8.399999856948853,8.74999988079071,0.11139379659624082,-4.346561608713386,-4.537221928663215,2.2900390625,4.048282073056498,0.24153134152801192,0.018799529292808627,0.24255976329531698,0.020724778736424525,-0.021200473976931932,False,0,0.1794363727492792,-0.04437120204202825,0.34705635271149166,0.12324877792018424,0.20538224363847796,-0.01842533115282948,0.2415313415280118,0.01879952929278254,0.20153133825827127,-0.02120047397695802,3.749999985098839,3.999999910593033,0.05288891123811495,-0.01568251247735964,0.2982820879576593
