book,period,unit,n,mean,sd,Sharpe_ann,t_hac,t_lag,MaxDD,worst,worst_date,max_abs_diff_vs_46
E2 relative ratio of sums | rolling 252 | hold,deck in-sample,units,866,0.06343170182423878,0.7104386340828115,1.417359644140431,2.7275480430243104,14,-15.32693137878038,-8.447653008963469,2021-11-22,8.326672684688674e-17
E2 relative ratio of sums | rolling 252 | hold,unseen,units,413,0.08206096435228048,0.6391279349633787,2.0382107444705357,2.5550896202560085,11,-8.518841511450335,-3.146040147261828,2024-07-25,4.440892098500626e-16
E2 relative ratio of sums | rolling 252 | hold,all,units,1279,0.06944724945839141,0.6880252924244841,1.6023261353392961,3.6765875535696018,16,-15.32693137878038,-8.447653008963469,2021-11-22,2.220446049250313e-16
E2 relative ratio of sums | rolling 252 | hold,deck in-sample,pts,866,0.7799665287749858,7.1439186115518885,1.733164313565412,3.136382647467891,14,-138.9267036816515,-46.46209154929908,2021-11-22,0.0
E2 relative ratio of sums | rolling 252 | hold,unseen,pts,413,0.8382582965541061,9.191726840531246,1.4477081568650805,1.8670731332305246,11,-124.39121782930371,-55.458205643497514,2024-05-01,7.105427357601002e-15
E2 relative ratio of sums | rolling 252 | hold,all,pts,1279,0.7987894373698072,7.860068848393321,1.6132669384577067,3.6185596537866855,16,-138.9267036816515,-55.458205643497514,2024-05-01,7.105427357601002e-15
