sample,sessions,month_ends,long_mid_mean,long_mid_t,long_ask_mean,long_ask_t,hit,pts_per_contract_at_ask,other_days_long_mid_mean
deck period (to 2024-04-30),866,52,0.4712437496435263,2.625628618998755,0.42959985682503926,2.4572719817834767,0.5384615384615384,2.870768881761111,-0.045503758087403916
HOLDOUT 2024-05-01 .. 2025-12-31,413,18,0.4503297959627485,1.1938510185619677,0.43151864606641427,1.1577719023251682,0.4444444444444444,3.1032660007476807,-0.06831736669583124
all sessions,1279,70,0.46586587583989775,2.850921964755667,0.43009325977282126,2.68897113411448,0.5142857142857142,2.9305538552148,-0.052957335755169664
