book,Sharpe_mid_866,mean_day_mid_866,t_mid_866,maxDD_mid_866,n_days_mid_866,Sharpe_mid_803,mean_day_mid_803,t_mid_803,maxDD_mid_803,n_days_mid_803,Sharpe_crossed_866,mean_day_crossed_866,t_crossed_866,maxDD_crossed_866,n_days_crossed_866,Sharpe_crossed_803,mean_day_crossed_803,t_crossed_803,maxDD_crossed_803,n_days_crossed_803,crossings_day,trades_day,pct_bars_active,pct_long_of_active,untradeable_bars,sign_placebo_pctile_mid,sign_placebo_pctile_crossed
oracle 1 sign(RV_bar - slice),9.828872139274338,0.7886793167377362,18.220586869736206,-6.669263121195115,866.0,10.36392536445512,0.8505557762078202,18.50042813906956,-6.669263121195115,803.0,5.912132515946986,0.4708052695683177,10.959805211196615,-9.889692350816802,866.0,6.173115014853026,0.507742669297837,11.019499534238879,-9.889692350816802,803.0,17.153579676674365,11.120092378752886,92.71204390103014,39.02388369678089,0.0,100.0,100.0
oracle 2 sign(RV_bar - IV_rem),6.25937729249552,0.49594356830466446,11.60352134937723,-9.038290037830848,866.0,6.195431792474855,0.49109035375100935,11.059336750946775,-9.038290037830862,803.0,2.036886592642725,0.16511152727218523,3.7759438294807053,-32.33644468317036,866.0,2.2565317845697135,0.18261755900661364,4.028088070484981,-32.336444683170356,803.0,16.573903002309468,11.979214780600461,99.87484355444305,2.438789280894544,0.0,100.0,100.0
oracle 3 sign(RV_rem - IV_rem),10.857396692452715,0.8517795971646036,20.127247237608977,-6.376331323081899,866.0,10.874721460942792,0.8582595546405615,19.412239652996284,-6.376331323081899,803.0,6.542510844186356,0.5163220842886942,12.12838924888993,-10.772925709512677,866.0,6.9038763964064325,0.5455247571087203,12.323966514732884,-10.772925709512677,803.0,16.876443418013857,11.979214780600461,99.87484355444305,29.18835550414498,0.0,100.0,100.0
oracle 4 sign(RV_bar - IV^2 h),10.751622601924025,0.8536373235501619,19.931165125873655,-6.834714976463857,866.0,10.878369572537379,0.8653674455344195,19.41875182131336,-6.834714976463829,803.0,6.224003556072113,0.499676326379467,11.537946151299883,-10.69280616900815,866.0,6.69595612390719,0.5356265106898538,11.952812350190111,-10.69280616900815,803.0,17.83487297921478,11.979214780600461,99.87484355444305,28.58106805475227,0.0,100.0,100.0
