book,Sharpe_mid_866,mean_day_mid_866,t_mid_866,maxDD_mid_866,n_days_mid_866,Sharpe_mid_803,mean_day_mid_803,t_mid_803,maxDD_mid_803,n_days_mid_803,Sharpe_crossed_866,mean_day_crossed_866,t_crossed_866,maxDD_crossed_866,n_days_crossed_866,Sharpe_crossed_803,mean_day_crossed_803,t_crossed_803,maxDD_crossed_803,n_days_crossed_803,crossings_day,trades_day,pct_bars_active,pct_long_of_active,untradeable_bars,placebo_pctile_mid,placebo_pctile_crossed,vs_close_mid_n,vs_close_mid_mean_diff,vs_close_mid_t_diff,vs_close_mid_robust_t_diff,vs_close_mid_robust_lag,vs_close_mid_dSharpe,vs_close_mid_pct_draws_positive,vs_close_mid_pctile_lo,vs_close_mid_pctile_hi,vs_close_mid_basic_lo,vs_close_mid_basic_hi,vs_close_crossed_n,vs_close_crossed_mean_diff,vs_close_crossed_t_diff,vs_close_crossed_robust_t_diff,vs_close_crossed_robust_lag,vs_close_crossed_dSharpe,vs_close_crossed_pct_draws_positive,vs_close_crossed_pctile_lo,vs_close_crossed_pctile_hi,vs_close_crossed_basic_lo,vs_close_crossed_basic_hi
"D pre-registered {11:30,12:30,15:00} + sign(s) close",2.7426838714591315,0.19458829758381957,5.084338164951958,-11.118109021965665,866.0,2.7098936629047627,0.19922205593438552,4.837374953223174,-11.118109021965665,803.0,0.7491250213208406,0.05328416416525208,1.3887145273493302,-19.192455112901797,866.0,0.8901922896015511,0.06552285444524779,1.5890637866044823,-19.192455112901797,803.0,6.6108545034642034,3.9260969976905313,32.733224222585925,9.0,0.0,100.0,100.0,866.0,0.08849845530779944,6.233080127331089,5.813538149416622,14.0,1.1681195731508986,100.0,0.6864226311855942,1.658571648566754,0.6776674977350432,1.649816515116203,866.0,-0.024471337970456163,-1.654045207434629,-1.5106749349530686,14.0,-0.405330890064138,4.1000000000000005,-0.8676621755316892,0.043280180547343367,-0.8539419606756194,0.05700039540341317
D settlement leg only: sign(s) at 15:30,1.5745642983082329,0.10608984227602013,2.918899052992312,-12.608079715389422,866.0,1.6357229446623538,0.11441320474599431,2.9198950908060812,-12.608079715389422,803.0,1.1544559113849786,0.07775550213570825,2.140109660865268,-15.391111385766871,866.0,1.1990824696932747,0.08385587154361562,2.140457238283554,-15.391111385766871,803.0,0.9272517321016166,0.9272517321016166,7.730817367863676,38.10709838107098,0.0,,,,,,,,,,,,,,,,,,,,,,,,
D the deck's hybrid (all twelve bars),3.171428442632503,0.25196108703196146,5.879137160533252,-10.903205757793998,866.0,3.0767616388392653,0.2524200253320095,5.492263365347415,-10.903205757793998,803.0,-0.9688888283402216,-0.0787640904617952,-1.7961087308633263,-91.99430417148699,866.0,-0.691801068072081,-0.0578281290732269,-1.2349197332406672,-72.77666996723806,803.0,16.615473441108545,11.921478060046189,99.39347260999327,2.96396745447501,0.0,,,,,,,,,,,,,,,,,,,,,,,,
D settlement leg only (second half),1.1118427126259591,0.056217177747324064,2.0611140773655547,-12.608079715389444,866.0,1.1548046306797457,0.06062774088316641,2.061417786529826,-12.608079715389444,803.0,0.862175517060804,0.043553262405773174,1.5982855085472627,-14.569068767362392,866.0,0.8954214240185688,0.04697026804906547,1.5983982059590796,-14.569068767362392,803.0,0.5,0.5,4.168672378935208,46.88221709006928,0.0,,,,,,,,,,,,,,,,,,,,,,,,
