frame,definition,n,pct_short,mean_ratio
803 signal days,1 sign(RV_bar - slice),9630.0,60.97611630321911,1.0126636915729532
803 signal days,2 sign(RV_bar - IV_rem),9631.0,97.5391963451355,0.20903283864863598
803 signal days,3 sign(RV_rem - IV_rem),9631.0,70.71955144844772,0.9080077893860813
803 signal days,4 sign(RV_bar - IV^2 h),9631.0,70.81299968850587,0.8804171811885416
866 all days,1 sign(RV_bar - slice),9630.0,60.97611630321911,1.0126636915729532
866 all days,2 sign(RV_bar - IV_rem),10374.0,97.56121071910546,0.2069095184218315
866 all days,3 sign(RV_rem - IV_rem),10374.0,70.81164449585502,0.9057679768469202
866 all days,4 sign(RV_bar - IV^2 h),10374.0,71.41893194524773,0.8712897120310126
