hhmm,break-even half-spread % prem (first half),median half-spread % prem (first half),margin
15:00,2.460105413230744,3.2258079401784108,-0.7657025269476669
12:30,0.971680224047786,2.1459227292144947,-1.1742425051667087
11:30,0.7812271349883801,1.9728236408446687,-1.1915965058562885
10:30,0.30286491755039985,1.8709092526123288,-1.5680443350619289
14:30,1.1835587245753079,2.766797644220905,-1.5832389196455972
11:00,0.2854770634988917,1.915707888279604,-1.6302308247807122
12:00,0.25332083026550073,2.0044555918374227,-1.751134761571922
13:00,0.4190496189310675,2.2388073776102253,-1.8197577586791578
10:00,0.22679207667858167,2.0576112306572623,-1.8308191539786807
14:00,0.3888137768528178,2.617799844603511,-2.228986067750693
13:30,-0.22253925017695847,2.325581975599577,-2.5481212257765353
