book,Sharpe_mid_866,mean_day_mid_866,t_mid_866,maxDD_mid_866,n_days_mid_866,Sharpe_mid_803,mean_day_mid_803,t_mid_803,maxDD_mid_803,n_days_mid_803,Sharpe_crossed_866,mean_day_crossed_866,t_crossed_866,maxDD_crossed_866,n_days_crossed_866,Sharpe_crossed_803,mean_day_crossed_803,t_crossed_803,maxDD_crossed_803,n_days_crossed_803,crossings_day,trades_day,pct_bars_active,pct_long_of_active,untradeable_bars,agreement with always short %
F short when the trailing implied drift is negative,-1.949798861152465,-0.08409761667963249,-3.61450215495062,-84.75948807889883,866.0,-2.0259501461749037,-0.09069556169932967,-3.616481571856323,-84.75948807889883,803.0,-8.388113596497348,-0.36080599483973297,-15.549734526252486,-312.45799153120896,866.0,-8.807669165110648,-0.38911331448469333,-15.722387486567463,-312.20420202819525,803.0,15.468822170900692,10.178983833718245,84.8656975064985,64.01588201928531,0.0,35.98411798071469
F fade the last 30-min implied change,0.9073082338582169,0.07578775977936715,1.6819517293935518,-35.240270694878106,866.0,0.8563710029093269,0.07179116421967531,1.5286901094486878,-35.24027069487812,803.0,-3.168915287184847,-0.2681994309924893,-5.874478318043258,-233.36616330938898,866.0,-2.9511537844719533,-0.2501374447218883,-5.268043390607434,-199.91136833524428,803.0,17.317551963048498,10.97690531177829,91.51824395879464,44.58236903008626,0.0,55.41763096991373
F follow the last 30-min implied change,-0.9073082338582169,-0.07578775977936715,-1.6819517293935518,-106.12458567519084,866.0,-0.8563710029093269,-0.07179116421967531,-1.5286901094486878,-94.8560727088813,803.0,-5.023702706423043,-0.41977495055122355,-9.312849966208626,-375.89660383995243,866.0,-4.706716106593374,-0.393719773161239,-8.401861267707998,-325.4622958298039,803.0,17.317551963048498,10.97690531177829,91.51824395879464,55.41763096991373,0.0,44.58236903008626
F always short the package (the comparator),1.9020388792233835,0.1603462841343286,3.525965557128919,-16.815732212518803,866.0,1.8959086730073396,0.15966174946714293,3.384347236184007,-16.815732212518792,803.0,-1.9180993718242016,-0.16634557730839308,-3.5557382102326924,-144.5995245353336,866.0,-1.662000734157938,-0.1433217627122648,-2.9668030276273925,-113.42861749506827,803.0,16.406466512702078,11.994226327944572,100.0,0.0,0.0,100.0
F peeking: trade the next implied change (NOT F_t),10.164165833513138,0.4537895996022707,18.842148305899507,-2.9646927078307215,866.0,10.316017792776334,0.4687728591104199,18.414909326844178,-2.9646927078307215,803.0,2.184184209427067,0.0985035920767336,4.049001509374622,-50.227529709214764,866.0,2.9969129719580696,0.13567127365860063,5.349727166784803,-27.990936761444207,803.0,18.376443418013857,10.97690531177829,91.51824395879464,55.41763096991373,0.0,44.58236903008626
