rule,Sharpe mid,target Sharpe mid,mean/day mid,target mean/day mid,Sharpe crossed,target Sharpe crossed,crossings/day,target crossings/day,max |gap|
always short,1.9020388792233835,1.9020388792233835,0.1603462841343286,0.1603462841343286,-1.9180993718242016,-1.9180993430911475,16.406466512702078,16.406466512702078,2.873305415818095e-08
"always short, flat at 15:30",3.429978549440463,3.429978549440463,0.1458712447559413,0.1458712447559413,-3.6206701881516894,-3.6206701018995,16.002309468822173,16.002309468822173,8.62521893907342e-08
sign(s),1.7205907343516698,1.7205907343516698,0.13805390326596778,0.1380539032659677,-2.2432174183129217,-2.243217374537548,17.03348729792148,17.03348729792148,4.3775373548271546e-08
"always short, sign(s) close",3.171428442632503,3.171428442632503,0.25196108703196146,0.2519610870319614,-0.9688888283402216,-0.9688887811062424,16.615473441108545,16.615473441108545,4.7233979172389695e-08
