date,10:00 hold+flat | mid,10:00 hold+flat | crossed,10:00 hold+flip | mid,10:00 hold+flip | crossed,10:00 (a) hold uncond | mid,10:00 (a) hold uncond | crossed,10:00 (b) close uncond | mid,10:00 (b) close uncond | crossed,11:00 hold+flat | mid,11:00 hold+flat | crossed,11:00 hold+flip | mid,11:00 hold+flip | crossed,11:00 (a) hold uncond | mid,11:00 (a) hold uncond | crossed,11:00 (b) close uncond | mid,11:00 (b) close uncond | crossed,12:00 hold+flat | mid,12:00 hold+flat | crossed,12:00 hold+flip | mid,12:00 hold+flip | crossed,12:00 (a) hold uncond | mid,12:00 (a) hold uncond | crossed,12:00 (b) close uncond | mid,12:00 (b) close uncond | crossed,13:00 hold+flat | mid,13:00 hold+flat | crossed,13:00 hold+flip | mid,13:00 hold+flip | crossed,13:00 (a) hold uncond | mid,13:00 (a) hold uncond | crossed,13:00 (b) close uncond | mid,13:00 (b) close uncond | crossed,14:00 hold+flat | mid,14:00 hold+flat | crossed,14:00 hold+flip | mid,14:00 hold+flip | crossed,14:00 (a) hold uncond | mid,14:00 (a) hold uncond | crossed,14:00 (b) close uncond | mid,14:00 (b) close uncond | crossed,15:00 hold+flat | mid,15:00 hold+flat | crossed,15:00 hold+flip | mid,15:00 hold+flip | crossed,15:00 (a) hold uncond | mid,15:00 (a) hold uncond | crossed,15:00 (b) close uncond | mid,15:00 (b) close uncond | crossed,(c) close sign(s) | mid,(c) close sign(s) | crossed,(d) close always short | mid,(d) close always short | crossed
2020-01-03,8.199999988079071,7.449999809265137,5.799902379512787,4.849902153015137,10.60009765625,10.050097465515137,8.199999988079071,7.449999809265137,4.349999949336052,3.799999713897705,1.9499023407697678,1.199902057647705,8.900000095367432,8.599999904632568,4.349999949336052,3.799999713897705,1.9999999776482582,1.6000000536441803,-0.40009763091802597,-1.0000976026058197,0.47509765625,0.3000977039337158,1.9999999776482582,1.6000000536441803,0.7999999895691872,0.40000012516975403,-1.600097618997097,-2.200097531080246,-0.724902331829071,-0.8999022245407104,0.7999999895691872,0.40000012516975403,1.9750000834465027,0.9500000476837158,-0.4250975251197815,-1.6500976085662842,4.375097751617432,3.550097703933716,1.9750000834465027,0.9500000476837158,-0.5750000104308128,-0.9500000178813934,-2.975097618997097,-3.5500976741313934,-2.099902331829071,-2.249902367591858,-0.5750000104308128,-0.9500000178813934,-2.400097608566284,-2.60009765625,2.400097608566284,2.200097680091858
2020-01-06,-1.3249999526888132,-2.8500001914799213,-1.6949707064777613,-3.3199708946049213,-7.080029249191284,-7.280029296875,-1.3249999526888132,-2.8500001914799213,0.7999999728053808,-0.05000010132789612,0.43002921901643276,-0.5199708044528961,-5.080029368400574,-5.280029296875,0.7999999728053808,-0.05000010132789612,-0.49999997951090336,-1.3500000536441803,-0.8699707332998514,-1.8199707567691803,-6.380029320716858,-6.580029249191284,-0.49999997951090336,-1.3500000536441803,-1.5749999079853296,-2.4000000059604645,-1.9449706617742777,-2.8699707090854645,-7.455029249191284,-7.630029201507568,-1.5749999079853296,-2.4000000059604645,0.5749999433755875,0.2999999225139618,0.2050291895866394,-0.1699707806110382,-3.4550293684005737,-3.5800293684005737,0.5749999433755875,0.2999999225139618,0.10000000894069672,-0.20000001788139343,-0.26997074484825134,-0.6699707210063934,-3.9300293028354645,-4.080029308795929,0.10000000894069672,-0.20000001788139343,-0.36997075378894806,-0.469970703125,0.36997075378894806,0.26997068524360657
2020-01-08,-7.124999666586518,-8.249999810010195,3.2999515291303396,2.099951397627592,6.5499513149261475,6.249951362609863,-7.124999666586518,-8.249999810010195,-11.174999618902802,-12.149999428540468,-0.7500484231859446,-1.8000482209026814,2.449951171875,2.2499513626098633,-11.174999618902802,-12.149999428540468,-1.7249999083578587,-2.249999910593033,8.699951287359,8.099951297044754,3.300048828125,3.050048828125,-1.7249999083578587,-2.249999910593033,-2.8749999441206455,-3.299999862909317,7.549951251596212,7.04995134472847,2.150048792362213,2.000048875808716,-2.8749999441206455,-3.299999862909317,-3.6499998308718204,-4.099999874830246,6.7749513648450375,6.249951332807541,1.3750489056110382,1.2000488638877869,-3.6499998308718204,-4.099999874830246,-0.3999999240040779,-0.699999988079071,10.02495127171278,9.649951219558716,-4.399951159954071,-4.549951195716858,-0.3999999240040779,-0.699999988079071,10.424951195716858,10.349951207637787,-10.424951195716858,-10.499951183795929
2020-01-10,-6.150000000372529,-8.45000009611249,-8.599999928846955,-11.050000119954348,-8.27490234375,-8.549902439117432,-6.150000000372529,-8.45000009611249,-7.625000083819032,-9.800000119954348,-10.075000012293458,-12.400000143796206,-9.749902427196503,-9.89990246295929,-7.625000083819032,-9.800000119954348,1.5749998837709427,1.0999998152256012,-0.8750000447034836,-1.5000002086162567,0.9250975847244263,0.7000975608825684,1.5749998837709427,1.0999998152256012,0.09999991953372955,-0.3500001132488251,-2.3500000089406967,-2.950000137090683,-0.5499023795127869,-0.7499023675918579,0.09999991953372955,-0.3500001132488251,-4.375000108033419,-5.950000025331974,-6.825000036507845,-8.550000049173832,-6.324902355670929,-6.499902367591858,-4.375000108033419,-5.950000025331974,-0.9750000685453415,-1.4000000655651093,-3.4249999970197678,-4.000000089406967,-1.624902367591858,-1.799902319908142,-0.9750000685453415,-1.4000000655651093,-2.4499999284744263,-2.600000023841858,2.4499999284744263,2.3000000715255737
2020-01-13,-2.0798829197883606,-2.229882836341858,-2.0798829197883606,-2.229882836341858,-2.0798829197883606,-2.229882836341858,2.899999961256981,2.5500000715255737,-3.4548827409744263,-3.6298828125,-3.4548827409744263,-3.6298828125,-3.4548827409744263,-3.6298828125,1.5250001400709152,1.1500000953674316,0.545117199420929,0.3701171875,0.545117199420929,0.3701171875,0.545117199420929,0.3701171875,2.449999988079071,2.149999976158142,-0.2548828125,-0.3798828125,-0.2548828125,-0.3798828125,-0.2548828125,-0.3798828125,1.649999976158142,1.399999976158142,-0.5548827946186066,-0.7298828363418579,-0.5548827946186066,-0.7298828363418579,-0.5548827946186066,-0.7298828363418579,1.3499999940395355,1.0499999523162842,-0.9548828601837158,-1.0798828601837158,-0.9548828601837158,-1.0798828601837158,-0.9548828601837158,-1.0798828601837158,0.9499999284744263,0.6999999284744263,-1.904882788658142,-2.029882788658142,-1.904882788658142,-2.029882788658142
2020-01-15,2.824999975040555,1.5000001415610313,4.49003897793591,2.990039251744747,7.140039086341858,6.8900392055511475,2.824999975040555,1.5000001415610313,-3.5000001434236765,-5.300000000745058,-1.8349611405283213,-3.8099608905613422,0.7150390148162842,0.5400390625,-3.5000001434236765,-5.300000000745058,1.2499999273568392,-0.05000004917383194,2.9150389302521944,1.4400390610098839,5.565039038658142,5.340039014816284,1.2499999273568392,-0.05000004917383194,3.07499997317791,2.699999988079071,4.740038976073265,4.190039098262787,5.599999964237213,5.399999976158142,3.07499997317791,2.699999988079071,1.6249999850988388,1.300000011920929,3.290038987994194,2.7900391221046448,4.149999976158142,4.0,1.6249999850988388,1.300000011920929,-2.475000036880374,-3.700000025331974,-0.8099610339850187,-2.209960915148258,1.840039074420929,1.690039038658142,-2.475000036880374,-3.700000025331974,1.6650390028953552,1.4900391101837158,-1.6650390028953552,-1.8400390148162842
2020-01-17,6.275000095367432,5.549999952316284,6.275000095367432,5.549999952316284,6.275000095367432,5.549999952316284,3.675000086426735,2.8000000417232513,0.6298826932907104,0.47988271713256836,0.6298826932907104,0.47988271713256836,0.6298826932907104,0.47988271713256836,2.9249998331069946,2.6499998569488525,-0.3451172113418579,-0.5201171636581421,-0.3451172113418579,-0.5201171636581421,-0.3451172113418579,-0.5201171636581421,1.9499999284744263,1.649999976158142,-0.7951171398162842,-0.9201171398162842,-0.7951171398162842,-0.9201171398162842,-0.7951171398162842,-0.9201171398162842,1.5,1.25,-0.9201170802116394,-1.1201170682907104,-0.9201170802116394,-1.1201170682907104,-0.9201170802116394,-1.1201170682907104,1.3750000596046448,1.0500000715255737,2.925000011920929,2.75,2.925000011920929,2.75,2.925000011920929,2.75,0.32500000298023224,8.940696716308594e-08,-2.295117199420929,-2.420117139816284,-2.295117199420929,-2.420117139816284
2020-01-21,4.499999940395355,4.049999952316284,2.9499999284744263,2.299999952316284,6.049999952316284,5.799999952316284,4.499999940395355,4.049999952316284,0.8250000551342964,0.30000023543834686,-0.7249999567866325,-1.4499997645616531,4.559960901737213,4.409960985183716,0.8250000551342964,0.30000023543834686,1.599999951198697,1.2500000223517418,0.049999939277768135,-0.4999999776482582,-0.38496100902557373,-0.5599609613418579,1.599999951198697,1.2500000223517418,1.0250000227242708,0.7000000700354576,-0.5249999891966581,-1.0499999299645424,-0.9599609375,-1.109960913658142,1.0250000227242708,0.7000000700354576,-0.1749998852610588,-0.6999997645616531,-1.7249998971819878,-2.449999764561653,3.559960961341858,3.409960985183716,-0.1749998852610588,-0.6999997645616531,0.699999988079071,0.3500000238418579,-0.8500000238418579,-1.399999976158142,2.25,2.100000023841858,0.699999988079071,0.3500000238418579,-1.550000011920929,-1.75,1.550000011920929,1.350000023841858
2020-01-22,-2.1250001434236765,-2.800000239163637,-4.425000095739961,-5.250000286847353,-2.0999999046325684,-2.3999998569488525,-2.1250001434236765,-2.800000239163637,-3.500000322237611,-4.050000358372927,-5.800000274553895,-6.5000004060566425,-3.4750000834465027,-3.649999976158142,-3.500000322237611,-4.050000358372927,0.5000000931322575,0.10000018775463104,-1.7999998591840267,-2.3499998599290848,1.399999976158142,1.25,0.5000000931322575,0.10000018775463104,-0.42499979957938194,-0.8999996930360794,-2.724999751895666,-3.3499997407197952,0.4750000834465027,0.25000011920928955,-0.42499979957938194,-0.8999996930360794,-1.0499999187886715,-1.399999812245369,-3.3499998711049557,-3.8499998599290848,-0.15000003576278687,-0.25,-1.0499999187886715,-1.399999812245369,-1.949999924749136,-2.3499998599290848,-4.24999987706542,-4.799999907612801,-1.0500000417232513,-1.2000000476837158,-1.949999924749136,-2.3499998599290848,-2.299999952316284,-2.450000047683716,2.299999952316284,2.150000035762787
2020-01-24,-26.43002939224243,-26.63002920150757,-26.43002939224243,-26.63002920150757,-26.43002939224243,-26.63002920150757,-24.374999905005097,-26.449999142438173,-11.980029225349426,-12.230029106140137,-11.980029225349426,-12.230029106140137,-11.980029225349426,-12.230029106140137,-9.92500021494925,-11.950000572949648,-1.5300291776657104,-1.8300292491912842,-1.5300291776657104,-1.8300292491912842,-1.5300291776657104,-1.8300292491912842,-0.6249997392296791,-1.4499995708465576,-2.7050293684005737,-2.980029344558716,-2.7050293684005737,-2.980029344558716,-2.7050293684005737,-2.980029344558716,-1.7999999299645424,-2.5999996662139893,8.330029249191284,8.030029296875,8.330029249191284,8.030029296875,8.330029249191284,8.030029296875,3.5,2.899999976158142,6.005029320716858,5.780029296875,6.005029320716858,5.780029296875,6.005029320716858,5.780029296875,1.1750000715255737,0.6499999761581421,3.924999952316284,3.6499998569488525,3.924999952316284,3.6499998569488525
