,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,Sharpe_crossed,n_crossed
baseline (HAR + calendar OLS),865.0,0.004235242734412644,0.15405592144534336,-1.9577778445349798,-0.05836575918803055,0.022522522716028393,0.0781010629846679,1.1889952423972021,-3.360107758030929,43.461039146510835,0.8085520152245205,0.43641551374802046,289.0,33.410404624277454,-2.6603855252588575,865.0
block-diagonal ridge,865.0,0.003813637759066724,0.15406694748724573,-1.9577778445349798,-0.06270628813015267,0.017910430680460054,0.07547171508854222,1.297142880303519,-1.733680980222077,43.249946039262866,0.7280111227455504,0.3929436105097687,301.0,34.797687861271676,-2.714651423388175,865.0
"block-diagonal ridge, without the FOMC columns",865.0,0.00639625154356017,0.15398125076916228,-1.9577778445349798,-0.06071429593222488,0.02005734151104932,0.07768919920497752,1.297142880303519,-1.7381590189159053,43.463607441721386,1.2217032958436151,0.6594136944364541,311.0,35.95375722543353,-2.4527895314931953,865.0
LightGBM,865.0,0.004651984110622064,0.15404388650825018,-1.9577778445349798,-0.05995203864352383,0.020408151349342152,0.07777778307596839,1.1889952423972021,-3.0063075608492147,43.468127536979644,0.8881816761767909,0.47939558026163354,295.0,34.104046242774565,-2.6212027829246884,865.0
XGBoost,865.0,0.005344070704947506,0.15402140379808046,-1.9577778445349798,-0.057513938816962984,0.024707407385635927,0.07822413587935206,1.1889952423972021,-3.109729615420665,43.562056621434614,1.0204674859627327,0.5507967746835826,287.0,33.179190751445084,-2.544296371848746,865.0
lasso (causally tuned),865.0,0.0033987711188260615,0.1540766690938551,-1.9577778445349798,-0.06278028348931042,0.01691730404946068,0.07473312561560352,1.297142880303519,-1.7466830118991825,43.221459106118324,0.6487734844169806,0.3501751379956779,310.0,35.83815028901734,-2.7531069187867785,865.0
lasso (fixed 1e-4),865.0,0.006320131345750732,0.1539843975289587,-1.9577778445349798,-0.059808623574870046,0.02386634812275812,0.07777778307596839,1.297142880303519,-1.7874613681516245,43.46475173428219,1.207139439866965,0.6515528610348615,287.0,33.179190751445084,-2.4581933439734978,865.0
elastic net (causally tuned),865.0,0.00486718191696626,0.15403722957767713,-1.9577778445349798,-0.06000000000000005,0.021961932895397163,0.07768919920497752,1.297142880303519,-1.806177305540984,43.340083760052586,0.9293085514346442,0.5015937889811095,297.0,34.335260115606935,-2.6094529285123556,865.0
