book,sample,scope,n_bars,mean_endpoint_pts,mean_path_pts,ratio_path_over_endpoint,mean_removed_pts,mean_removed_prem
exit_1530_crossed,whole,pooled over bars,7785,0.867222248341791,0.9227418489596131,1.0640200372211168,-0.05551960061782229,-0.022742996112422587
exit_1530_crossed,whole,11:00-11:30,865,1.0836046602192444,1.1349911676252045,1.0474218220836768,-0.05138650740596001,-0.0024462421959590207
exit_1530_crossed,whole,11:30-12:00,865,0.8577515227873628,0.9298444275949534,1.0840487051230365,-0.07209290480759056,-0.003570958037810911
exit_1530_crossed,whole,12:00-12:30,865,0.7624568955868489,0.8313793167195835,1.0903951705751003,-0.06892242113273477,-0.004120217568364337
exit_1530_crossed,whole,12:30-13:00,865,0.6391371641104092,0.7111541488472516,1.112678449604914,-0.07201698473684222,-0.004009909056414134
exit_1530_crossed,whole,13:00-13:30,865,0.7617529581233375,0.7993433637071529,1.0493472393942826,-0.03759040558381527,-0.0016528591304137271
exit_1530_crossed,whole,13:30-14:00,865,0.7439351336347849,0.7267346544228251,0.9768790605063641,0.01720047921195966,-0.0005977587390468437
exit_1530_crossed,whole,14:00-14:30,865,1.016862841695047,1.0638720970872095,1.0462296914240676,-0.04700925539216263,0.0003442263873213528
exit_1530_crossed,whole,14:30-15:00,865,0.9329745028930004,1.0250157929371195,1.098653596383089,-0.09204129004411907,-0.001836795762982061
exit_1530_crossed,whole,15:00-15:30,865,1.0065245560260825,1.082341671695218,1.0753256492504004,-0.07581711566913574,-0.004852482008752903
exit_1530_crossed,daily_era,pooled over bars,4401,0.9002536276274729,0.9474930664126714,1.052473477846119,-0.047239438785198616,-0.020748158570991826
exit_1530_crossed,daily_era,11:00-11:30,489,1.1812449450598184,1.166410126504219,0.9874413697026673,0.014834818555599563,-0.0009787371024248795
exit_1530_crossed,daily_era,11:30-12:00,489,0.8266121340145198,0.9400902625451988,1.1372809856777226,-0.11347812853067904,-0.006982042505910858
exit_1530_crossed,daily_era,12:00-12:30,489,0.7682852176304809,0.8708288734535983,1.1334708171782597,-0.10254365582311746,-0.006180071252186919
exit_1530_crossed,daily_era,12:30-13:00,489,0.6383526932826179,0.7389040286659614,1.1575168969152079,-0.10055133538334347,-0.005871835690357102
exit_1530_crossed,daily_era,13:00-13:30,489,0.9147132919454947,0.8901097362971228,0.9731024400049518,0.024603555648371876,-0.00017222250763257254
exit_1530_crossed,daily_era,13:30-14:00,489,0.745085079593614,0.7574596124116015,1.0166082144937554,-0.012374532817987442,-0.0012561371880027636
exit_1530_crossed,daily_era,14:00-14:30,489,1.02767231367256,1.0644421312112142,1.0357797101755628,-0.0367698175386543,0.0019935195483032427
exit_1530_crossed,daily_era,14:30-15:00,489,1.0041641269059536,1.0450341445089462,1.0407005354084118,-0.04087001760299261,0.0036255001479506754
exit_1530_crossed,daily_era,15:00-15:30,489,0.9961528465421964,1.0541586821161812,1.0582298547610764,-0.05800583557398475,-0.004926132020730654
hold_settlement_crossed,whole,pooled over bars,8650,0.9705839214457802,0.9842573573413161,1.0140878450522526,-0.013673435895535843,-0.0060429049740639606
hold_settlement_crossed,daily_era,pooled over bars,4890,0.9584977957804762,0.9830284885670283,1.025592852580926,-0.02453069278655211,-0.011652088183446246
