sample,family,param,rule,n_days,n_bars,frac_dense,n_no_signal,mean_gross,Sharpe_gross,turnover,notional_pts,cost_prem_0.2bp,mean_net_0.2bp,Sharpe_net_0.2bp,cost_prem_0.5bp,mean_net_0.5bp,Sharpe_net_0.5bp,cost_prem_1bp,mean_net_1bp,Sharpe_net_1bp,Sharpe_gain_vs_book,bound_Sharpe_gain,turnover_vs_book,bound_turnover,share_of_bound_Sharpe_gain,share_of_bound_turnover
daily_era,comb_ratio_calm_control,q=1.5,CONTROL dense when comb f_t / slice_t < 1.5,489,4401,0.9429675073846853,575,0.040579991550526995,2.8972739971325923,9.172483666898803,39389.69117697782,0.0476899597374679,-0.00710996818694091,-0.5098487124159833,0.11922489934366974,-0.07864490779314275,-5.564049739269379,0.23844979868733948,-0.1978698071368125,-13.057670486934946,0.3841418294147525,-0.17290114322766437,7.048355006017227,7.510602684338959,-2.2217425648189084,0.9384539832887703
whole,comb_tercile_hot,top tercile by clock,"dense when comb f_t / slice_t is above its expanding, lagged top-tercile cut at that clock",865,7785,0.3746949261400128,1142,0.03311287434903307,1.8325015342761042,4.965486513078959,20907.180074009175,0.027282303338454637,0.005830571010578426,0.31798686198782466,0.06820575834613658,-0.03509288399710353,-1.852936129139288,0.13641151669227317,-0.10329864234324011,-5.056349841812611,-0.42004517514038286,-0.5920738892711002,2.9096070770405422,7.317014309547652,0.7094472206121077,0.3976494993653249
daily_era,comb_tercile_hot,top tercile by clock,"dense when comb f_t / slice_t is above its expanding, lagged top-tercile cut at that clock",489,4401,0.4746648488979777,1142,0.0348190463044077,1.9210821461666712,5.849685176280545,25089.357566660754,0.03149122229419654,0.003327824010211162,0.1814353893780407,0.07872805573549137,-0.04390900943108366,-2.326397764937792,0.15745611147098273,-0.12263706516657502,-6.053036419060284,-0.5920500215511686,-0.17290114322766437,3.7255565153989694,7.510602684338959,3.4242111445821832,0.49603962184918476
whole,comb_tercile_calm_control,bottom tercile by clock,"CONTROL dense when comb f_t / slice_t is below its expanding, lagged bottom-tercile cut at that clock",865,7785,0.2380218368657675,1142,0.044455313278113535,2.378510713412866,3.640883861041039,15174.580476993277,0.019516836667420604,0.02493847661069293,1.335293217396597,0.0487920916685515,-0.00433677839043797,-0.2314651143946772,0.097584183337103,-0.053128870058989475,-2.7891865860224385,0.12596400399637897,-0.5920738892711002,1.585004425002622,7.317014309547652,-0.21275047976098518,0.21661901397875075
daily_era,comb_tercile_calm_control,bottom tercile by clock,"CONTROL dense when comb f_t / slice_t is below its expanding, lagged bottom-tercile cut at that clock",489,4401,0.2288116337196092,1142,0.05463743925351227,2.8959207757251573,3.6776159577889813,15806.371047856957,0.018402568832494616,0.03623487042101764,1.9185719124310026,0.04600642208123653,0.008631017172275726,0.4552594953400872,0.09201284416247306,-0.03737540490896081,-1.947472968409792,0.3827886080073175,-0.17290114322766437,1.5534872969074058,7.510602684338959,-2.2139160034545737,0.20683923277511718
whole,ridge_ratio_hot,q=0.8,dense when ridge f_t / slice_t > 0.8,865,7785,0.6271034039820167,8,0.024105604126949762,1.488209507686124,6.771618694164832,28061.60714525854,0.03653084423267423,-0.012425240105724464,-0.7519941400175382,0.09132711058168555,-0.0672215064547358,-3.8920660713760697,0.1826542211633711,-0.15854861703642134,-8.295245671573346,-0.7643372017303631,-0.5920738892711002,4.7157392581264155,7.317014309547652,1.2909490108934472,0.6444895497844051
daily_era,ridge_ratio_hot,q=0.8,dense when ridge f_t / slice_t > 0.8,489,4401,0.7146103158373097,8,0.026155632920675725,1.6383191104395285,7.584013478397986,32638.97030541117,0.040798131331266516,-0.014642498410590779,-0.902599244214753,0.10199532832816627,-0.07583969540749055,-4.492277235312445,0.20399065665633254,-0.17783502373565682,-9.554066066783946,-0.8748130572783113,-0.17290114322766437,5.459884817516411,7.510602684338959,5.059614071645654,0.7269569496601536
whole,ridge_ratio_calm_control,q=0.8,CONTROL dense when ridge f_t / slice_t < 0.8,865,7785,0.371868978805395,8,0.045036015945599285,2.4200086719526275,4.645707082714422,18879.600075640265,0.024481745241194706,0.020554270704404586,1.108603187404292,0.06120436310298676,-0.016168347157387467,-0.8715097856326557,0.12240872620597353,-0.07737271026037422,-4.099050662716878,0.16746196253614043,-0.5920738892711002,2.589827646676005,7.317014309547652,-0.28283963466502837,0.3539459589817464
daily_era,ridge_ratio_calm_control,q=0.8,CONTROL dense when ridge f_t / slice_t < 0.8,489,4401,0.2853896841626903,8,0.05968285588993131,3.0428831859061862,4.174846527704126,17853.120291395455,0.020611161693147848,0.039071694196783475,2.0017750908685397,0.05152790423286961,0.008154951657061699,0.41969123264648545,0.10305580846573922,-0.043372952575807915,-2.2317813425689,0.5297510181883465,-0.17290114322766437,2.0507178668225508,7.510602684338959,-3.0638954046174622,0.27304305033984677
whole,ridge_ratio_hot,q=1,dense when ridge f_t / slice_t > 1,865,7785,0.3946050096339114,8,0.03617141786434234,2.069683930862505,5.089828310411329,21158.772091778937,0.027693393233825376,0.008478024630516964,0.47734105134867405,0.06923348308456344,-0.0330620652202211,-1.7987407399900572,0.13846696616912688,-0.10229554830478453,-5.147983700073747,-0.18286277855398225,-0.5920738892711002,3.0339488743729124,7.317014309547652,0.3088512799966638,0.4146430150360708
daily_era,ridge_ratio_hot,q=1,dense when ridge f_t / slice_t > 1,489,4401,0.4762553965007953,8,0.03627482560644411,2.0526262778615525,5.845238475453237,25148.184940640935,0.03175273981322476,0.004522085793219351,0.2523352387785524,0.07938184953306189,-0.04310702392661779,-2.329246368762277,0.15876369906612378,-0.12248887345967971,-6.12746816875092,-0.46050588985628726,-0.17290114322766437,3.7211098145716615,7.510602684338959,2.6634056968028528,0.4954475653905759
whole,ridge_ratio_calm_control,q=1,CONTROL dense when ridge f_t / slice_t < 1,865,7785,0.6043673731535003,8,0.032970202208206706,1.8897808144369195,6.327497466467925,25782.43512911987,0.03331919624004355,-0.00034899403183684375,-0.020104772326546883,0.08329799060010887,-0.050327788391902176,-2.890958167868976,0.16659598120021774,-0.13362577899201106,-7.437341875335051,-0.36276589497956757,-0.5920738892711002,4.271618030429508,7.317014309547652,0.6127037546380694,0.5837924937300807
daily_era,ridge_ratio_calm_control,q=1,CONTROL dense when ridge f_t / slice_t < 1,489,4401,0.5237446034992047,8,0.04956366320416294,2.746792561299577,5.913621530648876,25343.905656165683,0.029656553211189592,0.019907109992973324,1.1123721425448834,0.07414138302797398,-0.024577719823811062,-1.3820125689482452,0.14828276605594795,-0.09871910285178505,-5.516552829608348,0.2336603935817374,-0.17290114322766437,3.7894928697673005,7.510602684338959,-1.3514103447775903,0.5045524346094244
whole,ridge_ratio_hot,q=1.25,dense when ridge f_t / slice_t > 1.25,865,7785,0.18882466281310212,8,0.0331231802019015,1.7147690701002718,3.53538435502096,14661.263402424309,0.01927238309792698,0.013850797103974518,0.7091645486530037,0.04818095774481744,-0.015057777542915951,-0.7547819953845087,0.09636191548963488,-0.0632387352877334,-3.0276871959514753,-0.5377776393162153,-0.5920738892711002,1.4795049189825429,7.317014309547652,0.9082948075590214,0.20220063216932646
daily_era,ridge_ratio_hot,q=1.25,dense when ridge f_t / slice_t > 1.25,489,4401,0.2390365825948648,8,0.03648174263643957,1.8330892198980755,4.0130440737099855,17251.04781901979,0.02186923508646913,0.014612507549970444,0.7266028203037264,0.05467308771617283,-0.01819134507973325,-0.885748757948973,0.10934617543234566,-0.07286443279590607,-3.3841385600728806,-0.6800429478197643,-0.17290114322766437,1.88891541282841,7.510602684338959,3.933131586783844,0.25149984524772684
whole,ridge_ratio_calm_control,q=1.25,CONTROL dense when ridge f_t / slice_t < 1.25,865,7785,0.8101477199743096,8,0.03601843987064755,2.3282067278842096,7.8819414218582935,32279.943818474498,0.041740206375941946,-0.005721766505294396,-0.3713506147185757,0.10435051593985488,-0.06833207606920731,-4.386140653702342,0.20870103187970976,-0.1726825920090622,-10.443591700171375,0.07566001846772252,-0.5920738892711002,5.8260619858198766,7.317014309547652,-0.1277881356343332,0.7962348765968249
daily_era,ridge_ratio_calm_control,q=1.25,CONTROL dense when ridge f_t / slice_t < 1.25,489,4401,0.7609634174051352,8,0.049356746174167465,3.1526100972606597,7.7458159323921265,33241.04277778683,0.039540057937945225,0.00981668823622224,0.6344350570243374,0.09885014484486306,-0.0494933986706956,-3.2188255648456736,0.1977002896897261,-0.14834354351555867,-9.453666605268705,0.6394779295428199,-0.17290114322766437,5.621687271510551,7.510602684338959,-3.6985176477451005,0.7485001547522734
whole,ridge_ratio_hot,q=1.5,dense when ridge f_t / slice_t > 1.5,865,7785,0.08053949903660887,8,0.038750824357732944,1.9388657066588453,2.7069109749726423,11185.711151368954,0.014649072840102407,0.02410175151763054,1.1979685259061266,0.036622682100256015,0.0021281422574769286,0.1045055086019965,0.07324536420051203,-0.034494539842779094,-1.6511876830315617,-0.31368100275764177,-0.5920738892711002,0.6510315389342254,7.317014309547652,0.5298004327531032,0.08897502606831352
daily_era,ridge_ratio_hot,q=1.5,dense when ridge f_t / slice_t > 1.5,489,4401,0.10633946830265849,8,0.04323529406224152,2.0887525219372316,2.9928869852060545,12828.29749640137,0.015978922523564337,0.027256371538677184,1.3092814777811053,0.03994730630891084,0.003287987753330684,0.15620957337681032,0.07989461261782169,-0.03665931855558016,-1.699683048127274,-0.42437964578060816,-0.17290114322766437,0.868758324324479,7.510602684338959,2.454464081951235,0.11567092027594617
whole,ridge_ratio_calm_control,q=1.5,CONTROL dense when ridge f_t / slice_t < 1.5,865,7785,0.9184328837508028,8,0.030390795714816107,2.0974772672536792,8.710414801906612,35755.49606952985,0.04636351663376652,-0.01597272091895042,-1.101415395481374,0.1159087915844163,-0.0855179958696002,-5.761582929673476,0.2318175831688326,-0.20142678745401651,-12.440326497503406,-0.15506944216280782,-0.5920738892711002,6.654535365868195,7.317014309547652,0.26190893564604445,0.909460482697838
daily_era,ridge_ratio_calm_control,q=1.5,CONTROL dense when ridge f_t / slice_t < 1.5,489,4401,0.8936605316973415,8,0.04260319474836552,2.9617289362360055,8.765973020896057,37663.79310040526,0.04543037050085002,-0.002827175752484502,-0.19784586596715434,0.11357592625212506,-0.07097273150375953,-4.92933460014232,0.22715185250425013,-0.18454865775588455,-12.125864446673127,0.44859676851816577,-0.17290114322766437,6.641844360014481,7.510602684338959,-2.5945274863075043,0.884329079724054
whole,ridge_tercile_hot,top tercile by clock,"dense when ridge f_t / slice_t is above its expanding, lagged top-tercile cut at that clock",865,7785,0.3915221579961464,575,0.03347984187014861,1.8771730551590695,5.105249468719658,21325.153966303566,0.027713065766497135,0.005766776103651479,0.31812940218020913,0.06928266441624283,-0.035802822546094216,-1.9084273281294182,0.13856532883248565,-0.10508548696233706,-5.182325290552168,-0.37537365425741753,-0.5920738892711002,3.0493700326812414,7.317014309547652,0.6339979875139209,0.41675059029230704
daily_era,ridge_tercile_hot,top tercile by clock,"dense when ridge f_t / slice_t is above its expanding, lagged top-tercile cut at that clock",489,4401,0.4694387639172915,575,0.03549055449420713,1.9683942412293949,5.8047355421667675,24883.614695869554,0.03118345674243776,0.004307097751769366,0.23597288173815184,0.0779586418560944,-0.04246808736188727,-2.260401106381461,0.1559172837121888,-0.12042672921798164,-5.971920802646904,-0.5447379264884449,-0.17290114322766437,3.680606881285192,7.510602684338959,3.150574463068595,0.49005479799376955
whole,ridge_tercile_calm_control,bottom tercile by clock,"CONTROL dense when ridge f_t / slice_t is below its expanding, lagged bottom-tercile cut at that clock",865,7785,0.244572896596018,575,0.04966090604038187,2.5826411138392245,3.687967047287368,15227.077279364561,0.019581983941100174,0.03007892209928169,1.5677611346628326,0.04895495985275043,0.00070594618763142,0.036773318919374624,0.09790991970550086,-0.048249013665119016,-2.4849566407746684,0.3300944044227374,-0.5920738892711002,1.6320876112489509,7.317014309547652,-0.5575223133536852,0.22305376786257083
daily_era,ridge_tercile_calm_control,bottom tercile by clock,"CONTROL dense when ridge f_t / slice_t is below its expanding, lagged bottom-tercile cut at that clock",489,4401,0.20972506248579867,575,0.06346571367908528,3.177150732158566,3.5742192292584307,15356.615189122791,0.01788067597363842,0.04558503770544687,2.289234482481234,0.044701689934096046,0.01876402374498924,0.9447539209767504,0.08940337986819209,-0.025937666189106805,-1.3040316158969183,0.6640185644407262,-0.17290114322766437,1.4500905683768552,7.510602684338959,-3.840452133774454,0.19307246426449517
whole,slice_level_hot,top tercile by clock,"dense when the implied slice's LEVEL is above its expanding, lagged top-tercile cut at that clock (no forecast at all)",865,7785,0.2026974951830443,575,0.03899487027282692,1.9927274115201645,3.583989322693454,14603.223915550578,0.015063534716176514,0.023931335556650408,1.212274375304793,0.03765883679044129,0.001336033482385641,0.06674246607670387,0.07531767358088258,-0.036322803308055644,-1.7695776876157958,-0.2598192978963225,-0.5920738892711002,1.528109886655037,7.317014309547652,0.43882917758150936,0.20884336452110985
daily_era,slice_level_hot,top tercile by clock,"dense when the implied slice's LEVEL is above its expanding, lagged top-tercile cut at that clock (no forecast at all)",489,4401,0.21267893660531698,575,0.04573091994650861,2.298948629596084,3.686098244169474,15302.441175568507,0.01526087483530752,0.030470045111201088,1.519401112647449,0.0381521870882688,0.007578732858239809,0.3731264503854999,0.0763043741765376,-0.030573454230028985,-1.4714424315604318,-0.21418353812175583,-0.17290114322766437,1.5619695832878984,7.510602684338959,1.2387629955675519,0.20796860770506517
whole,slice_level_calm_control,bottom tercile by clock,"CONTROL dense when the implied slice's LEVEL is below its expanding, lagged bottom-tercile cut at that clock",865,7785,0.4098908156711625,575,0.038771261261644964,2.212774308681495,5.078973362073787,21642.336369173903,0.03398661914235261,0.004784642119292357,0.2712287121675416,0.08496654785588152,-0.046195286594236565,-2.5228239084295705,0.16993309571176304,-0.1311618344501181,-6.3774904422602265,-0.039772400734992,-0.5920738892711002,3.0230939260353704,7.317014309547652,0.06717472507351345,0.41315949349595604
daily_era,slice_level_calm_control,bottom tercile by clock,"CONTROL dense when the implied slice's LEVEL is below its expanding, lagged bottom-tercile cut at that clock",489,4401,0.42490343103840034,575,0.0429184907395753,2.3309464959525936,5.434645108857706,24149.946417744082,0.03492705841948237,0.007991432320092933,0.4322851960910817,0.08731764604870593,-0.044399155309130627,-2.331322904164655,0.17463529209741185,-0.13171680135783656,-6.2612584388901595,-0.18218567176524614,-0.17290114322766437,3.31051644797613,7.510602684338959,1.053698479745484,0.44077906755461704
