sample,window,model,clock,QLIKE,d_vs_P,ci_lo,ci_hi,bias
long,250,CP0,12:00,0.14088079675870255,0.004276194699406348,0.0019302982681907621,0.006858118816413024,0.9667812145863717
long,250,CP0,12:30,0.1508882141447695,0.006583069938028083,0.003737281034073043,0.00958601545224601,0.9435841886973378
long,250,CP0,13:00,0.18009611377464718,0.01056996526140807,0.0017435489949491818,0.02255735968907718,0.9637850885408177
long,250,CP0,13:30,0.14086728342931862,0.0004447672850487952,-0.0027441552425987712,0.0036369053570462755,0.9727110780218597
long,250,CP0,14:00,0.38338902321855683,0.0037418407622648426,-0.006175332438701069,0.014342488970607494,1.0782275146226552
long,250,CP0,14:30,0.14763916410336128,0.0016806161455705437,-0.0016946990531361396,0.004690287495993346,0.9765868020279634
long,250,CP0,15:00,0.11622160258481941,-0.0019012744087738575,-0.005175677278228628,0.0017672923016208513,0.9655340054751615
long,250,CP0,15:30,0.1132817566021026,-0.013166197757098468,-0.020451474651185433,-0.006573945655459097,0.9778192749117329
long,250,CP10,10:00,0.12940403395187108,-0.009131153710150747,-0.01247185568488906,-0.006000739743480248,0.9527540625232149
long,250,CP10,10:30,0.11251624993659058,0.0004890188216836325,-0.0011451176185506401,0.00217572668827582,0.9445851818691576
long,250,CP10,11:00,0.11432714152706565,0.0006829945121542638,-0.003024959399462523,0.0034007437550241234,0.960528033064745
long,250,CP10,11:30,0.11987984582569162,0.002825958899945315,0.0008321100831790449,0.004755513261336187,0.9684940820606028
long,250,CP10,12:00,0.1386974167453373,0.0020928146860411034,-0.00011391162990708519,0.004407389187230558,0.9789775969946175
long,250,CP10,12:30,0.1493730838625885,0.005067939655847068,0.0017700138777637362,0.009009922202948805,0.9549935463559156
long,250,CP10,13:00,0.1757740793879393,0.0062479308747001375,-0.0016876391640631666,0.016761921579416358,0.9759108534051124
long,250,CP10,13:30,0.13848915613271864,-0.0019333600115511481,-0.005046292993679366,0.0013447737753607462,0.9843301889458858
long,250,CP10,14:00,0.3857765632891247,0.006129380832832721,-0.003787298981717461,0.017355141442449918,1.0962294451094203
long,250,CP10,14:30,0.1465498735541561,0.0005913255963653553,-0.002520177024745038,0.0035958138410345166,0.9964388143913061
long,250,CP10,15:00,0.11396524473053718,-0.004157632263056079,-0.007095872806770892,-0.0010196354699362991,0.9815457302522737
long,250,CP10,15:30,0.1109644718715061,-0.015483482487694966,-0.022686698002820086,-0.00892492189154192,0.9934117184028872
long,250,CP30,10:00,0.13047884992145814,-0.0080563377405637,-0.011555231318882569,-0.004850862901460737,0.9761189541071551
long,250,CP30,10:30,0.11301993898510705,0.0009927078702000893,-0.001169627181567246,0.0031472227500315493,0.9613916521957128
long,250,CP30,11:00,0.11628172027974348,0.002637573264832111,-6.155526927302214e-05,0.00503059357627665,0.9726012434168726
long,250,CP30,11:30,0.12117099731811239,0.004117110392366045,0.0018421772809568064,0.006421790257755392,0.9816520919533679
long,250,CP30,12:00,0.1391745313312764,0.0025699292719801913,0.00022186668053679104,0.005170167268258816,0.9913172969788782
long,250,CP30,12:30,0.15012053811268342,0.005815393905942002,0.0015228774609020626,0.011377222751147886,0.9693273253110896
long,250,CP30,13:00,0.17397959949599257,0.004453450982753413,-0.00288378888615544,0.013823270452798488,0.9884872556180013
long,250,CP30,13:30,0.13903165072496845,-0.001390865419301349,-0.004889563293136249,0.002294209750028088,0.9948590960065121
long,250,CP30,14:00,0.39046126851728746,0.010814086060995534,-0.0006158921213435003,0.024264519694607693,1.1123509703199073
long,250,CP30,14:30,0.1503125930560421,0.004354045098251359,-0.00018654676259910393,0.009702829830842275,1.0172718922150925
long,250,CP30,15:00,0.11457447257831181,-0.0035484044152814553,-0.00685119557118398,-2.292032757391757e-05,0.9942768975325715
long,250,CP30,15:30,0.11103508450060524,-0.015412869858595836,-0.022869983233587524,-0.008668061372396124,1.0091504879432338
long,250,CP100,10:00,0.13966893068920416,0.0011337430271823462,-0.0032525365989255293,0.005496936845945396,1.0184213943011382
long,250,CP100,10:30,0.12075444957935313,0.008727218464446174,0.004654590626775001,0.01223346831041305,0.9961758953736392
long,250,CP100,11:00,0.1260339878229408,0.01238984080802944,0.009336975822690906,0.01555717286053432,1.0010055748661055
long,250,CP100,11:30,0.1296587345565112,0.012604847630764878,0.008983596535490307,0.016683441446765195,1.0097478923068783
long,250,CP100,12:00,0.1458590513879242,0.009254449328628008,0.006037606103354037,0.012893545428536081,1.0167450473276398
long,250,CP100,12:30,0.1566581617759135,0.01235301756917207,0.006145789960359869,0.020620102321151475,0.9990022662489547
long,250,CP100,13:00,0.17658427408089677,0.007058125567657624,-0.0012361117106533008,0.015271030172415675,1.0140103579019766
long,250,CP100,13:30,0.14567914524892533,0.005256629104655526,0.0006098496396650333,0.010241429977446847,1.0155732359935883
long,250,CP100,14:00,0.3993674055898506,0.01972022313355863,0.004207715073142994,0.03835748526157375,1.1354929597266126
long,250,CP100,14:30,0.17018748945048234,0.024228941492691596,0.013688866642595832,0.038521078281028624,1.050745396422291
long,250,CP100,15:00,0.1228206472209996,0.004697770227406334,-0.00023380502404031503,0.010576511872957606,1.0142674502282025
long,250,CP100,15:30,0.11606765972773546,-0.010380294631465616,-0.018822243651490253,-0.0029512913571397336,1.0302549223688344
long,250,CP300,10:00,0.16706628935869527,0.028531101696673458,0.01999354442928526,0.038516734514329666,1.0685458814449424
long,250,CP300,10:30,0.14572260375939922,0.033695372644492266,0.026762181280910236,0.040595718961896024,1.0448935534932815
long,250,CP300,11:00,0.15268685860890527,0.03904271159399385,0.032303998416613626,0.047004686950290975,1.0468366130922133
long,250,CP300,11:30,0.153972811977177,0.036918925051430664,0.029737989419842133,0.04514443729377049,1.0555177913378233
long,250,CP300,12:00,0.16692125344794023,0.03031665138864401,0.02469816082621726,0.036379004064202775,1.0592599401098826
long,250,CP300,12:30,0.17591823916702956,0.031613094960288114,0.023504647187967978,0.04199222666798876,1.046710557111345
long,250,CP300,13:00,0.1916254715009319,0.02209932298769275,0.011820648233374663,0.03092136441998916,1.058602538353126
long,250,CP300,13:30,0.16406107674991238,0.023638560605642584,0.016839898960738946,0.030746435022448025,1.0506982258438193
long,250,CP300,14:00,0.4054782018753286,0.025831019419036656,0.007213910049467704,0.04833705991956724,1.1620883722570563
long,250,CP300,14:30,0.21390621683770805,0.06794766887991732,0.04568838630109536,0.09950502793292132,1.0881509819388502
long,250,CP300,15:00,0.14688784265855653,0.028764965664963255,0.019558058462354408,0.04063916872562865,1.040910236284419
long,250,CP300,15:30,0.13052864404233794,0.0040806896831368485,-0.005658617502792589,0.012976111314155197,1.0514961754573768
long,250,CP1000,10:00,0.2409166149197137,0.10238142725769182,0.0771463819811254,0.1376119210388851,1.0803696803864284
long,250,CP1000,10:30,0.2154197651650803,0.10339253405017336,0.08666327437743826,0.1250752148447364,1.0685885174133969
long,250,CP1000,11:00,0.22527657580631896,0.11163242879140758,0.09485964985501587,0.13188848167422998,1.0762859507101754
long,250,CP1000,11:30,0.22498626455943957,0.10793237763369326,0.08968885785633404,0.12869142874481057,1.0918945362290444
long,250,CP1000,12:00,0.23272955068814657,0.09612494862885035,0.08214674566642023,0.11308635585673758,1.0978911762628185
long,250,CP1000,12:30,0.23856462756321611,0.09425948335647467,0.07830128589173187,0.11315640141901188,1.0985730862633039
long,250,CP1000,13:00,0.24906815943896357,0.07954201092572444,0.062213343463923924,0.09746161328406618,1.1129551062824734
long,250,CP1000,13:30,0.22224768631591427,0.08182517017164449,0.0681346654189084,0.09649608290984879,1.091948195443559
long,250,CP1000,14:00,0.4244069646923971,0.04475978223610504,0.021775123265002763,0.07038531309570685,1.1792340213530488
long,250,CP1000,14:30,0.2973591372033831,0.15140058924559238,0.1082249519628188,0.21831813790871266,1.1225640393334326
long,250,CP1000,15:00,0.21351080598062117,0.09538792898702791,0.07231640662135268,0.12885730950634053,1.0693735892264202
long,250,CP1000,15:30,0.17662259527556276,0.05017464091636168,0.034911061919289964,0.06676373774969904,1.0669681501834236
long,250,C+clock smear,10:00,0.13156397429947236,-0.006971213362549457,-0.0101975304131725,-0.003782740341989851,0.9498044507118469
long,250,C+clock smear,10:30,0.11469121711552661,0.0026639860006196555,0.00017822014293817417,0.005806080009354999,0.9819423189786168
long,250,C+clock smear,11:00,0.11502159478116424,0.0013774477662528493,-0.0021648832555075754,0.004021426634821719,0.9846482488084295
long,250,C+clock smear,11:30,0.11926037993814652,0.002206493012400184,0.00025459997444300615,0.0041178246021081515,0.9807597200967634
long,250,C+clock smear,12:00,0.13964005680756883,0.0030354547482726387,0.0008964001004648248,0.005284876097555267,0.981780326060339
long,250,C+clock smear,12:30,0.15075277995331318,0.0064476357465717525,0.003254445888594992,0.009910005214677478,0.9764075761593022
long,250,C+clock smear,13:00,0.18158604047225899,0.012059891959019837,0.004900568849840436,0.021694786626211694,0.9622687234129389
long,250,C+clock smear,13:30,0.14106187174403637,0.0006393555997665645,-0.003132447783781413,0.004528404320394045,0.9606665793850966
long,250,C+clock smear,14:00,0.36417099999091784,-0.015476182465374104,-0.027549040301930797,-0.004532225648467014,0.8819452743414857
long,250,C+clock smear,14:30,0.14317285102833224,-0.0027856969294585104,-0.005785929986613661,0.00019081353112770967,0.9928593423758141
long,250,C+clock smear,15:00,0.11309149276694694,-0.005031384226646343,-0.00810276323826466,-0.0017903280887812394,1.0024310384261474
long,250,C+clock smear,15:30,0.10943819505241059,-0.01700975930679047,-0.024353958953386427,-0.010509246834160975,1.0110399420392133
long,250,D+clock smear,10:00,0.13335545096179838,-0.005179736700223442,-0.008152283303900755,-0.0021695571127663326,0.9275742161338068
long,250,D+clock smear,10:30,0.11236914691071517,0.000341915795808244,-0.0011348304354671036,0.0018330099429163182,0.9707712082404488
long,250,D+clock smear,11:00,0.1132347307496694,-0.0004094162652419655,-0.003115860826837141,0.001515587495023117,0.9771879390697885
long,250,D+clock smear,11:30,0.11660765327163952,-0.00044623365410679535,-0.0016182974272568149,0.0007766929009905969,0.9907822918127713
long,250,D+clock smear,12:00,0.1366981198155746,9.351775627839086e-05,-0.001284551825405495,0.0014997164545851242,1.0002580438814301
long,250,D+clock smear,12:30,0.14587801255530183,0.0015728683485604076,-0.0006238378146722598,0.0038696954288323804,1.0181392698618792
long,250,D+clock smear,13:00,0.17578099792638935,0.006254849413150239,0.0020158536357406036,0.011497158019876016,1.0062213264734763
long,250,D+clock smear,13:30,0.13903530369398273,-0.0013872124502870742,-0.004686716042047035,0.002197099170617602,0.9764781069265243
long,250,D+clock smear,14:00,0.36977511547167613,-0.009872066984615794,-0.019883892782487287,-0.0013860207815078822,0.8460435360356398
long,250,D+clock smear,14:30,0.14355956063247807,-0.002398987325312657,-0.006003451937894264,0.002113828833312405,1.0521054899623805
long,250,D+clock smear,15:00,0.11161887643985115,-0.006504000553742128,-0.00919187109406504,-0.003549081931769832,1.0193627754391803
long,250,D+clock smear,15:30,0.11092889235987076,-0.015519061999330322,-0.021633219226934158,-0.01030503236678055,0.9757861718081502
long,250,Ssel,10:00,0.1297085251713177,-0.008826662490704112,-0.01152342695726863,-0.00617217625238872,0.9442815986336117
long,250,Ssel,10:30,0.11156109960124304,-0.00046613151366391587,-0.0015884543733512637,0.0006803472939727128,0.9558056332084383
long,250,Ssel,11:00,0.11315288700824198,-0.0004912600066694089,-0.0024654491966919854,0.0010483617909449532,0.986294961917881
long,250,Ssel,11:30,0.11706863834357711,1.4751417830758751e-05,-0.0012000762007495114,0.0011351522672664097,0.9688269737848955
long,250,Ssel,12:00,0.1367287313363342,0.00012412927703800143,-0.0009141262203417553,0.0011719980793311337,0.9636768260067052
long,250,Ssel,12:30,0.1457038379218502,0.0013986937151088108,-0.00011217258963335112,0.0030827619329467453,0.9695830232803369
long,250,Ssel,13:00,0.17245760060769308,0.002931452094453947,-0.0008708467833899656,0.007767986213259694,0.9805070274625515
long,250,Ssel,13:30,0.13941513817435167,-0.0010073779699181454,-0.003986131809490044,0.0022354776319616814,0.9491887695443705
long,250,Ssel,14:00,0.3705857408041032,-0.009061441652188768,-0.01459990536735478,-0.003937739577966983,1.0603211936299097
long,250,Ssel,14:30,0.14078747481932682,-0.005171073138463928,-0.007507278161721327,-0.0027330512262190715,0.9732442316135961
long,250,Ssel,15:00,0.11122581466264178,-0.006897062330951498,-0.008847827925014652,-0.004911507205414754,0.9775740511125578
long,250,Ssel,15:30,0.10797041645218207,-0.018477537907019,-0.024962908957429947,-0.012791458960709186,1.013440534374241
long,250,CPsel,10:00,0.13036888195766086,-0.008166305704360962,-0.011358920159509263,-0.005118887211229508,0.9568355098369806
long,250,CPsel,10:30,0.11330708871202112,0.0012798575971141805,-0.00011736005023048983,0.002802909398783986,0.9658530036733329
long,250,CPsel,11:00,0.11308775928487809,-0.0005563877300332787,-0.004126020841420639,0.0018788041611683746,0.9795166769316124
long,250,CPsel,11:30,0.11938226039547128,0.002328373469724959,0.0006182483156987336,0.004063734486865984,0.9624537217980833
long,250,CPsel,12:00,0.13836826035902824,0.001763658299732042,-2.455994764339879e-05,0.0037047610549962133,0.9662738599185192
long,250,CPsel,12:30,0.14654306669274875,0.002237922486007349,0.0004482466748368892,0.004216422497599202,0.9737100732324244
long,250,CPsel,13:00,0.17264428253254618,0.0031181340193070384,-0.002290376537499282,0.009262737597203764,0.9965595666622652
long,250,CPsel,13:30,0.1399465601611926,-0.00047595598307718744,-0.00347500232430201,0.0025098449066918113,0.9601788946654829
long,250,CPsel,14:00,0.3689537186830694,-0.010693463773222528,-0.019979164508662134,-0.002237838941240246,1.0530427655979706
long,250,CPsel,14:30,0.14576764405877815,-0.00019090389901257266,-0.0029091542826647377,0.0024856608968261092,1.022784091099317
long,250,CPsel,15:00,0.11493427377805113,-0.003188603215542148,-0.005735304441251884,-0.00044309294040099527,0.9757103093159495
long,250,CPsel,15:30,0.11116006150409688,-0.015287892855104198,-0.022721321951601123,-0.008767672822960362,1.0075004580366407
long,250,Csel+clock smear,10:00,0.13239658663932066,-0.006138601022701164,-0.009110290440838192,-0.003023471456560888,0.9456617872588311
long,250,Csel+clock smear,10:30,0.11184031841219427,-0.00018691270271266224,-0.0013189779835510668,0.0009704666302753788,0.9899705234426714
long,250,Csel+clock smear,11:00,0.11394970687295038,0.0003055598580390099,-0.0029166894530017677,0.0025401837593921712,0.98840703070225
long,250,Csel+clock smear,11:30,0.11843252913490059,0.0013786422091542684,0.000168857048526029,0.0026928257605104366,0.9694237286151389
long,250,Csel+clock smear,12:00,0.1375887809982311,0.0009841789389348967,-0.00041710375369970876,0.0024478300793192333,0.9744755807769971
long,250,Csel+clock smear,12:30,0.14599099460689666,0.00168585040015527,-3.947240975839007e-05,0.0035311697554194464,0.9846752952946966
long,250,Csel+clock smear,13:00,0.1715916216996825,0.0020654731864433963,-0.0005124505772354527,0.005463415881896755,0.9816130901106225
long,250,Csel+clock smear,13:30,0.14123295843847533,0.0008104422942055308,-0.0026696468670863167,0.0046255067325224235,0.9438501580530966
long,250,Csel+clock smear,14:00,0.3641919564811403,-0.015455225975151797,-0.02635216079587402,-0.0058318168464221816,0.9159915668206242
long,250,Csel+clock smear,14:30,0.14292236279589152,-0.0030361851618992265,-0.005443300129867363,-0.0004910480953550848,1.0071087508488803
long,250,Csel+clock smear,15:00,0.11267131914676282,-0.0054515578468304704,-0.008124504145609565,-0.002637064395920804,1.0105855726378983
long,250,Csel+clock smear,15:30,0.1096490122717403,-0.016798942087460758,-0.023829969237641864,-0.010503595028939989,1.007729480752866
long,1000,P,10:00,0.13894965562066489,0.0,0.0,0.0,0.9404455346427588
long,1000,P,10:30,0.11198523485863282,0.0,0.0,0.0,0.9447512776028846
long,1000,P,11:00,0.11364795589505856,0.0,0.0,0.0,0.9803099655137429
long,1000,P,11:30,0.11634568563434279,0.0,0.0,0.0,0.9522344704356559
long,1000,P,12:00,0.13633985601974344,0.0,0.0,0.0,0.9486255656032883
long,1000,P,12:30,0.14449878933876079,0.0,0.0,0.0,0.967945565458798
long,1000,P,13:00,0.1689259085141986,0.0,0.0,0.0,0.9734496194345796
long,1000,P,13:30,0.1397316905024847,0.0,0.0,0.0,0.9530861108922912
long,1000,P,14:00,0.3800661656839615,0.0,0.0,0.0,0.9955319255162747
long,1000,P,14:30,0.14537864271703818,0.0,0.0,0.0,0.9988841783054976
long,1000,P,15:00,0.11750552696686536,0.0,0.0,0.0,0.9264999778067362
long,1000,P,15:30,0.12655985966392003,0.0,0.0,0.0,1.1486236079133942
