sample,window,model,clock,QLIKE,d_vs_P,ci_lo,ci_hi,bias
long,250,P,10:00,0.13853518766202183,0.0,0.0,0.0,0.9420839881526846
long,250,P,10:30,0.11202723111490695,0.0,0.0,0.0,0.9476518627550414
long,250,P,11:00,0.11364414701491136,0.0,0.0,0.0,0.9836049749298104
long,250,P,11:30,0.11705388692574634,0.0,0.0,0.0,0.956848080510774
long,250,P,12:00,0.1366046020592962,0.0,0.0,0.0,0.9540835720058191
long,250,P,12:30,0.14430514420674143,0.0,0.0,0.0,0.9730779507751802
long,250,P,13:00,0.16952614851323913,0.0,0.0,0.0,0.9770977969718786
long,250,P,13:30,0.1404225161442698,0.0,0.0,0.0,0.9571236002736097
long,250,P,14:00,0.379647182456292,0.0,0.0,0.0,0.998840349942509
long,250,P,14:30,0.14595854795779076,0.0,0.0,0.0,1.0008967784946219
long,250,P,15:00,0.11812287699359329,0.0,0.0,0.0,0.9275149267462051
long,250,P,15:30,0.1264479543592011,0.0,0.0,0.0,1.1502002759053487
long,250,D,10:00,0.13318333110366104,-0.005351856558360785,-0.007876735227952606,-0.002810388936867994,0.910200477278739
long,250,D,10:30,0.1120363202372571,9.08912235014746e-06,-0.0014812814824100517,0.0014561993642233234,0.9171928424710019
long,250,D,11:00,0.11324129566691926,-0.0004028513479921237,-0.002874719705740359,0.0014600591700976902,0.9400856104399233
long,250,D,11:30,0.1167233477340852,-0.0003305391916611295,-0.0013548510221400147,0.0006466297474639539,0.9637017587425528
long,250,D,12:00,0.13583384772524473,-0.0007707543340514716,-0.0016469261640669954,7.498064574169657e-05,0.9791715286581268
long,250,D,12:30,0.14377380057331476,-0.000531343633426647,-0.0018340679817483371,0.00102533291626983,0.9999682210034476
long,250,D,13:00,0.16974353386818522,0.0002173853549461134,-0.0024973307022872365,0.003676873201562228,1.0133638353212941
long,250,D,13:30,0.13612995164528865,-0.00429256449898117,-0.0067668468183510804,-0.0014456838421152039,0.9888045311899218
long,250,D,14:00,0.3909931854067108,0.01134600295041879,0.006369278057195902,0.01677344771286695,1.0413957972995203
long,250,D,14:30,0.14132553710760967,-0.004633010850181081,-0.0071854630350801415,-0.001817114387354817,1.041094792525504
long,250,D,15:00,0.11097040505974619,-0.007152471933847078,-0.009197252432836154,-0.004933686409641734,0.9954784751830401
long,250,D,15:30,0.1112229446999452,-0.015225009659255858,-0.021629396470515854,-0.010115048092251926,0.9615101010204901
long,250,C,10:00,0.13121260721282366,-0.007322580449198182,-0.010306023316965668,-0.004363636334872527,0.9315351988097776
long,250,C,10:30,0.1141332014917644,0.0021059703768574333,0.00017708111699894883,0.00422391947605651,0.9331365359971426
long,250,C,11:00,0.11466747876302678,0.0010233317481154042,-0.0027441993247023593,0.0037366101041142784,0.9543766182568424
long,250,C,11:30,0.1191214704987497,0.0020675835730033726,0.0003197739837248205,0.0038155064174547693,0.9590258428464176
long,250,C,12:00,0.13893226620249952,0.0023276641432033074,0.0005367852728362669,0.004229877835022874,0.965322353272967
long,250,C,12:30,0.1488787208467781,0.004573576640036695,0.0021426381062830046,0.007312198585936259,0.9504701033121941
long,250,C,13:00,0.17511998776449791,0.005593839251258805,-0.0002543720801814776,0.01363430175292349,0.9715249085773173
long,250,C,13:30,0.13866398396327906,-0.0017585321809907473,-0.004840067838579652,0.0015676948907933524,0.9736329488592781
long,250,C,14:00,0.3835842105614113,0.0039370281051193425,-0.005269570967972897,0.012952754497407987,1.0876826833484143
long,250,C,14:30,0.14224354947543874,-0.0037149984823520075,-0.006444236622152409,-0.0010200151412331933,0.9794650573184642
long,250,C,15:00,0.11303837775264479,-0.005084499240948492,-0.007691970217664044,-0.002303280441607689,0.9711246459404164
long,250,C,15:30,0.11039772648652897,-0.01605022787267211,-0.023498653752187904,-0.009563147003476654,0.9752706405948155
long,250,S10,10:00,0.12943766510193208,-0.009097522560089737,-0.011784715448304737,-0.006492113875796197,0.9375327695313503
long,250,S10,10:30,0.11198171332140266,-4.551779350430561e-05,-0.0015438043911648383,0.0015603921309472932,0.9402601406725424
long,250,S10,11:00,0.11261767636531723,-0.0010264706495941426,-0.0051533351821356505,0.0016232185961936112,0.9586723633498284
long,250,S10,11:30,0.11730831426094034,0.0002544273351940073,-0.0010821432964471802,0.0015063116562253013,0.9645190185104564
long,250,S10,12:00,0.1368530663567771,0.00024846429748090227,-0.001083013158111567,0.0016247267848793477,0.969861562918516
long,250,S10,12:30,0.1463659766090093,0.0020608324022679007,0.0002949333783929786,0.00404489795241341,0.9529836668824623
long,250,S10,13:00,0.17161380412915403,0.0020876556159149105,-0.002055617667539133,0.00784153027211836,0.9751439863011375
long,250,S10,13:30,0.1370599166490476,-0.0033625994952222217,-0.006267222852409575,4.50801129657404e-05,0.9740728074806364
long,250,S10,14:00,0.37853999683441153,-0.0011071856218804466,-0.008496077817932742,0.005847761287032482,1.0888666229109845
long,250,S10,14:30,0.13988075459286103,-0.006077793364929691,-0.008584175113373855,-0.0035872913621881873,0.981472938614155
long,250,S10,15:00,0.11079513195641696,-0.007327745037176317,-0.009479936600620296,-0.005081138350708324,0.9712772553645963
long,250,S10,15:30,0.10811371964428572,-0.018334234714915347,-0.0254959538739852,-0.012119091316166819,0.9944617897722511
long,250,S30,10:00,0.1292865960843923,-0.009248591577629514,-0.011783533081413463,-0.006745852460578024,0.9422182833335054
long,250,S30,10:30,0.11137050374566111,-0.0006567273692458448,-0.0019935598982413405,0.0007684230791179638,0.9449451802712375
long,250,S30,11:00,0.11229127182024148,-0.0013528751946699099,-0.005017674106383333,0.0009939882767643251,0.9630977847384192
long,250,S30,11:30,0.11692468350720597,-0.00012920341854037411,-0.0013777461735230002,0.0009556899400779792,0.9665726228513747
long,250,S30,12:00,0.13654122238423447,-6.337967506172374e-05,-0.001131702931422321,0.0010240326818069638,0.9690366100313501
long,250,S30,12:30,0.14566535591992652,0.0013602117131850861,-0.00018361729727233851,0.0030945072484613897,0.9534221210763357
long,250,S30,13:00,0.17104895752722418,0.001522809013985075,-0.002215960327839286,0.006444307248982765,0.9742445972997409
long,250,S30,13:30,0.13714639264015804,-0.0032761235041117746,-0.0060847099380644575,0.0001243058147471014,0.969660838272135
long,250,S30,14:00,0.37819397631702056,-0.001453206139271415,-0.00791888159634357,0.004910884320057662,1.0825660291311023
long,250,S30,14:30,0.1393635720585711,-0.006594975899219625,-0.009029384222029783,-0.004138047260648892,0.981724670045331
long,250,S30,15:00,0.11050311128343362,-0.007619765710159644,-0.009686324441689131,-0.005563384339226638,0.9641548209320983
long,250,S30,15:30,0.10761047416478091,-0.018837480194420157,-0.025770690974564088,-0.013004897772300236,1.0144305557227218
long,250,S100,10:00,0.12987260998840539,-0.00866257767361643,-0.01092661592702629,-0.006380009673908041,0.9486807005842065
long,250,S100,10:30,0.11098141938838467,-0.0010458117265222762,-0.0022711080735936685,0.00018889590086603266,0.9517140660976322
long,250,S100,11:00,0.11221159486205175,-0.0014325521528596344,-0.004316694515635097,0.00046608506120464783,0.9721673582245697
long,250,S100,11:30,0.11672687241831757,-0.00032701450742877536,-0.0013957186694851932,0.0005924074876097833,0.9688803961830947
long,250,S100,12:00,0.1364701865127027,-0.00013441554659351598,-0.0009459802860521725,0.0006742581762226221,0.9646787275377311
long,250,S100,12:30,0.14513179840096474,0.0008266541942232954,-0.0004769652504029116,0.0023148291413142962,0.9534799966686516
long,250,S100,13:00,0.1711676364425516,0.0016414879293124543,-0.001982165741594406,0.005985981557635522,0.9716503553923103
long,250,S100,13:30,0.1376945355983078,-0.0027279805459620144,-0.005414689041065737,0.0004693325109550967,0.9602587602404807
long,250,S100,14:00,0.3797768278241707,0.00012964536787870554,-0.005532371355726087,0.005842851552620939,1.0664692516976602
long,250,S100,14:30,0.13933204744460878,-0.0066265005131819765,-0.008954912856341785,-0.00425261256973699,0.9808162795070288
long,250,S100,15:00,0.11069842406079476,-0.007424452932798507,-0.009362274214925062,-0.005446267947229307,0.9505020361765102
long,250,S100,15:30,0.10778624693065451,-0.01866170742854658,-0.025083093456565238,-0.01304121601791571,1.0476317386765261
long,250,S300,10:00,0.13113120618970825,-0.007403981472313556,-0.009385695606810447,-0.005391735841739117,0.952993860111149
long,250,S300,10:30,0.11092377078045317,-0.0011034603344537862,-0.002209115610465703,-1.4747906953694299e-06,0.9571030089110181
long,250,S300,11:00,0.11226651180686373,-0.001377635208047658,-0.003730679524070691,0.00020795710519100607,0.981775854141262
long,250,S300,11:30,0.11669760072533779,-0.00035628620040853545,-0.001303687088175675,0.0004297903663136252,0.9701013474767709
long,250,S300,12:00,0.1365032131269372,-0.00010138893235901295,-0.0007518894367385181,0.0005357188932671209,0.9592645380396124
long,250,S300,12:30,0.1448076493432102,0.0005025051364687693,-0.000579319655342605,0.00169193924291358,0.9539499306497979
long,250,S300,13:00,0.17138094151491248,0.0018547930016733411,-0.0016123287398769931,0.005968124155952222,0.9691650950087555
long,250,S300,13:30,0.138279243741819,-0.002143272402450835,-0.004570482740190438,0.0007228571155795363,0.9514695780752686
long,250,S300,14:00,0.38158885784758184,0.0019416753912898652,-0.003060507909624871,0.006905697244565655,1.046189795964686
long,250,S300,14:30,0.13976164170992914,-0.0061969062478615874,-0.008384385078311442,-0.003987657360855409,0.9795433601519243
long,250,S300,15:00,0.1111873719590795,-0.006935505034513765,-0.008743495682040069,-0.005019372543801632,0.937332579025349
long,250,S300,15:30,0.1090181624154709,-0.01742979194373016,-0.023367351561398037,-0.012050606039986795,1.0825081387214668
long,250,S1000,10:00,0.1329684333432387,-0.00556675431878312,-0.007071903032362127,-0.0040520747337203684,0.9528640449836522
long,250,S1000,10:30,0.11091456074724969,-0.0011126703676572552,-0.002036769568486867,-0.00019251398664258063,0.9591854536162476
long,250,S1000,11:00,0.11227710980693191,-0.0013670372079794678,-0.0033212202658444586,-7.168323264723051e-05,0.9883276351383004
long,250,S1000,11:30,0.11673731911928638,-0.0003165678064599568,-0.0010983144890895958,0.0002649319221516784,0.9692006819252255
long,250,S1000,12:00,0.13653150018656326,-7.310187273294408e-05,-0.000547768179599139,0.0003847862467739116,0.9554652570371681
long,250,S1000,12:30,0.14453198749309318,0.0002268432863517427,-0.0005892253405517487,0.0011410593676519317,0.9573814765053044
long,250,S1000,13:00,0.17118554106373768,0.0016593925504985302,-0.0012085123632554747,0.0050587001352421345,0.9687849817586288
long,250,S1000,13:30,0.1387186364406938,-0.0017038797035759988,-0.00366248319627546,0.0006420062037581364,0.9474316365315328
long,250,S1000,14:00,0.38224717883391596,0.002599996377623947,-0.0013538360229532057,0.00668761594328273,1.0254500067727204
long,250,S1000,14:30,0.14048597856649056,-0.005472569391300193,-0.007320401152280488,-0.003615616939097354,0.9812737528474843
long,250,S1000,15:00,0.11197633798823026,-0.0061465390053630255,-0.007753296528151076,-0.004507924117636171,0.9286957459684704
long,250,S1000,15:30,0.1112219469973117,-0.015226007361889372,-0.02076752760511455,-0.009872722359447108,1.116288919222209
long,250,CP0,10:00,0.13110539921042216,-0.007429788451599659,-0.010627160397965922,-0.004319091054038408,0.9328317715508402
long,250,CP0,10:30,0.11425780613736583,0.002230575022458882,0.00046064736026526706,0.004192647846356447,0.9311138717823012
long,250,CP0,11:00,0.11502283221011635,0.001378685195204975,-0.003225499646249237,0.004481865858906237,0.9508720027782185
long,250,CP0,11:30,0.12142551091925088,0.004371623993504554,0.0023970797338955466,0.006380228457721505,0.9566364816676795
