tag,measure,edges,bins,bin,n_buys,hit,mean_crossed,share_long_pnl,rho_hit,rho_mean
blk2,qlike_ewm21,trailing252,5,3,40,0.325,-0.02274938768142636,-0.04811338153805809,,
blk2,qlike_ewm21,trailing252,5,4,57,0.38596491228070173,-0.01679632325572945,-0.05062036336065642,,
blk2,qlike_ewm21,trailing252,5,5,109,0.4036697247706422,-0.004326707253944671,-0.024935620972768947,,
blk2,qlike_ewm42,expanding,3,1,164,0.4268292682926829,0.12987911331986346,0.8791516812237927,0.5,0.5
blk2,qlike_ewm42,expanding,3,2,72,0.3194444444444444,-0.18991870778559755,-0.5643920542534989,,
blk2,qlike_ewm42,expanding,3,3,57,0.5087719298245614,0.2912644223946977,0.6852403730297062,,
blk2,qlike_ewm42,expanding,5,1,130,0.4230769230769231,0.09722395152690254,0.5216716892696561,0.09999999999999999,0.6
blk2,qlike_ewm42,expanding,5,2,47,0.3829787234042553,0.06993987571298255,0.13567610333289765,,
blk2,qlike_ewm42,expanding,5,3,50,0.32,-0.14538847402155702,-0.3000410181141911,,
blk2,qlike_ewm42,expanding,5,4,61,0.5081967213114754,0.20360192644248504,0.5126162458705112,,
blk2,qlike_ewm42,expanding,5,5,5,0.4,0.6303036062942218,0.13007697964112608,,
blk2,qlike_ewm42,trailing252,3,1,144,0.4166666666666667,0.07512102995680218,0.476515727671811,-0.5,-0.5
blk2,qlike_ewm42,trailing252,3,2,50,0.42,0.22576888825280875,0.49726433562033284,,
blk2,qlike_ewm42,trailing252,3,3,127,0.4094488188976378,0.004686781473913944,0.02621993670785615,,
blk2,qlike_ewm42,trailing252,5,1,108,0.4166666666666667,0.1222820438352186,0.5801155863669786,0.09999999999999999,-0.6
blk2,qlike_ewm42,trailing252,5,2,50,0.4,0.04596542757256211,0.10095536383871949,,
blk2,qlike_ewm42,trailing252,5,3,27,0.4444444444444444,0.21411460138540833,0.25394410666665235,,
blk2,qlike_ewm42,trailing252,5,4,33,0.42424242424242425,0.002347813094304248,0.0034033416606246325,,
blk2,qlike_ewm42,trailing252,5,5,101,0.40594059405940597,0.013880385097504057,0.061581601467025064,,
blk2,qlike_ewm63,expanding,3,1,183,0.40437158469945356,0.08192181257902223,0.7008475363215043,0.5,0.5
blk2,qlike_ewm63,expanding,3,2,76,0.3684210526315789,-0.08225361889116342,-0.29224124900362525,,
blk2,qlike_ewm63,expanding,3,3,26,0.5384615384615384,0.4865533270859939,0.5913937126821207,,
blk2,qlike_ewm63,expanding,5,1,143,0.3986013986013986,0.0391485040706209,0.26171228997270873,0.5642880936468347,0.7
blk2,qlike_ewm63,expanding,5,2,70,0.37142857142857144,0.07929085691200223,0.259474127250295,,
blk2,qlike_ewm63,expanding,5,3,18,0.3333333333333333,-0.3213851040064647,-0.27044014317811443,,
blk2,qlike_ewm63,expanding,5,4,50,0.5,0.2475543907205927,0.5786467874716339,,
blk2,qlike_ewm63,expanding,5,5,4,0.5,0.9123548601540695,0.17060693848347677,,
blk2,qlike_ewm63,trailing252,3,1,152,0.40789473684210525,0.06332169332650554,0.38377919839940394,0.5,0.5
