tag,rule,days,buys,pct_buy,mean_size_buys,hit_buys,Sharpe_mid,Sharpe_crossed,mean_crossed,top20_share,top20_kept_from_sign,max_dd_crossed,worst_crossed,long_exposure_vs_sign,short_exposure_vs_sign,Sharpe_long_leg,Sharpe_short_leg,worst5_crossed,dSharpe_crossed,ci_lo,ci_hi,placebo_p,dSharpe_2021,dSharpe_2022_24,supported,buys_T1_sign,buys_T1_reg,median_ratio_reg_over_hat_T1,buys_T2_sign,buys_T2_reg,median_ratio_reg_over_hat_T2,buys_T3_sign,buys_T3_reg,median_ratio_reg_over_hat_T3
sub_live_ridge,"sign(s), size 1",522,207,39.6551724137931,1.0,0.41545893719806765,1.583347331810658,1.2250233833460435,0.08879795445507163,1.2880292589331752,20,15.225719922228041,-5.608638948514649,1.0,1.0,0.8021170416450044,0.9298317900995868,-6.876678394704802,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,
sub_live_ridge,"PRIMARY regime MZ sign(s_reg) [qlike_box63, expanding]",522,189,36.206896551724135,1.0,0.42857142857142855,1.7670128732830253,1.4059283711581823,0.10196401057084088,1.1048831736989853,19,14.79950181107833,-5.608638948514649,0.9130434782608695,1.0571428571428572,0.9736317803185514,1.0104348230741615,-6.7192293613913305,0.1809049878121387,-0.01811547876860901,0.040574868831133155,0.555,0.8320825699627825,0.05509483906466284,False,97.0,86.0,0.9801674323988219,44.0,46.0,1.0146607681936275,66.0,57.0,0.9376704835683024
sub_live_ridge,"PRIMARY regime MZ sign(s_reg) [qlike_box63, expanding], exposure-matched",522,189,36.206896551724135,1.0952380952380953,0.42857142857142855,1.7516687994149402,1.4017450527176556,0.10381155107025702,1.1885737386849842,19,15.51599131094152,-5.305469275621966,1.0,1.0,0.9736317803185514,1.0104348230741615,-6.733216003758792,0.17672166937161204,-0.017500742757295816,0.04449895706412978,0.62,0.9184951947451956,0.04365005287439705,False,,,,,,,,,
sub_live_ridge,"regime MZ sign(s_reg) [qlike_box63, trailing252]",522,171,32.758620689655174,1.0,0.43859649122807015,2.0401255751775844,1.7027172190258288,0.11504972809594953,0.962383982717695,18,13.14710844881745,-5.608638948514649,0.8260869565217391,0.926984126984127,1.054744287217788,1.3555258719172636,-5.688061096554891,0.4776938356797853,-0.021603099410725978,0.066761564576125,0.05,0.5056553138993777,0.5209483464544749,False,,,,,,,,,
sub_live_ridge,"regime MZ sign(s_reg) [qlike_ewm21, expanding]",522,197,37.73946360153257,1.0,0.41116751269035534,1.9323944542526854,1.6017848574951872,0.10947428710152027,1.106775337851184,18,12.665019644453285,-3.6345608477154663,0.9516908212560387,0.873015873015873,0.8792931143442095,1.4577146858191725,-6.1799594071850565,0.3767614741491436,-0.0317289643406827,0.08836586536182561,0.62,0.8320825699627825,0.31931765513862387,False,,,,,,,,,
sub_live_ridge,"regime MZ sign(s_reg) [qlike_ewm21, trailing252]",522,174,33.33333333333333,1.0,0.46551724137931033,2.1657151904964884,1.821034396880372,0.12999832728281582,0.8770457711578832,19,11.386068815251747,-5.608638948514649,0.8405797101449275,1.0,1.400533729233338,1.1683680283702913,-6.179959407185057,0.5960110135343284,0.015071710786642031,0.06924081028052802,0.025,1.1410211154475816,0.49812832090987924,True,,,,,,,,,
sub_live_ridge,"regime MZ sign(s_reg) [qlike_ewm42, expanding]",522,167,31.992337164750957,1.0,0.4251497005988024,1.7783968480457344,1.447735891430512,0.09473491492899207,1.1379071879001645,17,12.528287698570148,-5.608638948514649,0.8067632850241546,0.8476190476190476,0.9606108034688942,1.091278333711328,-6.179959407185058,0.22271250808446852,-0.04861959601324033,0.06714031658832749,0.08,0.8320825699627825,0.1512182013587342,False,,,,,,,,,
sub_live_ridge,"regime MZ sign(s_reg) [qlike_ewm42, trailing252]",522,184,35.24904214559387,1.0,0.44021739130434784,1.7805729774613852,1.4342853888787745,0.09907458771274927,1.1298917023326005,19,16.19596865793489,-5.608638948514649,0.8888888888888888,0.926984126984127,1.0795130970507403,0.9416146993271528,-6.719229361391332,0.209262005532731,-0.02202537088435236,0.04065105063275489,0.475,0.008327644099543785,0.282374010339691,False,,,,,,,,,
sub_live_ridge,"regime MZ sign(s_reg) [qlike_ewm63, expanding]",522,164,31.417624521072796,1.0,0.42073170731707316,1.6341698926009425,1.2997438345100423,0.08575568238723237,1.2117424356539037,15,12.528287698570148,-5.608638948514649,0.7922705314009661,0.8920634920634921,0.7390717873160972,1.1029373407296532,-6.179959407185058,0.07472045116399872,-0.05399102125757324,0.05182888033554005,0.275,0.8320825699627825,-0.037099716286570716,False,,,,,,,,,
sub_live_ridge,"regime MZ sign(s_reg) [qlike_ewm63, trailing252]",522,171,32.758620689655174,1.0,0.4269005847953216,1.4142904431483658,1.0700362684707865,0.07401968337587062,1.4895118601695163,17,15.225719922228041,-5.608638948514649,0.8260869565217391,0.9396825396825397,0.857785269741411,0.6522401043778349,-6.876678394704804,-0.15498711487525707,-0.05403342857594156,0.019521498887516187,0.975,0.5056553138993777,-0.26931509998677194,False,,,,,,,,,
