segment,estimator,train_win,pooled_train_win,bar_end,sample,n,first,QLIKE_subsection,QLIKE_pooled,diff,pct,ci_lo,ci_hi,dm_stat,improves
bar1000,reclasso,500,500,all bars,common,3119,2012-03-23,0.10827267260668041,0.1157753624083837,-0.0075026898017032904,-6.4803855031249675,-0.011392773877114947,-0.0035509200852915823,-3.7674355981507928,True
bar1000,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.10730571130600737,0.11307932803803446,-0.0057736167320271035,-5.105810966691575,-0.012171904071982735,0.001140441713313506,-1.7060855083767932,False
bar1000,reclasso,500,500,10:00,common,3119,2012-03-23,0.10827267260668041,0.1157753624083837,-0.0075026898017032904,-6.4803855031249675,-0.011392773877114947,-0.0035509200852915823,-3.7674355981507928,True
bar1000,reclasso,500,500,10:00,deck period,1116,2020-01-03,0.10730571130600737,0.11307932803803446,-0.0057736167320271035,-5.105810966691575,-0.012171904071982735,0.001140441713313506,-1.7060855083767932,False
bar1000,reclasso,2000,500,all bars,common,1619,2018-01-19,0.11063426291576475,0.12210381108732553,-0.011469548171560791,-9.393276155285655,-0.01797288431156282,-0.00551951644492515,-3.919756177990584,True
bar1000,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.10780334039904356,0.11307932803803446,-0.005275987638990908,-4.6657401759730295,-0.012108928451386343,0.0020942612986944477,-1.5999577347122476,False
bar1000,reclasso,2000,500,10:00,common,1619,2018-01-19,0.11063426291576475,0.12210381108732553,-0.011469548171560791,-9.393276155285655,-0.01797288431156282,-0.00551951644492515,-3.919756177990584,True
bar1000,reclasso,2000,500,10:00,deck period,1116,2020-01-03,0.10780334039904356,0.11307932803803446,-0.005275987638990908,-4.6657401759730295,-0.012108928451386343,0.0020942612986944477,-1.5999577347122476,False
bar1000,reclasso,2000,2000,all bars,common,1619,2018-01-19,0.11063426291576475,0.1211161680287179,-0.01048190511295316,-8.654422678289981,-0.014775439367663436,-0.0061495616778353005,-4.822837981724749,True
bar1000,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.10780334039904356,0.11615647357027303,-0.008353133171229469,-7.191276486347479,-0.013483784415937235,-0.0033708630193879188,-3.207196021962466,True
bar1000,reclasso,2000,2000,10:00,common,1619,2018-01-19,0.11063426291576475,0.1211161680287179,-0.01048190511295316,-8.654422678289981,-0.014775439367663436,-0.0061495616778353005,-4.822837981724749,True
bar1000,reclasso,2000,2000,10:00,deck period,1116,2020-01-03,0.10780334039904356,0.11615647357027303,-0.008353133171229469,-7.191276486347479,-0.013483784415937235,-0.0033708630193879188,-3.207196021962466,True
bar1030,reclasso,500,500,all bars,common,3119,2012-03-23,0.14340571580981035,0.14645326266813627,-0.0030475468583259393,-2.0809006250899946,-0.00617850835375843,1.0095994265284161e-05,-1.8828948346063192,False
bar1030,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.1510668111681695,0.15242994320952966,-0.001363132041360165,-0.894267892946997,-0.006908674970878305,0.0049459518641469715,-0.4715791530022147,False
bar1030,reclasso,500,500,10:30,common,3119,2012-03-23,0.14340571580981035,0.14645326266813627,-0.0030475468583259393,-2.0809006250899946,-0.00617850835375843,1.0095994265284161e-05,-1.8828948346063192,False
bar1030,reclasso,500,500,10:30,deck period,1116,2020-01-03,0.1510668111681695,0.15242994320952966,-0.001363132041360165,-0.894267892946997,-0.006908674970878305,0.0049459518641469715,-0.4715791530022147,False
bar1030,reclasso,2000,500,all bars,common,1619,2018-01-19,0.15363129716649476,0.158417957373742,-0.0047866602072472305,-3.0215389003877067,-0.010135367854148999,0.00014549332085466997,-1.754251000605153,False
