segment,estimator,train_win,pooled_train_win,bar_end,sample,n,first,QLIKE_subsection,QLIKE_pooled,diff,pct,ci_lo,ci_hi,dm_stat,improves
bar1000,reclasso,500,500,all bars,common,3119,2012-03-23,0.11858850275688786,0.1186195180637253,-3.101530683743869e-05,-0.026146883197398014,-0.0030253060467327337,0.0029904795139697503,-0.02126474048350463,False
bar1000,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.12099282606268963,0.116076770337654,0.004916055725035592,4.235176177572266,-0.00040115028206834494,0.011028444042682146,1.9767100177014203,False
bar1000,reclasso,500,500,10:00,common,3119,2012-03-23,0.11858850275688786,0.1186195180637253,-3.101530683743869e-05,-0.026146883197398014,-0.0030253060467327337,0.0029904795139697503,-0.02126474048350463,False
bar1000,reclasso,500,500,10:00,deck period,1116,2020-01-03,0.12099282606268963,0.116076770337654,0.004916055725035592,4.235176177572266,-0.00040115028206834494,0.011028444042682146,1.9767100177014203,False
bar1000,reclasso,2000,500,all bars,common,1619,2018-01-19,0.12608344885518696,0.1247789203958314,0.0013045284593555689,1.0454718274667414,-0.004354510899369759,0.007031683232374192,0.5119587129464848,False
bar1000,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.12463823473277454,0.116076770337654,0.00856146439512052,7.375691424060303,0.002591434082282653,0.015314759872989905,2.8976130935216453,False
bar1000,reclasso,2000,500,10:00,common,1619,2018-01-19,0.12608344885518696,0.1247789203958314,0.0013045284593555689,1.0454718274667414,-0.004354510899369759,0.007031683232374192,0.5119587129464848,False
bar1000,reclasso,2000,500,10:00,deck period,1116,2020-01-03,0.12463823473277454,0.116076770337654,0.00856146439512052,7.375691424060303,0.002591434082282653,0.015314759872989905,2.8976130935216453,False
bar1000,reclasso,2000,2000,all bars,common,1619,2018-01-19,0.12608344885518696,0.12578171939812813,0.0003017294570588348,0.2398833936303506,-0.0036821441530812704,0.004655733672669143,0.15961246274895008,False
bar1000,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.12463823473277454,0.12082942781614339,0.003808806916631165,3.1522179534167174,-0.0005433302945321252,0.008958576231929749,1.724006518749159,False
bar1000,reclasso,2000,2000,10:00,common,1619,2018-01-19,0.12608344885518696,0.12578171939812813,0.0003017294570588348,0.2398833936303506,-0.0036821441530812704,0.004655733672669143,0.15961246274895008,False
bar1000,reclasso,2000,2000,10:00,deck period,1116,2020-01-03,0.12463823473277454,0.12082942781614339,0.003808806916631165,3.1522179534167174,-0.0005433302945321252,0.008958576231929749,1.724006518749159,False
bar1030,reclasso,500,500,all bars,common,3119,2012-03-23,0.14695105278787862,0.15219726093319802,-0.0052462081453193855,-3.4469793432235525,-0.008168480769781526,-0.0025918320173221147,-3.953123369823137,True
bar1030,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.1570673262597222,0.15858925625430173,-0.0015219299945795435,-0.9596677798520548,-0.005138974018296181,0.001921823393917913,-0.8375682622986896,False
bar1030,reclasso,500,500,10:30,common,3119,2012-03-23,0.14695105278787862,0.15219726093319802,-0.0052462081453193855,-3.4469793432235525,-0.008168480769781526,-0.0025918320173221147,-3.953123369823137,True
bar1030,reclasso,500,500,10:30,deck period,1116,2020-01-03,0.1570673262597222,0.15858925625430173,-0.0015219299945795435,-0.9596677798520548,-0.005138974018296181,0.001921823393917913,-0.8375682622986896,False
bar1030,reclasso,2000,500,all bars,common,1619,2018-01-19,0.15603995181299038,0.16452427021584493,-0.008484318402854537,-5.15687952405057,-0.013518014437315453,-0.0034323704925125604,-3.352942925141068,True
bar1030,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.15246552416194095,0.15858925625430173,-0.006123732092360803,-3.8613789086325303,-0.01274502199806702,0.0002602726309839551,-1.881992461176612,False
bar1030,reclasso,2000,500,10:30,common,1619,2018-01-19,0.15603995181299038,0.16452427021584493,-0.008484318402854537,-5.15687952405057,-0.013518014437315453,-0.0034323704925125604,-3.352942925141068,True
bar1030,reclasso,2000,500,10:30,deck period,1116,2020-01-03,0.15246552416194095,0.15858925625430173,-0.006123732092360803,-3.8613789086325303,-0.01274502199806702,0.0002602726309839551,-1.881992461176612,False
bar1030,reclasso,2000,2000,all bars,common,1619,2018-01-19,0.15603995181299038,0.16569692269699043,-0.009656970884000061,-5.828093079109104,-0.014071091415815076,-0.0053032965485981555,-4.292005882266971,True
bar1030,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.15246552416194095,0.1610890315291705,-0.008623507367229574,-5.3532554546819044,-0.013976538808546438,-0.0032188995836169416,-3.061816094094934,True
bar1030,reclasso,2000,2000,10:30,common,1619,2018-01-19,0.15603995181299038,0.16569692269699043,-0.009656970884000061,-5.828093079109104,-0.014071091415815076,-0.0053032965485981555,-4.292005882266971,True
bar1030,reclasso,2000,2000,10:30,deck period,1116,2020-01-03,0.15246552416194095,0.1610890315291705,-0.008623507367229574,-5.3532554546819044,-0.013976538808546438,-0.0032188995836169416,-3.061816094094934,True
bar1100,reclasso,500,500,all bars,common,3119,2012-03-23,0.13014385384623062,0.13342055691931415,-0.0032767030730835346,-2.455920698236266,-0.0061046514953943115,-0.00032881015974529654,-2.395845385810805,True
bar1100,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.14980048424225084,0.14695775919317303,0.002842725049077817,1.9343824134805374,-0.003070425677137932,0.009195414998568869,1.0062914220382224,False
bar1100,reclasso,500,500,11:00,common,3119,2012-03-23,0.13014385384623062,0.13342055691931415,-0.0032767030730835346,-2.455920698236266,-0.0061046514953943115,-0.00032881015974529654,-2.395845385810805,True
bar1100,reclasso,500,500,11:00,deck period,1116,2020-01-03,0.14980048424225084,0.14695775919317303,0.002842725049077817,1.9343824134805374,-0.003070425677137932,0.009195414998568869,1.0062914220382224,False
bar1100,reclasso,2000,500,all bars,common,1619,2018-01-19,0.14515901690117222,0.14077486966738448,0.004384147233787728,3.114296780488138,-0.0013024273186020667,0.010748146772242603,1.710896409980429,False
bar1100,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.15492697635099706,0.14695775919317303,0.007969217157824029,5.422794414923443,0.0020748155778129614,0.01480784416132627,3.1128906755584103,False
bar1100,reclasso,2000,500,11:00,common,1619,2018-01-19,0.14515901690117222,0.14077486966738448,0.004384147233787728,3.114296780488138,-0.0013024273186020667,0.010748146772242603,1.710896409980429,False
bar1100,reclasso,2000,500,11:00,deck period,1116,2020-01-03,0.15492697635099706,0.14695775919317303,0.007969217157824029,5.422794414923443,0.0020748155778129614,0.01480784416132627,3.1128906755584103,False
bar1100,reclasso,2000,2000,all bars,common,1619,2018-01-19,0.14515901690117222,0.14537398395633822,-0.00021496705516600785,-0.1478717507188709,-0.004652617594273255,0.004978866553541633,-0.10061722257466206,False
bar1100,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.15492697635099706,0.15410471682021426,0.0008222595307827873,0.5335719423449404,-0.003913163032300737,0.006195806041644386,0.37027738449790054,False
bar1100,reclasso,2000,2000,11:00,common,1619,2018-01-19,0.14515901690117222,0.14537398395633822,-0.00021496705516600785,-0.1478717507188709,-0.004652617594273255,0.004978866553541633,-0.10061722257466206,False
bar1100,reclasso,2000,2000,11:00,deck period,1116,2020-01-03,0.15492697635099706,0.15410471682021426,0.0008222595307827873,0.5335719423449404,-0.003913163032300737,0.006195806041644386,0.37027738449790054,False
bar1130,reclasso,500,500,all bars,common,3121,2012-03-21,0.1308283300121753,0.13556790275853323,-0.004739572746357917,-3.4960876799870597,-0.007901346846689163,-0.0015822738165839174,-3.347111043412083,True
bar1130,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.1379839089251475,0.14355078610349364,-0.005566877178346142,-3.8779844607278395,-0.009780036167537103,-0.0011573615988920598,-2.6889479722372003,True
bar1130,reclasso,500,500,11:30,common,3121,2012-03-21,0.1308283300121753,0.13556790275853323,-0.004739572746357917,-3.4960876799870597,-0.007901346846689163,-0.0015822738165839174,-3.347111043412083,True
bar1130,reclasso,500,500,11:30,deck period,1116,2020-01-03,0.1379839089251475,0.14355078610349364,-0.005566877178346142,-3.8779844607278395,-0.009780036167537103,-0.0011573615988920598,-2.6889479722372003,True
bar1130,reclasso,2000,500,all bars,common,1621,2018-01-17,0.1328175099955504,0.13846995261815903,-0.005652442622608613,-4.08207160884617,-0.010607034475050929,-0.0011475060225211932,-2.567352816281726,True
bar1130,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.13910750712777795,0.14355078610349364,-0.00444327897571572,-3.0952662094879204,-0.010301975884343546,0.0011061706827410756,-1.7044443587726303,False
bar1130,reclasso,2000,500,11:30,common,1621,2018-01-17,0.1328175099955504,0.13846995261815903,-0.005652442622608613,-4.08207160884617,-0.010607034475050929,-0.0011475060225211932,-2.567352816281726,True
bar1130,reclasso,2000,500,11:30,deck period,1116,2020-01-03,0.13910750712777795,0.14355078610349364,-0.00444327897571572,-3.0952662094879204,-0.010301975884343546,0.0011061706827410756,-1.7044443587726303,False
bar1130,reclasso,2000,2000,all bars,common,1621,2018-01-17,0.1328175099955504,0.14316837587704195,-0.010350865881491566,-7.229854929961108,-0.01466782901319049,-0.006143946842043011,-5.210835894068236,True
bar1130,reclasso,2000,2000,all bars,deck period,1116,2020-01-03,0.13910750712777795,0.15240092408051883,-0.013293416952740887,-8.72266164588182,-0.01844463694659782,-0.008286367099310283,-5.835964203104541,True
bar1130,reclasso,2000,2000,11:30,common,1621,2018-01-17,0.1328175099955504,0.14316837587704195,-0.010350865881491566,-7.229854929961108,-0.01466782901319049,-0.006143946842043011,-5.210835894068236,True
bar1130,reclasso,2000,2000,11:30,deck period,1116,2020-01-03,0.13910750712777795,0.15240092408051883,-0.013293416952740887,-8.72266164588182,-0.01844463694659782,-0.008286367099310283,-5.835964203104541,True
bar1200,reclasso,500,500,all bars,common,3060,2012-05-31,0.13510583749409766,0.1396709912626542,-0.004565153768556528,-3.2685053118665577,-0.007139683621906628,-0.0018891745222173516,-3.5800589145044337,True
bar1200,reclasso,500,500,all bars,deck period,1116,2020-01-03,0.1310292553611589,0.1376869564743119,-0.006657701113152981,-4.835389846383235,-0.01172742685633363,-0.001489634711394737,-2.5540650312294058,True
bar1200,reclasso,500,500,12:00,common,3060,2012-05-31,0.13510583749409766,0.1396709912626542,-0.004565153768556528,-3.2685053118665577,-0.007139683621906628,-0.0018891745222173516,-3.5800589145044337,True
bar1200,reclasso,500,500,12:00,deck period,1116,2020-01-03,0.1310292553611589,0.1376869564743119,-0.006657701113152981,-4.835389846383235,-0.01172742685633363,-0.001489634711394737,-2.5540650312294058,True
bar1200,reclasso,2000,500,all bars,common,1560,2018-04-13,0.15149665626364484,0.1540821440383964,-0.00258548777475158,-1.6779931191165742,-0.0059332581891146305,0.000971922862064567,-1.4186530432144542,False
bar1200,reclasso,2000,500,all bars,deck period,1116,2020-01-03,0.1357651710934634,0.1376869564743119,-0.0019217853808484557,-1.3957642975476774,-0.005387336852617669,0.001620627635499441,-1.2020415581275015,False
bar1200,reclasso,2000,500,12:00,common,1560,2018-04-13,0.15149665626364484,0.1540821440383964,-0.00258548777475158,-1.6779931191165742,-0.0059332581891146305,0.000971922862064567,-1.4186530432144542,False
