,cell  sign(c * rv_hat - iv) | mid,cell  sign(c * rv_hat - iv) | crossed,T0    sign(rv_hat - iv) | mid,T0    sign(rv_hat - iv) | crossed,always short | mid,always short | crossed,c
2020-03-23,-3.7500972747802734,-5.10009765625,3.7500972747802734,2.4000988006591797,3.7500972747802734,2.4000988006591797,1.7707228982320402
2020-03-25,-37.38994121551514,-38.73994159698486,-37.38994121551514,-38.73994159698486,-37.38994121551514,-38.73994159698486,1.684025456030328
2020-03-27,36.530029296875,35.23002910614014,-36.530029296875,-37.83002948760986,-36.530029296875,-37.83002948760986,1.6502086837664618
2020-03-30,-3.85009765625,-4.95009708404541,-3.85009765625,-4.95009708404541,3.85009765625,2.7500972747802734,1.7083495857414996
2020-03-31,-15.609911918640137,-16.50991153717041,-15.609911918640137,-16.50991153717041,15.609911918640137,14.709912300109863,1.6951905718495643
2020-04-01,-5.300000190734863,-6.300000190734863,-5.300000190734863,-6.300000190734863,5.300000190734863,4.299999713897705,1.6791394670801756
2020-04-03,-13.050097465515137,-14.050097465515137,-13.050097465515137,-14.050097465515137,13.050097465515137,12.050097465515137,1.6450255265775051
2020-04-06,12.029931545257568,11.279932022094727,12.029931545257568,11.279932022094727,-12.029931545257568,-12.779931545257568,1.6267369827483769
2020-04-08,-14.799999713897705,-15.600000381469727,-14.799999713897705,-15.600000381469727,14.799999713897705,14.0,1.5579123459291855
2020-04-09,-19.5,-20.300000190734863,-19.5,-20.300000190734863,19.5,18.699999809265137,1.5450600047461487
2020-04-13,-9.770116806030273,-10.970117092132568,-9.770116806030273,-10.970117092132568,9.770116806030273,8.570116996765137,1.5359679444110483
2020-04-15,-9.560107707977295,-9.960107326507568,-9.560107707977295,-9.960107326507568,9.560107707977295,9.160107135772705,1.5232253244375584
2020-04-17,9.110058784484863,8.660058498382568,9.110058784484863,8.660058498382568,-9.110058784484863,-9.56005859375,1.515449150882627
2020-04-20,-5.259912014007568,-5.959912300109863,-5.259912014007568,-5.959912300109863,5.259912014007568,4.559912204742432,1.518177081965673
2020-04-22,-3.260058641433716,-3.7100582122802734,-3.260058641433716,-3.7100582122802734,3.260058641433716,2.810058832168579,1.508450405547167
2020-04-24,-8.049999952316284,-8.5,-8.049999952316284,-8.5,8.049999952316284,7.599999904632568,1.5021177412797004
2020-04-27,-3.929980516433716,-4.22998046875,-3.929980516433716,-4.22998046875,3.929980516433716,3.6299805641174316,1.4989733069523226
2020-04-29,3.564990282058716,3.0899901390075684,3.564990282058716,3.0899901390075684,-3.564990282058716,-4.039990186691284,1.5004200760146729
2020-04-30,-9.950000286102295,-10.400000095367432,-9.950000286102295,-10.400000095367432,9.950000286102295,9.5,1.5025775483312935
2020-05-01,-8.449999809265137,-8.900000095367432,-8.449999809265137,-8.900000095367432,8.449999809265137,7.999999761581421,1.4993556366147378
2020-05-04,-3.9600095748901367,-4.460009813308716,-3.9600095748901367,-4.460009813308716,3.9600095748901367,3.460009813308716,1.4928328714081258
2020-05-06,10.005078077316284,9.630078077316284,10.005078077316284,9.630078077316284,-10.005078077316284,-10.380078077316284,1.4893313966600488
2020-05-08,-1.8749511241912842,-2.199951171875,1.8749511241912842,1.5499510765075684,1.8749511241912842,1.5499510765075684,1.4884287416194508
2020-05-11,0.43505859375,0.31005859375,0.43505859375,0.31005859375,-0.43505859375,-0.5600584745407104,1.4847762728347933
2020-05-13,5.849999904632568,5.299999713897705,5.849999904632568,5.299999713897705,-5.849999904632568,-6.3999998569488525,1.4987244339585026
2020-05-15,-4.400048732757568,-4.800048828125,4.400048732757568,4.000048637390137,4.400048732757568,4.000048637390137,1.4972576578192829
2020-05-18,0.7400879859924316,0.49008798599243164,0.7400879859924316,0.49008798599243164,-0.7400879859924316,-0.9900877475738525,1.4957393583061505
2020-05-20,-5.5,-5.799999952316284,-5.5,-5.799999952316284,5.5,5.199999809265137,1.505964860662604
2020-05-22,0.12495112419128418,-0.20004868507385254,-0.12495112419128418,-0.449951171875,-0.12495112419128418,-0.449951171875,1.5048400884794146
2020-05-26,8.879980444908142,8.629980564117432,8.879980444908142,8.629980564117432,-8.879980444908142,-9.129980444908142,1.5048338274682274
2020-05-27,6.404882907867432,6.1298828125,-6.404882907867432,-6.679882764816284,-6.404882907867432,-6.679882764816284,1.5075754128544574
2020-05-29,-3.5399413108825684,-3.989941358566284,-3.5399413108825684,-3.989941358566284,3.5399413108825684,3.0899412631988525,1.5077742748374983
2020-06-01,-4.825000047683716,-5.049999952316284,4.825000047683716,4.599999904632568,4.825000047683716,4.599999904632568,1.5056284170607144
2020-06-03,-2.1451172828674316,-2.3701173067092896,2.1451172828674316,1.9201172590255737,2.1451172828674316,1.9201172590255737,1.5087858568184491
2020-06-05,-0.6049318313598633,-0.9299318790435791,0.6049318313598633,0.27993154525756836,0.6049318313598633,0.27993154525756836,1.5087973384685553
2020-06-08,8.064892530441284,7.939892530441284,-8.064892530441284,-8.189892649650574,-8.064892530441284,-8.189892649650574,1.507307126154379
2020-06-10,9.360107421875,8.860107421875,-9.360107421875,-9.860107421875,-9.360107421875,-9.860107421875,1.5102307534074106
2020-06-12,-10.210058689117432,-10.91005802154541,-10.210058689117432,-10.91005802154541,-10.210058689117432,-10.91005802154541,1.5079676415402268
2020-06-15,-3.2599120140075684,-3.8099117279052734,-3.2599120140075684,-3.8099117279052734,3.2599120140075684,2.709911823272705,1.5112158491353673
2020-06-17,-7.3399903774261475,-7.789990425109863,7.3399903774261475,6.889990329742432,7.3399903774261475,6.889990329742432,1.5045595528676476
2020-06-19,-2.3399901390075684,-2.8399901390075684,2.3399901390075684,1.8399903774261475,2.3399901390075684,1.8399903774261475,1.502671503207059
2020-06-22,-0.3398923873901367,-0.7398924827575684,0.3398923873901367,-0.06010746955871582,0.3398923873901367,-0.06010746955871582,1.5036189736164407
2020-06-24,-5.380077838897705,-5.830078125,5.380077838897705,4.930078029632568,5.380077838897705,4.930078029632568,1.5027649750506304
2020-06-26,10.400048732757568,9.950048923492432,10.400048732757568,9.950048923492432,10.400048732757568,9.950048923492432,1.4967738904238064
2020-06-29,6.9649903774261475,6.639990329742432,-6.9649903774261475,-7.289990186691284,-6.9649903774261475,-7.289990186691284,1.4934220106768485
2020-06-30,-2.240039110183716,-2.5900392532348633,-2.240039110183716,-2.5900392532348633,-2.240039110183716,-2.5900392532348633,1.495239290334742
2020-07-01,-1.7101073265075684,-2.160107374191284,1.7101073265075684,1.260107398033142,1.7101073265075684,1.260107398033142,1.4923665487691198
2020-07-02,4.314990282058716,4.0899903774261475,-4.314990282058716,-4.539990425109863,-4.314990282058716,-4.539990425109863,1.4922307141671491
2020-07-06,-0.530029296875,-0.780029296875,0.530029296875,0.280029296875,0.530029296875,0.280029296875,1.4917903958688443
2020-07-08,-5.5000001192092896,-5.649999976158142,5.5000001192092896,5.349999904632568,5.5000001192092896,5.349999904632568,1.4933790887124658
2020-07-10,-5.0849609375,-5.309960842132568,5.0849609375,4.8599607944488525,5.0849609375,4.8599607944488525,1.4896105224217457
2020-07-13,12.230029106140137,11.780029296875,12.230029106140137,11.780029296875,-12.230029106140137,-12.680029153823853,1.488613796652561
2020-07-15,-5.939941644668579,-6.239941358566284,-5.939941644668579,-6.239941358566284,5.939941644668579,5.639941215515137,1.489642353644087
2020-07-17,0.49501943588256836,0.27001953125,-0.49501943588256836,-0.7200194597244263,-0.49501943588256836,-0.7200194597244263,1.4873189422916588
2020-07-20,-4.174999952316284,-4.349999904632568,4.174999952316284,4.0,4.174999952316284,4.0,1.4873492943623563
2020-07-22,1.920019507408142,1.6700196266174316,1.920019507408142,1.6700196266174316,-1.920019507408142,-2.1700196266174316,1.48518350439814
2020-07-24,-2.070117473602295,-2.4701170921325684,2.070117473602295,1.6701171398162842,2.070117473602295,1.6701171398162842,1.482560229156803
2020-07-27,-3.3999998569488525,-3.5999999046325684,-3.3999998569488525,-3.5999999046325684,3.3999998569488525,3.1999999284744263,1.4823989025811521
2020-07-29,-5.200000047683716,-5.450000047683716,-5.200000047683716,-5.450000047683716,5.200000047683716,4.949999928474426,1.4816845066695974
2020-07-31,11.270117282867432,11.020117282867432,11.270117282867432,11.020117282867432,-11.270117282867432,-11.520117282867432,1.4775785595462387
2020-08-03,-3.460107445716858,-3.6601074934005737,-3.460107445716858,-3.6601074934005737,3.460107445716858,3.260107398033142,1.48076156583372
2020-08-05,-0.5299805402755737,-0.72998046875,-0.5299805402755737,-0.72998046875,0.5299805402755737,0.3299804925918579,1.4840692082698934
2020-08-07,5.380029201507568,5.080029249191284,-5.380029201507568,-5.680029392242432,-5.380029201507568,-5.680029392242432,1.4860269660936374
2020-08-10,-3.2050293684005737,-3.3800292015075684,-3.2050293684005737,-3.3800292015075684,3.2050293684005737,3.0300291776657104,1.486355861509513
