date,c
2003-01-22,1.4568083263691918
2003-01-23,1.458960042155444
2003-01-24,1.4570953681847052
2003-01-27,1.4545699614419454
2003-01-28,1.4537420183221568
2003-01-29,1.4530317695868213
2003-01-30,1.456481702301362
2003-01-31,1.4538340033843569
2003-02-03,1.4629757900095928
2003-02-04,1.4513950983593253
2003-02-05,1.455961255450859
2003-02-06,1.4540933127848248
2003-02-07,1.4480894296894358
2003-02-10,1.4486289364400817
2003-02-11,1.457840940153553
2003-02-12,1.4479681528434223
2003-02-13,1.4464022661923917
2003-02-14,1.4509500091102048
2003-02-18,1.4626406467420945
2003-02-19,1.4664075253497806
2003-02-20,1.4643049047790768
2003-02-21,1.4714669578521378
2003-02-24,1.4702951922211163
2003-02-25,1.4675716286393785
2003-02-26,1.464694463466471
2003-02-27,1.4677794576872223
2003-02-28,1.4678559843061032
2003-03-03,1.4639202028598854
2003-03-04,1.459767381635795
2003-03-05,1.457613291468939
2003-03-06,1.4436073702622725
2003-03-07,1.4407243774732381
2003-03-10,1.4378285376185764
2003-03-11,1.4425521783027153
2003-03-12,1.446800812006955
2003-03-13,1.4711510809252373
2003-03-14,1.475894973896516
2003-03-17,1.471246807119877
2003-03-18,1.4735060970156015
2003-03-19,1.4793003505691393
2003-03-20,1.4762751642096623
2003-03-21,1.4757714535650364
2003-03-24,1.4777534903252998
2003-03-25,1.4754108767487348
2003-03-26,1.475027187118143
2003-03-27,1.4747957123336168
2003-03-28,1.4724184931823396
2003-03-31,1.4703998167868249
2003-04-01,1.49358985139181
2003-04-02,1.4896609471058706
2003-04-03,1.4892310843082195
2003-04-04,1.4932256411121787
2003-04-07,1.488976123882098
2003-04-08,1.49644891414968
2003-04-09,1.4954401424405326
2003-04-10,1.5141999593681095
2003-04-11,1.512172683926238
2003-04-14,1.5080271772342646
2003-04-15,1.5169562051401742
2003-04-16,1.518456793053549
2003-04-17,1.5175009626892353
2003-04-21,1.5177369990816847
2003-04-22,1.5141514703379997
2003-04-23,1.5129237934118747
2003-04-24,1.5123043598113113
2003-04-25,1.5131303292709954
2003-04-28,1.5125911954105484
2003-04-29,1.5140541145885076
2003-04-30,1.5170538858841178
2003-05-01,1.518956505753208
2003-05-02,1.5197580855702042
2003-05-05,1.5172264516204022
2003-05-06,1.51684444553561
2003-05-07,1.516975494598981
2003-05-08,1.515187404079821
2003-05-09,1.5042327689988058
2003-05-12,1.4986053822591416
2003-05-13,1.4999077191254222
2003-05-14,1.5004925419126312
2003-05-15,1.500744446862684
2003-05-16,1.500858267005637
2003-05-19,1.5012276658827972
2003-05-20,1.5033785674845024
2003-05-21,1.5059422509095055
2003-05-22,1.5044857880614326
2003-05-23,1.5080218354743946
2003-05-27,1.5097451593451656
2003-05-28,1.505546106057411
2003-05-29,1.5029211867670424
2003-05-30,1.5011458036288174
2003-06-02,1.501770810818833
2003-06-03,1.5000789742571927
2003-06-04,1.5052795965124417
2003-06-05,1.5042024242828076
2003-06-06,1.4567785132343192
2003-06-09,1.454466210876405
2003-06-10,1.457990319358564
2003-06-11,1.4651243265230647
2003-06-12,1.4672121355692682
2003-06-13,1.4643025251524386
2003-06-16,1.4640978525257855
2003-06-17,1.470944272624195
2003-06-18,1.4697220194915157
2003-06-19,1.4745218029596316
2003-06-20,1.4756053004220682
2003-06-23,1.4776177143011016
2003-06-24,1.4825945153848175
2003-06-25,1.4906282358759435
2003-06-26,1.4971452358492916
2003-06-27,1.505595939260667
2003-06-30,1.5013924136169972
2003-07-01,1.507291991887007
2003-07-02,1.472352255941156
2003-07-07,1.4759509047130324
2003-07-08,1.4692412755840638
2003-07-09,1.4754399252671186
2003-07-10,1.4829545174813046
2003-07-11,1.484749686169207
2003-07-14,1.4851935605019049
2003-07-15,1.4912003114435288
2003-07-16,1.5010518240861501
2003-07-17,1.5010754573397478
2003-07-18,1.5104331361010195
2003-07-21,1.5291571064771659
2003-07-22,1.5181583829604224
2003-07-23,1.4644814305158893
2003-07-24,1.3969857084465798
2003-07-25,1.385839358878993
2003-07-28,1.3626866667408215
2003-07-29,1.4158741965827943
2003-07-30,1.403963463838207
2003-07-31,1.3962023035153035
2003-08-01,1.4209080996921781
2003-08-04,1.3505897777956404
2003-08-05,1.3401607045723476
2003-08-06,1.3542688295342835
2003-08-07,1.3490258950330536
2003-08-08,1.2848052043444071
2003-08-11,1.2833933522912335
2003-08-12,1.2913128844293325
2003-08-13,1.3036397434201357
2003-08-14,1.3007872559638793
2003-08-15,1.2581183422890707
2003-08-18,1.259961700978448
2003-08-19,1.263719392224003
2003-08-20,1.2664307780397752
2003-08-21,1.2657787157980611
2003-08-22,1.2736776481932184
2003-08-25,1.2338476419395155
2003-08-26,1.23697601360303
2003-08-27,1.2371429903188016
2003-08-28,1.2368098242246117
2003-08-29,1.2411361445811222
2003-09-02,1.248457280259003
2003-09-03,1.250441758186142
2003-09-04,1.2464036669427634
2003-09-05,1.2423531104837977
2003-09-08,1.2520125696755342
2003-09-09,1.2602931740345036
2003-09-10,1.257878190798334
2003-09-11,1.2622796268033545
2003-09-12,1.2649291230573712
2003-09-15,1.2597407000238614
2003-09-16,1.2629532412250524
2003-09-17,1.27281838425838
2003-09-18,1.2753581436857206
2003-09-19,1.2802533383830534
2003-09-22,1.271653685626455
2003-09-23,1.2606406680827362
2003-09-24,1.2703215210446135
2003-09-25,1.2660030610423345
2003-09-26,1.27235271005509
2003-09-29,1.2763248658761168
2003-09-30,1.2746978206694919
2003-10-01,1.2727646047861054
2003-10-02,1.2338116609480876
2003-10-03,1.2436545188040493
2003-10-06,1.26518415303395
2003-10-07,1.2664982135033693
2003-10-08,1.2769911509709384
2003-10-09,1.2836411279946232
2003-10-10,1.3207690866418271
2003-10-13,1.3461768316342437
2003-10-14,1.354811468343413
2003-10-15,1.3607298395468719
2003-10-16,1.3589889056922926
2003-10-17,1.3237349565111374
2003-10-20,1.3283293031209118
2003-10-21,1.334623442458482
2003-10-22,1.3324413408453004
2003-10-23,1.3336039164191624
2003-10-24,1.329968253675066
2003-10-27,1.2866044158558594
2003-10-28,1.2952207717718744
2003-10-29,1.3084459674893485
2003-10-30,1.3116293088427913
2003-10-31,1.3373551570499393
2003-11-03,1.3501791956693465
2003-11-04,1.3635866204192622
2003-11-05,1.371708081822937
2003-11-06,1.3860861325014255
2003-11-07,1.3733170197072866
2003-11-10,1.36938096478154
2003-11-11,1.3830513062077174
2003-11-12,1.3829161578673415
2003-11-13,1.3871800660192253
2003-11-14,1.3999335750319708
2003-11-17,1.3801989067147262
2003-11-18,1.378585223836827
2003-11-19,1.398289666621822
2003-11-20,1.3984199275584763
2003-11-21,1.398754281328282
2003-11-24,1.380560709955593
2003-11-25,1.3762294896392089
2003-11-26,1.3770414174208228
2003-12-01,1.379723522080582
2003-12-02,1.3650981770934163
2003-12-03,1.3663869886781868
2003-12-04,1.378365976526058
2003-12-05,1.3817984112007902
2003-12-08,1.3773622148003737
2003-12-09,1.3818323315689145
2003-12-10,1.3687729870276868
2003-12-11,1.3648033824488586
2003-12-12,1.3701796829270267
2003-12-15,1.371942068930258
2003-12-16,1.3825905429970724
2003-12-17,1.3897455444775442
2003-12-18,1.395769141851779
2003-12-19,1.3999303829116079
2003-12-22,1.4022727670802515
2003-12-23,1.3910686557042193
2003-12-29,1.3959486240055285
2003-12-30,1.396766621068321
2003-12-31,1.4046521240196241
2004-01-02,1.410328196077128
2004-01-05,1.400646821161606
2004-01-06,1.4026553568475708
2004-01-07,1.4023338997283328
2004-01-08,1.4120163700608364
2004-01-09,1.4066104971666293
2004-01-12,1.409634216118477
2004-01-13,1.4135753866182676
2004-01-14,1.4142339409177853
2004-01-15,1.4201052958095022
2004-01-16,1.424766438422062
2004-01-20,1.4170012909745924
2004-01-21,1.4168355973150382
2004-01-22,1.4116294731764658
2004-01-23,1.4178079715227174
2004-01-26,1.423582719294137
2004-01-27,1.4232654990718774
2004-01-28,1.4293500864133215
2004-01-29,1.4333811939256795
2004-01-30,1.4309220610257585
2004-02-02,1.4334491196009054
2004-02-03,1.413871940479485
2004-02-04,1.4208739782504423
2004-02-05,1.4039414181011876
2004-02-06,1.4101252260529198
2004-02-09,1.3925275139470612
2004-02-10,1.4011182499984736
2004-02-11,1.4211734199015582
2004-02-12,1.433310889093124
2004-02-13,1.4153159181065722
2004-02-17,1.421338890342634
2004-02-18,1.418403802929267
2004-02-19,1.40587751118611
2004-02-20,1.377488088819785
2004-02-23,1.3656515736579635
2004-02-24,1.3720819611974804
2004-02-25,1.3578521486814037
2004-02-26,1.3632800981756648
2004-02-27,1.358548338433552
2004-03-01,1.3717612725670476
2004-03-02,1.383463762234486
2004-03-03,1.3918966928829897
2004-03-04,1.397239626952326
2004-03-05,1.406693382543519
2004-03-08,1.4089351093382276
2004-03-09,1.422140769503018
2004-03-10,1.4371407112307135
2004-03-11,1.4340550935781342
2004-03-12,1.4335306162543784
2004-03-15,1.4307146673816575
2004-03-16,1.3543785973834717
2004-03-17,1.335940690051019
2004-03-18,1.3466296755742968
2004-03-19,1.3453555125468561
2004-03-22,1.3388118089470713
2004-03-23,1.3418516028105263
2004-03-24,1.3685824919277259
2004-03-25,1.363672747687542
2004-03-26,1.3710192199035336
2004-03-29,1.3801038006428483
2004-03-30,1.3767330257004167
2004-03-31,1.3823795749784462
2004-04-01,1.3832081289950204
2004-04-02,1.3253763625183599
2004-04-05,1.33268768603884
2004-04-06,1.3396458787607086
2004-04-07,1.327065753556971
2004-04-08,1.3300395280217148
2004-04-12,1.3027681975828738
2004-04-13,1.3097852254206963
2004-04-14,1.249072440636514
2004-04-15,1.2649353995201333
2004-04-16,1.2730848399352206
2004-04-19,1.2498608972796827
2004-04-20,1.2502646996928735
2004-04-21,1.336096338827451
2004-04-22,1.3373287898439095
2004-04-23,1.346103411521897
2004-04-26,1.3521735832761455
2004-04-27,1.352346856168865
2004-04-28,1.3460825556965366
2004-04-29,1.349082073177237
2004-04-30,1.3612286083376248
2004-05-03,1.3465114520894221
2004-05-04,1.337105695658768
2004-05-05,1.3321245495522673
2004-05-06,1.336698264683696
2004-05-07,1.3402770448966725
2004-05-10,1.3309492551013544
2004-05-11,1.3419135845278618
2004-05-12,1.3530778688526441
2004-05-13,1.3704707777724472
2004-05-14,1.3605994040371903
2004-05-17,1.3547844499596513
2004-05-18,1.3560104979041234
2004-05-19,1.3530727026658456
2004-05-20,1.3576118877129542
2004-05-21,1.362389162501084
2004-05-24,1.3511915302630688
2004-05-25,1.3521284677720464
2004-05-26,1.3448912678740794
2004-05-27,1.3494654461177347
2004-05-28,1.3478884784685978
2004-06-01,1.3430888549303976
2004-06-02,1.3539582228563496
2004-06-03,1.3553623946113396
2004-06-04,1.3659704213351465
2004-06-07,1.3578335176835155
2004-06-08,1.3675742995873539
2004-06-09,1.3830567012214503
2004-06-10,1.3893152249778977
2004-06-14,1.3872880766382751
2004-06-15,1.3665323165659498
2004-06-16,1.3699584898678794
2004-06-17,1.36665546176111
2004-06-18,1.370410476950846
2004-06-21,1.3395054256053445
2004-06-22,1.335598441703683
2004-06-23,1.3295743002879459
2004-06-24,1.3357089191729763
2004-06-25,1.3331932491811243
2004-06-28,1.3299608123218112
2004-06-29,1.3184875637020204
2004-06-30,1.3144008542518921
2004-07-01,1.314731412614253
2004-07-02,1.3192920486083608
2004-07-06,1.324781401778633
2004-07-07,1.331222443967289
2004-07-08,1.3276680614565204
2004-07-09,1.3450276303097475
2004-07-12,1.346363729089462
2004-07-13,1.3267027958730984
2004-07-14,1.3261241926507867
2004-07-15,1.3340150529514494
2004-07-16,1.3196638430655725
2004-07-19,1.3304007097165265
2004-07-20,1.3034343334151528
2004-07-21,1.3094200534337959
2004-07-22,1.3484580338715946
2004-07-23,1.3539056793856594
2004-07-26,1.3608886783594594
2004-07-27,1.3613103785674063
2004-07-28,1.3299989323503536
2004-07-29,1.3287614485942043
2004-07-30,1.3291968710196729
2004-08-02,1.356872110794276
2004-08-03,1.3549745923303878
2004-08-04,1.326112390910905
2004-08-05,1.3286203496955649
2004-08-06,1.348164689454047
2004-08-09,1.311064443842239
2004-08-10,1.3126874997092153
2004-08-11,1.3195676680457515
2004-08-12,1.3087379001514015
2004-08-13,1.305506198776799
2004-08-16,1.289166560568828
2004-08-17,1.292034968986072
2004-08-18,1.3034312179979433
2004-08-19,1.3048959409132794
2004-08-20,1.3002303978211074
2004-08-23,1.284187163871203
2004-08-24,1.2837355435471418
2004-08-25,1.2839762621730095
2004-08-26,1.2765781762327644
2004-08-27,1.2767429317096366
2004-08-30,1.279164911089778
2004-08-31,1.282175391470069
2004-09-01,1.2957346962323868
2004-09-02,1.304147429619964
2004-09-03,1.3051407112258457
2004-09-07,1.3091589054796067
2004-09-08,1.3235995380639296
2004-09-09,1.3274867530985903
2004-09-10,1.3281946583198745
2004-09-13,1.3277154191183225
2004-09-14,1.3268130410517875
2004-09-15,1.320752064407106
2004-09-16,1.3268550640254586
2004-09-17,1.3250582496204917
2004-09-20,1.324059142687613
2004-09-21,1.3252802711085803
2004-09-22,1.3249834018709963
2004-09-23,1.3238813130516336
2004-09-24,1.3294468517083373
2004-09-27,1.3275305649937557
2004-09-28,1.3386496068193559
2004-09-29,1.2740384762759431
2004-09-30,1.2675541196905096
2004-10-01,1.2689233730706144
2004-10-04,1.2701698412345679
2004-10-05,1.2768603207557419
2004-10-06,1.2767786362785758
2004-10-07,1.2693304863301431
2004-10-08,1.269588759067478
2004-10-11,1.2707902469599408
2004-10-12,1.273051968019654
2004-10-13,1.2844650882800095
2004-10-14,1.2833764106243981
2004-10-15,1.2802919250094922
2004-10-18,1.2778540252021355
2004-10-19,1.2784652046881806
2004-10-20,1.2809630875893994
2004-10-21,1.285849147073249
2004-10-22,1.2801799231414033
2004-10-25,1.2844073571711945
2004-10-26,1.2829172800032567
2004-10-27,1.2966431864896533
2004-10-28,1.2787231736060225
2004-10-29,1.2806001362053994
2004-11-01,1.2619888820212057
2004-11-02,1.2609253548159767
2004-11-03,1.2606008682274294
2004-11-04,1.2654233718510048
2004-11-05,1.2640396882569658
2004-11-08,1.2648357444358012
2004-11-09,1.2584123119803439
2004-11-10,1.2594105171133652
2004-11-11,1.244789043938373
2004-11-12,1.2446377560875146
2004-11-15,1.247635566086546
2004-11-16,1.250115076235445
2004-11-17,1.2540117383872835
2004-11-18,1.2622374110438008
2004-11-19,1.2631139052525944
2004-11-22,1.240578829667602
2004-11-23,1.2489880166402803
2004-11-24,1.2514110123283617
2004-11-29,1.2541300101484687
2004-11-30,1.2537045403862592
2004-12-01,1.2452122824482328
2004-12-02,1.2472348315085453
2004-12-03,1.2472317487830058
2004-12-06,1.2496213749367342
2004-12-07,1.250597969193048
2004-12-08,1.2479493014991687
2004-12-09,1.2514745063886261
2004-12-10,1.2496044186686983
2004-12-13,1.2543483575780925
2004-12-14,1.253977307987657
2004-12-15,1.2496093962182862
2004-12-16,1.2477984947226315
2004-12-17,1.2356496019023624
2004-12-20,1.2343326549553653
2004-12-21,1.2283832324379829
2004-12-22,1.231191374881932
2004-12-23,1.2336113392446435
2004-12-27,1.2344984592375023
2004-12-28,1.2363337108887735
2004-12-29,1.231117667827041
2004-12-30,1.2290869002423617
2004-12-31,1.2346731408145615
2005-01-03,1.2488307782739703
2005-01-04,1.2421957619630717
2005-01-05,1.2378166749551727
2005-01-06,1.2362954724916777
2005-01-07,1.2362988355286
2005-01-10,1.2431398929107376
2005-01-11,1.2391473423091386
2005-01-12,1.2377775943228757
2005-01-13,1.2522561270659927
2005-01-14,1.2549197915270256
2005-01-18,1.2558639947907368
2005-01-19,1.2584450469504904
2005-01-20,1.2584104928931636
2005-01-21,1.250918599296511
2005-01-24,1.248092298654326
2005-01-25,1.253555523102931
2005-01-26,1.2490211821838693
2005-01-27,1.2562669080067417
2005-01-28,1.260694898230219
2005-01-31,1.2720213923847943
2005-02-01,1.2923782977689982
2005-02-02,1.2941932840509607
2005-02-03,1.2987581060027449
2005-02-04,1.2984214211969958
2005-02-07,1.300848842138597
2005-02-08,1.3018098535398976
2005-02-09,1.3023452848020203
2005-02-10,1.309843166818896
2005-02-11,1.3111723071486532
2005-02-14,1.314419051379732
2005-02-15,1.3154972677200942
2005-02-16,1.3168750368288729
2005-02-17,1.3161612317248872
2005-02-18,1.3192945770201738
2005-02-22,1.3208276214212151
2005-02-23,1.3173175598125768
2005-02-24,1.3201985749258285
2005-02-25,1.3241054164021915
2005-02-28,1.3095367690736925
2005-03-01,1.3100633837923588
2005-03-02,1.3011639091603813
2005-03-03,1.301986197084069
2005-03-04,1.305554450338114
2005-03-07,1.306971218095037
2005-03-08,1.298108822829852
2005-03-09,1.2969321885364953
2005-03-10,1.3183437418755084
2005-03-11,1.2978573734614884
2005-03-14,1.2925747628338657
2005-03-15,1.2978902672467814
2005-03-16,1.2969375823293796
2005-03-17,1.2944407661487953
2005-03-18,1.292274484546716
2005-03-21,1.2812753104110415
2005-03-22,1.2946002202983153
2005-03-23,1.2773417301923844
2005-03-24,1.2911635767261664
2005-03-28,1.2996460370349094
2005-03-29,1.2950494374164374
2005-03-30,1.306406801558465
2005-03-31,1.3162957128294057
2005-04-01,1.3238470937804967
2005-04-04,1.3187361887382845
2005-04-05,1.3167812909871988
2005-04-06,1.3095110881573253
2005-04-07,1.3061281270190923
2005-04-08,1.3050309776873825
2005-04-11,1.2952563103931762
2005-04-12,1.2937396260841294
2005-04-13,1.2917810850928046
2005-04-14,1.2843936351631124
2005-04-15,1.3025612634667496
2005-04-18,1.323322332595925
2005-04-19,1.3300927752120009
2005-04-20,1.217114973714504
2005-04-21,1.2191360850127795
2005-04-22,1.2254441877365319
2005-04-25,1.297055101427215
2005-04-26,1.31111935469058
2005-04-27,1.343132456602379
2005-04-28,1.340379624696949
2005-04-29,1.3234342283649765
2005-05-02,1.3340902772049248
2005-05-03,1.3239403451799014
2005-05-04,1.3143978581481648
2005-05-05,1.3152615462948625
2005-05-06,1.3183033524954244
2005-05-09,1.3255165791614711
2005-05-10,1.332717048196362
2005-05-11,1.3185998222499216
2005-05-12,1.2936938763761099
2005-05-13,1.3024416223734938
2005-05-16,1.298635595143506
2005-05-17,1.3004053258822645
2005-05-18,1.3050479596281026
2005-05-19,1.2948827298607495
2005-05-20,1.2905564513284917
2005-05-23,1.2900631469189126
2005-05-24,1.2930242827316571
2005-05-25,1.2874899298678302
2005-05-26,1.2780283319736976
2005-05-27,1.280949141477524
2005-05-31,1.2832449007849522
2005-06-01,1.281894937972036
2005-06-02,1.2869312119013134
2005-06-03,1.280798331686777
2005-06-06,1.2803341959444985
2005-06-07,1.2780890694004243
2005-06-08,1.2621529848367274
2005-06-09,1.2628829106427804
2005-06-10,1.2621010539344608
2005-06-13,1.2611089403307403
2005-06-14,1.2584273716101404
2005-06-15,1.2546582995016013
2005-06-16,1.259313430181788
2005-06-17,1.2600592493907743
2005-06-20,1.2601782763798246
2005-06-21,1.2674905703689934
2005-06-22,1.2617064707139003
2005-06-23,1.2637280988058388
2005-06-24,1.264845984517794
2005-06-27,1.276087120547144
2005-06-28,1.2790411179301457
2005-06-29,1.2811234337243158
2005-06-30,1.2829266974642606
2005-07-01,1.2996220140098858
2005-07-05,1.3050506804489261
2005-07-06,1.308954758381071
2005-07-07,1.2917079733677947
2005-07-08,1.2945728692726888
2005-07-11,1.2957926077178157
2005-07-12,1.3040186793803592
2005-07-13,1.3038548837583859
2005-07-14,1.2984427573629158
2005-07-15,1.2910511669181293
2005-07-18,1.297373306966489
2005-07-19,1.2983711765093595
2005-07-20,1.2493770085178177
2005-07-21,1.247793971107975
2005-07-22,1.261648721820011
2005-07-25,1.2594249372332398
2005-07-26,1.2610612959326457
2005-07-27,1.269621887884192
2005-07-28,1.2739165520636884
2005-07-29,1.247265678207066
2005-08-01,1.2483864174981374
2005-08-02,1.2610226374748599
2005-08-03,1.2619528873626131
2005-08-04,1.2479964077379706
2005-08-05,1.263859376394918
2005-08-08,1.2553534082234699
2005-08-09,1.2504871768520351
2005-08-10,1.269548225984377
2005-08-11,1.266166959832982
2005-08-12,1.2510293224435078
2005-08-15,1.252780768898802
2005-08-16,1.2507279639915094
2005-08-17,1.248675732739396
2005-08-18,1.256495395995019
2005-08-19,1.2539468711887527
2005-08-22,1.2621417779280633
2005-08-23,1.2698312631683046
2005-08-24,1.2714146107555897
2005-08-25,1.2658545520335116
2005-08-26,1.2696165446799574
2005-08-29,1.2721290154720073
2005-08-30,1.2553388646256836
2005-08-31,1.2750501968247483
2005-09-01,1.2854275089426508
2005-09-02,1.2747632007839504
2005-09-06,1.2626707663447185
2005-09-07,1.2685822613810043
2005-09-08,1.2679183955724298
2005-09-09,1.2674796548357146
2005-09-12,1.273636016140891
2005-09-13,1.2806178127120578
2005-09-14,1.280105203100782
2005-09-15,1.2784711845901624
2005-09-16,1.2769781749973879
2005-09-19,1.2766912408555444
2005-09-20,1.2790362028242
2005-09-21,1.2806083841261444
2005-09-22,1.2727867465772627
2005-09-23,1.2761504373190007
2005-09-26,1.2698042919567936
2005-09-27,1.270648108909321
2005-09-28,1.2748612906754377
2005-09-29,1.2720537253060225
2005-09-30,1.2712146306981882
2005-10-03,1.270858713555327
2005-10-04,1.2730839083968921
2005-10-05,1.2764520951391694
2005-10-06,1.2998501049517723
2005-10-07,1.3229441595370102
2005-10-10,1.3228533605933435
2005-10-11,1.3095142147324041
2005-10-12,1.30173796131932
2005-10-13,1.2980594705339534
2005-10-14,1.2866007708950704
2005-10-17,1.2882458075903807
2005-10-18,1.2865173425852228
2005-10-19,1.3061034553159219
2005-10-20,1.3354118439082012
2005-10-21,1.3095935879475529
2005-10-24,1.3166853562974026
2005-10-25,1.3375430456930273
2005-10-26,1.3505238948723122
2005-10-27,1.3631431899553121
2005-10-28,1.3597386311510813
2005-10-31,1.366060413727706
2005-11-01,1.3917371356045847
2005-11-02,1.3793109225475682
2005-11-03,1.3737810100453292
2005-11-04,1.372644294757265
2005-11-07,1.3767032532730772
2005-11-08,1.380890890435092
2005-11-09,1.3943721753246319
2005-11-10,1.4061014735653823
2005-11-11,1.4044552395470131
2005-11-14,1.4049827316767776
2005-11-15,1.399186305144346
2005-11-16,1.39317028623188
2005-11-17,1.3912026342219188
2005-11-18,1.3927911681195588
2005-11-21,1.4038003102711814
2005-11-22,1.4094357820732715
2005-11-23,1.4095551842411786
2005-11-28,1.4086233652916327
2005-11-29,1.4060311347660563
2005-11-30,1.408927111089148
2005-12-01,1.4190533681298463
2005-12-02,1.4200407835886981
2005-12-05,1.4203772192263604
2005-12-06,1.4236751501443612
2005-12-07,1.4233232578397672
2005-12-08,1.4314456861729064
2005-12-09,1.4348246907735296
2005-12-12,1.431137179931621
2005-12-13,1.4329423467032596
2005-12-14,1.4299438105875066
2005-12-15,1.4328401938253255
2005-12-16,1.435910501298046
2005-12-19,1.4384051377426064
2005-12-20,1.4325074240157598
2005-12-21,1.4330592140203373
2005-12-22,1.4318032491158559
2005-12-23,1.4269119349136532
2005-12-27,1.426033085777277
2005-12-28,1.4328867689070088
2005-12-29,1.4379921244017497
2005-12-30,1.4224884738320795
2006-01-03,1.4310162640155437
2006-01-04,1.4298464303122873
2006-01-05,1.415479140783172
2006-01-06,1.4162911534525666
2006-01-09,1.4148430527329263
2006-01-10,1.4238427442409747
2006-01-11,1.4289823019134353
2006-01-12,1.412581411097875
2006-01-13,1.4132125298296256
2006-01-17,1.4131057341245508
2006-01-18,1.4119532390083203
2006-01-19,1.4080310510630212
2006-01-20,1.4155918224815478
2006-01-23,1.4042193153909015
2006-01-24,1.395984544115399
2006-01-25,1.4026123424116823
2006-01-26,1.4044057390446325
2006-01-27,1.406344328635002
2006-01-30,1.3975848253041276
2006-01-31,1.3936721943177157
2006-02-01,1.4111498281327763
2006-02-02,1.4059395657510678
2006-02-03,1.408500581578225
2006-02-06,1.4024833238290315
2006-02-07,1.4013882592131792
2006-02-08,1.4004115155308132
