cell,fill,n,long_share_pct,flat_share_pct,Sharpe_real,pctile,placebo_median,placebo_p05,placebo_p95
cell  sign(c * rv_hat - iv),mid,866.0,58.66050808314087,0.0,0.4626516602983518,83.2,-0.04365584830817951,-0.9051009474203063,0.8074210064824219
cell  sign(c * rv_hat - iv),crossed,866.0,58.66050808314087,0.0,-0.00011667304884396335,83.3,-0.5093317022693293,-1.3696194041712477,0.3483140783620227
