tag,rule,fill,n,mean,t,Sharpe,pct_buy,days_differ_from_T0,dSharpe_vs_T0,pctile_lo,pctile_hi,basic_lo,basic_hi,hac_t_diff,QLIKE rv_hat vs r2,QLIKE tv_hat vs r2,DM t (tv - rv),DM lag
a0,cell  sign(c * rv_hat - iv),mid,866.0,0.024449495532323087,0.6381678508282637,0.3442518209775597,50.69284064665127,153.0,-0.623057724493032,-1.3007156045169277,0.021903175390869917,-1.2680186243769338,0.054600155530863725,-1.867075800849965,1.458360510908637,1.4511092423204712,-0.5746335950281146,14.0
a0,T0    sign(rv_hat - iv),mid,866.0,0.06858918296538287,1.7931810846074554,0.9673095454705917,33.02540415704388,0.0,0.0,,,,,,1.458360510908637,1.4511092423204712,-0.5746335950281146,14.0
a0,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,286.0,-0.7635304173620237,-1.793585732612982,0.37885268797816274,-1.90591352270221,0.26652489788893474,-1.2876137446535572,1.458360510908637,1.4511092423204712,-0.5746335950281146,14.0
a0,cell  sign(c * rv_hat - iv),crossed,866.0,-0.008634321044440278,-0.2264469151042564,-0.12215401132823504,50.69284064665127,153.0,-0.6130862473455199,-1.2908222447736226,0.0315552436700599,-1.2577277383610996,0.06464975008258289,-1.8413258103174788,1.458360510908637,1.4511092423204712,-0.5746335950281146,14.0
a0,T0    sign(rv_hat - iv),crossed,866.0,0.03497528849154893,0.910081373198857,0.49093223601728486,33.02540415704388,0.0,0.0,,,,,,1.458360510908637,1.4511092423204712,-0.5746335950281146,14.0
a0,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,286.0,-0.7658779204392037,-1.777889057401594,0.34309604045334197,-1.8748518813317494,0.24613321652318665,-1.3129072437813125,1.458360510908637,1.4511092423204712,-0.5746335950281146,14.0
blk2,cell  sign(c * rv_hat - iv),mid,866.0,0.03285227252135382,0.8576553492043056,0.4626516602983518,58.66050808314087,164.0,-0.8756699401246419,-1.6265631517270203,-0.14763729055138214,-1.6037025896979018,-0.12477672852226362,-2.4924967243478586,1.4350164530701028,1.438109636865109,0.2531785841814274,14.0
blk2,T0    sign(rv_hat - iv),mid,866.0,0.0947363520468904,2.480956577175688,1.3383216004229939,39.95381062355658,0.0,0.0,,,,,,1.4350164530701028,1.438109636865109,0.2531785841814274,14.0
blk2,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,346.0,-1.1345424723144257,-2.410550783387041,0.33437700136329684,-2.6034619459921484,0.14146583875818974,-1.5655519595098029,1.4350164530701028,1.438109636865109,0.2531785841814274,14.0
blk2,cell  sign(c * rv_hat - iv),crossed,866.0,-8.187398284716876e-06,-0.00021628640516381365,-0.00011667304884396335,58.66050808314087,164.0,-0.8697043539415119,-1.627382518792574,-0.13796061096049755,-1.6014480969225262,-0.11202618909044992,-2.4683447689215043,1.4350164530701028,1.438109636865109,0.2531785841814274,14.0
blk2,T0    sign(rv_hat - iv),crossed,866.0,0.06136656537073233,1.6120260449056047,0.8695876808926679,39.95381062355658,0.0,0.0,,,,,,1.4350164530701028,1.438109636865109,0.2531785841814274,14.0
blk2,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,346.0,-1.1445333653145868,-2.394858106707762,0.2970548851231783,-2.586121615752352,0.10579137607858824,-1.5906804763648976,1.4350164530701028,1.438109636865109,0.2531785841814274,14.0
blk2_inc,cell  sign(c * rv_hat - iv),mid,866.0,0.036924260133367456,0.9640683021842412,0.5200548227914127,60.623556581986136,170.0,-0.7506532963897672,-1.4143687272214374,-0.1101218975429795,-1.391184695236555,-0.08693786555809702,-2.249551872621776,1.433646086055422,1.4379541234939317,0.35313623003379957,14.0
blk2_inc,T0    sign(rv_hat - iv),mid,866.0,0.08998148079318882,2.3556159184434335,1.2707081191811798,40.993071593533486,0.0,0.0,,,,,,1.433646086055422,1.4379541234939317,0.35313623003379957,14.0
blk2_inc,always short,mid,866.0,0.014475039184953114,0.3777620924688714,0.203779128108568,0.0,355.0,-1.0669289910726119,-2.332895634388953,0.347092692723711,-2.480950674868935,0.19903765224372938,-1.4519789776921284,1.433646086055422,1.4379541234939317,0.35313623003379957,14.0
blk2_inc,cell  sign(c * rv_hat - iv),crossed,866.0,0.004101071994309209,0.10845686406228765,0.05850572526099523,60.623556581986136,170.0,-0.7461077269583852,-1.412538557937527,-0.1040246899022571,-1.3881907640145132,-0.07967689597924354,-2.2263036968702705,1.433646086055422,1.4379541234939317,0.35313623003379957,14.0
blk2_inc,T0    sign(rv_hat - iv),crossed,866.0,0.05666819684595868,1.4915779852441893,0.8046134522193805,40.993071593533486,0.0,0.0,,,,,,1.433646086055422,1.4379541234939317,0.35313623003379957,14.0
blk2_inc,always short,crossed,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188,0.0,355.0,-1.0795591366412993,-2.3287287615805927,0.3131730695546534,-2.472291342837252,0.16961048829799408,-1.4779105597896731,1.433646086055422,1.4379541234939317,0.35313623003379957,14.0
lgbm,cell  sign(c * rv_hat - iv),mid,866.0,0.06674351356491268,1.74475612303119,0.9411872938062974,51.96304849884527,160.0,-0.5182098281202789,-1.3843753413716053,0.3630677068016025,-1.3994873630421605,0.34795568513104747,-1.2513583517483429,1.434064407453218,1.4297145039762782,-0.3805315893886402,14.0
lgbm,T0    sign(rv_hat - iv),mid,866.0,0.10323802553228009,2.705404207188048,1.4593971219265764,33.48729792147806,0.0,0.0,,,,,,1.434064407453218,1.4297145039762782,-0.3805315893886402,14.0
