oracle,n,pct_long,agree with sign(r^2 - iv) %,corr with sign(R),hit rate q R > 0,Sharpe mid,Sharpe crossed
sign(RV - iv_var),866.0,27.136258660508084,69.16859122401847,0.1728499533433577,0.628175519630485,4.530901886580046,4.071734094167578
sign(c * RV - iv_var),866.0,40.877598152424945,62.355658198614314,0.14949738418429387,0.5923787528868361,3.8648237268841434,3.4315416156816663
sign(r^2 - iv_var),866.0,28.406466512702078,100.0,0.728451743001527,0.8695150115473441,14.64678553482938,14.412712841730396
