cut,d_c_on_the_cut_day,pos_moved_on_the_cut_day,max_d_c_on_later_sessions
2020-01-03,0.0,0.0,4.6270772700426654
2020-08-07,0.0,0.0,2.6869975801673327
2021-03-24,0.0,0.0,2.792896219528185
2021-10-29,0.0,0.0,2.6533896947601447
2022-05-25,0.0,0.0,2.653389694760144
2022-10-13,0.0,0.0,2.6533896947601447
2023-03-06,0.0,0.0,2.6533896947601447
2023-07-25,0.0,0.0,2.0532330860930474
2023-12-11,0.0,0.0,1.6575766146855782
2024-04-30,0.0,0.0,
