n_days,T0 long,T0 short,cell long,cell short,cell flat,days differ,pct differ,short -> long,pct of T0 shorts,long -> short
866.0,346.0,520.0,508.0,358.0,0.0,164.0,18.937644341801384,163.0,31.346153846153847,1.0
