estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
ridge,baseline,0.1593124058352621,4.1012196499330275e-11,6.4040765532065805e-06,1.3585737534125647e-06,0.5367554247610512,0.4286138727550284,-0.0005312338051484122,1.0399759579867052,0.6241778665144784,2987,0.16085233247493055,-1.579891063364305,0.11413181615798809,-0.0015399266396684556,a
