entry,flatten,period,n,no_quote_days,hold_mean_pts,hold_Sharpe_pts,flat_mean_pts,flat_Sharpe_pts,buy_ask_mean_pts,settle_mean_pts,hedge_tail_mean_pts,spread_mean_pts,G_mid_mean_pts,G_costed_mean_pts,frac_G_positive,G_mean,G_t_hac,G_ci_lo,G_ci_hi,G_mid_t_hac
11:00,15:00,deck in-sample,865,0,1.527212685673201,3.3484567202594455,0.41384320789381934,1.1540018418093854,19.3327745749599,19.403970037030348,1.1845649398498304,0.40650287680112557,-0.706866600978256,-1.0001699463259615,0.2254335260115607,-1.1133694777793817,-6.590055207668931,-1.4608062598498468,-0.7905970597261912,-4.508744838639986
11:00,15:00,unseen,413,0,0.5284527527552673,0.7732409767508922,-0.35750353276447844,-0.6208142354172321,23.46864409781722,22.00249106197034,-0.5801967503271335,0.23510898946903952,-0.6508472960507062,-0.7526159766584385,0.23486682808716708,-0.8859562855197458,-3.6768688636609648,-1.2633072523322302,-0.46312669592878347,-2.711305637884303
11:00,15:00,all,1278,1,1.2044522378679532,2.2277836797939696,0.16457387777497978,0.3731465473035004,20.669327088997512,20.243711182022693,0.6142624531181511,0.35111502432213376,-0.6887633357708397,-0.9201701110578181,0.22848200312989045,-1.0398783600929735,-7.6342490458457535,-1.3103915957612458,-0.7835819430370273,-5.387154391677576
11:00,15:00,2020,158,0,2.0526617270367127,4.745392591155539,0.6542068460982788,2.0630234149744417,19.995569617452123,19.75069997280459,1.1535852362908992,0.7685126668266669,-0.6299422141117671,-1.3084860838259884,0.25949367088607594,-1.398454880938434,-2.91433222672142,-2.482451254764434,-0.5035168391837457,-1.3949486897118295
11:00,15:00,2021,158,0,1.493738879400143,4.408142985930997,0.4793369838728095,1.9398111968460356,13.35221518151745,14.363673729232595,2.025860443242478,0.31091769990994583,-0.7034841956173874,-0.9112792953722403,0.24050632911392406,-1.0144018955273333,-4.434142944291834,-1.3853634473839813,-0.5454388621749122,-3.213474260998556
11:00,15:00,2022,218,0,1.5849195873347983,2.6265668580510417,-0.3153961484298692,-0.6712393631407301,27.525229343187508,27.372435403526374,1.7475217961035352,0.4753439761698246,-1.4249717595948428,-1.7875517929203681,0.20642201834862386,-1.9003157357646674,-5.006587656673228,-2.5387179406205176,-1.1982787449814403,-3.770561387930579
11:00,15:00,2023,248,0,1.2681577393838093,3.1874040211045105,0.7507971418153295,2.208993819203491,16.151411314449845,16.08879138577369,0.45474066889232534,0.23598791182702106,-0.2813726857414586,-0.3929315565701638,0.1935483870967742,-0.5173605975684797,-2.288173618912659,-0.9510609598486792,-0.12794019821638886,-1.250357906796027
11:00,15:00,2024,249,0,1.1590334786860297,2.2125584889115895,0.8080215544780976,2.2150513381039754,17.83172692735511,17.94758918486446,0.46687418171727846,0.22911647549385286,-0.12189544871407933,-0.2147557782887691,0.26506024096385544,-0.3510119242079322,-1.3025533596887855,-0.773630420439274,0.14243656320809084,-0.4562019586310583
11:00,15:00,2025,247,0,0.1228491440454613,0.1640689718091608,-1.1636162235487628,-1.7346544767236762,27.126720703610403,24.515105089195345,-1.325150246820835,0.23876522997250924,-1.047700137621715,-1.1524168677677213,0.21862348178137653,-1.2864653675942244,-4.1522419874708945,-1.6752839106568689,-0.8307135302161698,-3.3917562868968587
11:00,15:30,deck in-sample,865,0,1.527212685673201,3.3484567202594455,0.7075802088604789,1.8096414815622228,19.716127132301384,19.403970037030348,0.5074753815416833,0.4522254227644446,-0.3674070540482776,-0.7587891623446613,0.2184971098265896,-0.8196324768127222,-5.065682993122829,-1.1555071429975383,-0.5169847560185858,-2.4445137584547068
11:00,15:30,unseen,413,0,0.5284527527552673,0.7732409767508922,-0.020519035281911926,-0.03467942147505811,23.404479403346418,22.00249106197034,-0.8530165533388979,0.2628934313531866,-0.28607835668399273,-0.48564162134305655,0.25181598062953997,-0.5489717880371793,-2.4310634712219885,-0.9073866782516099,-0.1595942733440053,-1.2717623133082956
11:00,15:30,all,1278,1,1.2044522378679532,2.2277836797939696,0.47228679115249184,1.0142102147968401,20.908059438984953,20.243711182022693,0.06781718975320115,0.3910406712363933,-0.3411247754790681,-0.670518478124268,0.229264475743349,-0.7321654467154616,-5.641102360069016,-0.9907027506597135,-0.4814217338644838,-2.804107390653814
11:00,15:30,2020,158,0,2.0526617270367127,4.745392591155539,0.9881335363299876,2.711230954864128,20.415189817359177,19.75069997280459,0.4000383461521376,0.9006329022607282,-0.1638952884459969,-1.0115443760605,0.22151898734177214,-1.0645281907067254,-2.22238716971495,-2.0939450602051637,-0.1808385092397837,-0.35617618825960884
11:00,15:30,2021,158,0,1.493738879400143,4.408142985930997,0.79845194794287,2.9918599866381435,13.642405116199692,14.363673729232595,1.416555544490175,0.3310126733105582,-0.3642742581467145,-0.6400441798674362,0.25316455696202533,-0.6952869314572727,-2.8887056636763684,-1.0705908648530678,-0.2229990121467539,-1.5508231819489693
11:00,15:30,2022,218,0,1.5849195873347983,2.6265668580510417,0.037208778847390246,0.07192180761013521,27.61743107104862,27.372435403526374,1.3027151409651645,0.5081421306459318,-1.0395686778414759,-1.487435374406802,0.21100917431192662,-1.5477108084874076,-4.749232390169909,-2.1826665302129236,-0.8879247667380921,-3.332328177412209
