,R_mid,R_ask,pts_mid,pts_ask,month_end,fomc,quarter_end,before_fomc,after_fomc
2020-01-03,-0.9412147674316763,-0.9454900568181818,-2.400097668170929,-2.60009765625,False,False,False,False,False
2020-01-06,-0.22422466435698662,-0.2685546875,-0.3699706941843033,-0.469970703125,False,False,False,False,False
2020-01-08,6.83603367783646,6.468719649360768,10.424951195716858,10.349951207637787,False,False,False,False,False
2020-01-10,-1.0,-1.0,-2.450000047683716,-2.600000023841858,False,False,False,False,False
2020-01-13,1.5550063278235937,1.3184316720179865,1.904882788658142,1.779882788658142,False,False,False,False,False
2020-01-15,0.6343005952380953,0.5321568341281897,1.6650390625,1.4900391101837158,False,False,False,False,False
2020-01-17,0.9871471366647055,0.8857620806448396,2.295117139816284,2.170117139816284,False,False,False,False,False
2020-01-21,-1.0,-1.0,-1.550000011920929,-1.75,False,False,False,False,False
2020-01-22,-1.0,-1.0,-2.3000000417232513,-2.450000047683716,False,False,False,False,False
2020-01-24,-1.0,-1.0,-3.924999952316284,-4.200000047683716,False,False,False,False,False
2020-01-27,0.35534408588445965,0.3000239221418337,1.670117199420929,1.470117211341858,False,False,False,False,False
2020-01-29,0.5714518050755568,0.4831679967476492,2.400097608566284,2.150097608566284,False,True,False,False,False
2020-01-31,-0.9337554739273112,-0.937347044067768,-7.329980492591858,-7.779980421066284,True,False,False,False,False
2020-02-03,1.191019162968637,1.061043482175362,3.305078148841858,3.1300781965255737,False,False,False,False,False
2020-02-05,-1.0,-1.0,-2.800000011920929,-3.0,False,False,False,False,False
2020-02-07,-1.0,-1.0,-2.975000023841858,-3.200000047683716,False,False,False,False,False
2020-02-10,0.1297772054156907,0.07183991770035392,0.2400878369808197,0.14008784294128418,False,False,False,False,False
2020-02-12,-1.0,-1.0,-1.574999988079071,-1.699999988079071,False,False,False,False,False
2020-02-14,1.2193170476693855,1.06396484375,2.834912121295929,2.659912109375,False,False,False,False,False
2020-02-18,-1.0,-1.0,-1.725000023841858,-1.9000000357627869,False,False,False,False,False
2020-02-19,-1.0,-1.0,-1.6749999672174454,-1.7999999523162842,False,False,False,False,False
