calendar,sample,book,flagged_days,mean_pts_flagged,t_flagged,mean_pts_other,t_other
fomc,deck period (to 2024-04-30),"short straddle sold 11:00, held to settlement",32,0.40004315727578765,0.2145910657878029,1.5705133158157185,6.394761843005856
fomc,deck period (to 2024-04-30),"short straddle sold 11:00, bought back 15:30",32,0.70122207578737,0.3557644966343473,0.7078244588704901,3.4346953158731304
fomc,deck period (to 2024-04-30),"short straddle sold 13:30, held to settlement",32,-0.7348678074846011,-0.3672550860581521,0.8571734574664913,3.3592675477779537
fomc,deck period (to 2024-04-30),"short straddle sold 13:30, bought back 15:30",32,0.21994539068157332,0.11217061454817916,0.341891723954665,2.072349188077255
fomc,deck period (to 2024-04-30),"short straddle sold 14:30, held to settlement",32,-1.8085280639469297,-0.7625689725605259,0.7462866281279563,2.834013851483291
fomc,deck period (to 2024-04-30),"short straddle sold 14:30, bought back 15:30",32,-1.2437998950961227,-0.6332461829468248,0.2276108343997442,1.6123341700110807
fomc,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 11:00, held to settlement",14,1.3418189332126809,0.289217007772796,0.49991358852869106,0.9436716751350928
fomc,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 11:00, bought back 15:30",14,0.2654660999333123,0.06983293336686336,-0.03055360142981488,-0.06630929574642552
fomc,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 13:30, held to settlement",14,3.41119627417092,0.7875649992736072,1.094735797049395,2.5103494621926288
fomc,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 13:30, bought back 15:30",14,0.5644714699347776,0.13350599226135734,0.6439748258484929,2.0884757175192226
fomc,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 14:30, held to settlement",14,-3.7503784743471122,-0.7560252046985041,0.840381032279264,1.904442190141057
fomc,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 14:30, bought back 15:30",14,-1.2250827911223579,-0.4534948315288074,0.5177324831039329,2.414950276460654
fomc,all sessions,"short straddle sold 11:00, held to settlement",46,0.686670567343538,0.36382499266667684,1.2237849950466244,5.119004922776627
fomc,all sessions,"short straddle sold 11:00, bought back 15:30",46,0.5686006918317874,0.3212259615961754,0.4686906552505049,2.294200497470403
fomc,all sessions,"short straddle sold 13:30, held to settlement",46,0.5269777825844708,0.27586636660482533,0.9340488617597426,4.19112803555803
fomc,all sessions,"short straddle sold 13:30, bought back 15:30",46,0.32480115393254855,0.1757652156738958,0.4396461097256604,2.937291556482547
fomc,all sessions,"short straddle sold 14:30, held to settlement",46,-2.39952601493829,-1.0865691530212338,0.7767356688873819,3.4038745321592083
fomc,all sessions,"short straddle sold 14:30, bought back 15:30",46,-1.2381033851910639,-0.7845426703946081,0.3214944822772554,2.7235661072318598
month_end,deck period (to 2024-04-30),"short straddle sold 11:00, held to settlement",52,-0.4807487237066842,-0.4251815275691399,1.655643181722099,6.589203348753828
month_end,deck period (to 2024-04-30),"short straddle sold 11:00, bought back 15:30",52,0.26375153622485725,0.35503270731014164,0.7359677746379109,3.3525880373712
month_end,deck period (to 2024-04-30),"short straddle sold 13:30, held to settlement",52,-0.9173789792102015,-0.9009056544455825,0.9079491407941978,3.430025658747248
month_end,deck period (to 2024-04-30),"short straddle sold 13:30, bought back 15:30",52,-0.2512810478648034,-0.49446863439443134,0.37499086580954627,2.055785553753302
month_end,deck period (to 2024-04-30),"short straddle sold 14:30, held to settlement",52,-2.233389492521357,-1.813307659740464,0.8361995128053126,3.0583605736798276
month_end,deck period (to 2024-04-30),"short straddle sold 14:30, bought back 15:30",52,-0.15528040073842556,-0.3339753010282919,0.19422656030062507,1.2061902418909718
month_end,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 11:00, held to settlement",18,-5.640254647879011,-1.8250940362466455,0.809558406455057,1.5079666269515444
month_end,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 11:00, bought back 15:30",18,-3.0866246332960037,-1.4265287948627876,0.11920223247569198,0.2523087666723412
month_end,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 13:30, held to settlement",18,-4.242920019750472,-1.5623308366386295,1.4200731423205313,3.1881086186237635
month_end,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 13:30, bought back 15:30",18,-1.9257541986885924,-1.38393212398473,0.7582585611874183,2.2525197988518104
month_end,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 14:30, held to settlement",18,-2.402911203927808,-0.9439726972623423,0.8254661643272589,1.7785613296519618
month_end,HOLDOUT 2024-05-01 .. 2025-12-31,"short straddle sold 14:30, bought back 15:30",18,-1.7036248002182246,-1.5600828941773703,0.5571882230042641,2.425161993522959
month_end,all sessions,"short straddle sold 11:00, held to settlement",70,-1.807478818493854,-1.5382253326865607,1.3789846666306407,5.65428970895516
month_end,all sessions,"short straddle sold 11:00, bought back 15:30",70,-0.5977737645090783,-0.7527013625297575,0.5342936114308938,2.498976709550628
month_end,all sessions,"short straddle sold 13:30, held to settlement",70,-1.7725181039205564,-1.71579837672183,1.0752683968760024,4.6732840044630555
month_end,all sessions,"short straddle sold 13:30, bought back 15:30",70,-0.6818598580766347,-1.3068495115346082,0.5002106670289503,3.034156567715076
month_end,all sessions,"short straddle sold 14:30, held to settlement",70,-2.276980789740158,-2.041881793326348,0.8326927529634339,3.493041070779409
month_end,all sessions,"short straddle sold 14:30, bought back 15:30",70,-0.5534261034618022,-1.2347842671726508,0.31281204976955596,2.3715472679385248
