book,sample,family,param,rule,n_days,n_stopped,frac_stopped,mean_stop_clock_et,mean_hours_held,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_stopped_under_rule,mean_stopped_under_book,saved_per_stopped_day,mean_not_stopped
mid,daily_era,move_stop_timed,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),489,269,0.5501022494887525,12.676579925650557,1.6765799256505576,0.05426961243476504,0.30768255392811894,2.799974774334284,3.900392187417483,-3.0402071972083107,-2.0386963556834856,2024-04-04,-0.11454722375392332,-0.06610895928501663,-0.04843826446890668,0.2606865621382067
mid,daily_era,move_stop_timed,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),489,193,0.3946830265848671,12.7720207253886,1.7720207253886011,0.056550842719233066,0.33050141396820126,2.716226798605112,3.783730439875935,-2.814296629246087,-2.0386963556834856,2024-04-04,-0.18650450790919137,-0.12477201291939333,-0.061732494989798055,0.2150295003924963
mid,daily_era,move_stop_timed,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),489,133,0.2719836400817996,12.81203007518797,1.8120300751879699,0.0661644440493418,0.3322907205676301,3.1608706548958985,4.40312367125678,-2.3897193056266985,-2.0386963556834856,2024-04-04,-0.2542369248910426,-0.2000014325406076,-0.05423549235043503,0.18586495547931686
mid,daily_era,move_stop_timed,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),489,66,0.13496932515337423,13.075757575757576,2.0757575757575757,0.07705704512043449,0.3327137550125814,3.6765617606601837,5.121486414550397,-2.2205428756972196,-2.0386963556834856,2024-04-04,-0.38966211475731777,-0.3610736517445371,-0.028588463012780785,0.1498784743212185
mid,daily_era,loss_stop,0.25,buy back when the mark-to-market day loss exceeds 0.25 entry premia,489,78,0.15950920245398773,13.23076923076923,2.230769230769231,0.07165095885581722,0.3231958605995886,3.5193016020711023,4.902421478831923,-2.7473082682941303,-1.7224741807304127,2023-12-20,-0.46405561421996583,-0.40597337393482,-0.058082240285145824,0.17331789973151324
mid,daily_era,loss_stop,0.5,buy back when the mark-to-market day loss exceeds 0.50 entry premia,489,29,0.05930470347648262,13.258620689655173,2.2586206896551726,0.08080050312563815,0.31765942581276846,4.037872382329468,5.624795636800405,-2.4480452736931184,-1.7224741807304127,2023-12-20,-0.7360913576769231,-0.7341504061493738,-0.0019409515275495225,0.13230020739362572
mid,daily_era,loss_stop,0.75,buy back when the mark-to-market day loss exceeds 0.75 entry premia,489,13,0.026584867075664622,13.76923076923077,2.769230769230769,0.08133195567049775,0.32758678681496844,3.941260215752405,5.490213945857763,-2.349782163965248,-2.0386963556834856,2024-04-04,-1.1023130314451157,-1.1179740083787622,0.015660976933646438,0.11365839439424351
mid,daily_era,loss_stop,1.0,buy back when the mark-to-market day loss exceeds 1.00 entry premia,489,7,0.014314928425357873,13.928571428571429,2.9285714285714284,0.08180539396067399,0.3273002849736861,3.96767259168765,5.527006643311066,-2.17015423642642,-2.0386963556834856,2024-04-04,-1.3865545178383785,-1.4487122355574615,0.06215771771908323,0.1031301229702038
mid,daily_era,loss_stop,1.5,buy back when the mark-to-market day loss exceeds 1.50 entry premia,489,3,0.006134969325153374,14.666666666666666,3.6666666666666665,0.08094507845479444,0.3310399422985786,3.8815959057805474,5.407100979764267,-2.17015423642642,-2.0386963556834856,2024-04-04,-1.7669786496630213,-1.7717818968825165,0.0048032472194951365,0.0923520150481143
mid,daily_era,signal_cross,0.0,buy back when the window-matched signal of blk2 turns positive at a stamp,489,432,0.8834355828220859,12.574074074074074,1.5740740740740742,0.04058304497355056,0.22882997715841596,2.8153473363701464,3.9218063163642434,-3.195861329999681,-2.041976485629983,2024-04-04,0.028877752726330412,0.0745319764084364,-0.04565422368210597,0.129296838847219
