block,book,sample,family,param,rule,n_days,n_stopped,frac_stopped,mean_stop_clock_et,mean_hours_held,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_stopped_under_rule,mean_stopped_under_book,saved_per_stopped_day,mean_not_stopped,Sharpe_book,delta_Sharpe,beats_book,modal_pick,modal_pick_share,null_share
walk_forward_selected,crossed,whole,move_stop,,"move_stop: rule chosen on an expanding window, 5-day embargo",797,39,0.04893350062735257,13.58974358974359,2.58974358974359,0.044902022215837195,0.327466117665637,2.1767061275323325,3.8710491911787837,-6.764168989243151,-2.2028675866604797,2024-04-04,-0.40096478257656354,-0.37030287335214696,-0.030661909224416608,0.06784239871571006,2.2508623989667926,-0.07415627143446013,False,"never stop (the book of record, buy back at 15:30)",0.47176913425345046,0.47176913425345046
walk_forward_selected,crossed,daily_era,move_stop,,"move_stop: rule chosen on an expanding window, 5-day embargo",489,7,0.014314928425357873,13.928571428571429,2.9285714285714284,0.05305059937360573,0.3372318558360704,2.497249718550466,3.4786932302204656,-2.4206059081086444,-2.2028675866604797,2024-04-04,-0.49713888686998253,-0.4801828595688793,-0.016956027301103165,0.061040903115732535,2.5131321677178398,-0.015882449167373913,False,"never stop (the book of record, buy back at 15:30)",0.6871165644171779,0.6871165644171779
walk_forward_selected,crossed,whole,move_stop_timed,,"move_stop_timed: rule chosen on an expanding window, 5-day embargo",797,30,0.037641154328732745,12.8,1.8,0.04299048487395297,0.32784801252935614,2.081613321509073,3.7019363627692945,-6.4229037578441055,-2.2028675866604797,2024-04-04,-0.30021913293259633,-0.20957547555813041,-0.0906436573744659,0.05641458987290536,2.2508623989667926,-0.16924907745771955,False,"never stop (the book of record, buy back at 15:30)",0.7202007528230866,0.7202007528230866
walk_forward_selected,crossed,daily_era,move_stop_timed,,"move_stop_timed: rule chosen on an expanding window, 5-day embargo",489,0,0.0,,,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,,,,0.053293323690799435,2.5131321677178398,0.0,False,"never stop (the book of record, buy back at 15:30)",1.0,1.0
walk_forward_selected,crossed,whole,loss_stop,,"loss_stop: rule chosen on an expanding window, 5-day embargo",797,24,0.030112923462986198,13.416666666666666,2.4166666666666665,0.04485506824630056,0.3286615422733444,2.166521001508117,3.8529359863876578,-6.658227724332436,-2.095626948838982,2024-04-04,-0.9131664794950712,-0.8617816139336987,-0.05138486556137262,0.07459959236763682,2.2508623989667926,-0.08434139745867553,False,"never stop (the book of record, buy back at 15:30)",0.4002509410288582,0.4002509410288582
walk_forward_selected,crossed,daily_era,loss_stop,,"loss_stop: rule chosen on an expanding window, 5-day embargo",489,8,0.016359918200409,13.875,2.875,0.05275510264909381,0.33681968293553244,2.486378719605329,3.46354982259276,-2.788781656425602,-2.095626948838982,2024-04-04,-1.2268196835105938,-1.1939209223363376,-0.03289876117425641,0.07403701177441085,2.5131321677178398,-0.026753448112510902,False,"never stop (the book of record, buy back at 15:30)",0.5051124744376279,0.5051124744376279
walk_forward_selected,crossed,whole,signal_cross,,"signal_cross: rule chosen on an expanding window, 5-day embargo",797,8,0.010037641154328732,13.6875,2.6875,0.04536459379043057,0.32699410195378087,2.2023045574181466,3.916573380251227,-6.070172381929883,-2.2028675866604797,2024-04-04,-0.0029203177442043704,0.10047279660596226,-0.10339311435016663,0.04585417464249278,2.2508623989667926,-0.048557841548646064,False,"never stop (the book of record, buy back at 15:30)",0.9887076537013801,0.9887076537013801
walk_forward_selected,crossed,daily_era,signal_cross,,"signal_cross: rule chosen on an expanding window, 5-day embargo",489,0,0.0,,,0.053293323690799435,0.33663382173958073,2.5131321677178398,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,,,,0.053293323690799435,2.5131321677178398,0.0,False,"never stop (the book of record, buy back at 15:30)",1.0,1.0
walk_forward_selected,crossed,whole,all_families,,"all_families: rule chosen on an expanding window, 5-day embargo",797,40,0.050188205771643665,13.6,2.6,0.04352394922082496,0.33150216291746776,2.084213473003049,3.7065604662302,-6.764168989243149,-2.095626948838982,2024-04-04,-0.6689204689088433,-0.6115670029894182,-0.057353465919424904,0.08116962521182461,2.2508623989667926,-0.1666489259637438,False,buy back when the mark-to-market day loss exceeds 0.75 entry premia,0.3099121706398996,0.20200752823086573
walk_forward_selected,crossed,daily_era,all_families,,"all_families: rule chosen on an expanding window, 5-day embargo",489,13,0.026584867075664622,13.846153846153847,2.8461538461538463,0.052599918359205904,0.3373373037720125,2.4752608396042834,3.448062507244701,-2.788781656425602,-2.095626948838982,2024-04-04,-0.9774098433694084,-0.9513271351271595,-0.026082708242248915,0.08073043706187816,2.5131321677178398,-0.03787132811355631,False,buy back when the mark-to-market day loss exceeds 0.75 entry premia,0.4948875255623722,0.2474437627811861
fixed_rule_oos,crossed,whole,reference,,"never stop (the book of record, buy back at 15:30)",797,0,0.0,,,0.046402416770106016,0.32725924533395195,2.2508623989667926,4.002928534433372,-6.070172381929883,-2.2028675866604797,2024-04-04,,,,0.046402416770106016,2.2508623989667926,0.0,False,"never stop (the book of record, buy back at 15:30)",1.0,
fixed_rule_oos,crossed,whole,reference,,always stop at 15:00 (the exit-clock ladder rung),797,797,1.0,15.0,4.0,0.02961291785333965,0.30509729323106594,1.5407888166792243,2.7401353022078228,-7.235412938585279,-2.1209475361859194,2024-04-04,0.02961291785333965,0.046402416770106016,-0.01678949891676636,,2.2508623989667926,-0.7100735822875683,False,always stop at 15:00 (the exit-clock ladder rung),1.0,
fixed_rule_oos,crossed,whole,move_stop,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,797,604,0.7578419071518193,13.071192052980132,2.0711920529801326,0.017783625293305235,0.26868553670094103,1.0506940681577583,1.8685519240621618,-8.088710375764839,-1.4184922085628389,2021-11-22,-0.06437037928933015,-0.02660684152937946,-0.03776353775995069,0.27488734947937665,2.2508623989667926,-1.2001683308090343,False,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11,1.0,
fixed_rule_oos,crossed,whole,move_stop,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,797,363,0.45545796737766625,13.384297520661157,2.384297520661157,0.028893411995262474,0.3205705389671724,1.430788672855991,2.5445112984020297,-7.775223384618425,-2.095626948838982,2024-04-04,-0.1745039377685523,-0.13606130194059002,-0.03844263582796228,0.1990160801156882,2.2508623989667926,-0.8200737261108015,False,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11,1.0,
fixed_rule_oos,crossed,whole,move_stop,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,797,221,0.27728983688833125,13.647058823529411,2.6470588235294117,0.0348793967531989,0.33424370551601124,1.6565555281847621,2.9460145567707623,-7.136609829919737,-2.095626948838982,2024-04-04,-0.27438022668774276,-0.23282435811998278,-0.04155586856776004,0.1535363008859213,2.2508623989667926,-0.5943068707820305,False,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11,1.0,
fixed_rule_oos,crossed,whole,move_stop,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,797,123,0.15432873274780426,13.861788617886178,2.861788617886179,0.04502062147171941,0.32690149231905824,2.1862249836563383,3.8879775031055552,-6.736569628801389,-2.095626948838982,2024-04-04,-0.3473350809139122,-0.3383814967446916,-0.008953584169220548,0.11662262650648603,2.2508623989667926,-0.0646374153104543,False,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11,1.0,
fixed_rule_oos,crossed,whole,move_stop,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,797,85,0.10664993726474278,14.023529411764706,3.023529411764706,0.04553303500852389,0.32735892893134017,2.2080183509364857,3.926734777556064,-6.4537924522897825,-2.095626948838982,2024-04-04,-0.438572258000478,-0.430420525483055,-0.008151732517422999,0.10332650397729519,2.2508623989667926,-0.04284404803030695,False,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11,1.0,
fixed_rule_oos,crossed,whole,move_stop,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,797,29,0.03638644918444166,14.310344827586206,3.310344827586207,0.04619532473479441,0.3273175433026379,2.2404177866347528,3.984353859786798,-6.693245029227336,-2.095626948838982,2024-04-04,-0.7101223002821966,-0.7044308398634602,-0.0056914604187361904,0.07475419338777974,2.2508623989667926,-0.01044461233203986,False,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11,1.0,
fixed_rule_oos,crossed,whole,move_stop_timed,0.5,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),797,732,0.918444165621079,12.495901639344263,1.4959016393442623,0.005677662466278638,0.2183003990346894,0.41287188608991626,0.7342504164862692,-8.153641887503312,-1.4184922085628389,2021-11-22,-0.023664372145671592,0.020676651324479253,-0.04434102347015085,0.3361141137885489,2.2508623989667926,-1.8379905128768763,False,buy back when |S_t - S_11:00| / S_11:00 >= 0.50 m_11 sqrt(hours elapsed / 5),1.0,
fixed_rule_oos,crossed,whole,move_stop_timed,0.75,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),797,580,0.7277289836888331,12.589655172413794,1.589655172413793,0.01451729223927443,0.2661285989563054,0.8659530420811565,1.5400089064605604,-7.1808169496559096,-1.76917761821963,2023-12-20,-0.07919978521059008,-0.035385226157016336,-0.043814559053573746,0.2650053333495114,2.2508623989667926,-1.384909356885636,False,buy back when |S_t - S_11:00| / S_11:00 >= 0.75 m_11 sqrt(hours elapsed / 5),1.0,
fixed_rule_oos,crossed,whole,move_stop_timed,1.0,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),797,417,0.5232120451693852,12.673860911270983,1.6738609112709832,0.023806481361150343,0.3044886422657975,1.2411503195206042,2.2072588852213624,-7.0881856047537255,-2.095626948838982,2024-04-04,-0.1530065749352281,-0.1098196192495262,-0.043186955685701856,0.2178355457705972,2.2508623989667926,-1.0097120794461885,False,buy back when |S_t - S_11:00| / S_11:00 >= 1.00 m_11 sqrt(hours elapsed / 5),1.0,
fixed_rule_oos,crossed,whole,move_stop_timed,1.25,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),797,293,0.36762860727728985,12.783276450511945,1.7832764505119454,0.02554581068959723,0.325894872116827,1.2443496582538573,2.2129485818960837,-6.184996989898017,-2.095626948838982,2024-04-04,-0.2245204990743994,-0.1677876832171792,-0.05673281585722015,0.1709216614055714,2.2508623989667926,-1.0065127407129353,False,buy back when |S_t - S_11:00| / S_11:00 >= 1.25 m_11 sqrt(hours elapsed / 5),1.0,
fixed_rule_oos,crossed,whole,move_stop_timed,1.5,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),797,201,0.2521957340025094,12.823383084577115,1.8233830845771144,0.03147136197544455,0.33123031594515434,1.5082930492625792,2.682344903869786,-7.3694201609609875,-2.095626948838982,2024-04-04,-0.30255512594530265,-0.24335089374955546,-0.059204232195747185,0.14412123457958917,2.2508623989667926,-0.7425693497042134,False,buy back when |S_t - S_11:00| / S_11:00 >= 1.50 m_11 sqrt(hours elapsed / 5),1.0,
fixed_rule_oos,crossed,whole,move_stop_timed,2.0,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),797,94,0.11794228356336262,13.01063829787234,2.0106382978723403,0.0421751546371049,0.33020833790156584,2.0275376094604005,3.605768240329293,-7.018227096026569,-2.095626948838982,2024-04-04,-0.4561440849427564,-0.4203022985597576,-0.035841786382998786,0.10880674570468236,2.2508623989667926,-0.22332478950639212,False,buy back when |S_t - S_11:00| / S_11:00 >= 2.00 m_11 sqrt(hours elapsed / 5),1.0,
