book,sample,day_set,block,family,rule,n_placebo,sharpe_rule,placebo_mean,placebo_sd,placebo_q05,placebo_q50,placebo_q95,pct_rank,p_value
exit_crossed_quoted,whole,full,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,2000,1.5665187461717225,1.8562257726785343,0.3786261656954971,1.251043292418951,1.855482158380217,2.488905554262315,0.23,0.7701149425287356
exit_crossed_quoted,whole,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,2000,1.7138029596598534,1.9306027218639839,0.31837963410231157,1.4113597033354568,1.92573158290317,2.46451141351459,0.2515,0.7486256871564217
exit_crossed_quoted,whole,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,2000,1.922792579189028,2.0397613460804167,0.25141312313547787,1.6452587445788331,2.026346994128363,2.4758082841878672,0.335,0.665167416291854
exit_crossed_quoted,whole,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,2000,2.2593808204135324,2.14439726331098,0.18073787720326098,1.86729042620017,2.1319846180215363,2.4556890395510713,0.747,0.25337331334332835
exit_crossed_quoted,whole,full,fixed_rule,calendar,sit out on FOMC statement days,2000,2.1671001255656823,2.2030393157091295,0.12222077691663738,2.0253590140161988,2.1914767402273325,2.423337271868437,0.413,0.5872063968015993
exit_crossed_quoted,whole,full,fixed_rule,calendar,sit out on month-end sessions,2000,2.245858356594387,2.208739686571681,0.14229973791597428,1.9943364353546766,2.199373279853168,2.4571287718830854,0.6235,0.37681159420289856
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",2000,2.548378045278643,1.695983539884809,0.42109215277383805,1.0361840851051722,1.6710779773846554,2.4344104676409692,0.97,0.030484757621189407
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",2000,2.2044561656412025,1.6897638102867347,0.3936414986284555,1.0516473660304082,1.6786236220264907,2.345348390785298,0.9025,0.09795102448775612
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",2000,2.1310547739099928,1.674849551257958,0.4114051376131052,1.0151292297849333,1.6611904023304993,2.3470337435265987,0.861,0.13943028485757122
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, LightGBM",2000,2.152392427469267,1.7065571270725892,0.41059056117998793,1.0696091344925875,1.6924766836754048,2.4023482918798864,0.859,0.14142928535732133
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, XGBoost",2000,2.3443169571650717,1.6749302233189587,0.4069693098552397,1.02422058072932,1.6595820207571794,2.3624128800354947,0.947,0.05347326336831584
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",2000,2.3267223726771658,1.667003960207493,0.40975666113998765,1.0244283790924862,1.6504994574277814,2.3552493994371497,0.942,0.05847076461769116
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",2000,2.2929258087966873,1.7128890042088531,0.40713404515675033,1.0976674604819374,1.7024503273476392,2.4077645125652216,0.916,0.08445777111444278
exit_crossed_quoted,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",2000,2.360433199802604,1.6518064192460735,0.4162361262466876,0.9941939642294535,1.6416193823441865,2.3628043173966318,0.9495,0.050974512743628186
exit_crossed_quoted,whole,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,2000,2.3430819359793484,2.1330873390669756,0.1949459664177973,1.8342571113832953,2.1182178644939578,2.4692121594663847,0.856,0.14442778610694654
exit_crossed_quoted,whole,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,2000,1.8194647877361818,1.948973548350131,0.3249324305195092,1.4074183611891133,1.9560868710798456,2.476866461287047,0.3405,0.6596701649175413
exit_crossed_quoted,whole,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,2000,1.4932782981868353,1.7654962632536295,0.39698060607618607,1.1222315552779365,1.764446257455577,2.4256624582449984,0.259,0.7411294352823589
exit_crossed_quoted,whole,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,2000,1.6864932281645557,1.869440769409637,0.346793262464895,1.3315752051879484,1.8541707136692882,2.4673882443472865,0.301,0.6991504247876063
exit_crossed_quoted,whole,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,2000,1.9144858759213883,2.0198530408923028,0.2659115978341802,1.6124188904510242,2.0049807329244906,2.480881204605081,0.3645,0.6356821589205397
exit_crossed_quoted,whole,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,2000,2.2782702723880277,2.132814728180793,0.18797695227755787,1.8430141672666895,2.1201304212680547,2.454781399677283,0.781,0.2193903048475762
exit_crossed_quoted,whole,oos,fixed_rule,calendar,sit out on FOMC statement days,2000,2.1978266419242023,2.2104294103721873,0.12632683935090808,2.0236090666023374,2.1984748433884738,2.4341243410714792,0.4975,0.5027486256871564
exit_crossed_quoted,whole,oos,fixed_rule,calendar,sit out on month-end sessions,2000,2.2184553819271455,2.200737390235286,0.1474290207535728,1.9770795617253871,2.190649241634129,2.454612171812248,0.5745,0.4257871064467766
exit_crossed_quoted,whole,oos,walk_forward_selected,forecast,"forecast: threshold chosen on an expanding window, 5-day embargo",2000,1.90157941564669,1.8834203227971449,0.35668086188308895,1.3224624048209008,1.8841177139439425,2.477899270058712,0.523,0.47726136931534235
exit_crossed_quoted,whole,oos,walk_forward_selected,implied_level,"implied_level: threshold chosen on an expanding window, 5-day embargo",2000,2.0304128967273494,2.1206874225620522,0.20273128340974322,1.8026553920078738,2.117986210034924,2.4701802588267268,0.3355,0.6646676661669165
exit_crossed_quoted,whole,oos,walk_forward_selected,realized_regime,"realized_regime: threshold chosen on an expanding window, 5-day embargo",2000,2.2009968195937346,2.2158928852850885,0.033072723931065404,2.1578516270903836,2.2192951796361493,2.268425434005846,0.307,0.6931534232883558
exit_crossed_quoted,whole,oos,walk_forward_selected,calendar,"calendar: threshold chosen on an expanding window, 5-day embargo",2000,2.2024421152559857,2.1888834675513062,0.1314981947832055,1.9906673541490172,2.1746909864304946,2.422591859958844,0.576,0.424287856071964
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",2000,3.0852558446152614,1.8347585137691567,0.5269926545940238,0.9924590106222767,1.807252180879257,2.7439219951798792,0.9865,0.013993003498250875
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",2000,2.4836067003663262,1.8962238243982648,0.5071225649020473,1.1057500031391307,1.8716990009233427,2.7487761206789356,0.87,0.13043478260869565
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",2000,2.2869884161629837,1.862602204491739,0.510192211260235,1.0829600072829944,1.8403179474541824,2.7387358584148433,0.806,0.19440279860069964
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, LightGBM",2000,2.4506825631045976,1.89818839389645,0.5203172354304307,1.1013707054385904,1.8671028914309342,2.825344500196177,0.853,0.14742628685657172
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, XGBoost",2000,2.8536586905652563,1.8916309373223403,0.5110230598197897,1.1001440321273181,1.8601053422188853,2.774015178728265,0.9605,0.0399800099950025
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",2000,2.525908272119251,1.846219020408188,0.5316139497172083,1.019606443145964,1.8174336671357498,2.7594441331104083,0.8955,0.10494752623688156
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",2000,2.5901653698619658,1.9079020771210542,0.4926400059334792,1.1340204002788536,1.8840526811359497,2.7394549045816765,0.9075,0.09295352323838081
exit_crossed_quoted,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",2000,2.6083852935391296,1.8727566154788104,0.5248528282372029,1.0696369356979725,1.8319363180161448,2.779948347925374,0.913,0.08745627186406797
exit_crossed_quoted,daily_era,full,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,2000,2.5510776384575897,2.504259959869219,0.22957327250038917,2.168290571573736,2.479986029067477,2.9249729429099705,0.62,0.3803098450774613
exit_crossed_quoted,daily_era,full,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,2000,2.267763945295232,2.368572408864604,0.3755287790180414,1.7654932109537038,2.3614142669539806,3.0138573131519055,0.3995,0.6006996501749126
exit_crossed_quoted,daily_era,full,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,2000,1.86061850266707,2.211472083350934,0.4123435874220363,1.5372529903850962,2.192416218179858,2.887018868760839,0.197,0.8030984507746127
exit_crossed_quoted,daily_era,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,2000,1.7826670606194204,2.097308289848315,0.4567313611179695,1.394743386057876,2.055194716958697,2.931373403148627,0.254,0.7461269365317341
exit_crossed_quoted,daily_era,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,2000,2.0774027691392085,2.256300693587616,0.3614197771193584,1.7024648394425648,2.2262273485237385,2.9019810745197083,0.3225,0.6776611694152923
exit_crossed_quoted,daily_era,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,2000,2.6179889270738097,2.390923132625516,0.2341754622161286,2.0379853431215476,2.375850238432278,2.7892226369415876,0.8295,0.17091454272863568
exit_crossed_quoted,daily_era,full,fixed_rule,calendar,sit out on FOMC statement days,2000,2.443860643812441,2.468089227252037,0.14663152026090961,2.2622228637204196,2.447024741748339,2.7359941764139366,0.491,0.5092453773113443
exit_crossed_quoted,daily_era,full,fixed_rule,calendar,sit out on month-end sessions,2000,2.428184320813228,2.5055934870207306,0.16597230807046948,2.2616809246033736,2.485018775633156,2.79666310533714,0.356,0.6441779110444777
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",2000,3.0852558446152614,1.8227371899186375,0.5430267126456769,0.9775644223168908,1.7902220351895908,2.74693833762653,0.987,0.013493253373313344
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",2000,2.4836067003663262,1.8966395655590205,0.5195539096697483,1.104363884000505,1.865440688272793,2.792944418005573,0.8595,0.1409295352323838
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",2000,2.2869884161629837,1.874640517476418,0.5238793358197695,1.07428189151659,1.8514533806391396,2.793149430829836,0.793,0.20739630184907545
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, LightGBM",2000,2.4506825631045976,1.8767943531509308,0.49772891141265163,1.0997122538288542,1.8475652398089717,2.7210590303451063,0.871,0.1294352823588206
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, XGBoost",2000,2.8536586905652563,1.8618819458745235,0.5107794726488567,1.0934496661581867,1.8248556394020348,2.7502943819654266,0.9655,0.03498250874562719
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",2000,2.525908272119251,1.8676984880225698,0.5305315488932049,1.0284060702204525,1.8391766467354929,2.776041252965972,0.89,0.11044477761119441
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",2000,2.5901653698619658,1.9055172653208006,0.49262941160828067,1.1335942209768135,1.8726164446372642,2.7143794053547983,0.918,0.08245877061469266
exit_crossed_quoted,daily_era,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",2000,2.6083852935391296,1.8713639756169778,0.5263547372774663,1.0799028252136902,1.8389112277583002,2.7755760131733664,0.9145,0.08595702148925537
exit_crossed_quoted,daily_era,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,2000,2.5510776384575897,2.499821233041197,0.22295777134228772,2.1658635410087594,2.482061546082422,2.903081709090555,0.63,0.37031484257871067
exit_crossed_quoted,daily_era,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,2000,2.267763945295232,2.3681318284595143,0.3657306525956287,1.7895912034806212,2.3419972754928335,2.986838342024276,0.414,0.5862068965517241
exit_crossed_quoted,daily_era,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,2000,1.86061850266707,2.210743754955419,0.4135174462826888,1.5425728845519027,2.2048607021759143,2.903300844975302,0.2025,0.7976011994002998
exit_crossed_quoted,daily_era,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,2000,1.7826670606194204,2.100885272902548,0.46781595149707306,1.387342535688113,2.0821217753844095,2.913381189648614,0.26,0.7401299350324838
exit_crossed_quoted,daily_era,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,2000,2.0774027691392085,2.2623455075162284,0.3810207027632681,1.6852251985644093,2.2341922323008205,2.9323655711780203,0.3315,0.6686656671664168
exit_crossed_quoted,daily_era,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,2000,2.6179889270738097,2.401433238281852,0.24500258211916073,2.0410931137926585,2.379223488746289,2.8407487517526695,0.8215,0.17891054472763618
exit_crossed_quoted,daily_era,oos,fixed_rule,calendar,sit out on FOMC statement days,2000,2.443860643812441,2.4656450152588274,0.1439721471293436,2.2579993854765252,2.448759754422613,2.7385734551579244,0.4835,0.5167416291854073
exit_crossed_quoted,daily_era,oos,fixed_rule,calendar,sit out on month-end sessions,2000,2.428184320813228,2.49985292931407,0.1580876339847723,2.2627278312482777,2.4875934251240155,2.775535467498133,0.341,0.6591704147926037
exit_crossed_quoted,daily_era,oos,walk_forward_selected,forecast,"forecast: threshold chosen on an expanding window, 5-day embargo",2000,2.4938598415040043,1.9244414415795992,0.49636026703342634,1.1632571231248523,1.8986306275284721,2.7786762055359953,0.8665,0.13393303348325838
exit_crossed_quoted,daily_era,oos,walk_forward_selected,implied_level,"implied_level: threshold chosen on an expanding window, 5-day embargo",2000,2.3790418915494227,2.493956668869714,0.12289689822734828,2.3252054445639656,2.479311080816289,2.730148781631215,0.1675,0.8325837081459271
exit_crossed_quoted,daily_era,oos,walk_forward_selected,realized_regime,"realized_regime: threshold chosen on an expanding window, 5-day embargo",0,2.5131322639023277,,,,,,,
exit_crossed_quoted,daily_era,oos,walk_forward_selected,calendar,"calendar: threshold chosen on an expanding window, 5-day embargo",2000,2.4016427393361623,2.4983944033410963,0.15216220886162524,2.3034883016074037,2.4728575152014463,2.8285432393380074,0.262,0.7381309345327336
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",2000,4.466431301293432,3.4859393456670156,0.4262643768985309,2.8017332956447905,3.477661286960101,4.210218412315136,0.9855,0.014992503748125937
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",2000,4.038432017812388,3.508464015233897,0.44446850725064235,2.795459121425048,3.4962203531741265,4.261610711519504,0.886,0.11444277861069466
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",2000,3.94183144025704,3.431992848643194,0.4375614907079824,2.7242001748667533,3.4224616683717626,4.181280551544089,0.874,0.12643678160919541
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, LightGBM",2000,4.028351380703456,3.4894406869170544,0.4135675908538815,2.8334107107104853,3.4627722487787524,4.187131316984184,0.897,0.10344827586206896
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, XGBoost",2000,4.195417628479226,3.4838182113117235,0.4234893620398705,2.7841622640932067,3.4629632973513367,4.189755862426254,0.951,0.049475262368815595
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",2000,3.9911560784416924,3.4547103041555656,0.43751358834374504,2.754589776452422,3.4438895666875844,4.171607081054271,0.882,0.1184407796101949
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",2000,4.102650426507562,3.5033300862007595,0.41711379942556426,2.850608083994154,3.489158784733802,4.220481543688003,0.9205,0.079960019990005
exit_mid_model,whole,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",2000,4.033715716334524,3.46570048190095,0.4391083667673909,2.7672949479312394,3.454340926126926,4.230494091145532,0.896,0.10444777611194403
exit_mid_model,whole,full,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,2000,4.72886211998282,4.467855408332118,0.2109204545946707,4.150492523437515,4.452773704999613,4.850076318337396,0.8885,0.111944027986007
exit_mid_model,whole,full,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,2000,4.042122380011075,4.068613557981362,0.36365279938923145,3.473264981094238,4.047329237291065,4.6840393468143615,0.4915,0.5087456271864068
exit_mid_model,whole,full,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,2000,3.564738843748067,3.753887061583816,0.43947096699273436,3.055376790232079,3.7260035768957938,4.496301029124427,0.3415,0.6586706646676662
exit_mid_model,whole,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,2000,3.8376889142821073,3.9610827094717203,0.34259100106437723,3.406300886221977,3.9386047957768717,4.561983534460916,0.3675,0.6326836581709145
exit_mid_model,whole,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,2000,4.207515868073139,4.236284326080804,0.28344083359353134,3.807631551879086,4.211451886159273,4.713734325350505,0.4955,0.5047476261869065
exit_mid_model,whole,full,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,2000,4.655435525105679,4.474230531309975,0.1972936155786233,4.1847344863256435,4.459185142898701,4.833572983488711,0.8275,0.1729135432283858
exit_mid_model,whole,full,fixed_rule,calendar,sit out on FOMC statement days,2000,4.551758221763981,4.595617549471095,0.14207814134437496,4.402969263494452,4.573546844177527,4.858718126461157,0.4305,0.5697151424287856
exit_mid_model,whole,full,fixed_rule,calendar,sit out on month-end sessions,2000,4.5772299018557785,4.576193493617955,0.15785849894927628,4.34184434351073,4.568120473070556,4.870343448690128,0.528,0.47226386806596704
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",2000,4.208327037617699,3.2729433999010102,0.4364168813121363,2.5680911602559955,3.261724355732908,3.997164744262179,0.982,0.018490754622688656
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",2000,3.7797361300593217,3.2979163486107317,0.44479169731063495,2.609879769664229,3.2833096066117706,4.060991862899877,0.8595,0.1409295352323838
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",2000,3.6958070543118176,3.253266207708839,0.4474308055615994,2.534632314343813,3.237246714465897,4.0189589916584465,0.837,0.1634182908545727
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, LightGBM",2000,3.7598030469852657,3.2999695680484145,0.44251067656087806,2.592396038912829,3.2762570566594302,4.0746957203805305,0.8515,0.1489255372313843
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, XGBoost",2000,3.945689085293615,3.265848149493464,0.43672900709327894,2.575092058353789,3.2453099698908066,4.015915886336487,0.936,0.06446776611694154
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",2000,3.866416752598592,3.240243363202095,0.43778782506029285,2.559353196185479,3.224834877306419,3.995887616473425,0.918,0.08245877061469266
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",2000,3.8812000824738426,3.3220854908174315,0.4251522700744264,2.640569813994765,3.309982911893882,4.049252975185747,0.897,0.10344827586206896
exit_mid_model,whole,oos,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",2000,3.9084233675028357,3.2547622162329253,0.4400732190272195,2.571887257102576,3.2344730408833158,3.9820954553848296,0.927,0.0734632683658171
exit_mid_model,whole,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,2000,4.440042091803106,4.202572981608818,0.2220342946194655,3.8598791877543963,4.189938736995213,4.577035185937869,0.8545,0.14592703648175911
exit_mid_model,whole,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,2000,3.6574576584813423,3.771613004773657,0.37155633248270287,3.1425430807669663,3.7745450626561787,4.394485225983294,0.388,0.6121939030484758
exit_mid_model,whole,oos,fixed_rule,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,2000,3.1029409706397337,3.4163204288698825,0.4317610521239045,2.71647231458209,3.419704922050615,4.132047833607533,0.2305,0.769615192403798
exit_mid_model,whole,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,2000,3.480463925033948,3.677408782921035,0.3745444659230712,3.101729233666158,3.658264808240754,4.305670226659147,0.3145,0.6856571714142928
exit_mid_model,whole,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,2000,3.9004826127188013,3.9793031544663435,0.31048147373306006,3.500621636801189,3.9611998017385557,4.517044260859976,0.4215,0.5787106446776612
exit_mid_model,whole,oos,fixed_rule,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,2000,4.3944153802780965,4.208217453285938,0.21470477312294614,3.884602041102146,4.195755814848152,4.585071017194837,0.8245,0.175912043978011
exit_mid_model,whole,oos,fixed_rule,calendar,sit out on FOMC statement days,2000,4.337064668183613,4.356031325406298,0.13999319973693614,4.155883713999632,4.340025524267382,4.6087627807175515,0.4895,0.5107446276861569
exit_mid_model,whole,oos,fixed_rule,calendar,sit out on month-end sessions,2000,4.309850468616262,4.312603021513371,0.15400499229553233,4.076979640454997,4.30101838640045,4.5862065532528025,0.5265,0.4737631184407796
exit_mid_model,whole,oos,walk_forward_selected,forecast,"forecast: threshold chosen on an expanding window, 5-day embargo",2000,4.4144124607918895,4.398285503325522,0.028176328442300055,4.3652706270181465,4.394092494422388,4.451333178643817,0.668,0.33233383308345826
exit_mid_model,whole,oos,walk_forward_selected,implied_level,"implied_level: threshold chosen on an expanding window, 5-day embargo",2000,4.066827239955493,4.2841930468441,0.209210323166561,3.9633962372791856,4.271526622494674,4.654502801339729,0.1475,0.8525737131434283
exit_mid_model,whole,oos,walk_forward_selected,realized_regime,"realized_regime: threshold chosen on an expanding window, 5-day embargo",0,4.4392663970456425,,,,,,,
exit_mid_model,whole,oos,walk_forward_selected,calendar,"calendar: threshold chosen on an expanding window, 5-day embargo",2000,4.398029212365507,4.406648921596725,0.07988187775671295,4.292410678957853,4.397749857668611,4.553713392161516,0.5015,0.4987506246876562
exit_mid_model,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",2000,4.357751804859843,3.0752302589685616,0.5660506812885834,2.220349046152731,3.0459543196074206,4.041469271300775,0.9845,0.015992003998001
exit_mid_model,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",2000,3.736554289528853,3.1681833492862914,0.5590168419068646,2.299263528206266,3.141829695138522,4.131381120814121,0.8435,0.15692153923038482
exit_mid_model,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",2000,3.5168961906198253,3.1243865147994976,0.5566102691509673,2.286282251665759,3.083546103162255,4.050113866680541,0.765,0.2353823088455772
exit_mid_model,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, LightGBM",2000,3.700416765661944,3.1532912991293744,0.5570577245163629,2.3077752322333027,3.095232460651177,4.161827287497148,0.833,0.16741629185407297
exit_mid_model,daily_era,full,fixed_rule,forecast,"sit out when s_matched(11:00) > 0, XGBoost",2000,4.1161022104864715,3.156672463174675,0.5649856129580423,2.2690927389265383,3.1345817043267203,4.1194659911613565,0.949,0.05147426286856572
