block,book,sample,family,rule,n_days,n_traded,n_satout,frac_satout,mean_traded,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_satout,Sharpe_always_sell,delta_Sharpe,beats_always_sell,modal_pick,modal_pick_share
fixed_rule_oos,exit_crossed_quoted,daily_era,calendar,sit out on FOMC statement days,489,474,15,0.03067484662576687,0.052663266138683065,0.05104782852706701,0.3315897563826558,2.443860643812441,3.4043217280517895,-2.420605843818212,-2.202867888740946,2024-04-04,0.0732032224280624,2.5131322639023277,-0.06927162008988663,False,sit out on FOMC statement days,1.0
fixed_rule_oos,exit_crossed_quoted,daily_era,calendar,sit out on month-end sessions,489,465,24,0.049079754601226995,0.05326676043512495,0.05065244090456667,0.33114560731616005,2.428184320813228,3.382484457118481,-2.6596623356339006,-2.202867888740946,2024-04-04,0.05380803682598351,2.5131322639023277,-0.08494794308909981,False,sit out on month-end sessions,1.0
walk_forward_selected,exit_mid_model,whole,forecast,"forecast: threshold chosen on an expanding window, 5-day embargo",797,792,5,0.006273525721455458,0.08997226251576512,0.08940781921265492,0.3215162022157849,4.4144124607918895,7.850581008494066,-3.4797699832520337,-2.0860574626722044,2024-04-04,0.10526426404001066,4.4392663970456425,-0.024853936253752984,False,always sell (no skip),0.9887076537013801
walk_forward_selected,exit_mid_model,daily_era,forecast,"forecast: threshold chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.08849821764958825,0.08849821764958825,0.3323392967785849,4.227202939457479,5.888534950679427,-2.1971599629576346,-2.0860574626722044,2024-04-04,,4.227202939457479,0.0,False,always sell (no skip),1.0
walk_forward_selected,exit_mid_model,whole,implied_level,"implied_level: threshold chosen on an expanding window, 5-day embargo",797,738,59,0.0740276035131744,0.08547441054212324,0.07914694476798864,0.3089432432673797,4.066827239955493,7.232436247947169,-3.4797699832520337,-2.0860574626722044,2024-04-04,0.147529461908459,4.4392663970456425,-0.37243915709014974,False,always sell (no skip),0.5269761606022585
walk_forward_selected,exit_mid_model,daily_era,implied_level,"implied_level: threshold chosen on an expanding window, 5-day embargo",489,488,1,0.002044989775051125,0.08785910146467352,0.08767943050053308,0.3320624223370044,4.191584821327689,5.838918564504314,-2.1971599629576346,-2.0860574626722044,2024-04-04,0.4003869158879823,4.227202939457479,-0.03561811812978988,False,always sell (no skip),0.7116564417177914
walk_forward_selected,exit_mid_model,whole,realized_regime,"realized_regime: threshold chosen on an expanding window, 5-day embargo",797,797,0,0.0,0.09006819728066001,0.09006819728066001,0.3220776088577867,4.4392663970456425,7.89478119179661,-3.4797699832520337,-2.0860574626722044,2024-04-04,,4.4392663970456425,0.0,False,always sell (no skip),1.0
walk_forward_selected,exit_mid_model,daily_era,realized_regime,"realized_regime: threshold chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.08849821764958825,0.08849821764958825,0.3323392967785849,4.227202939457479,5.888534950679427,-2.1971599629576346,-2.0860574626722044,2024-04-04,,4.227202939457479,0.0,False,always sell (no skip),1.0
walk_forward_selected,exit_mid_model,whole,calendar,"calendar: threshold chosen on an expanding window, 5-day embargo",797,785,12,0.015056461731493099,0.09016447587406769,0.08880691789352967,0.32054496425962076,4.398029212365507,7.8214450770205195,-3.4797699832520337,-2.0860574626722044,2024-04-04,0.08376997262857407,4.4392663970456425,-0.04123718468013582,False,always sell (no skip),0.8143036386449184
walk_forward_selected,exit_mid_model,daily_era,calendar,"calendar: threshold chosen on an expanding window, 5-day embargo",489,488,1,0.002044989775051125,0.08841808479720614,0.08823727071786625,0.33235862470362165,4.2144934537757806,5.870830513084708,-2.1971599629576346,-2.0860574626722044,2024-04-04,0.12760304961206229,4.227202939457479,-0.012709485681698496,False,always sell (no skip),0.983640081799591
fixed_rule_oos,exit_mid_model,whole,baseline,always sell (no skip),797,797,0,0.0,0.09006819728066001,0.09006819728066001,0.3220776088577867,4.4392663970456425,7.89478119179661,-3.4797699832520337,-2.0860574626722044,2024-04-04,,4.4392663970456425,0.0,False,always sell (no skip),1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",797,453,344,0.4316185696361355,0.11117822497557267,0.06319163853693152,0.23836934584159722,4.208327037617699,7.484079163986194,-2.348381126290434,-2.0860574626722044,2024-04-04,0.062269236391719794,4.4392663970456425,-0.23093935942794364,False,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",797,457,340,0.42659974905897113,0.1027670115691116,0.05892663022218821,0.24748586219090257,3.7797361300593217,6.721874075726849,-3.045460971018972,-2.0860574626722044,2024-04-04,0.0729994968988295,4.4392663970456425,-0.6595302669863208,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge",1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",797,446,351,0.44040150564617314,0.10171949132335917,0.05692207419098894,0.24449596562724438,3.6958070543118176,6.572614799667805,-2.6948653737507122,-2.0860574626722044,2024-04-04,0.07526341909534998,4.4392663970456425,-0.743459342733825,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, LightGBM",797,455,342,0.42910915934755334,0.10227679388393279,0.0583888848396354,0.246527490965146,3.7598030469852657,6.686425126447232,-2.625281400693922,-2.0860574626722044,2024-04-04,0.07382576612718307,4.4392663970456425,-0.6794633500603768,False,"sit out when s_matched(11:00) > 0, LightGBM",1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, XGBoost",797,452,345,0.4328732747804266,0.10717843989433028,0.06078375763141441,0.24454847247465744,3.945689085293615,7.017004431178976,-2.9703590034960357,-2.0860574626722044,2024-04-04,0.06765129971144562,4.4392663970456425,-0.49357731175202746,False,"sit out when s_matched(11:00) > 0, XGBoost",1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",797,444,353,0.44291091593475534,0.10792326045184338,0.06012287031445227,0.24684896606531384,3.866416752598592,6.876026696297598,-2.826751461891238,-2.0860574626722044,2024-04-04,0.06761027079905828,4.4392663970456425,-0.5728496444470506,False,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",797,461,336,0.4215809284818068,0.10449408658702024,0.06044137254280594,0.24721143550900648,3.8812000824738426,6.902317336284629,-2.6625806007719213,-2.0860574626722044,2024-04-04,0.07027553367877887,4.4392663970456425,-0.5580663145717999,False,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",1.0
fixed_rule_oos,exit_mid_model,whole,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",797,449,348,0.4366373902132999,0.1082647869890779,0.06099233294616812,0.2477273258556659,3.9084233675028357,6.950731164021762,-2.8081325441834792,-2.0860574626722044,2024-04-04,0.06659041343273,4.4392663970456425,-0.5308430295428068,False,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",1.0
fixed_rule_oos,exit_mid_model,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,797,722,75,0.09410288582183186,0.08903451441366403,0.08065610966959275,0.2883702498645017,4.440042091803106,7.8961606855764535,-3.4797699832520337,-1.5903495120537579,2023-07-27,0.10001911768027479,4.4392663970456425,0.0007756947574630857,True,sit out when the 11:00 implied slice <= its expanding 10% quantile,1.0
fixed_rule_oos,exit_mid_model,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,797,582,215,0.2697616060225847,0.07953432473710949,0.05807901756210504,0.25208106484123227,3.6574576584813423,6.504414321967101,-3.479769983252032,-1.290066810039004,2022-11-08,0.11858314528227122,4.4392663970456425,-0.7818087385643002,False,sit out when the 11:00 implied slice <= its expanding 20% quantile,1.0
fixed_rule_oos,exit_mid_model,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,797,483,314,0.39397741530740277,0.07373012175589222,0.0446821189562057,0.22859173138279634,3.1029409706397337,5.518263114501217,-3.47976998325203,-1.290066810039004,2022-11-08,0.11519969561971363,4.4392663970456425,-1.3363254264059088,False,sit out when the 11:00 implied slice <= its expanding 30% quantile,1.0
fixed_rule_oos,exit_mid_model,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,797,567,230,0.28858218318695106,0.08133656843961987,0.057864283946379505,0.26392085953906974,3.480463925033948,6.189649071831115,-3.7155960376811876,-1.6914662652260546,2023-12-20,0.1115935605540068,4.4392663970456425,-0.9588024720116946,False,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,1.0
fixed_rule_oos,exit_mid_model,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,797,650,147,0.18444165621079048,0.0851390553491548,0.06943586697233452,0.28259585438670665,3.9004826127188013,6.936609343903153,-4.239954873632044,-1.6914662652260546,2023-12-20,0.1118637228281321,4.4392663970456425,-0.5387837843268413,False,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,1.0
fixed_rule_oos,exit_mid_model,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,797,725,72,0.0903387703889586,0.0901810904120866,0.08203424159192318,0.2963427670739922,4.3944153802780965,7.815018246314215,-3.4105088879421253,-1.6914662652260546,2023-12-20,0.0889314261656006,4.4392663970456425,-0.04485101676754599,False,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,1.0
fixed_rule_oos,exit_mid_model,whole,calendar,sit out on FOMC statement days,797,767,30,0.037641154328732745,0.0902380088640983,0.08684134604612724,0.3178563697816108,4.337064668183613,7.713025871294551,-3.238377506066609,-2.0860574626722044,2024-04-04,0.08572668113075392,4.4392663970456425,-0.10220172886202938,False,sit out on FOMC statement days,1.0
fixed_rule_oos,exit_mid_model,whole,calendar,sit out on month-end sessions,797,750,47,0.05897114178168131,0.09128048357299065,0.0858975692343074,0.31638722699151517,4.309850468616262,7.664628201121592,-3.593221798397984,-2.0860574626722044,2024-04-04,0.07072320325410704,4.4392663970456425,-0.12941592842938032,False,sit out on month-end sessions,1.0
fixed_rule_oos,exit_mid_model,daily_era,baseline,always sell (no skip),489,489,0,0.0,0.08849821764958825,0.08849821764958825,0.3323392967785849,4.227202939457479,5.888534950679427,-2.1971599629576346,-2.0860574626722044,2024-04-04,,4.227202939457479,0.0,False,always sell (no skip),1.0
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",489,271,218,0.4458077709611452,0.1193956934898362,0.0661681655127722,0.24103875369072758,4.357751804859843,6.070390794295969,-2.086057462672205,-2.0860574626722044,2024-04-04,0.05008897016010571,4.227202939457479,0.1305488654023641,True,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",1.0
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",489,287,202,0.4130879345603272,0.10413536620553161,0.061118302865005275,0.25965713447003586,3.736554289528853,5.205056592770452,-2.086057462672205,-2.0860574626722044,2024-04-04,0.06628108083990633,4.227202939457479,-0.4906486499286262,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge",1.0
