block,book,sample,family,rule,n_days,n_traded,n_satout,frac_satout,mean_traded,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_satout,Sharpe_always_sell,delta_Sharpe,beats_always_sell,modal_pick,modal_pick_share
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",489,277,212,0.4335378323108384,0.10038110577318948,0.05686209877131592,0.2566632011067332,3.5168961906198253,4.899070717204324,-2.086057462672205,-2.0860574626722044,2024-04-04,0.07297199118620365,4.227202939457479,-0.7103067488376538,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",1.0
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, LightGBM",489,280,209,0.4274028629856851,0.1028792754582616,0.05890837858550767,0.25271248577442207,3.700416765661944,5.154716669334316,-2.086057462672205,-2.0860574626722044,2024-04-04,0.06923172871930819,4.227202939457479,-0.5267861737955348,False,"sit out when s_matched(11:00) > 0, LightGBM",1.0
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, XGBoost",489,279,210,0.4294478527607362,0.11309245974024495,0.06452514574136675,0.2488531336859269,4.1161022104864715,5.733770550918743,-2.086057462672205,-2.0860574626722044,2024-04-04,0.05582301030057293,4.227202939457479,-0.11110072897100753,False,"sit out when s_matched(11:00) > 0, XGBoost",1.0
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",489,273,216,0.44171779141104295,0.1084848946720928,0.060565186596076334,0.25790225732245725,3.7279337568827247,5.193048106661026,-2.086057462672205,-2.0860574626722044,2024-04-04,0.06323727863503395,4.227202939457479,-0.4992691825747544,False,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",1.0
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",489,291,198,0.4049079754601227,0.10639329889315735,0.0633138036358053,0.26056456421231533,3.857299156951149,5.373255371517185,-2.086057462672205,-2.0860574626722044,2024-04-04,0.062197870973433676,4.227202939457479,-0.3699037825063298,False,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",1.0
fixed_rule_oos,exit_mid_model,daily_era,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",489,277,212,0.4335378323108384,0.10981836397645448,0.06220794851017973,0.2586971293627485,3.817284599984738,5.317514703134959,-2.086057462672205,-2.0860574626722044,2024-04-04,0.0606412340055225,4.227202939457479,-0.40991833947274126,False,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",1.0
fixed_rule_oos,exit_mid_model,daily_era,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,489,455,34,0.06952965235173825,0.08656550088007858,0.08054663169823263,0.3000332760839912,4.261654424446816,5.93652620550396,-2.073199131936123,-1.5903495120537579,2023-07-27,0.11436251559449698,4.227202939457479,0.034451484989337366,True,sit out when the 11:00 implied slice <= its expanding 10% quantile,1.0
fixed_rule_oos,exit_mid_model,daily_era,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,489,374,115,0.23517382413087934,0.08352639975978969,0.0638831769123954,0.2641385084575712,3.839326572817934,5.348219386413511,-2.073199131936123,-1.290066810039004,2022-11-08,0.10466743409119401,4.227202939457479,-0.38787636663954483,False,sit out when the 11:00 implied slice <= its expanding 20% quantile,1.0
fixed_rule_oos,exit_mid_model,daily_era,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,489,307,182,0.3721881390593047,0.07808851552040473,0.049024896246961665,0.2410350527000852,3.2287673199531737,4.497704388329155,-2.073199131936123,-1.290066810039004,2022-11-08,0.10605744047189232,4.227202939457479,-0.9984356195043054,False,sit out when the 11:00 implied slice <= its expanding 30% quantile,1.0
fixed_rule_oos,exit_mid_model,daily_era,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,489,348,141,0.2883435582822086,0.07756287673005098,0.05519812086310376,0.27389152164930275,3.199233764428508,4.456563857246173,-2.5742676093557133,-1.6914662652260546,2023-12-20,0.11548756970631859,4.227202939457479,-1.027969175028971,False,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,1.0
fixed_rule_oos,exit_mid_model,daily_era,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,489,399,90,0.18404907975460122,0.08185218873327825,0.06678736872101845,0.28881683368170435,3.6708961753440006,5.113594198910832,-2.8966592797220123,-1.6914662652260546,2023-12-20,0.11796227917856267,4.227202939457479,-0.5563067641134785,False,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,1.0
fixed_rule_oos,exit_mid_model,daily_era,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,489,449,40,0.081799591002045,0.08926948685528496,0.08196727934156021,0.29926899364686343,4.347895199024139,6.056660446169824,-2.283329119201947,-1.6914662652260546,2023-12-20,0.07984072081564282,4.227202939457479,0.12069225956665974,True,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,1.0
fixed_rule_oos,exit_mid_model,daily_era,calendar,sit out on FOMC statement days,489,474,15,0.03067484662576687,0.08820236030028751,0.08549676642604556,0.3277354071133492,4.141203732410752,5.768737215941297,-2.0860574626722013,-2.0860574626722044,2024-04-04,0.09784730988749206,4.227202939457479,-0.08599920704672748,False,sit out on FOMC statement days,1.0
fixed_rule_oos,exit_mid_model,daily_era,calendar,sit out on month-end sessions,489,465,24,0.049079754601226995,0.08833919122401135,0.08400352539706603,0.3271529539715622,4.076119773737169,5.678074626312432,-2.1971599629576346,-2.0860574626722044,2024-04-04,0.0915793546451406,4.227202939457479,-0.15108316572031022,False,sit out on month-end sessions,1.0
walk_forward_selected,hold_settle,whole,forecast,"forecast: threshold chosen on an expanding window, 5-day embargo",797,797,0,0.0,0.09900565575249269,0.09900565575249269,0.3957071284276193,3.9717911256867424,7.06342424002404,-3.475653002635884,-2.297983622740885,2023-11-30,,3.9717911256867424,0.0,False,always sell (no skip),0.9937264742785445
walk_forward_selected,hold_settle,daily_era,forecast,"forecast: threshold chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.09534612514974292,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.9951158671545066,-2.297983622740885,2023-11-30,,3.744252447208741,0.0,False,always sell (no skip),0.9897750511247444
walk_forward_selected,hold_settle,whole,implied_level,"implied_level: threshold chosen on an expanding window, 5-day embargo",797,721,76,0.09535759096612297,0.09335008583805056,0.08444844653605327,0.36840513939149544,3.6388676093255734,6.471353821131375,-4.085551980579254,-2.297983622740885,2023-11-30,0.15265915454608195,3.9717911256867424,-0.332923516361169,False,sit out when the 11:00 implied slice <= its expanding 10% quantile,0.8318695106649937
walk_forward_selected,hold_settle,daily_era,implied_level,"implied_level: threshold chosen on an expanding window, 5-day embargo",489,471,18,0.03680981595092025,0.09011402524883917,0.0867969445648328,0.4016766149626828,3.4302688479906904,4.778397983469517,-4.085551980579254,-2.297983622740885,2023-11-30,0.23225273922339099,3.744252447208741,-0.31398359921805064,False,sit out when the 11:00 implied slice <= its expanding 10% quantile,0.8425357873210634
walk_forward_selected,hold_settle,whole,realized_regime,"realized_regime: threshold chosen on an expanding window, 5-day embargo",797,797,0,0.0,0.09900565575249269,0.09900565575249269,0.3957071284276193,3.9717911256867424,7.06342424002404,-3.475653002635884,-2.297983622740885,2023-11-30,,3.9717911256867424,0.0,False,always sell (no skip),1.0
walk_forward_selected,hold_settle,daily_era,realized_regime,"realized_regime: threshold chosen on an expanding window, 5-day embargo",489,489,0,0.0,0.09534612514974292,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.9951158671545066,-2.297983622740885,2023-11-30,,3.744252447208741,0.0,False,always sell (no skip),1.0
walk_forward_selected,hold_settle,whole,calendar,"calendar: threshold chosen on an expanding window, 5-day embargo",797,755,42,0.05269761606022585,0.10351160378947302,0.09805678903519718,0.3797871323722667,4.098620348638252,7.288977039602393,-3.2178092407949954,-2.086057830199802,2024-04-04,0.01800587556391761,3.9717911256867424,0.12682922295150956,True,sit out on month-end sessions,0.8946047678795483
walk_forward_selected,hold_settle,daily_era,calendar,"calendar: threshold chosen on an expanding window, 5-day embargo",489,467,22,0.044989775051124746,0.09815470238733111,0.093738744406715,0.3830103490988604,3.885159863097068,5.412065607089151,-2.9951158671545066,-2.086057830199802,2024-04-04,0.03572769015184791,3.744252447208741,0.14090741588832678,True,sit out on month-end sessions,0.9120654396728016
fixed_rule_oos,hold_settle,whole,baseline,always sell (no skip),797,797,0,0.0,0.09900565575249269,0.09900565575249269,0.3957071284276193,3.9717911256867424,7.06342424002404,-3.475653002635884,-2.297983622740885,2023-11-30,,3.9717911256867424,0.0,False,always sell (no skip),1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",797,453,344,0.4316185696361355,0.12383768691040997,0.07038704161909125,0.28729103668396244,3.8892951857150173,6.91671364934586,-2.9911929164454563,-2.086057830199802,2024-04-04,0.0663053356520958,3.9717911256867424,-0.08249593997172511,False,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",797,457,340,0.42659974905897113,0.11559971075539487,0.06628490315585378,0.2952025362336636,3.56446875421643,6.339043067625399,-3.9661919595671726,-2.086057830199802,2024-04-04,0.07670129358682713,3.9717911256867424,-0.40732237147031247,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge",1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",797,446,351,0.44040150564617314,0.11483636947754194,0.06426225945669224,0.29102417493007104,3.505316159739037,6.233846229103412,-3.1512645066392793,-2.086057830199802,2024-04-04,0.07889027591952412,3.9717911256867424,-0.4664749659477052,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, LightGBM",797,455,342,0.42910915934755334,0.1119254014470247,0.0638971865224545,0.292113545353648,3.4724045023750176,6.1753162130356145,-3.6206989433140535,-2.086057830199802,2024-04-04,0.0818171051939779,3.9717911256867424,-0.4993866233117248,False,"sit out when s_matched(11:00) > 0, LightGBM",1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, XGBoost",797,452,345,0.4328732747804266,0.11957382652090187,0.06781351265677246,0.28995316665113213,3.7126897165863477,6.602638887584925,-3.6283545165502105,-2.086057830199802,2024-04-04,0.07205837115156241,3.9717911256867424,-0.2591014091003947,False,"sit out when s_matched(11:00) > 0, XGBoost",1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",797,444,353,0.44291091593475534,0.12176122492799067,0.06783184926979657,0.2945348675195262,3.6559244543555227,6.501687675261744,-3.4688808877758603,-2.086057830199802,2024-04-04,0.07038392001900516,3.9717911256867424,-0.3158666713312197,False,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",797,461,336,0.4215809284818068,0.11685915636999115,0.06759356472592964,0.2948085506323704,3.6396996378066633,6.472833498676276,-3.554205765922461,-2.086057830199802,2024-04-04,0.07451022782193678,3.9717911256867424,-0.33209148788007914,False,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",1.0
fixed_rule_oos,hold_settle,whole,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",797,449,348,0.4366373902132999,0.1215674317373505,0.0684865456086203,0.29352454765104846,3.703915790710082,6.587035357904378,-3.492052136265862,-2.086057830199802,2024-04-04,0.0698957781168572,3.9717911256867424,-0.2678753349766603,False,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",1.0
fixed_rule_oos,hold_settle,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,797,722,75,0.09410288582183186,0.09891709488709183,0.08960871080110452,0.35569597131888014,3.999185538240801,7.112142400559761,-4.179900618193756,-2.297983622740885,2023-11-30,0.09985820168341836,3.9717911256867424,0.02739441255405861,True,sit out when the 11:00 implied slice <= its expanding 10% quantile,1.0
fixed_rule_oos,hold_settle,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,797,582,215,0.2697616060225847,0.09211343879811831,0.06726476961167485,0.29931741135943357,3.5674340142178456,6.344316479219608,-3.475653002635891,-1.553018698348174,2023-08-09,0.11766272676386894,3.9717911256867424,-0.40435711146889686,False,sit out when the 11:00 implied slice <= its expanding 20% quantile,1.0
fixed_rule_oos,hold_settle,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,797,483,314,0.39397741530740277,0.09508742407828892,0.05762512651168576,0.2614916845204719,3.4982776824771906,6.221329017263479,-3.4756530026358874,-1.2062273159019807,2022-11-08,0.10503274460166599,3.9717911256867424,-0.4735134432095518,False,sit out when the 11:00 implied slice <= its expanding 30% quantile,1.0
fixed_rule_oos,hold_settle,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,797,567,230,0.28858218318695106,0.09088098684185046,0.06465435324884469,0.33612200979543655,3.0535222607696033,5.430376994068074,-3.520582453488359,-2.297983622740885,2023-11-30,0.11903473084959769,3.9717911256867424,-0.9182688649171391,False,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,1.0
fixed_rule_oos,hold_settle,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,797,650,147,0.18444165621079048,0.08861189689367321,0.07226817187062433,0.3564246595818831,3.218693297471233,5.724116787392797,-4.04937662135881,-2.297983622740885,2023-11-30,0.14496445342754488,3.9717911256867424,-0.7530978282155094,False,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,1.0
fixed_rule_oos,hold_settle,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,797,725,72,0.0903387703889586,0.09625520842035908,0.0875596312481309,0.37168167403802654,3.7396679796600356,6.650616968837999,-3.7779262379295275,-2.297983622740885,2023-11-30,0.12670113236078262,3.9717911256867424,-0.2321231460267068,False,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,1.0
fixed_rule_oos,hold_settle,whole,calendar,sit out on FOMC statement days,797,767,30,0.037641154328732745,0.10042398587830896,0.09664391112755705,0.3920408271372419,3.913302955296015,6.95940901177583,-3.036387841585821,-2.297983622740885,2023-11-30,0.06274368220245671,3.9717911256867424,-0.0584881703907274,False,sit out on FOMC statement days,1.0
fixed_rule_oos,hold_settle,whole,calendar,sit out on month-end sessions,797,750,47,0.05897114178168131,0.10434778233833074,0.09819427447145301,0.3782200988957529,4.1213721509838095,7.329438792777811,-3.2178092407950025,-2.086057830199802,2024-04-04,0.013758954914651528,3.9717911256867424,0.14958102529706707,True,sit out on month-end sessions,1.0
fixed_rule_oos,hold_settle,daily_era,baseline,always sell (no skip),489,489,0,0.0,0.09534612514974292,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.9951158671545066,-2.297983622740885,2023-11-30,,3.744252447208741,0.0,False,always sell (no skip),1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",489,271,218,0.4458077709611452,0.13360227856611642,0.07404134456322607,0.2909526749488345,4.039728821580822,5.6273816747957355,-2.086057830199799,-2.086057830199802,2024-04-04,0.04778916379269145,3.744252447208741,0.2954763743720812,True,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",489,287,202,0.4130879345603272,0.11543529754965015,0.06775036890950839,0.305511898962744,3.5203334726278617,4.903858884588184,-2.893826205178069,-2.086057830199802,2024-04-04,0.06680358812611233,3.744252447208741,-0.2239189745808794,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge",1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",489,277,212,0.4335378323108384,0.11282228393793024,0.06390955552312204,0.3010972031279319,3.3694525600029297,4.693680300756968,-2.893826205178069,-2.086057830199802,2024-04-04,0.07251171012932832,3.744252447208741,-0.37479988720581137,False,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, LightGBM",489,280,209,0.4274028629856851,0.11536295215563186,0.06605649612183419,0.30143463856194613,3.478745416633863,4.845926316703731,-2.0860578301998025,-2.086057830199802,2024-04-04,0.06852932341936536,3.744252447208741,-0.2655070305748781,False,"sit out when s_matched(11:00) > 0, LightGBM",1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, XGBoost",489,279,210,0.4294478527607362,0.1278208568577134,0.07292846434213096,0.29737368027502686,3.8930932953179185,5.423116955600306,-2.086057830199799,-2.086057830199802,2024-04-04,0.05220112445201068,3.744252447208741,0.14884084810917741,True,"sit out when s_matched(11:00) > 0, XGBoost",1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",489,273,216,0.44171779141104295,0.12008606590206194,0.06704191409256219,0.30367800024619496,3.504558748994829,4.88188454061161,-2.893826205178069,-2.086057830199802,2024-04-04,0.06407758892111746,3.744252447208741,-0.23969369821391195,False,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",489,291,198,0.4049079754601227,0.11819011708706299,0.07033399605794546,0.3072147839669238,3.6343224088347754,5.062646585216374,-2.893826205178069,-2.086057830199802,2024-04-04,0.06177237942368156,3.744252447208741,-0.10993003837396564,False,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",1.0
fixed_rule_oos,hold_settle,daily_era,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",489,277,212,0.4335378323108384,0.12046161233334825,0.06823694604567988,0.3027491379419773,3.5779719940540717,4.984149907466608,-2.893826205178069,-2.086057830199802,2024-04-04,0.06253013482022084,3.744252447208741,-0.16628045315466933,False,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",1.0
fixed_rule_oos,hold_settle,daily_era,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,489,455,34,0.06952965235173825,0.09173516997175588,0.08535685549519206,0.3762547794005397,3.6012780386932346,5.016615455107767,-4.179900618193734,-2.297983622740885,2023-11-30,0.1436692017963343,3.744252447208741,-0.14297440851550647,False,sit out when the 11:00 implied slice <= its expanding 10% quantile,1.0
fixed_rule_oos,hold_settle,daily_era,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,489,374,115,0.23517382413087934,0.09577516287158473,0.07325135156231634,0.3139971221347089,3.703311510290344,5.158749076853367,-2.9951158671545066,-1.553018698348174,2023-08-09,0.09395081986305731,3.744252447208741,-0.040940936918397064,False,sit out when the 11:00 implied slice <= its expanding 20% quantile,1.0
fixed_rule_oos,hold_settle,daily_era,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,489,307,182,0.3721881390593047,0.10627196343958273,0.06671879913282597,0.27244044463125977,3.8875582628837484,5.415406601399536,-2.9951158671545066,-1.2062273159019807,2022-11-08,0.07691627704545266,3.744252447208741,0.14330581567500733,True,sit out when the 11:00 implied slice <= its expanding 30% quantile,1.0
fixed_rule_oos,hold_settle,daily_era,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,489,348,141,0.2883435582822086,0.08267351320128727,0.058835138229136955,0.3411386291161853,2.7378279236747995,3.813821017917399,-3.520582453488352,-2.297983622740885,2023-11-30,0.12662320995869727,3.744252447208741,-1.0064245235339415,False,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,1.0
fixed_rule_oos,hold_settle,daily_era,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,489,399,90,0.18404907975460122,0.08300408850851336,0.06772726240265199,0.3614728216723464,2.974323089646668,4.143261092225922,-3.725433370043234,-2.297983622740885,2023-11-30,0.15006248759252727,3.744252447208741,-0.7699293575620731,False,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,1.0
fixed_rule_oos,hold_settle,daily_era,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,489,449,40,0.081799591002045,0.09453625020021336,0.0868032235989689,0.3745327369560442,3.679140218953272,5.125078232117516,-3.7779262379295204,-2.297983622740885,2023-11-30,0.10443697145821221,3.744252447208741,-0.06511222825546925,False,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,1.0
fixed_rule_oos,hold_settle,daily_era,calendar,sit out on FOMC statement days,489,474,15,0.03067484662576687,0.09700568639063609,0.0940300518387761,0.4008335273605159,3.7239419751655136,5.187487515770565,-2.683428313537604,-2.297983622740885,2023-11-30,0.04290398993751831,3.744252447208741,-0.020310472043227445,False,sit out on FOMC statement days,1.0
fixed_rule_oos,hold_settle,daily_era,calendar,sit out on month-end sessions,489,465,24,0.049079754601226995,0.09899769138402607,0.09413890898481009,0.3828381492045389,3.9035003546997378,5.437614090888423,-2.9951158671545066,-2.086057830199802,2024-04-04,0.02459702936050655,3.744252447208741,0.1592479074909967,True,sit out on month-end sessions,1.0
