book,sample,family,rule,n_warmup_days,n_days,n_traded,n_satout,frac_satout,mean_traded,mean_calendar,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,mean_satout
exit_crossed_quoted,whole,baseline,always sell (no skip),0,865,865,0,0.0,0.04590784135401146,0.04590784135401146,0.3235290841745265,2.252546754992813,4.17331914371056,-6.070173137912459,-2.202867888740946,2024-04-04,
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",0,865,501,364,0.4208092485549133,0.06607774484837131,0.038271618692524885,0.23957114636422502,2.5359611172466088,4.698404175119846,-3.490186416581233,-2.202867888740946,2024-04-04,0.018146518137873338
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",0,865,500,365,0.42196531791907516,0.05994788331679149,0.03465195567444595,0.24693778183078025,2.2276167658971744,4.127131067696282,-4.430277194364786,-2.202867888740946,2024-04-04,0.026674907158422387
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",0,865,487,378,0.4369942196531792,0.05859687123404153,0.032990377215003724,0.2439032420351346,2.1471875414400126,3.9781189233770236,-4.02842791400648,-2.202867888740946,2024-04-04,0.029559805503284898
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, LightGBM",0,865,503,362,0.4184971098265896,0.05816637044873457,0.033823912526836405,0.24856583058153947,2.1601439112651155,4.002123337982068,-4.127294881071039,-2.202867888740946,2024-04-04,0.028874581313553666
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, XGBoost",0,865,495,370,0.4277456647398844,0.06357140162095007,0.03637901017615062,0.24539249892068582,2.3533681174148318,4.360112035337857,-4.137895521071057,-2.202867888740946,2024-04-04,0.02227686207797198
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, lasso (causally tuned)",0,865,486,379,0.43815028901734104,0.060761821873022905,0.03413901205813773,0.24639155214275868,2.199507291360411,4.075052322629658,-4.113841758469173,-2.202867888740946,2024-04-04,0.026860256836228984
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, lasso (fixed 1e-4)",0,865,503,362,0.4184971098265896,0.06125684674092324,0.03562103342275652,0.24674479632934965,2.2917053720704597,4.245868761572718,-3.8495578662883965,-2.202867888740946,2024-04-04,0.024580355968330175
exit_crossed_quoted,whole,forecast,"sit out when s_matched(11:00) > 0, elastic net (causally tuned)",0,865,491,374,0.4323699421965318,0.06146471476341609,0.03488921959403156,0.24756225138140828,2.237211803524461,4.1449079036824035,-4.139387108438834,-2.202867888740946,2024-04-04,0.02548424551439202
exit_crossed_quoted,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 10% quantile,63,865,790,75,0.08670520231213873,0.04666895115733602,0.04262251030554388,0.28913426319117236,2.3401286574022273,4.335583136303676,-5.488711994415244,-1.6252481512331667,2023-07-27,0.03789081809232621
exit_crossed_quoted,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 20% quantile,63,865,650,215,0.24855491329479767,0.039743122321181504,0.029864773998575702,0.25485234455689254,1.8602481001011233,3.446502937617375,-5.48871199441525,-1.3786732363414276,2020-07-13,0.06454536401140434
exit_crossed_quoted,whole,implied_level,sit out when the 11:00 implied slice <= its expanding 30% quantile,63,865,551,314,0.3630057803468208,0.03601955632790482,0.022944249175347466,0.23250833410868252,1.5665187461717225,2.9023072031198627,-5.488711994415254,-1.3138002133730429,2022-11-08,0.06325957718007758
exit_crossed_quoted,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 70% quantile,63,865,634,231,0.26705202312138726,0.039231627229943125,0.028754741807842706,0.2663476407551187,1.7138029596598534,3.175182350485375,-5.201210551452705,-1.7474778279777554,2023-12-20,0.06423130349539383
exit_crossed_quoted,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 80% quantile,63,865,717,148,0.17109826589595376,0.04159226191109929,0.03447589802341987,0.28463180079693357,1.922792579189028,3.5623798095768167,-6.340101227759888,-1.7474778279777554,2023-12-20,0.06681507419568734
exit_crossed_quoted,whole,realized_regime,sit out when prior-session RV / 11:00 slice > its expanding 90% quantile,63,865,792,73,0.08439306358381503,0.0463609534579592,0.042448410564975364,0.29824437799114173,2.2593808204135324,4.185980694902092,-5.520828834602561,-1.7474778279777554,2023-12-20,0.04099188537693458
exit_crossed_quoted,whole,calendar,sit out on FOMC statement days,0,865,832,33,0.03815028901734104,0.04524503510711987,0.04351892394118351,0.3187861475762257,2.1671001255656823,4.015011195800763,-5.51755925550456,-2.202867888740946,2024-04-04,0.0626185927907934
exit_crossed_quoted,whole,calendar,sit out on month-end sessions,0,865,813,52,0.06011560693641618,0.04776584262214884,0.044894370002089026,0.3173290192865836,2.245858356594387,4.160927471477767,-5.981165966666184,-2.202867888740946,2024-04-04,0.016858706142555926
exit_crossed_quoted,daily_era,baseline,always sell (no skip),0,489,489,0,0.0,0.05329332614755972,0.05329332614755972,0.3366338243741053,2.5131322639023277,3.50081777090367,-2.420605843818212,-2.202867888740946,2024-04-04,
exit_crossed_quoted,daily_era,forecast,"sit out when s_matched(11:00) > 0, baseline (HAR + calendar OLS)",0,489,271,218,0.4458077709611452,0.08484345821325678,0.04701958522656971,0.24192897222970491,3.0852558446152614,4.297791502561878,-2.202867888740947,-2.202867888740946,2024-04-04,0.014072749130110637
exit_crossed_quoted,daily_era,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge",0,489,287,202,0.4130879345603272,0.06964782499480059,0.04087714882107929,0.2612751126899463,2.4836067003663262,3.4596883727388947,-2.202867888740947,-2.202867888740946,2024-04-04,0.03005698372598482
exit_crossed_quoted,daily_era,forecast,"sit out when s_matched(11:00) > 0, block-diagonal ridge, without the FOMC columns",0,489,277,212,0.4335378323108384,0.06574454584835442,0.03724179795499832,0.2585038080721544,2.2869884161629837,3.1857971839182815,-2.202867888740947,-2.202867888740946,2024-04-04,0.037024515500766644
exit_crossed_quoted,daily_era,forecast,"sit out when s_matched(11:00) > 0, LightGBM",0,489,280,209,0.4274028629856851,0.0686467860767377,0.03930695317277414,0.2546141824890023,2.4506825631045976,3.413824728205298,-2.202867888740947,-2.202867888740946,2024-04-04,0.032724097534306947
exit_crossed_quoted,daily_era,forecast,"sit out when s_matched(11:00) > 0, XGBoost",0,489,279,210,0.4294478527607362,0.07880434993106201,0.044961991064961765,0.2501173259468537,2.8536586905652563,3.975174406663385,-2.202867888740947,-2.202867888740946,2024-04-04,0.019400108835192397
