segment,estimator,train_win,deck_days,pct_buy,Sharpe_mid,Sharpe_crossed,ridge_Sharpe_mid_same_days
bar1600,reclasso,500,866,37.75981524249423,1.1277705481929723,0.6594298274892664,1.3383216004229939
bar1600,reclasso,2000,866,38.68360277136259,1.4487930215545586,0.9811610904158289,1.3383216004229939
bar1600,reclasticnet,500,866,37.06697459584296,1.2600371336715799,0.791169683400021,1.3383216004229939
bar1600,reclasticnet,2000,866,37.52886836027714,1.373882406127116,0.9039695863781297,1.3383216004229939
bar1600,ridge,500,866,37.99076212471132,0.9317578472770556,0.4623522018522633,1.3383216004229939
bar1600,ridge,2000,866,37.29792147806005,1.1866153850021153,0.7171060281647502,1.3383216004229939
blk_close,reclasso,500,866,36.027713625866056,1.0276271305227274,0.5570415247214494,1.3383216004229939
blk_close,reclasso,2000,866,37.29792147806005,1.6562139859223484,1.1873905656994568,1.3383216004229939
blk_close,reclasticnet,500,866,35.21939953810623,0.9034126256486873,0.4320481515214916,1.3383216004229939
blk_close,reclasticnet,2000,866,37.52886836027714,1.3098449193766755,0.8392734988630262,1.3383216004229939
blk_close,ridge,500,866,36.72055427251732,0.9151972598726591,0.4453377817495279,1.3383216004229939
blk_close,ridge,2000,866,37.87528868360277,1.4529849185405312,0.9839110335162138,1.3383216004229939
none,reclasso,500,866,31.986143187066972,1.2392022655845005,0.7627157293251515,1.3383216004229939
none,reclasso,2000,866,38.33718244803695,1.211233247486729,0.7386302022904443,1.3383216004229939
none,reclasticnet,500,866,32.44803695150115,1.1480115518442577,0.6723217023938038,1.3383216004229939
none,reclasticnet,2000,866,37.99076212471132,1.1630669596098617,0.6903451470291705,1.3383216004229939
none,ridge,500,866,33.25635103926097,0.8181132071522378,0.3428903046965775,1.3383216004229939
none,ridge,2000,866,37.29792147806005,1.340656590503436,0.8675504981707579,1.3383216004229939
