,s,r_mid,r_ask,r_bid,sign_crossed,"size_(i) rank of s, trailing 252","crossed_(i) rank of s, trailing 252",size_(ii) top trailing quintile x2,crossed_(ii) top trailing quintile x2,"size_(iii) Kelly by s-quintile, expanding","crossed_(iii) Kelly by s-quintile, expanding",size_(iv) month-end x2,crossed_(iv) month-end x2,tag
2021-09-01,4.872365892739999e-07,-0.4872359086054937,-0.5209703887258127,-0.44839018339734027,-0.5209703887258127,0.5208333333333334,-0.27133874412802744,0.8333333333333334,-0.43414199060484393,0.7292254889326639,-0.37990488643802073,0.9545454545454545,-0.497289916511003,sub_live_ridge
2021-09-03,-5.360410508189365e-08,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2021-09-07,5.541928868733189e-08,-1.0,-1.0,-1.0,-1.0,0.10416666666666667,-0.10416666666666667,0.8333333333333334,-0.8333333333333334,0.7651991731917392,-0.7651991731917392,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2021-09-08,1.9337730839539263e-07,-1.0,-1.0,-1.0,-1.0,0.30927835051546393,-0.30927835051546393,0.8333333333333334,-0.8333333333333334,0.7651991731917392,-0.7651991731917392,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2021-09-10,-8.608444600378291e-07,1.2392003048391818,1.154702163023241,1.3305964824595926,-1.3305964824595926,-1.0,-1.3305964824595926,-1.0,-1.3305964824595926,-1.0,-1.3305964824595926,-1.0,-1.3305964824595926,sub_live_ridge
2021-09-13,-1.684211983308612e-08,-0.3279314412978872,-0.3456174397256898,-0.3092628883562638,0.3092628883562638,-1.0,0.3092628883562638,-1.0,0.3092628883562638,-1.0,0.3092628883562638,-1.0,0.3092628883562638,sub_live_ridge
2021-09-15,2.279620105739413e-07,-1.0,-1.0,-1.0,-1.0,0.3917525773195876,-0.3917525773195876,0.8333333333333334,-0.8333333333333334,0.7651991731917392,-0.7651991731917392,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2021-09-17,-2.7173860865814137e-06,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2021-09-20,-1.7187548588571786e-06,2.0472506328965347,1.9817182688206851,2.1157282761017995,-2.1157282761017995,-1.0,-2.1157282761017995,-1.0,-2.1157282761017995,-1.0,-2.1157282761017995,-1.0,-2.1157282761017995,sub_live_ridge
2021-09-22,-2.310611049076361e-06,0.08835617739062784,0.051670076677561516,0.12769434532040647,-0.12769434532040647,-1.0,-0.12769434532040647,-1.0,-0.12769434532040647,-1.0,-0.12769434532040647,-1.0,-0.12769434532040647,sub_live_ridge
2021-09-24,-6.261386423579206e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2021-09-27,2.4643028074584134e-07,-0.39995659268058736,-0.42723128907219987,-0.36995442708333337,-0.42723128907219987,0.3958333333333333,-0.16911238525774577,0.8333333333333334,-0.35602607422683324,0.0,0.0,0.9545454545454545,-0.4078116850234635,sub_live_ridge
2021-09-29,-1.349979533357785e-06,1.3907752403846154,1.3194088813271843,1.4666727923840481,-1.4666727923840481,-1.0,-1.4666727923840481,-1.0,-1.4666727923840481,-1.0,-1.4666727923840481,-1.0,-1.4666727923840481,sub_live_ridge
