,s,r_mid,r_ask,r_bid,sign_crossed,"size_(i) rank of s, trailing 252","crossed_(i) rank of s, trailing 252",size_(ii) top trailing quintile x2,crossed_(ii) top trailing quintile x2,"size_(iii) Kelly by s-quintile, expanding","crossed_(iii) Kelly by s-quintile, expanding",size_(iv) month-end x2,crossed_(iv) month-end x2,tag
2023-02-14,1.024495745437486e-06,-0.34956014176729233,-0.36555454950730604,-0.3327384378913867,-0.36555454950730604,0.8709677419354839,-0.31838622053862137,0.8333333333333334,-0.3046287912560884,0.1136681447625266,-0.04155190745199666,0.9545454545454545,-0.3489384336206103,sub_live_ridge
2023-02-15,-1.0498373027690073e-06,0.4686179181215766,0.42057889987703834,0.52001953125,-0.52001953125,-1.0,-0.52001953125,-1.0,-0.52001953125,-1.0,-0.52001953125,-1.0,-0.52001953125,sub_live_ridge
2023-02-16,3.1903283205532853e-07,0.287260152503408,0.24546591354471992,0.33195668676049683,0.24546591354471992,0.4444444444444444,0.10909596157543107,0.8333333333333334,0.20455492795393326,0.6480926218552006,0.1590846474852795,0.9545454545454545,0.2343083720199599,sub_live_ridge
2023-02-17,-1.2302669300809128e-06,-0.4435254498374763,-0.4546549479166667,-0.43193222236453754,0.43193222236453754,-1.0,0.43193222236453754,-1.0,0.43193222236453754,-1.0,0.43193222236453754,-1.0,0.43193222236453754,sub_live_ridge
2023-02-21,-9.543515586781798e-07,-0.5777917254750065,-0.5907827524038461,-0.5639488277114622,0.5639488277114622,-1.0,0.5639488277114622,-1.0,0.5639488277114622,-1.0,0.5639488277114622,-1.0,0.5639488277114622,sub_live_ridge
2023-02-22,2.3113644520710396e-06,-0.03199218749999999,-0.05467981425999491,-0.00818877872474677,-0.05467981425999491,1.4375,-0.07860223299874268,0.8333333333333334,-0.045566511883329094,3.897305749046886,-0.21310395447229405,0.9545454545454545,-0.05219436815726786,sub_live_ridge
2023-02-23,-1.2064276488755825e-07,0.34735644508691976,0.3241261013910326,0.37141638775240327,-0.37141638775240327,-1.0,-0.37141638775240327,-1.0,-0.37141638775240327,-1.0,-0.37141638775240327,-1.0,-0.37141638775240327,sub_live_ridge
2023-02-24,-1.2921269935092115e-06,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-02-27,-1.453480222936672e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-02-28,-9.309704809387307e-07,-0.11007379339633883,-0.1261085604381197,-0.09343967426049904,0.09343967426049904,-1.0,0.09343967426049904,-1.0,0.09343967426049904,-1.0,0.09343967426049904,-1.0,0.09343967426049904,sub_live_ridge
2023-03-01,-1.3571173994528003e-07,-0.7518049031034988,-0.7582795516304348,-0.7449738299509392,0.7449738299509392,-1.0,0.7449738299509392,-1.0,0.7449738299509392,-1.0,0.7449738299509392,-1.0,0.7449738299509392,sub_live_ridge
2023-03-02,8.67654937823652e-07,-0.7339709076719716,-0.7403658258132138,-0.7272529882278053,-0.7403658258132138,0.7540983606557377,-0.558308655531276,0.8333333333333334,-0.6169715215110115,0.0,0.0,0.9545454545454545,-0.7067128337307949,sub_live_ridge
2023-03-03,-1.8160855435592167e-06,-0.8836558948863636,-0.8867446687914194,-0.8803939191590839,0.8803939191590839,-1.0,0.8803939191590839,-1.0,0.8803939191590839,-1.0,0.8803939191590839,-1.0,0.8803939191590839,sub_live_ridge
2023-03-06,1.305321055698835e-06,-1.0,-1.0,-1.0,-1.0,1.2131147540983607,-1.2131147540983607,0.8333333333333334,-0.8333333333333334,3.897305749046886,-3.897305749046886,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-03-07,-8.902262456617248e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-03-08,-9.001885386109335e-08,1.4762906611516762,1.402001953125,1.5553213304284816,-1.5553213304284816,-1.0,-1.5553213304284816,-1.0,-1.5553213304284816,-1.0,-1.5553213304284816,-1.0,-1.5553213304284816,sub_live_ridge
2023-03-09,-4.971997949228564e-06,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-03-10,1.2546147181530945e-07,-0.25576000288296585,-0.2872955954714048,-0.22130444806938798,-0.2872955954714048,0.16393442622950818,-0.04709763860186964,0.8333333333333334,-0.23941299622617068,0.0,0.0,0.9545454545454545,-0.27423670476815915,sub_live_ridge
2023-03-13,-6.399849406228206e-07,-0.6481335821539593,-0.6634928487295468,-0.6313051970108696,0.6313051970108696,-1.0,0.6313051970108696,-1.0,0.6313051970108696,-1.0,0.6313051970108696,-1.0,0.6313051970108696,sub_live_ridge
2023-03-14,2.6243106160376997e-06,3.0579927655621093,2.987213667616127,3.131330387283729,2.987213667616127,1.5483870967741935,4.625363098244326,0.8333333333333334,2.4893447230134393,3.897305749046886,11.642085000431765,0.9545454545454545,2.85143122817903,sub_live_ridge
2023-03-15,-2.2034629555762007e-06,-0.8229420528679414,-0.8276846866822456,-0.8179309838517752,0.8179309838517752,-1.0,0.8179309838517752,-1.0,0.8179309838517752,-1.0,0.8179309838517752,-1.0,0.8179309838517752,sub_live_ridge
2023-03-16,-5.385316891625042e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-03-17,-5.252593164913266e-06,-0.6737759693972385,-0.6830087451931668,-0.6639892578125,0.6639892578125,-1.0,0.6639892578125,-1.0,0.6639892578125,-1.0,0.6639892578125,-1.0,0.6639892578125,sub_live_ridge
2023-03-20,1.6193916781707777e-06,-0.7245494129402645,-0.731612241885393,-0.7171048098347703,-0.731612241885393,1.2903225806451613,-0.9440157959811522,0.8333333333333334,-0.6096768682378275,3.897305749046886,-2.851316596373023,0.9545454545454545,-0.6983571399815114,sub_live_ridge
2023-03-21,-4.715586841934635e-07,-0.37265198741295835,-0.38277044667647553,-0.3621961805555556,0.3621961805555556,-1.0,0.3621961805555556,-1.0,0.3621961805555556,-1.0,0.3621961805555556,-1.0,0.3621961805555556,sub_live_ridge
2023-03-22,-6.988590171826765e-06,3.5509046737099705,3.470214722810171,3.6345608477154663,-3.6345608477154663,-1.0,-3.6345608477154663,-1.0,-3.6345608477154663,-1.0,-3.6345608477154663,-1.0,-3.6345608477154663,sub_live_ridge
2023-03-23,-5.633992323361067e-06,-0.13164740812894493,-0.1478279268293694,-0.11484059979838712,0.11484059979838712,-1.0,0.11484059979838712,-1.0,0.11484059979838712,-1.0,0.11484059979838712,-1.0,0.11484059979838712,sub_live_ridge
2023-03-24,-1.8608825335230262e-06,-0.8835305606617647,-0.8862080165426324,-0.8807240708885636,0.8807240708885636,-1.0,0.8807240708885636,-1.0,0.8807240708885636,-1.0,0.8807240708885636,-1.0,0.8807240708885636,sub_live_ridge
2023-03-27,7.294265988944434e-07,1.6115122673727384,1.5191860977013367,1.710863252533275,1.5191860977013367,0.7,1.0634302683909356,0.8333333333333334,1.265988414751114,0.0,0.0,0.9545454545454545,1.4501321841694577,sub_live_ridge
2023-03-28,1.3029889439387864e-07,0.30625404954571445,0.2795959223218585,0.33404676291472923,0.2795959223218585,0.16393442622950818,0.04583539710194401,0.8333333333333334,0.23299660193488209,0.0,0.0,0.9545454545454545,0.266887016761774,sub_live_ridge
2023-03-29,-7.462204666831529e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-03-30,-2.465840115528038e-07,-0.7801117535781339,-0.7871594603328348,-0.7725813415584475,0.7725813415584475,-1.0,0.7725813415584475,-1.0,0.7725813415584475,-1.0,0.7725813415584475,-1.0,0.7725813415584475,sub_live_ridge
2023-03-31,-5.5754006343465716e-06,-0.4438633901492516,-0.4544229694025671,-0.4328870200218279,0.4328870200218279,-1.0,0.4328870200218279,-1.0,0.4328870200218279,-1.0,0.4328870200218279,-1.0,0.4328870200218279,sub_live_ridge
2023-04-03,-2.415036012434728e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-04-04,1.298825667487715e-06,0.4640778003757726,0.41774622497382063,0.5135399851175249,0.41774622497382063,1.1612903225806452,0.48512464835669494,0.8333333333333334,0.34812185414485053,4.038237722263963,1.6869585640226505,0.9545454545454545,0.3987577602022833,sub_live_ridge
2023-04-05,8.534183718999797e-07,-0.8890853086747957,-0.8914620535714286,-0.8866021422941903,-0.8914620535714286,0.7301587301587301,-0.6509088010204082,0.8333333333333334,-0.7428850446428572,0.0,0.0,0.9545454545454545,-0.8509410511363636,sub_live_ridge
2023-04-06,4.3628998207495716e-07,-0.9933819730883352,-0.9935420864948792,-0.9932137183300322,-0.9935420864948792,0.6349206349206349,-0.630820372377701,0.8333333333333334,-0.8279517387457327,0.9617622777360374,-0.9555513001339301,0.9545454545454545,-0.9483810825632937,sub_live_ridge
2023-04-10,-3.400906908163401e-07,0.08154294839263687,0.06749698261154435,0.09596354166666665,-0.09596354166666665,-1.0,-0.09596354166666665,-1.0,-0.09596354166666665,-1.0,-0.09596354166666665,-1.0,-0.09596354166666665,sub_live_ridge
2023-04-11,3.0317634250495007e-07,3.253868845934826,3.1736068663108803,3.3372779610068743,3.1736068663108803,0.40625,1.289277789438795,0.8333333333333334,2.6446723885924004,0.9617622777360374,3.0522553683818803,0.9545454545454545,3.0293520087512946,sub_live_ridge
2023-04-12,6.372622345136957e-07,-0.6929210706834128,-0.7000075120192308,-0.6854917367963402,-0.7000075120192308,0.7384615384615385,-0.5169286242603551,0.8333333333333334,-0.583339593349359,0.9617622777360374,-0.673240819191952,0.9545454545454545,-0.6681889887456294,sub_live_ridge
2023-04-13,-4.1142935567791293e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-04-14,1.5751944805111844e-06,-0.4412409089040963,-0.4499715387832507,-0.43222867427890177,-0.4499715387832507,1.303030303030303,-0.5863265505357509,0.8333333333333334,-0.3749762823193756,4.038237722263963,-1.8170920418596848,0.9545454545454545,-0.42951828702037564,sub_live_ridge
2023-04-17,8.591488123181595e-08,-0.57765625,-0.5875549070569818,-0.5672707750119834,-0.5875549070569818,0.08955223880597014,-0.05261685734838643,0.8333333333333334,-0.4896290892141515,0.0,0.0,0.9545454545454545,-0.5608478658271189,sub_live_ridge
2023-04-18,7.456015675288014e-08,-1.0,-1.0,-1.0,-1.0,0.058823529411764705,-0.058823529411764705,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-04-19,8.057864803269637e-07,-0.8205680458669224,-0.8254616477272727,-0.8153921206324695,-0.8254616477272727,0.8115942028985508,-0.6699398880105402,0.8333333333333334,-0.6878847064393939,0.0,0.0,0.9545454545454545,-0.7879406637396693,sub_live_ridge
2023-04-20,1.6508540595046987e-06,0.8826998024472841,0.8299138760774181,0.9386215233143147,0.8299138760774181,1.3714285714285714,1.1381676014776019,0.8333333333333334,0.6915948967311818,3.4448916614274783,2.858963391402055,0.9545454545454545,0.792190518073899,sub_live_ridge
2023-04-21,2.6551140032820928e-08,-0.14666193181818177,-0.1619000735464584,-0.13085941593220007,-0.1619000735464584,0.056338028169014086,-0.009121130904025826,0.8333333333333334,-0.134916727955382,0.0,0.0,0.9545454545454545,-0.15454097929434665,sub_live_ridge
2023-04-24,-1.3803842448531836e-07,-0.30846131797874543,-0.31998697916666663,-0.2965382774439096,0.2965382774439096,-1.0,0.2965382774439096,-1.0,0.2965382774439096,-1.0,0.2965382774439096,-1.0,0.2965382774439096,sub_live_ridge
2023-04-25,2.0839909058028816e-07,0.8497496644423135,0.8000253492806835,0.9022993195642273,0.8000253492806835,0.3333333333333333,0.26667511642689445,0.8333333333333334,0.6666877910672363,0.0,0.0,0.9545454545454545,0.7636605606770159,sub_live_ridge
2023-04-26,4.309208471786455e-07,-0.7737165116914071,-0.7775302748746669,-0.7697697231483582,-0.7775302748746669,0.684931506849315,-0.5325549827908677,0.8333333333333334,-0.647941895728889,1.5551083385725215,-1.2091438139501791,0.9545454545454545,-0.7421879896530911,sub_live_ridge
2023-04-27,-1.0627646909082682e-06,-0.9108031438208312,-0.9124755859375,-0.909065541578653,0.909065541578653,-1.0,0.909065541578653,-1.0,0.909065541578653,-1.0,0.909065541578653,-1.0,0.909065541578653,sub_live_ridge
2023-04-28,-9.427115023618143e-07,-0.056846193435222014,-0.08571828947810178,-0.026091182254525558,0.026091182254525558,-1.0,0.026091182254525558,-1.0,0.026091182254525558,-1.0,0.026091182254525558,-1.0,0.026091182254525558,sub_live_ridge
2023-05-01,5.275302264042234e-08,-1.0,-1.0,-1.0,-1.0,0.08108108108108109,-0.08108108108108109,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-05-02,-1.383758888739124e-06,-0.9164334592974182,-0.919245790307184,-0.9134181684006006,0.9134181684006006,-1.0,0.9134181684006006,-1.0,0.9134181684006006,-1.0,0.9134181684006006,-1.0,0.9134181684006006,sub_live_ridge
2023-05-03,-1.3455817365183206e-05,-0.6897810283762307,-0.6964285714285714,-0.6828358118665272,0.6828358118665272,-1.0,0.6828358118665272,-1.0,0.6828358118665272,-1.0,0.6828358118665272,-1.0,0.6828358118665272,sub_live_ridge
2023-05-04,1.1567786938301306e-06,-1.0,-1.0,-1.0,-1.0,1.1733333333333333,-1.1733333333333333,0.8333333333333334,-0.8333333333333334,3.4448916614274783,-3.4448916614274783,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-05-05,-1.48161854148614e-06,-0.15730337981638343,-0.175824210373419,-0.13793101558314824,0.13793101558314824,-1.0,0.13793101558314824,-1.0,0.13793101558314824,-1.0,0.13793101558314824,-1.0,0.13793101558314824,sub_live_ridge
2023-05-08,-1.534029430906904e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-05-09,3.8893111120769384e-08,0.43069400166360583,0.38811390232421794,0.47596912775197664,0.38811390232421794,0.07894736842105263,0.030640571236122467,0.8333333333333334,0.3234282519368483,0.0,0.0,0.9545454545454545,0.37047236130948075,sub_live_ridge
2023-05-10,-2.1990833820810728e-07,-0.3789833587285715,-0.3949068657579944,-0.3621990802970618,0.3621990802970618,-1.0,0.3621990802970618,-1.0,0.3621990802970618,-1.0,0.3621990802970618,-1.0,0.3621990802970618,sub_live_ridge
2023-05-11,1.6651913617811067e-07,-0.8015625,-0.8062133817938957,-0.7966829020589046,-0.8062133817938957,0.3116883116883117,-0.2512872878318636,0.8333333333333334,-0.6718444848282464,0.0,0.0,0.9545454545454545,-0.7695673189850821,sub_live_ridge
2023-05-12,-1.2453242824253685e-06,1.187970645100069,1.161923461274804,1.21465325273312,-1.21465325273312,-1.0,-1.21465325273312,-1.0,-1.21465325273312,-1.0,-1.21465325273312,-1.0,-1.21465325273312,sub_live_ridge
2023-05-15,6.682757621026345e-08,-1.0,-1.0,-1.0,-1.0,0.1282051282051282,-0.1282051282051282,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-05-16,2.2054846432318805e-07,3.0400390625,2.8846530871997644,3.2083738562117476,2.8846530871997644,0.43037974683544306,1.2414962653771138,0.8333333333333334,2.4038775726664703,0.0,0.0,0.9545454545454545,2.7535324923270474,sub_live_ridge
2023-05-17,-1.4843096144650019e-06,-0.11293658088235292,-0.12325131069221895,-0.10237626131949018,0.10237626131949018,-1.0,0.10237626131949018,-1.0,0.10237626131949018,-1.0,0.10237626131949018,-1.0,0.10237626131949018,sub_live_ridge
2023-05-18,-6.750218792456575e-07,2.503303137274756,2.4341589559174106,2.5752890956025225,-2.5752890956025225,-1.0,-2.5752890956025225,-1.0,-2.5752890956025225,-1.0,-2.5752890956025225,-1.0,-2.5752890956025225,sub_live_ridge
2023-05-19,-1.2041794065870632e-06,-0.5395394207659369,-0.5500043999068867,-0.5285760574602425,0.5285760574602425,-1.0,0.5285760574602425,-1.0,0.5285760574602425,-1.0,0.5285760574602425,-1.0,0.5285760574602425,sub_live_ridge
2023-05-22,-5.594768274776806e-07,-0.33236134666605865,-0.35065284230864946,-0.31300947288897263,0.31300947288897263,-1.0,0.31300947288897263,-1.0,0.31300947288897263,-1.0,0.31300947288897263,-1.0,0.31300947288897263,sub_live_ridge
2023-05-23,3.2449024483525474e-07,0.010267857142857162,-0.0067590866414225514,0.027888762545529522,-0.0067590866414225514,0.5897435897435898,-0.003986128019300479,0.8333333333333334,-0.0056325722011854595,1.8164978177511308,-0.012277866134134886,0.9545454545454545,-0.006451855430448798,sub_live_ridge
2023-05-24,-2.690556037075092e-06,0.5491692171779157,0.5131418902459897,0.5869538585975373,-0.5869538585975373,-1.0,-0.5869538585975373,-1.0,-0.5869538585975373,-1.0,-0.5869538585975373,-1.0,-0.5869538585975373,sub_live_ridge
2023-05-25,-1.136904513901214e-06,-0.26695271259750264,-0.2845740422679477,-0.2484414167477932,0.2484414167477932,-1.0,0.2484414167477932,-1.0,0.2484414167477932,-1.0,0.2484414167477932,-1.0,0.2484414167477932,sub_live_ridge
2023-05-26,-9.496998699302385e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-05-30,3.086583609932836e-07,-1.0,-1.0,-1.0,-1.0,0.5789473684210527,-0.5789473684210527,0.8333333333333334,-0.8333333333333334,1.8164978177511308,-1.8164978177511308,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-05-31,-5.493994918428839e-07,0.3428368839124427,0.3088410442130678,0.37864583333333335,-0.37864583333333335,-1.0,-0.37864583333333335,-1.0,-0.37864583333333335,-1.0,-0.37864583333333335,-1.0,-0.37864583333333335,sub_live_ridge
2023-06-01,-4.0539953559928775e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-06-02,-7.34313020553631e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-06-05,1.8429199044665643e-06,-1.0,-1.0,-1.0,-1.0,1.5890410958904109,-1.5890410958904109,0.8333333333333334,-0.8333333333333334,2.598065194871382,-2.598065194871382,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-06-06,-2.020234367833774e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-06-07,1.2076992093577925e-06,0.03332520557766361,-0.008007812500000044,0.07825240007177436,-0.008007812500000044,1.2876712328767124,-0.010311429794520606,0.8333333333333334,-0.00667317708333337,2.598065194871382,-0.020804818943306106,0.9545454545454545,-0.007643821022727314,sub_live_ridge
2023-06-08,1.889304602544982e-07,-1.0,-1.0,-1.0,-1.0,0.3835616438356164,-0.3835616438356164,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-06-09,4.0757599698085895e-07,-0.6068494040953654,-0.6199544270833333,-0.5928083077977097,-0.6199544270833333,0.7837837837837838,-0.4859102266328828,0.8333333333333334,-0.516628689236111,1.8164978177511308,-1.1261458639020274,0.9545454545454545,-0.5917746803977272,sub_live_ridge
2023-06-12,-1.0102814284102581e-06,-0.05864052068562442,-0.07525275735294112,-0.04142051886164311,0.04142051886164311,-1.0,0.04142051886164311,-1.0,0.04142051886164311,-1.0,0.04142051886164311,-1.0,0.04142051886164311,sub_live_ridge
2023-06-13,3.898177571101257e-07,-1.0,-1.0,-1.0,-1.0,0.7297297297297297,-0.7297297297297297,0.8333333333333334,-0.8333333333333334,1.8164978177511308,-1.8164978177511308,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-06-14,-2.6341148194358124e-06,-0.6742334925199696,-0.6802662187615751,-0.6679687581192222,0.6679687581192222,-1.0,0.6679687581192222,-1.0,0.6679687581192222,-1.0,0.6679687581192222,-1.0,0.6679687581192222,sub_live_ridge
2023-06-15,-1.328095964340167e-06,-0.2827316751375829,-0.2948887825838383,-0.2701480018932946,0.2701480018932946,-1.0,0.2701480018932946,-1.0,0.2701480018932946,-1.0,0.2701480018932946,-1.0,0.2701480018932946,sub_live_ridge
2023-06-16,1.1566684707625936e-07,-0.9145507804011382,-0.9162946363405996,-0.9127327092244862,-0.9162946363405996,0.24324324324324326,-0.2228824791098756,0.8333333333333334,-0.7635788636171663,0.0,0.0,0.9545454545454545,-0.8746448801432996,sub_live_ridge
2023-06-20,9.573806655870004e-07,-0.4734534413155411,-0.483984375,-0.4624837453173103,-0.483984375,1.12,-0.5420625000000001,0.8333333333333334,-0.40332031250000006,0.5854369873774868,-0.2833423544377759,0.9545454545454545,-0.4619850852272727,sub_live_ridge
2023-06-21,6.613552217688423e-07,0.43668622646105737,0.3903415246268711,0.4862270524180494,0.3903415246268711,0.9736842105263158,0.38006937924195344,0.8333333333333334,0.32528460385572594,0.0,0.0,0.9545454545454545,0.3725987280529224,sub_live_ridge
2023-06-22,8.526984984593129e-07,1.575752090307077,1.5055042613636362,1.6500526813379683,1.5055042613636362,1.0389610389610389,1.564160271546635,0.8333333333333334,1.254586884469697,0.0,0.0,0.9545454545454545,1.437072249483471,sub_live_ridge
2023-06-23,1.115295871748069e-06,-1.0,-1.0,-1.0,-1.0,1.2727272727272727,-1.2727272727272727,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-06-26,9.980645029415127e-07,2.992919989874022,2.9228688264434823,3.065518465909091,2.9228688264434823,1.1794871794871795,3.4474863081128255,0.8333333333333334,2.4357240220362355,0.0,0.0,0.9545454545454545,2.790011152514233,sub_live_ridge
2023-06-27,1.2682796274224544e-07,-0.4421600923859438,-0.45177803526983473,-0.43219865104468635,-0.45177803526983473,0.27848101265822783,-0.12581160475868813,0.8333333333333334,-0.37648169605819565,0.0,0.0,0.9545454545454545,-0.43124267003029676,sub_live_ridge
2023-06-28,8.022393609403131e-07,0.9460605184816167,0.9055176286039783,0.9883661409963229,0.9055176286039783,1.0,0.9055176286039783,0.8333333333333334,0.7545980238366486,0.0,0.0,0.9545454545454545,0.8643577363947065,sub_live_ridge
2023-06-29,5.214627336175711e-07,-0.49475740554242886,-0.5118842769576852,-0.47638494318181823,-0.5118842769576852,0.8888888888888888,-0.45500824618460906,0.8333333333333334,-0.42657023079807105,1.5433836986628393,-0.7900338486583055,0.9545454545454545,-0.48861680982324496,sub_live_ridge
2023-06-30,-1.7990826876306184e-06,-0.06190517592434275,-0.07597656249999996,-0.04739849930986417,0.04739849930986417,-1.0,0.04739849930986417,-1.0,0.04739849930986417,-1.0,0.04739849930986417,-1.0,0.04739849930986417,sub_live_ridge
2023-07-05,5.342671143028791e-07,1.1932246947553624,1.1201171875,1.2715541681486227,1.1201171875,0.9024390243902439,1.010837461890244,0.8333333333333334,0.9334309895833334,1.5433836986628393,1.728770607779567,0.9545454545454545,1.0692027698863635,sub_live_ridge
2023-07-06,7.409942596271616e-07,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-07-07,8.094945238466668e-07,4.1773563109878085,4.015563890106024,4.349934895833333,4.015563890106024,1.0602409638554218,4.257465329269038,0.8333333333333334,3.34630324175502,0.0,0.0,0.9545454545454545,3.833038258737568,sub_live_ridge
2023-07-10,6.778835590227846e-07,0.7939743362462104,0.7422251240005906,0.8488918645257002,0.7422251240005906,0.9523809523809523,0.7068810704767529,0.8333333333333334,0.6185209366671589,0.0,0.0,0.9545454545454545,0.7084876183642,sub_live_ridge
2023-07-11,1.6093942715806354e-07,1.8491586538461537,1.7641092204794022,1.9396080459228986,1.7641092204794022,0.2619047619047619,0.462028605363653,0.8333333333333334,1.4700910170661685,0.0,0.0,0.9545454545454545,1.6839224377303383,sub_live_ridge
2023-07-12,-4.860909543982545e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-07-13,-5.982767623463325e-07,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,sub_live_ridge
2023-07-14,5.101211430317664e-07,-0.8909293804151208,-0.8936906594235703,-0.8880208333333334,-0.8936906594235703,0.8235294117647058,-0.735980543054705,0.8333333333333334,-0.7447422161863086,1.5433836986628393,-1.3793075954015817,0.9545454545454545,-0.8530683567224988,sub_live_ridge
2023-07-17,-5.4777986260043e-07,-0.4642519094220968,-0.47381880050926206,-0.45433065841436227,0.45433065841436227,-1.0,0.45433065841436227,-1.0,0.45433065841436227,-1.0,0.45433065841436227,-1.0,0.45433065841436227,sub_live_ridge
2023-07-18,-1.414202243821763e-07,-0.9937438965775982,-0.993933475291129,-0.9935420864948792,0.9935420864948792,-1.0,0.9935420864948792,-1.0,0.9935420864948792,-1.0,0.9935420864948792,-1.0,0.9935420864948792,sub_live_ridge
2023-07-19,2.431188654375012e-07,0.6303943452380953,0.5851057254018237,0.6783471514822856,0.5851057254018237,0.4418604651162791,0.2585350879682477,0.8333333333333334,0.4875881045015198,1.5433836986628393,0.9030426385794703,0.9545454545454545,0.5585100106108317,sub_live_ridge
2023-07-20,3.884300043223697e-07,0.22518674323092158,0.2024980143559767,0.24874796625900353,0.2024980143559767,0.6744186046511628,0.13656842828658894,0.8333333333333334,0.16874834529664726,1.5433836986628393,0.31253213436860805,0.9545454545454545,0.19329355915797775,sub_live_ridge
2023-07-21,3.51634249651521e-08,-1.0,-1.0,-1.0,-1.0,0.022988505747126436,-0.022988505747126436,0.8333333333333334,-0.8333333333333334,0.0,0.0,0.9545454545454545,-0.9545454545454545,sub_live_ridge
2023-07-24,2.2997986970924319e-07,0.48484375,0.4500428110386616,0.5213563250144009,0.4500428110386616,0.4367816091954023,0.19657042321228899,0.8333333333333334,0.37503567586555137,0.8247318327191308,0.37116463234998487,0.9545454545454545,0.42958631962781335,sub_live_ridge
2023-07-25,1.0660841200855862e-07,-0.05924476674516377,-0.07634943181818177,-0.04149472789063624,-0.07634943181818177,0.18181818181818182,-0.01388171487603305,0.8333333333333334,-0.06362452651515148,0.0,0.0,0.9545454545454545,-0.0728790030991735,sub_live_ridge
2023-07-26,1.627746460112487e-06,0.2162162266655332,0.18421056594214735,0.24999997792420592,0.18421056594214735,1.6404494382022472,0.30218811941071366,1.6666666666666667,0.30701760990357896,1.8060127747368293,0.33268663533301923,0.9545454545454545,0.17583735839932246,sub_live_ridge
2023-07-27,1.950257356455601e-06,-0.4871596486229438,-0.4971177277589497,-0.4767992222641154,-0.4971177277589497,1.7303370786516854,-0.8601812367963848,1.6666666666666667,-0.8285295462649162,1.8060127747368293,-0.8978009668808085,0.9545454545454545,-0.4745214674062701,sub_live_ridge
2023-07-28,2.76105355307048e-07,-0.4626553210831764,-0.47529871323529416,-0.449387564511355,-0.47529871323529416,0.5393258426966292,-0.25634087904824854,0.8333333333333334,-0.3960822610294118,0.8247318327191308,-0.39199397885558873,0.9545454545454545,-0.45369422627005346,sub_live_ridge
2023-07-31,5.086565514899759e-07,2.1165080229507107,2.037275090445508,2.1999861036025816,2.037275090445508,0.8888888888888888,1.8109111915071183,0.8333333333333334,1.6977292420379235,0.8247318327191308,1.6802056190961567,1.909090909090909,3.8893433544868787,sub_live_ridge
