tag,sample,grading,bin,n,hit,mean_mid,mean_crossed,share_long_pnl_crossed
sub_live_ridge,all,s,Q1,70,0.24285714285714285,-0.22452209999991704,-0.2518005263738656,-0.5541901936410295
sub_live_ridge,all,s,Q2,69,0.5217391304347826,0.3972659678831036,0.3507747373925628,0.7609945770691947
sub_live_ridge,all,s,Q3,70,0.45714285714285713,0.21546104015262277,0.1794501945935789,0.3949536544775778
sub_live_ridge,all,s,Q4,69,0.5217391304347826,0.29851454855660764,0.2567281227409158,0.5569634536376216
sub_live_ridge,all,s,Q5,70,0.3142857142857143,-0.030730298017774674,-0.07211631597969391,-0.1587214915433645
sub_live_ridge,all,s_over_iv,Q1,70,0.3,-0.15824958926233773,-0.18909480676837548,-0.4161805739193868
sub_live_ridge,all,s_over_iv,Q2,69,0.4057971014492754,-0.015353670760110483,-0.04979946047542457,-0.10803833720886795
sub_live_ridge,all,s_over_iv,Q3,70,0.5142857142857142,0.5392931354887733,0.48270436238514947,1.062388661032444
sub_live_ridge,all,s_over_iv,Q4,69,0.463768115942029,0.30419762742559164,0.2670964988779856,0.5794573141475747
sub_live_ridge,all,s_over_iv,Q5,70,0.37142857142857144,-0.01971172374262052,-0.053444750527707204,-0.11762706405176397
sub_live_ridge,all,trailing_qlike_63,Q1,63,0.3492063492063492,-0.08398088628411945,-0.10930303269869993,-0.21650948374196174
sub_live_ridge,all,trailing_qlike_63,Q2,63,0.3492063492063492,0.13654005524968288,0.10024377224789767,0.1985647318456999
sub_live_ridge,all,trailing_qlike_63,Q3,63,0.4603174603174603,0.1500131554289051,0.11742839625438972,0.23260435526769094
sub_live_ridge,all,trailing_qlike_63,Q4,63,0.4126984126984127,0.03998933645545654,0.005788944818467695,0.011466849758067627
sub_live_ridge,all,trailing_qlike_63,Q5,63,0.49206349206349204,0.4062272422386934,0.3567787408136786,0.7067139774301571
sub_live_ridge,all,month_end,on,10,0.4,0.6918515987781096,0.636153480799625,0.20001661393687242
sub_live_ridge,all,month_end,off,338,0.41124260355029585,0.11332823844971641,0.07527661892903885,0.7999833860631275
sub_live_ridge,all,third_friday,on,11,0.2727272727272727,-0.2214145111458864,-0.2618555122921933,-0.0905646199214548
sub_live_ridge,all,third_friday,off,337,0.41543026706231456,0.14142142494477747,0.10292416214013503,1.0905646199214547
sub_live_ridge,all,fomc_day,on,10,0.8,0.14905974309147796,0.10411633185814803,0.032735804774058797
sub_live_ridge,all,fomc_day,off,338,0.3994082840236686,0.12938716909133274,0.09101736298056183,0.967264195225941
sub_live_ridge,2020-21,s,Q1,24,0.3333333333333333,0.07459892157263127,0.02405555290661777,0.0339854204865426
sub_live_ridge,2020-21,s,Q2,24,0.4166666666666667,0.29140443534114396,0.22759336038057343,0.3215413955565796
sub_live_ridge,2020-21,s,Q3,23,0.391304347826087,0.0137427353285511,-0.02772680205133008,-0.037539949183372175
sub_live_ridge,2020-21,s,Q4,24,0.5416666666666666,0.5634207238618796,0.4923213282418393,0.695546156005797
sub_live_ridge,2020-21,s,Q5,24,0.3333333333333333,0.05345609957031069,-0.009578941289178541,-0.013533022865547134
sub_live_ridge,2020-21,s_over_iv,Q1,24,0.375,0.08592798018515928,0.033781579667736115,0.047726244088607435
sub_live_ridge,2020-21,s_over_iv,Q2,24,0.4166666666666667,0.03693240955999705,-0.018157179975782773,-0.025652264103937852
sub_live_ridge,2020-21,s_over_iv,Q3,23,0.4782608695652174,0.6233952065063599,0.5464992151776386,0.7399177419935156
sub_live_ridge,2020-21,s_over_iv,Q4,24,0.4583333333333333,0.3210214859199978,0.2636247672558953,0.37244617077139663
sub_live_ridge,2020-21,s_over_iv,Q5,24,0.2916666666666667,-0.045251980197922016,-0.09515779988575834,-0.13443789274958187
sub_live_ridge,2020-21,trailing_qlike_63,Q1,18,0.2222222222222222,-0.3942290711641608,-0.41966461140356504,-0.4446731593710739
sub_live_ridge,2020-21,trailing_qlike_63,Q2,17,0.4117647058823529,0.5197759082699343,0.4516839087753675,0.4520116236217003
sub_live_ridge,2020-21,trailing_qlike_63,Q3,17,0.5882352941176471,0.8193510303469109,0.7441413313108418,0.7446812357823152
sub_live_ridge,2020-21,trailing_qlike_63,Q4,17,0.47058823529411764,0.1534131583367379,0.10001335978751112,0.10008592350341335
sub_live_ridge,2020-21,trailing_qlike_63,Q5,17,0.35294117647058826,0.07519936378832537,0.022139371201566452,0.022155434206004437
sub_live_ridge,2020-21,month_end,on,6,0.3333333333333333,0.342828074425859,0.2754408343263958,0.09728494508196735
sub_live_ridge,2020-21,month_end,off,113,0.40707964601769914,0.19334724596729816,0.13570822789926976,0.9027150549180327
sub_live_ridge,2020-21,third_friday,on,4,0.25,0.07975484504913555,-0.00437368101499519,-0.0010298480697688735
sub_live_ridge,2020-21,third_friday,off,115,0.40869565217391307,0.20509728574489833,0.14787103897944204,1.0010298480697688
sub_live_ridge,2020-21,fomc_day,on,6,0.8333333333333334,0.08957087118486011,0.03788571220308623,0.01338112934518968
sub_live_ridge,2020-21,fomc_day,off,113,0.3805309734513274,0.20679453109513882,0.1483217742067021,0.9866188706548101
sub_live_ridge,2022-24,s,Q1,46,0.15217391304347827,-0.4166113613230841,-0.43243092071960837,-1.3424676223248047
sub_live_ridge,2022-24,s,Q2,46,0.6739130434782609,0.5999139932364611,0.5576403153757975,1.7311760848397062
sub_live_ridge,2022-24,s,Q3,45,0.4444444444444444,0.1497899632705111,0.11986734468657638,0.3640345859805394
sub_live_ridge,2022-24,s,Q4,46,0.43478260869565216,0.1445862240008141,0.11642297502258525,0.36143131069920054
sub_live_ridge,2022-24,s,Q5,46,0.3695652173913043,-0.01098222557174731,-0.03677744062356582,-0.11417435919464146
sub_live_ridge,2022-24,s_over_iv,Q1,46,0.2608695652173913,-0.2856465820175536,-0.30537813882199893,-0.9480364245279409
sub_live_ridge,2022-24,s_over_iv,Q2,46,0.41304347826086957,0.0204284508415721,-0.00460028390240818,-0.01428143062065947
sub_live_ridge,2022-24,s_over_iv,Q3,45,0.5111111111111111,0.42442586403790544,0.3877430213353345,1.1775673400268385
sub_live_ridge,2022-24,s_over_iv,Q4,46,0.45652173913043476,0.2609539789282573,0.22862806066912425,0.709768322053509
sub_live_ridge,2022-24,s_over_iv,Q5,46,0.43478260869565216,0.052505227491629905,0.024152998736706274,0.074982193068253
sub_live_ridge,2022-24,trailing_qlike_63,Q1,46,0.391304347826087,-0.008181305988389606,-0.03275316418544842,-0.10168112487072455
sub_live_ridge,2022-24,trailing_qlike_63,Q2,46,0.30434782608695654,-0.15035509971170116,-0.17408414138691014,-0.54043851208243
sub_live_ridge,2022-24,trailing_qlike_63,Q3,45,0.4888888888888889,0.28409065126371885,0.2505890119925427,0.7610335197672358
sub_live_ridge,2022-24,trailing_qlike_63,Q4,46,0.391304347826087,-0.0004398824142559413,-0.029054045439276942,-0.09019733194581968
sub_live_ridge,2022-24,trailing_qlike_63,Q5,46,0.5,0.34450181063734797,0.31286638813709433,0.9712834491317383
sub_live_ridge,2022-24,month_end,on,4,0.5,1.2153868853064858,1.1772224505094688,0.3177955234124394
sub_live_ridge,2022-24,month_end,off,225,0.41333333333333333,0.07314091467421983,0.044926521979545116,0.6822044765875606
sub_live_ridge,2022-24,third_friday,on,7,0.2857142857142857,-0.39351128611447045,-0.40898798730773506,-0.1932136657938538
sub_live_ridge,2022-24,third_friday,off,222,0.4189189189189189,0.10843618173750762,0.07964087008373727,1.193213665793854
sub_live_ridge,2022-24,fomc_day,on,4,0.75,0.23829305095140474,0.20346226134074075,0.054925384585960337
sub_live_ridge,2022-24,fomc_day,off,225,0.4088888888888889,0.09051147172942128,0.062237814231433604,0.9450746154140395
blk2,all,s,Q1,70,0.32857142857142857,-0.1348565761079915,-0.16248938458479634,-0.5204081722220896
blk2,all,s,Q2,69,0.4782608695652174,0.4486536418109946,0.3964322065847766,1.2515237471445197
blk2,all,s,Q3,69,0.37681159420289856,0.009043698857535675,-0.02099072658503527,-0.06626704983761589
blk2,all,s,Q4,69,0.4782608695652174,0.22429638983131112,0.18678554674716144,0.5896759735827735
blk2,all,s,Q5,69,0.37681159420289856,-0.04151389286537387,-0.08062308754979162,-0.25452449866758786
blk2,all,s_over_iv,Q1,70,0.34285714285714286,-0.13624012008442285,-0.16631916722137288,-0.532673897684719
blk2,all,s_over_iv,Q2,69,0.42028985507246375,0.16916564001743514,0.12692537902059478,0.4006993461204148
blk2,all,s_over_iv,Q3,69,0.4057971014492754,0.31728985671900356,0.2737585114436305,0.8642468305141863
blk2,all,s_over_iv,Q4,69,0.463768115942029,0.12644237852845683,0.0888659497849002,0.2805469500737226
blk2,all,s_over_iv,Q5,69,0.4057971014492754,0.02898555770798059,-0.004060614319255495,-0.01281922902360497
blk2,all,trailing_qlike_63,Q1,62,0.3870967741935484,-0.035782392838013405,-0.06204846524991029,-0.17601261990911493
blk2,all,trailing_qlike_63,Q2,61,0.36065573770491804,0.11576913337940341,0.08017264258980618,0.22375724582503542
blk2,all,trailing_qlike_63,Q3,61,0.4262295081967213,0.06681756630925023,0.03685938721656947,0.1028724350346756
blk2,all,trailing_qlike_63,Q4,61,0.4098360655737705,0.027290674643784048,-0.001650632332593276,-0.00460682014063718
blk2,all,trailing_qlike_63,Q5,61,0.4918032786885246,0.4370235416341688,0.381694494183867,1.0652874347941403
blk2,all,month_end,on,9,0.5555555555555556,0.5090093989886119,0.4512381056398257,0.18581011443892623
blk2,all,month_end,off,337,0.4035608308605341,0.08953134681994465,0.052804961225241843,0.8141898855610739
blk2,all,third_friday,on,10,0.4,-0.050257093423586786,-0.10077150741070913,-0.04610614684388327
blk2,all,third_friday,off,336,0.40773809523809523,0.10492773631980569,0.06804800582670245,1.0461061468438833
blk2,all,fomc_day,on,10,0.7,-0.05688497292342461,-0.09640879135406812,-0.04411006648035502
blk2,all,fomc_day,off,336,0.39880952380952384,0.10512499463825324,0.06791816308692147,1.044110066480355
blk2,2020-21,s,Q1,23,0.30434782608695654,-0.22707388575153029,-0.2564590292224747,-0.4535732217223914
blk2,2020-21,s,Q2,23,0.6086956521739131,0.9693555801769679,0.8716565845359543,1.5416110966424166
blk2,2020-21,s,Q3,22,0.4090909090909091,0.2629636513312161,0.20944793153793698,0.3543238066275429
blk2,2020-21,s,Q4,23,0.43478260869565216,0.04963775578890653,-0.00029260985212352315,-0.0005175095364657492
blk2,2020-21,s,Q5,23,0.2608695652173913,-0.19978517254169342,-0.24982719877349724,-0.4418441720111022
blk2,2020-21,s_over_iv,Q1,23,0.5217391304347826,0.2724161664675111,0.21691419197400014,0.38363425608075435
blk2,2020-21,s_over_iv,Q2,23,0.391304347826087,-0.11986499964220633,-0.15903356652194423,-0.2812666309626625
blk2,2020-21,s_over_iv,Q3,22,0.45454545454545453,0.8434269016357189,0.745861871969372,1.2617771670218902
blk2,2020-21,s_over_iv,Q4,23,0.5217391304347826,0.3293474899558683,0.2682292969920782,0.47439010732388465
blk2,2020-21,s_over_iv,Q5,23,0.13043478260869565,-0.4449900967910903,-0.4741237709515611,-0.8385348994638668
blk2,2020-21,trailing_qlike_63,Q1,15,0.3333333333333333,0.537707759624378,0.4736506656354544,0.5463248907409424
blk2,2020-21,trailing_qlike_63,Q2,15,0.4,-0.09949322510815915,-0.13711741174445635,-0.15815591621616337
blk2,2020-21,trailing_qlike_63,Q3,14,0.5,0.2168602880911616,0.16818631524754055,0.1810590628008455
blk2,2020-21,trailing_qlike_63,Q4,15,0.4666666666666667,0.5157796480020551,0.44837866484416294,0.5171752999711626
