estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
ridge,baseline,0.23038846353844933,3.354849287256904e-11,5.792106082641187e-06,2.196429630708836e-06,0.6750786366503797,0.5104081160372523,0.0029681757957477073,0.9049881053552583,0.7130606536152212,6081,0.22887183589602608,4.620244623094141,3.832878606569335e-06,0.001516627642423264,b
