clock,n,AS Sharpe
10:00,864,0.26328478985358045
10:30,865,0.6386285626039313
11:00,865,0.4646090038559477
11:30,865,2.1867042317789434
12:00,866,1.1247591559919643
12:30,866,1.7764065400641929
13:00,866,0.2305447770684762
13:30,866,0.7894462924604148
14:00,866,0.5030699741597529
14:30,866,1.0040591689390856
15:00,866,2.5050325353712974
15:30,866,0.2037791310734338
