deck,n_sells,hit,mean_R_short,min_R_short,feasible_bound_f,kelly_f_short
sub_live_ridge,518,0.6254826254826255,0.08173997723759789,-5.608638948514649,0.17829637621170688,0.07176131719771603
blk2,520,0.6211538461538462,0.06016736942742711,-5.608638948514649,0.17829637621170688,0.05310809525857135
