label,f,median_terminal_wealth,p05_terminal_wealth,median_annual_growth,p05_annual_growth,prob_below_start,prob_ruin,prob_drawdown_25pct,prob_drawdown_50pct
f*/4,0.016390354853414616,1.8994130862090648,0.9435669059957238,0.1369042373916569,-0.011550377080094765,0.0661,0.0,0.5433,0.0132
f*/2,0.03278070970682923,2.9375341141443414,0.7241271276648967,0.2404994720383462,-0.0625179446330284,0.1026,0.0,0.9947,0.3948
f*,0.06556141941365846,4.102275530745779,0.26719146211741235,0.3261876073783898,-0.23199417267209743,0.1928,0.0,1.0,0.9796
live 0.1,0.1,3.017361539591757,0.050905995157100106,0.24716946725332445,-0.4487434200432696,0.3304,0.0,1.0,1.0
0.20,0.2,0.025945839638504588,1.2298070028069396e-05,-0.5182590708817527,-0.8957760826859268,0.7833,0.0,1.0,1.0
