deck,set,n,hit,mean_R,kelly_f,kelly_ci_lo,kelly_ci_hi,kelly_pess_1se,kelly_pess_2se,live_over_kelly,small_n
sub_live_ridge,"month-end long (every month-end, the override)",52,0.5384615384615384,0.4295998675395414,0.44291653288421756,0.12796925594211078,0.7731217144506257,0.22097222507613767,0.056689137761063636,0.22577617355760554,False
sub_live_ridge,third-Friday buys (s > 0),11,0.2727272727272727,-0.2618555122921933,0.0,0.0,0.33894405711574527,0.0,0.0,inf,True
sub_live_ridge,FOMC-day buys (s > 0),10,0.6,0.10411633185814803,0.2807977505611335,0.0,91.15925970289679,0.0,0.0,0.3561282090051097,True
blk2,"month-end long (every month-end, the override)",52,0.5384615384615384,0.4295998675395414,0.44291653288421756,0.1299058499306787,0.7610367654137938,0.22097222507613767,0.056689137761063636,0.22577617355760554,False
blk2,third-Friday buys (s > 0),10,0.4,-0.10077150741070913,0.0,0.0,0.6984659742488888,0.0,0.0,inf,True
blk2,FOMC-day buys (s > 0),10,0.5,-0.09640879135406812,0.0,0.0,17.134659210536885,0.0,0.0,inf,True
