sample,cell_set,hhmm,forecast,n,QLIKE,bias_mean_y_over_mean_f
daily_era,common,11:30,C2_log_fit_weight,489,0.12146394244081046,0.967498179420452
daily_era,common,12:00,C2_log_fit_weight,489,0.12440101298793893,0.9679134428558416
daily_era,common,12:30,C2_log_fit_weight,489,0.15417098554297007,0.9388158938407651
daily_era,common,13:00,C2_log_fit_weight,489,0.1842124558299125,0.9714013599276029
daily_era,common,13:30,C2_log_fit_weight,489,0.15786209811530927,0.9229772370061224
daily_era,common,14:00,C2_log_fit_weight,489,0.1591866314636101,0.887740146644217
daily_era,common,14:30,C2_log_fit_weight,489,0.17667688191218076,1.0253471331734019
daily_era,common,15:00,C2_log_fit_weight,489,0.10512564660440013,0.986061105428562
daily_era,common,15:30,C2_log_fit_weight,489,0.08636708277002071,0.8437686022396854
whole,own,10:00,C3_switch,801,0.16767625352442,0.9511888034909354
whole,own,10:30,C3_switch,802,0.136040442438851,0.9727024099815051
whole,own,11:00,C3_switch,802,0.14942882848368838,0.9819056591821852
whole,own,11:30,C3_switch,801,0.13149027135185928,0.9823592181767474
whole,own,12:00,C3_switch,803,0.1380314970399463,0.9632110869709005
whole,own,12:30,C3_switch,803,0.16487069814721467,0.942040841997559
whole,own,13:00,C3_switch,803,0.16738294855954663,0.9625217262768166
whole,own,13:30,C3_switch,803,0.1742898571783956,0.965537479695622
whole,own,14:00,C3_switch,801,0.2282043702484214,0.9158169924527358
whole,own,14:30,C3_switch,802,0.20349330652625466,1.0587137998514944
whole,own,15:00,C3_switch,799,0.1246872419472013,1.0323923564391728
whole,own,15:30,C3_switch,798,0.1051547105939749,0.7962105059961057
whole,common,10:00,C3_switch,801,0.16767625352442,0.9511888034909354
whole,common,10:30,C3_switch,802,0.136040442438851,0.9727024099815051
whole,common,11:00,C3_switch,802,0.14942882848368838,0.9819056591821852
whole,common,11:30,C3_switch,801,0.13149027135185928,0.9823592181767474
whole,common,12:00,C3_switch,803,0.1380314970399463,0.9632110869709005
whole,common,12:30,C3_switch,803,0.16487069814721467,0.942040841997559
whole,common,13:00,C3_switch,803,0.16738294855954663,0.9625217262768166
whole,common,13:30,C3_switch,803,0.1742898571783956,0.965537479695622
whole,common,14:00,C3_switch,801,0.2282043702484214,0.9158169924527358
whole,common,14:30,C3_switch,802,0.20349330652625466,1.0587137998514944
whole,common,15:00,C3_switch,799,0.1246872419472013,1.0323923564391728
whole,common,15:30,C3_switch,798,0.1051547105939749,0.7962105059961057
daily_era,own,10:00,C3_switch,489,0.18433927838795433,0.9355017077833666
daily_era,own,10:30,C3_switch,489,0.10370818792253919,0.9973329590608987
daily_era,own,11:00,C3_switch,489,0.13275960023744376,0.9893799387398303
daily_era,own,11:30,C3_switch,489,0.11471524654986226,0.997389419137186
daily_era,own,12:00,C3_switch,489,0.12130763042726495,0.9741870756015223
daily_era,own,12:30,C3_switch,489,0.16484139149761773,0.9739350320590805
daily_era,own,13:00,C3_switch,489,0.1822932845494715,0.9784974403425102
daily_era,own,13:30,C3_switch,489,0.19122869503724096,0.9777499693293626
daily_era,own,14:00,C3_switch,489,0.1579476418593788,0.8825838490154057
daily_era,own,14:30,C3_switch,489,0.22571512121569487,1.0602445216043825
daily_era,own,15:00,C3_switch,489,0.1451393981568435,1.1050515439881994
daily_era,own,15:30,C3_switch,489,0.09785065328828267,0.8174869815315822
daily_era,common,10:00,C3_switch,489,0.18433927838795433,0.9355017077833666
daily_era,common,10:30,C3_switch,489,0.10370818792253919,0.9973329590608987
daily_era,common,11:00,C3_switch,489,0.13275960023744376,0.9893799387398303
daily_era,common,11:30,C3_switch,489,0.11471524654986226,0.997389419137186
daily_era,common,12:00,C3_switch,489,0.12130763042726495,0.9741870756015223
daily_era,common,12:30,C3_switch,489,0.16484139149761773,0.9739350320590805
daily_era,common,13:00,C3_switch,489,0.1822932845494715,0.9784974403425102
daily_era,common,13:30,C3_switch,489,0.19122869503724096,0.9777499693293626
daily_era,common,14:00,C3_switch,489,0.1579476418593788,0.8825838490154057
daily_era,common,14:30,C3_switch,489,0.22571512121569487,1.0602445216043825
daily_era,common,15:00,C3_switch,489,0.1451393981568435,1.1050515439881994
daily_era,common,15:30,C3_switch,489,0.09785065328828267,0.8174869815315822
whole,own,10:00,C2L_log_combination,801,0.15753538761513983,1.2007879275043087
whole,own,10:30,C2L_log_combination,802,0.15348121017008584,1.2378038887782299
whole,own,11:00,C2L_log_combination,802,0.16280610442694599,1.2726428370587215
whole,own,11:30,C2L_log_combination,801,0.14404328919083242,1.2443225073646413
whole,own,12:00,C2L_log_combination,803,0.15487433551212249,1.2415573321494209
whole,own,12:30,C2L_log_combination,803,0.18270072055712222,1.263598387364044
whole,own,13:00,C2L_log_combination,803,0.18493623507931894,1.2077686821429545
whole,own,13:30,C2L_log_combination,803,0.178718324035886,1.2543256964973675
whole,own,14:00,C2L_log_combination,801,0.24011713699202533,1.4783297550904078
whole,own,14:30,C2L_log_combination,802,0.20763777102926712,1.5947319459061735
whole,own,15:00,C2L_log_combination,799,0.11337150518545094,1.2452260487134699
whole,own,15:30,C2L_log_combination,798,0.09174396442470573,1.0943487232226747
whole,common,10:00,C2L_log_combination,801,0.15753538761513983,1.2007879275043087
whole,common,10:30,C2L_log_combination,802,0.15348121017008584,1.2378038887782299
whole,common,11:00,C2L_log_combination,802,0.16280610442694599,1.2726428370587215
whole,common,11:30,C2L_log_combination,801,0.14404328919083242,1.2443225073646413
whole,common,12:00,C2L_log_combination,803,0.15487433551212249,1.2415573321494209
whole,common,12:30,C2L_log_combination,803,0.18270072055712222,1.263598387364044
whole,common,13:00,C2L_log_combination,803,0.18493623507931894,1.2077686821429545
whole,common,13:30,C2L_log_combination,803,0.178718324035886,1.2543256964973675
whole,common,14:00,C2L_log_combination,801,0.24011713699202533,1.4783297550904078
whole,common,14:30,C2L_log_combination,802,0.20763777102926712,1.5947319459061735
whole,common,15:00,C2L_log_combination,799,0.11337150518545094,1.2452260487134699
whole,common,15:30,C2L_log_combination,798,0.09174396442470573,1.0943487232226747
daily_era,own,10:00,C2L_log_combination,489,0.16441321059691133,1.1986675881324658
daily_era,own,10:30,C2L_log_combination,489,0.11656314585076658,1.195287962822545
daily_era,own,11:00,C2L_log_combination,489,0.14848320030856993,1.2395192040894956
daily_era,own,11:30,C2L_log_combination,489,0.1297834025085427,1.2276879342922007
daily_era,own,12:00,C2L_log_combination,489,0.14128755620561548,1.2254126491299173
daily_era,own,12:30,C2L_log_combination,489,0.19045654395745554,1.2608606703974936
daily_era,own,13:00,C2L_log_combination,489,0.20421274788753435,1.2090695912469764
daily_era,own,13:30,C2L_log_combination,489,0.19254090411786506,1.2516174874300803
daily_era,own,14:00,C2L_log_combination,489,0.19505088391609998,1.421316623819216
daily_era,own,14:30,C2L_log_combination,489,0.21478537794318817,1.6181336329863731
daily_era,own,15:00,C2L_log_combination,489,0.1254841701977764,1.3054328834206546
daily_era,own,15:30,C2L_log_combination,489,0.08968594669071574,1.1189825893873384
daily_era,common,10:00,C2L_log_combination,489,0.16441321059691133,1.1986675881324658
daily_era,common,10:30,C2L_log_combination,489,0.11656314585076658,1.195287962822545
daily_era,common,11:00,C2L_log_combination,489,0.14848320030856993,1.2395192040894956
daily_era,common,11:30,C2L_log_combination,489,0.1297834025085427,1.2276879342922007
daily_era,common,12:00,C2L_log_combination,489,0.14128755620561548,1.2254126491299173
daily_era,common,12:30,C2L_log_combination,489,0.19045654395745554,1.2608606703974936
daily_era,common,13:00,C2L_log_combination,489,0.20421274788753435,1.2090695912469764
daily_era,common,13:30,C2L_log_combination,489,0.19254090411786506,1.2516174874300803
daily_era,common,14:00,C2L_log_combination,489,0.19505088391609998,1.421316623819216
daily_era,common,14:30,C2L_log_combination,489,0.21478537794318817,1.6181336329863731
daily_era,common,15:00,C2L_log_combination,489,0.1254841701977764,1.3054328834206546
daily_era,common,15:30,C2L_log_combination,489,0.08968594669071574,1.1189825893873384
