segment,estimator,train_win,deck_days,pct_buy,Sharpe_mid,Sharpe_crossed,ridge_Sharpe_mid_same_days
bar1600,reclasso,500,866,33.25635103926097,1.592647360834625,1.11778845777064,1.3383216004229939
bar1600,reclasso,2000,866,33.37182448036952,1.6369854436006777,1.1618517875308723,1.3383216004229939
bar1600,reclasticnet,500,866,34.29561200923787,1.6953384857042102,1.22490257923594,1.3383216004229939
bar1600,reclasticnet,2000,866,35.79676674364896,1.8102052564691782,1.3390308536267188,1.3383216004229939
bar1600,ridge,500,866,35.68129330254042,1.712305172855342,1.2448151488330854,1.3383216004229939
bar1600,ridge,2000,866,33.8337182448037,1.642551619365678,1.1685132615096354,1.3383216004229939
blk_close,reclasso,500,866,33.6027713625866,0.9416879891062985,0.4679373740758144,1.3383216004229939
blk_close,reclasso,2000,866,74.5958429561201,0.31581950402449144,-0.14461968833794217,1.3383216004229939
blk_close,reclasticnet,500,866,34.06466512702079,1.083598398303103,0.6109736814730705,1.3383216004229939
blk_close,reclasticnet,2000,866,39.4919168591224,0.813627295805182,0.3443011018710191,1.3383216004229939
blk_close,ridge,500,866,35.10392609699769,0.8813503549764126,0.408970587857837,1.3383216004229939
blk_close,ridge,2000,866,39.722863741339495,0.6891774722792074,0.21957002812256698,1.3383216004229939
none,reclasso,500,866,36.83602771362587,0.8068843555306738,0.3363058149305814,1.3383216004229939
none,reclasso,2000,866,41.224018475750576,1.1528646631496569,0.682679484547549,1.3383216004229939
none,reclasticnet,500,866,37.1824480369515,0.8908278043307577,0.42064169664496687,1.3383216004229939
none,reclasticnet,2000,866,41.801385681293304,1.2541175148106978,0.7857334095019692,1.3383216004229939
none,ridge,500,866,36.1431870669746,0.8824481050491182,0.41131485370169407,1.3383216004229939
none,ridge,2000,866,42.147806004618936,1.1042304750292071,0.635123454194579,1.3383216004229939
