segment,bar_end,estimator,train_win,sample,comparison,n,QLIKE_a,QLIKE_b,diff,pct,ci_lo,ci_hi,improves,worse,blown
bar1000,10:00,reclasso,500,common,coefficients,3056,0.10926823974543261,1.9017408948104748,-1.792472655065042,-94.25430456674685,-2.8272630197407906,-0.8995788388190611,True,False,True
bar1000,10:00,reclasso,500,common,package,3056,0.10926823974543261,1.7178159400691881,-1.6085477003237552,-93.63911830152001,-2.647357513604004,-0.7643303646892018,True,False,True
bar1000,10:00,reclasso,500,common,calibration,3056,1.9017408948104748,1.7178159400691881,0.18392495474128692,10.706906977116478,-0.1378410685704336,0.6108791988397974,False,False,True
bar1000,10:00,reclasso,500,common,as scored,3056,0.10863628924467719,20.391507777459626,-20.282871488214948,-99.46724739322728,-20.334415930069596,-20.227978734783044,True,False,True
bar1000,10:00,reclasso,500,deck period,coefficients,1116,0.10834886931031974,0.11460657047859718,-0.006257701168277437,-5.4601591707571995,-0.013677064782390697,0.0016247232958821686,False,False,False
bar1000,10:00,reclasso,500,deck period,package,1116,0.10834886931031974,0.1165931629317533,-0.008244293621433566,-7.070992341342764,-0.014463634302688292,-0.0015949162745900567,True,False,False
bar1000,10:00,reclasso,500,deck period,calibration,1116,0.11460657047859718,0.1165931629317533,-0.001986592453156129,-1.7038670220473924,-0.00634122758548953,0.0015283279520959356,False,False,False
bar1000,10:00,reclasso,500,deck period,as scored,1116,0.10730571130600737,20.407695348917425,-20.30038963761142,-99.47418995887892,-20.406862096154516,-20.202001949954884,True,False,True
bar1000,10:00,reclasso,2000,common,coefficients,1556,0.11219335344438316,0.12113438232635133,-0.008941028881968176,-7.381082654039473,-0.014186334159081868,-0.003842603874098814,True,False,False
bar1000,10:00,reclasso,2000,common,package,1556,0.11219335344438316,0.12537316249503794,-0.013179809050654762,-10.512464381024445,-0.017322525440138185,-0.009420301314321823,True,False,False
bar1000,10:00,reclasso,2000,common,calibration,1556,0.12113438232635133,0.12537316249503794,-0.004238780168686586,-3.3809310416448572,-0.007124672885644225,-0.0015104499472746336,True,False,False
bar1000,10:00,reclasso,2000,common,as scored,1556,0.11156454972093463,0.12215976204412687,-0.01059521232319223,-8.673242437526195,-0.015204249618788024,-0.006198460420364696,True,False,False
bar1000,10:00,reclasso,2000,deck period,coefficients,1116,0.10855476860268885,0.11455564666352004,-0.006000878060831192,-5.23839569293109,-0.011901785915698923,0.000233012598621217,False,False,False
bar1000,10:00,reclasso,2000,deck period,package,1116,0.10855476860268885,0.12024707205126894,-0.011692303448580115,-9.723566028780263,-0.016286648319279517,-0.007173132611280277,True,False,False
bar1000,10:00,reclasso,2000,deck period,calibration,1116,0.11455564666352004,0.12024707205126894,-0.0056914253877489215,-4.733109331196278,-0.00957942556039486,-0.002517400642710538,True,False,False
bar1000,10:00,reclasso,2000,deck period,as scored,1116,0.10780009190144242,0.11616315071670372,-0.00836305881526129,-7.1994076982785575,-0.013489537825828148,-0.0033892894730210353,True,False,False
bar1000,10:00,reclasticnet,500,common,coefficients,3056,0.1088746625116395,0.11778778602621877,-0.008913123514579274,-7.567103360441185,-0.013311492664644072,-0.004632978308436957,True,False,False
bar1000,10:00,reclasticnet,500,common,package,3056,0.1088746625116395,0.11785628388378293,-0.008981621372143431,-7.62082519163775,-0.012661833949824147,-0.005274656213493055,True,False,False
bar1000,10:00,reclasticnet,500,common,calibration,3056,0.11778778602621877,0.11785628388378293,-6.849785756415665e-05,-0.05811981788913504,-0.001962144133478171,0.0016183919435241595,False,False,False
