rule,unit,n,mean,std,min,max,t_mean,Sharpe_ann,total,maxDD
always short,premium units of the body,866,0.014475039184953114,1.1276136351186241,-10.31604850795286,1.0,0.3777620924688714,0.203779128108568,12.535383934169397,-19.29450247410446
always short,index points,866,0.020286615688448414,7.908669754045782,-78.3700180053711,21.89013671875,0.07548577306217465,0.04071987456094137,17.568209186196327,-329.2190940082073
always short,dollars (x100),866,2.0286615688448415,790.8669754045782,-7837.001800537109,2189.013671875,0.07548577306217466,0.04071987456094138,1756.8209186196327,-32921.90940082073
always short,margin-scaled,866,-7.68029324657891e-05,0.014729476223057614,-0.18247570292692689,0.04469186216651904,-0.15344383518756774,-0.0827733951381953,-0.06651133951537336,-0.68378613858125
sign(s),premium units of the body,866,0.0947363520468904,1.1237156788965348,-5.422480279928936,10.31604850795286,2.480956577175688,1.3383216004229939,82.04168087260709,-17.702163982122265
sign(s),index points,866,0.2271478125012499,7.9054293699762725,-78.3700180053711,40.57998037338257,0.8455553503282951,0.45612446429265074,196.71000562608242,-273.10981446504593
sign(s),dollars (x100),866,22.71478125012499,790.5429369976272,-7837.001800537109,4057.998037338257,0.8455553503282951,0.45612446429265074,19671.000562608242,-27310.981446504593
sign(s),margin-scaled,866,0.00017292496163423703,0.014728660417804561,-0.18247570292692689,0.0867131414399117,0.34550424269735575,0.18637802664246922,0.14975301677524927,-0.6328928913646369
"sign(s), threshold c = 0.5 x past sd(s)",premium units of the body,866,0.0062203258136202845,1.1276894705139016,-10.31604850795286,6.83603367783646,0.16232393187229405,0.08756365439397923,5.386802154595166,-29.966930479600165
"sign(s), threshold c = 0.5 x past sd(s)",index points,866,-0.09235648485653394,7.908155898809021,-78.3700180053711,40.57998037338257,-0.3436775144574448,-0.18539262049547467,-79.9807158857584,-432.9285174906254
"sign(s), threshold c = 0.5 x past sd(s)",dollars (x100),866,-9.235648485653394,790.8155898809022,-7837.001800537109,4057.998037338257,-0.34367751445744477,-0.18539262049547464,-7998.07158857584,-43292.85174906254
"sign(s), threshold c = 0.5 x past sd(s)",margin-scaled,866,-0.00030860639343319705,0.014726439736326525,-0.18247570292692689,0.0867131414399117,-0.6166888562198328,-0.3326652407430293,-0.26725313671314865,-0.8619527946895278
"sign(s), threshold c = 0.05 x implied variance",premium units of the body,866,0.1028125854035348,1.1230047333948785,-5.422480279928936,10.31604850795286,2.694161586224722,1.4533324279214455,89.03569895946114,-21.148480450891874
"sign(s), threshold c = 0.05 x implied variance",index points,866,0.2429199744420294,7.904959896630938,-78.3700180053711,40.57998037338257,0.9043207619436442,0.4878247449207388,210.36869786679745,-287.60986334085464
"sign(s), threshold c = 0.05 x implied variance",dollars (x100),866,24.291997444202938,790.4959896630938,-7837.001800537109,4057.998037338257,0.9043207619436442,0.48782474492073874,21036.869786679745,-28760.986334085464
"sign(s), threshold c = 0.05 x implied variance",margin-scaled,866,0.00016786355739133074,0.01472871904021278,-0.18247570292692689,0.0867131414399117,0.33539021715685513,0.1809221395976863,0.14536984070089243,-0.6650567844296434
"sign(s), threshold c = 0.1 x implied variance",premium units of the body,866,0.10622121037260498,1.1226870844948837,-5.422480279928936,10.31604850795286,2.784270752341866,1.5019407125323605,91.98756818267591,-17.987955547010593
"sign(s), threshold c = 0.1 x implied variance",index points,866,0.2895139589148636,7.903388771210643,-78.3700180053711,40.57998037338257,1.0779909341742018,0.5815089895317147,250.71908842027187,-289.0199214220047
"sign(s), threshold c = 0.1 x implied variance",dollars (x100),866,28.95139589148636,790.3388771210642,-7837.001800537109,4057.998037338257,1.077990934174202,0.5815089895317148,25071.908842027187,-28901.99214220047
"sign(s), threshold c = 0.1 x implied variance",margin-scaled,866,0.00025154426130995867,0.01472752618908632,-0.18247570292692689,0.0867131414399117,0.502624386680917,0.2711345614763638,0.2178373302944242,-0.6680250681956332
"sign(s), threshold c = 0.2 x implied variance",premium units of the body,866,0.04956328292093573,1.126615693203337,-10.31604850795286,3.3905326274691765,1.294622690646594,0.6983683339038856,42.92180300953034,-28.055596494970363
"sign(s), threshold c = 0.2 x implied variance",index points,866,0.053407419756846396,7.908515262115189,-78.3700180053711,25.840039014816284,0.1987309852175336,0.1072029928442934,46.25082550942898,-420.02290277183056
"sign(s), threshold c = 0.2 x implied variance",dollars (x100),866,5.340741975684639,790.851526211519,-7837.001800537109,2584.0039014816284,0.19873098521753357,0.10720299284429338,4625.082550942898,-42002.290277183056
"sign(s), threshold c = 0.2 x implied variance",margin-scaled,866,-0.00023294109172276493,0.014727832530043892,-0.18247570292692689,0.043727340852891955,-0.4654426916004225,-0.2510773520417613,-0.20172698543191442,-0.9575264964343754
heaviside(s): long only [diagnostic],premium units of the body,866,0.04013065643096866,0.8329922719891163,-1.0,10.31604850795286,1.4177323113063771,0.7647783090177713,34.75314846921886,-14.596237767830676
