rule,unit,n,mean,std,min,max,t_mean,Sharpe_ann,total,maxDD
heaviside(s): long only [diagnostic],index points,866,0.10343059840640074,4.391212258957092,-19.669824600219727,40.57998037338257,0.6931441355096403,0.3739081035489575,89.57089821994305,-140.0701186656952
heaviside(s): long only [diagnostic],dollars (x100),866,10.343059840640075,439.12122589570913,-1966.9824600219727,4057.998037338257,0.6931441355096404,0.37390810354895754,8957.089821994305,-14007.011866569519
heaviside(s): long only [diagnostic],margin-scaled,866,0.00012486394705001321,0.008041656789235265,-0.04469186216651904,0.0867131414399117,0.45693084013530777,0.24648573815373298,0.10813217814531145,-0.2614115666532673
"sign(s), long side doubled",premium units of the body,866,0.13486700847785907,1.8275605355295077,-5.422480279928936,20.63209701590572,2.17166533548032,1.1714782330740265,116.79482934182595,-27.26086253290052
"sign(s), long side doubled",index points,866,0.33057841090765067,10.968975656636813,-78.3700180053711,81.15996074676514,0.8868851048651875,0.47841929353140783,286.28090384602547,-346.00034046173096
"sign(s), long side doubled",dollars (x100),866,33.057841090765066,1096.8975656636812,-7837.001800537109,8115.996074676514,0.8868851048651875,0.47841929353140783,28628.090384602547,-34600.034046173096
"sign(s), long side doubled",margin-scaled,866,0.0002977889086842504,0.020271313558801646,-0.18247570292692689,0.1734262828798234,0.43230033569187254,0.2331991145871531,0.25788519492056083,-0.806482903568202
"sign(s), long side doubled, short side halved",premium units of the body,866,0.10756416066989818,1.7071698385222573,-2.711240139964468,20.63209701590572,1.854171107871791,1.0002098655712692,93.15056314013182,-23.189129817228512
"sign(s), long side doubled, short side halved",index points,866,0.2687198038602261,9.376301568843607,-39.33964920043945,81.15996074676514,0.8433872918615447,0.45495493174068036,232.71135014295578,-256.1506085395813
"sign(s), long side doubled, short side halved",dollars (x100),866,26.871980386022607,937.6301568843608,-3933.9649200439453,8115.996074676514,0.8433872918615445,0.45495493174068025,23271.135014295578,-25615.06085395813
"sign(s), long side doubled, short side halved",margin-scaled,866,0.00027375840139213863,0.017225860270875314,-0.09123785146346344,0.1734262828798234,0.46767642917657853,0.25228231438384685,0.23707477560559204,-0.6096294778718616
"sign(s), long side doubled, implied-variance tilt",premium units of the body,866,0.21043319289172285,3.0100309616424235,-5.422480279928936,41.26419403181144,2.057321799566749,1.1097970148738752,182.23514504423198,-34.19988070690415
"sign(s), long side doubled, implied-variance tilt",index points,866,0.635460401990711,13.423775661448756,-78.3700180053711,135.14023447036743,1.3930694028680823,0.7514742055135499,550.3087081239557,-346.00034046173096
"sign(s), long side doubled, implied-variance tilt",dollars (x100),866,63.546040199071086,1342.3775661448756,-7837.001800537109,13514.023447036743,1.3930694028680823,0.7514742055135499,55030.87081239556,-34600.034046173096
"sign(s), long side doubled, implied-variance tilt",margin-scaled,866,0.0007685562247560667,0.02335103081763121,-0.18247570292692689,0.1904021343833633,0.9685644692995209,0.5224802250031436,0.6655696906387538,-0.806482903568202
"sign(s), threshold c, long side doubled",premium units of the body,866,0.0020929691279538702,1.2453414546625154,-10.31604850795286,13.67206735567292,0.049457632520932306,0.02667931334126659,1.8125112648080517,-39.21181558878501
"sign(s), threshold c, long side doubled",index points,866,-0.14867803512902514,8.954052544730619,-78.3700180053711,81.15996074676514,-0.488636742765219,-0.26358909850308004,-128.75517842173576,-523.4030282199383
"sign(s), threshold c, long side doubled",dollars (x100),866,-14.867803512902514,895.405254473062,-7837.001800537109,8115.996074676514,-0.4886367427652189,-0.26358909850308,-12875.517842173576,-52340.30282199383
"sign(s), threshold c, long side doubled",margin-scaled,866,-0.00042450812391690124,0.017536261034673917,-0.18247570292692689,0.1734262828798234,-0.7123738196011362,-0.38428132080947747,-0.36762403531203647,-1.051644499720323
"sign(s), wings on selling days (25 points)",premium units of the body,866,0.08019435051070783,1.0987684251577323,-5.436564787370249,10.31604850795286,2.1478134101802957,1.1586116044782784,69.44830754227299,-14.811211341301103
"sign(s), wings on selling days (25 points)",index points,866,0.27931310672863596,6.4160733991724115,-20.175000010058284,40.57998037338257,1.281093824872409,0.6910703531728296,241.88515042699873,-149.15498241968453
"sign(s), wings on selling days (25 points)",dollars (x100),866,27.931310672863596,641.6073399172411,-2017.5000010058284,4057.998037338257,1.281093824872409,0.6910703531728296,24188.515042699873,-14915.498241968453
"sign(s), wings on selling days (25 points)",margin-scaled,866,0.00038323830829267583,0.01113911838853139,-0.04469186216651904,0.0867131414399117,1.0124580567924342,0.5461580824885398,0.3318843749814573,-0.34006853935367715
"sign(s), wings on selling days (50 points)",premium units of the body,866,0.09010324049600468,1.1170216919907452,-5.436564787370249,10.31604850795286,2.373765149099681,1.2804984990861625,78.02940626954006,-15.62966870123659
"sign(s), wings on selling days (50 points)",index points,866,0.27840646057159535,7.155090165979392,-36.550000105053186,40.57998037338257,1.1450465541468249,0.6176813213914197,241.09999485500157,-202.27958941459656
"sign(s), wings on selling days (50 points)",dollars (x100),866,27.840646057159535,715.5090165979393,-3655.0000105053186,4057.998037338257,1.1450465541468247,0.6176813213914196,24109.999485500157,-20227.958941459656
"sign(s), wings on selling days (50 points)",margin-scaled,866,0.000322483344635922,0.012679630692671393,-0.06236615709356419,0.0867131414399117,0.7484445512148497,0.40373923462619105,0.27927057645470843,-0.4663053008980305
