rule,forecast,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,worst_day,maxDD_premium,maxDD_usd
sign(s),XGBoost,866.0,0.10594724952672167,1.1227130010558712,-5.422480279928936,-0.6267186305567318,0.1993128153108379,0.9081781507760711,10.31604850795286,0.9117461595951813,10.616260044483473,2.7770255836764437,1.4980323951467007,279.0,32.21709006928406,-5.422480279928936,-13.221938145615525,-15374.008667469025
sign(s),lasso (causally tuned),866.0,0.09998942085870799,1.123259914962216,-6.83603367783646,-0.6525612909540022,0.1464825346559993,0.9134120112450413,10.31604850795286,0.45962874471432824,10.776239456508234,2.6195864670669464,1.4131037944414562,321.0,37.06697459584296,-6.83603367783646,-16.633056482325678,-20913.50598335266
sign(s),lasso (fixed 1e-4),866.0,0.1067741561078193,1.122634570399547,-5.422480279928936,-0.7286488627216732,0.11631959727112673,0.8550432828116159,10.31604850795286,1.2240898835776082,10.497224698140199,2.7988954873139367,1.509829846463058,358.0,41.339491916859124,-5.422480279928936,-19.702163982122265,-27538.481444120407
sign(s),elastic net (causally tuned),866.0,0.07248507577116219,1.125371991296503,-6.83603367783646,-0.683068125612099,0.12983198821344838,0.8833254816186075,10.31604850795286,0.4590489986236298,10.739899307432424,1.8954461091078754,1.0224751588133707,307.0,35.45034642032333,-6.83603367783646,-21.803623165612162,-18039.457827806473
"sign(s), threshold c = 0.5 x past sd(s)",baseline (HAR + calendar OLS),866.0,0.014541712312061692,1.1276127762806263,-10.31604850795286,-0.48290660511363637,0.30792783507333316,0.9131454618381758,6.83603367783646,-1.7673417997862222,10.864270119472302,0.37950238233086003,0.20471790613262678,38.0,4.387990762124711,-10.31604850795286,-24.894102159099184,-42055.88876903057
"sign(s), threshold c = 0.5 x past sd(s)",block-diagonal ridge,866.0,0.0062203258136202845,1.1276894705139016,-10.31604850795286,-0.4888969787016338,0.2933570600574704,0.8999096790098813,6.83603367783646,-1.7534823886728133,10.808620525897492,0.16232393187229405,0.08756365439397923,42.0,4.849884526558891,-10.31604850795286,-29.966930479600165,-43292.85174906254
"sign(s), threshold c = 0.5 x past sd(s)",LightGBM,866.0,0.016072872397850893,1.1275919666304117,-10.31604850795286,-0.4827367257475794,0.3086708805976205,0.9131454618381758,6.83603367783646,-1.7696440591862788,10.874842463826589,0.41946957858214995,0.22627772001390714,41.0,4.734411085450346,-10.31604850795286,-20.388815478565533,-26000.883576273918
"sign(s), threshold c = 0.5 x past sd(s)",XGBoost,866.0,0.022727746701131923,1.127477330793851,-10.31604850795286,-0.4685377981181984,0.3153386625997858,0.9164010596744538,6.83603367783646,-1.7814497181535487,10.922163311672326,0.5932086947427372,0.31999915558244585,42.0,4.849884526558891,-10.31604850795286,-19.294502474104423,-26083.906242251396
"sign(s), threshold c = 0.5 x past sd(s)",lasso (causally tuned),866.0,-7.24036170839097e-05,1.1277066435221383,-10.31604850795286,-0.4858022362916365,0.30792783507333316,0.9131454618381758,2.769964512574619,-2.245493256999024,10.768517490678661,-0.0018893963409151125,-0.0010192116855529305,35.0,4.041570438799076,-10.31604850795286,-28.530692499779793,-36792.34403073788
"sign(s), threshold c = 0.5 x past sd(s)",lasso (fixed 1e-4),866.0,0.003910856991449383,1.1276998566143615,-10.31604850795286,-0.5050687308036916,0.29164123631665695,0.8981811909951896,6.83603367783646,-1.7488920439963895,10.793728969553268,0.10205572121580933,0.05505270725268027,43.0,4.965357967667437,-10.31604850795286,-31.96693047960016,-43846.34294807911
"sign(s), threshold c = 0.5 x past sd(s)",elastic net (causally tuned),866.0,-0.001069236956895353,1.1277061383636007,-10.31604850795286,-0.4858022362916365,0.30792783507333316,0.9094471111265612,2.769964512574619,-2.244601644134769,10.760563776225673,-0.027902104622021626,-0.01505144816175049,36.0,4.157043879907621,-10.31604850795286,-30.622073194320446,-32571.323242783546
"sign(s), threshold c = 0.05 x implied variance",baseline (HAR + calendar OLS),866.0,0.04891559302113584,1.126644033261524,-5.422480279928936,-0.6434768535278736,0.17888879275945607,0.8695166602899376,10.31604850795286,0.5065133545310031,10.72139029124444,1.2776725019158959,0.689224762461227,228.0,26.32794457274827,-5.422480279928936,-16.985792172731376,-29182.773372530937
"sign(s), threshold c = 0.05 x implied variance",block-diagonal ridge,866.0,0.1028125854035348,1.1230047333948785,-5.422480279928936,-0.6607004172861056,0.17679788766390014,0.8933168442003185,10.31604850795286,0.8429554863030215,10.640488032193565,2.694161586224722,1.4533324279214455,293.0,33.8337182448037,-5.422480279928936,-21.148480450891874,-28760.986334085464
"sign(s), threshold c = 0.05 x implied variance",LightGBM,866.0,0.09528861761693018,1.1236689287449735,-5.422480279928936,-0.604001095394495,0.21458093253625066,0.9081781507760711,10.31604850795286,0.7944113298163654,10.654007037031594,2.4955231354050706,1.346179351623297,242.0,27.9445727482679,-5.422480279928936,-19.766837421001696,-25280.009400844574
"sign(s), threshold c = 0.05 x implied variance",XGBoost,866.0,0.11407677973097435,1.1219152030774677,-5.422480279928936,-0.5779305754347925,0.24316875129539595,0.9158655907044551,10.31604850795286,0.7672425012658897,10.679759511142622,2.992238219433134,1.6141262122521296,241.0,27.829099307159353,-5.422480279928936,-12.773371457060094,-15359.033119678497
"sign(s), threshold c = 0.05 x implied variance",lasso (causally tuned),866.0,0.1114745270457373,1.1221770550742667,-6.83603367783646,-0.5943536824772432,0.21872979939915232,0.9297842159453757,10.31604850795286,0.2958030302261493,10.86490786614348,2.9232987436251463,1.5769376574646448,275.0,31.755196304849886,-6.83603367783646,-19.85669657277309,-22980.000126361847
"sign(s), threshold c = 0.05 x implied variance",lasso (fixed 1e-4),866.0,0.10938002755195295,1.1223833825668657,-5.422480279928936,-0.6639472892768883,0.1670997490466417,0.8833254816186075,10.31604850795286,0.9320080264303444,10.609914093617958,2.8678454704270058,1.5470240692874127,306.0,35.33487297921478,-5.422480279928936,-20.148480450891874,-28760.986334085464
"sign(s), threshold c = 0.05 x implied variance",elastic net (causally tuned),866.0,0.0917198627932756,1.1239662007327225,-6.83603367783646,-0.6175559952184939,0.20672342950791056,0.9158655907044551,10.31604850795286,0.3913123948502827,10.7848417948279,2.4014253499030187,1.295419455199504,260.0,30.023094688221708,-6.83603367783646,-21.24789505030182,-18226.991999149323
"sign(s), threshold c = 0.1 x implied variance",baseline (HAR + calendar OLS),866.0,0.032763014705862396,1.127230066586828,-10.31604850795286,-0.5886543690198314,0.2399361468449686,0.8926562869768659,6.83603367783646,-1.426157517511387,10.953884094371926,0.8553231733795204,0.4613935966502376,182.0,21.016166281755197,-10.31604850795286,-24.580557019753847,-31567.763873934746
"sign(s), threshold c = 0.1 x implied variance",block-diagonal ridge,866.0,0.10622121037260498,1.1226870844948837,-5.422480279928936,-0.5905724167946158,0.22797337460173733,0.9143946439285097,10.31604850795286,0.6813049053797405,10.703986770601023,2.784270752341866,1.5019407125323605,255.0,29.445727482678983,-5.422480279928936,-17.987955547010593,-28901.99214220047
"sign(s), threshold c = 0.1 x implied variance",LightGBM,866.0,0.10369764238444022,1.1229232594482739,-5.422480279928936,-0.5184783953456654,0.2684075825769298,0.9164010596744538,10.31604850795286,0.5075453531215857,10.765446596322953,2.7175512992433837,1.4659497217703386,198.0,22.863741339491916,-5.422480279928936,-18.59032599203435,-26107.9976439476
"sign(s), threshold c = 0.1 x implied variance",XGBoost,866.0,0.10965257291506908,1.1223567579560094,-5.422480279928936,-0.4858022362916365,0.2893479222355582,0.9281034342060902,10.31604850795286,0.411789339823261,10.814279165505196,2.87505956424424,1.550915623727303,195.0,22.51732101616628,-5.422480279928936,-17.32790920904523,-17348.04161787033
"sign(s), threshold c = 0.1 x implied variance",lasso (causally tuned),866.0,0.10565554456586611,1.1227405219745594,-6.83603367783646,-0.5415646211670729,0.24800641030742443,0.9313121301391196,10.31604850795286,0.11711053612567082,10.916647888157327,2.769311704905642,1.4938712378427061,220.0,25.40415704387991,-6.83603367783646,-18.900066308060303,-23054.477739334106
"sign(s), threshold c = 0.1 x implied variance",lasso (fixed 1e-4),866.0,0.09364428514017177,1.1238073184888735,-6.83603367783646,-0.604001095394495,0.22797337460173733,0.9131454618381758,10.31604850795286,0.22861108543449277,10.842789007382033,2.452157542902505,1.3227863145603933,255.0,29.445727482678983,-6.83603367783646,-24.86744555795701,-26177.495236694813
"sign(s), threshold c = 0.1 x implied variance",elastic net (causally tuned),866.0,0.08064519476938475,1.1248160351743566,-6.83603367783646,-0.5235996664643185,0.24800641030742443,0.9297842159453757,10.31604850795286,-0.10585003354996632,10.910702539489609,2.109871191232166,1.1381441397699412,213.0,24.59584295612009,-6.83603367783646,-14.778944849871749,-17574.98027086258
"sign(s), threshold c = 0.2 x implied variance",baseline (HAR + calendar OLS),866.0,0.0674156357960925,1.1256874152978344,-10.31604850795286,-0.47224456051705,0.29164123631665695,0.9313121301391196,6.83603367783646,-1.5946771403649564,11.230331506810801,1.7623889851082417,0.9506991250137029,131.0,15.127020785219399,-10.31604850795286,-25.14896224396439,-34775.781521201134
"sign(s), threshold c = 0.2 x implied variance",block-diagonal ridge,866.0,0.04956328292093573,1.126615693203337,-10.31604850795286,-0.5160254993809532,0.2684075825769298,0.9164010596744538,3.3905326274691765,-1.9241107148563223,11.151010250973226,1.294622690646594,0.6983683339038856,175.0,20.207852193995382,-10.31604850795286,-28.055596494970363,-42002.290277183056
"sign(s), threshold c = 0.2 x implied variance",LightGBM,866.0,0.07353134062364321,1.1253040346215102,-10.31604850795286,-0.4505571474761154,0.32603373812409847,0.9334062765807596,6.83603367783646,-1.6707234065640038,11.300048171420519,1.9229214949900648,1.0372964187839708,114.0,13.163972286374134,-10.31604850795286,-16.970094259726423,-29650.004470348358
"sign(s), threshold c = 0.2 x implied variance",XGBoost,866.0,0.06093539820736083,1.126057220442265,-10.31604850795286,-0.4638301589258569,0.31720344468720946,0.9301552559830059,6.83603367783646,-1.6613538033515682,11.193585768375412,1.5924585607770987,0.8590322415447832,115.0,13.27944572748268,-10.31604850795286,-15.915133745572803,-22207.035791873932
"sign(s), threshold c = 0.2 x implied variance",lasso (causally tuned),866.0,0.06356228116767383,1.125911828162278,-10.31604850795286,-0.48468801033966413,0.2893479222355582,0.9334062765807596,3.736997034366797,-1.9497932677925471,11.28024090883181,1.6613228540174907,0.8961802400181774,141.0,16.28175519630485,-10.31604850795286,-23.086141870427262,-33268.843230605125
"sign(s), threshold c = 0.2 x implied variance",lasso (fixed 1e-4),866.0,0.0366985414991814,1.127108663425864,-10.31604850795286,-0.5779305754347925,0.2612660082020718,0.9143946439285097,3.3905326274691765,-1.9333637943490434,11.044924010502823,0.9581686618389066,0.5168723341571793,169.0,19.515011547344113,-10.31604850795286,-23.90755857580572,-40422.319738566875
"sign(s), threshold c = 0.2 x implied variance",elastic net (causally tuned),866.0,0.05606706382723694,1.126310405405175,-10.31604850795286,-0.4896167246948389,0.27504850329579544,0.9297842159453757,3.736997034366797,-1.8944503472712884,11.201540815733939,1.464902306500027,0.7902235844572053,146.0,16.859122401847575,-10.31604850795286,-17.513349215526986,-28278.88718545437
heaviside(s): long only [diagnostic],baseline (HAR + calendar OLS),866.0,0.02705707189021488,0.7504377850794415,-1.0,0.0,0.0,0.0,10.31604850795286,5.034500803712842,51.76260919703737,1.0610236115590395,0.5723561754252028,286.0,33.02540415704388,-1.0,-10.437877453543187,-11924.00871515274
heaviside(s): long only [diagnostic],block-diagonal ridge,866.0,0.04013065643096866,0.8329922719891163,-1.0,0.0,0.0,-0.0,10.31604850795286,4.111818982950568,34.923412796081145,1.4177323113063771,0.7647783090177713,346.0,39.953810623556585,-1.0,-14.596237767830676,-14007.011866569519
heaviside(s): long only [diagnostic],LightGBM,866.0,0.04438149317366349,0.8059261734331026,-1.0,0.0,0.0,0.0,10.31604850795286,4.691025125639909,41.297266088877585,1.6205617920399502,0.874192185006419,290.0,33.48729792147806,-1.0,-12.565427095978965,-10490.527248382568
heaviside(s): long only [diagnostic],XGBoost,866.0,0.045736105170884285,0.7913416366253363,-1.0,0.0,0.0,-0.0,10.31604850795286,4.822455897773162,43.97460312493886,1.7008033674550158,0.917477518823992,279.0,32.21709006928406,-1.0,-11.319812958135103,-11390.493190288544
heaviside(s): long only [diagnostic],lasso (causally tuned),866.0,0.042757190836877436,0.7951223920114033,-1.0,0.0,0.0,0.0,10.31604850795286,4.105920952907783,36.85433925115859,1.582465046399333,0.8536413627688527,321.0,37.06697459584296,-1.0,-11.051371816601671,-11321.54791355133
heaviside(s): long only [diagnostic],lasso (fixed 1e-4),866.0,0.0461495584614331,0.8714895201953385,-1.0,0.0,0.0,-0.0,10.31604850795286,3.917408797382831,30.28153580795693,1.5583475668681936,0.8406314841997456,358.0,41.339491916859124,-1.0,-13.89267963023415,-13328.05187702179
heaviside(s): long only [diagnostic],elastic net (causally tuned),866.0,0.029005018293104538,0.7729338177912728,-1.0,0.0,0.0,-0.0,10.31604850795286,4.423631050961338,42.04199581567708,1.1043068867017116,0.5957048073978081,307.0,35.45034642032333,-1.0,-17.33555991542268,-13312.568521499634
"sign(s), flat on event days [variant]",baseline (HAR + calendar OLS),866.0,0.09561769370834314,1.056309302883496,-4.626674107142857,-0.47955296296966143,0.0066288003582452015,0.8335741542234052,10.31604850795286,0.9573003998191211,13.096539814239462,2.663827547091142,1.4369691025113889,268.0,30.94688221709007,-4.626674107142857,-13.129175321303503,-20979.990029335022
"sign(s), flat on event days [variant]",block-diagonal ridge,866.0,0.1184078097120922,1.053995274366643,-4.626674107142857,-0.5753151939655172,0.0,0.823763938540377,10.31604850795286,1.3832506418621187,12.938882544415414,3.305983106366749,1.7833720439077283,327.0,37.75981524249423,-4.626674107142857,-15.90501563937394,-21607.016396522522
"sign(s), flat on event days [variant]",LightGBM,866.0,0.10751409817354905,1.0551634999926551,-3.852339562773788,-0.48870074751967385,0.0,0.8292827557834506,10.31604850795286,1.352415352085315,12.949549698014827,2.9985037937800674,1.6175060994959052,269.0,31.062355658198616,-3.852339562773788,-12.842892594845559,-15846.513545513153
"sign(s), flat on event days [variant]",XGBoost,866.0,0.12106429781474767,1.0536930995994858,-3.852339562773788,-0.4756751000716235,0.00532770140114347,0.842930956915066,10.31604850795286,1.3182604052754696,12.97028330901857,3.3811224352065867,1.8239050333815379,258.0,29.792147806004618,-3.852339562773788,-10.50046465799149,-15354.511487483978
"sign(s), flat on event days [variant]",lasso (causally tuned),866.0,0.11808660251981604,1.0540313514847033,-6.83603367783646,-0.48870074751967385,0.002053803994219061,0.8486041448223827,10.31604850795286,0.7421344262517756,13.227375576741801,3.2969020516364296,1.7784733802986918,301.0,34.75750577367206,-6.83603367783646,-14.1921092486433,-14182.993125915527
"sign(s), flat on event days [variant]",lasso (fixed 1e-4),866.0,0.1216375929085511,1.0536269963725775,-3.8332868440755403,-0.5886543690198314,0.0,0.814283163156044,10.31604850795286,1.6726254185585405,12.80637632364971,3.3973467358423313,1.8326570333932801,338.0,39.030023094688225,-3.8332868440755403,-17.90501563937394,-21607.016396522522
"sign(s), flat on event days [variant]",elastic net (causally tuned),866.0,0.08786261189269633,1.0569833930182344,-6.83603367783646,-0.5184783953456654,0.0,0.8292827557834506,10.31604850795286,0.7302299544040564,13.166552792437992,2.4462165018578634,1.3195814928266352,287.0,33.14087759815242,-6.83603367783646,-20.056704815337167,-15685.024380683899
"sign(s), long side doubled",baseline (HAR + calendar OLS),866.0,0.09564625485559773,1.718788206653127,-5.422480279928936,-0.9093759776714632,0.17679788766390014,0.9730616796631744,20.63209701590572,3.0430864443873085,29.101409361909997,1.637587634316915,0.8833765668268362,286.0,33.02540415704388,-5.422480279928936,-25.67903265766699,-35694.52621936798
"sign(s), long side doubled",block-diagonal ridge,866.0,0.13486700847785907,1.8275605355295077,-5.422480279928936,-0.9672192744245006,0.1488990245471013,0.9730616796631744,20.63209701590572,2.8714974586147393,23.18533636539782,2.17166533548032,1.1714782330740265,346.0,39.953810623556585,-5.422480279928936,-27.26086253290052,-34600.034046173096
"sign(s), long side doubled",LightGBM,866.0,0.1476195187059436,1.7900761261881475,-5.422480279928936,-0.8839150891907367,0.17679788766390014,0.987941063957963,20.63209701590572,3.1722944311362182,26.025070399435467,2.4267846011450542,1.309099192289625,290.0,33.48729792147806,-5.422480279928936,-28.269402642230034,-24841.005647182465
"sign(s), long side doubled",XGBoost,866.0,0.151683354697606,1.7702076789539978,-5.422480279928936,-0.8666569755566902,0.22273403225694327,0.9920838238083513,20.63209701590572,3.1713988379442934,26.951185965475773,2.5215794172103165,1.360235093302729,279.0,32.21709006928406,-5.422480279928936,-21.17405733851355,-25018.01735162735
"sign(s), long side doubled",lasso (causally tuned),866.0,0.14274661169558542,1.775801749808372,-6.83603367783646,-0.9219366010096297,0.16155598257699627,1.0,20.63209701590572,2.6237589058238076,22.924102922752372,2.3655398839732915,1.2760614806840167,321.0,37.06697459584296,-6.83603367783646,-21.899802099276144,-22984.028387069702
"sign(s), long side doubled",lasso (fixed 1e-4),866.0,0.15292371456925244,1.879677702257078,-5.422480279928936,-0.984420650300234,0.13076706227008755,0.9728964374494816,20.63209701590572,2.9208716243465953,21.444566454453557,2.3941446988160133,1.291491997256659,358.0,41.339491916859124,-5.422480279928936,-30.26086253290052,-34600.034046173096
"sign(s), long side doubled",elastic net (causally tuned),866.0,0.10149009406426673,1.7482039306658257,-6.83603367783646,-0.9394486012122294,0.1448020947658482,0.9770127013014753,20.63209701590572,2.743981714725694,24.925387418575372,1.7084037209640572,0.9215774363177436,307.0,35.45034642032333,-6.83603367783646,-27.522669495887847,-20599.047803878784
"sign(s), long side doubled, short side halved",baseline (HAR + calendar OLS),866.0,0.07488019931801375,1.5578523024420146,-2.711240139964468,-0.6057402235135282,0.09604085925426115,0.5,20.63209701590572,4.418522171513352,43.99598248452357,1.4144892697039415,0.7630288899962782,286.0,33.02540415704388,-2.711240139964468,-22.700667170893723,-26290.764021873474
"sign(s), long side doubled, short side halved",block-diagonal ridge,866.0,0.10756416066989818,1.7071698385222573,-2.711240139964468,-0.6693190023627735,0.08702831796783458,0.5,20.63209701590572,3.7463097574438646,31.18201188768985,1.854171107871791,1.0002098655712692,346.0,39.953810623556585,-2.711240139964468,-23.189129817228512,-25615.06085395813
"sign(s), long side doubled, short side halved",LightGBM,866.0,0.11819125252663529,1.6574163522952585,-2.711240139964468,-0.5849548912901673,0.08944439637972804,0.5,20.63209701590572,4.232673341000607,36.34963331521863,2.09851782143298,1.1320197036634703,290.0,33.48729792147806,-2.711240139964468,-24.451935615251884,-22573.054003715515
"sign(s), long side doubled, short side halved",XGBoost,866.0,0.12157778251968726,1.6307411067935134,-2.711240139964468,-0.5276663955792864,0.11324611450152877,0.5,20.63209701590572,4.32043033178866,38.38988206530223,2.193957170266992,1.1835032899744689,279.0,32.21709006928406,-2.711240139964468,-18.539147862154877,-22720.563757419586
"sign(s), long side doubled, short side halved",lasso (causally tuned),866.0,0.11413049668467014,1.6378574114077507,-3.41801683891823,-0.6297784856227417,0.08944439637972804,0.5,20.63209701590572,3.6647405552308907,32.21758369555794,2.0506170452782873,1.1061802173965118,321.0,37.06697459584296,-3.41801683891823,-19.290126892607745,-16077.536511421204
"sign(s), long side doubled, short side halved",lasso (fixed 1e-4),866.0,0.12261141574605931,1.7773513959426257,-2.711240139964468,-0.684145591260342,0.07444951227355065,0.5,20.63209701590572,3.6245645597321814,27.54925078005626,2.030095897049463,1.0951103356449405,358.0,41.339491916859124,-2.711240139964468,-25.689129817228512,-25615.06085395813
"sign(s), long side doubled, short side halved",elastic net (causally tuned),866.0,0.0797500653252379,1.5984591668314028,-3.41801683891823,-0.6575669507501759,0.08001190502321417,0.5,20.63209701590572,3.917542570125862,36.24668248727175,1.468210910060631,0.7920083700730154,307.0,35.45034642032333,-3.41801683891823,-21.758113034804815,-20906.465250253677
"sign(s), long side doubled, implied-variance tilt",baseline (HAR + calendar OLS),866.0,0.13255433406017697,2.7000774763604425,-5.422480279928936,-0.9236261584728924,0.17405663593566917,1.0,41.26419403181144,5.313547922889359,66.3332086232946,1.444696604885151,0.7793238665130586,286.0,33.02540415704388,-5.422480279928936,-34.554002290060694,-36811.64326071576
"sign(s), long side doubled, implied-variance tilt",block-diagonal ridge,866.0,0.21043319289172285,3.0100309616424235,-5.422480279928936,-1.0,0.15421974854620213,1.0,41.26419403181144,4.373434700571668,44.385409461022334,2.057321799566749,1.1097970148738752,346.0,39.953810623556585,-5.422480279928936,-34.19988070690415,-34600.034046173096
"sign(s), long side doubled, implied-variance tilt",LightGBM,866.0,0.20430984321895448,2.8419922379366636,-5.422480279928936,-0.8821136943483016,0.17405663593566917,1.0,41.26419403181144,5.116948033399443,56.30802945370994,2.1155600102462393,1.1412129034224263,290.0,33.48729792147806,-5.422480279928936,-47.85182488164017,-24519.610675702635
"sign(s), long side doubled, implied-variance tilt",XGBoost,866.0,0.21649298674851777,2.782889949853899,-5.422480279928936,-0.8679927996277101,0.22273403225694327,1.0,41.26419403181144,5.309137016953636,60.74479455226211,2.28932128237637,1.2349462907570263,279.0,32.21709006928406,-5.422480279928936,-37.834091244962536,-24696.62238014752
"sign(s), long side doubled, implied-variance tilt",lasso (causally tuned),866.0,0.2248962842072127,2.941952676288819,-6.83603367783646,-0.9547151767462904,0.17405663593566917,1.0,41.26419403181144,4.604931457667378,48.58544325720775,2.249601244082942,1.2135198032051007,321.0,37.06697459584296,-6.83603367783646,-39.46564753353866,-22984.028387069702
"sign(s), long side doubled, implied-variance tilt",lasso (fixed 1e-4),866.0,0.23496591880533696,3.1186775413257433,-5.422480279928936,-1.0477959571704163,0.13076706227008755,1.0,41.26419403181144,4.209003323676494,39.35651473413433,2.2171411718052427,1.1960096152879904,358.0,41.339491916859124,-5.422480279928936,-40.78685973055475,-34600.034046173096
"sign(s), long side doubled, implied-variance tilt",elastic net (causally tuned),866.0,0.1728316777076713,2.86411946092571,-6.83603367783646,-0.984420650300234,0.15421974854620213,1.0,41.26419403181144,4.840900216465597,53.919742063021125,1.7757881907452142,0.9579271621738229,307.0,35.45034642032333,-6.83603367783646,-42.00180344685087,-20599.047803878784
"sign(s), threshold c, long side doubled",baseline (HAR + calendar OLS),866.0,0.01457504887561599,1.2431405976038459,-10.31604850795286,-0.5050687308036916,0.30792783507333316,0.9281034342060902,13.67206735567292,0.09688231940895949,22.90808537567898,0.3450235316062625,0.18611871293956458,38.0,4.387990762124711,-10.31604850795286,-31.83234025782496,-50495.3760355711
"sign(s), threshold c, long side doubled",block-diagonal ridge,866.0,0.0020929691279538702,1.2453414546625154,-10.31604850795286,-0.5184783953456654,0.2933570600574704,0.9158655907044551,13.67206735567292,0.0973611687954204,22.72653669391388,0.049457632520932306,0.02667931334126659,42.0,4.849884526558891,-10.31604850795286,-39.21181558878501,-52340.30282199383
"sign(s), threshold c, long side doubled",LightGBM,866.0,0.016871789004299788,1.2481771802672232,-10.31604850795286,-0.5050687308036916,0.3113049073723154,0.9301552559830059,13.67206735567292,0.09612840961512387,22.522669784821918,0.397780824134998,0.21457798740676193,41.0,4.734411085450346,-10.31604850795286,-25.99637699439701,-35363.90130221844
"sign(s), threshold c, long side doubled",XGBoost,866.0,0.02685410045922134,1.2506373319583548,-10.31604850795286,-0.4858022362916365,0.3153386625997858,0.9321094174550035,13.67206735567292,0.09275728812760062,22.338616221087808,0.6318851758898743,0.3408627090294358,42.0,4.849884526558891,-10.31604850795286,-24.626055460745057,-35540.91300666332
"sign(s), threshold c, long side doubled",lasso (causally tuned),866.0,-0.007346125018102427,1.172560766441404,-10.31604850795286,-0.5109295550281336,0.30792783507333316,0.9301552559830059,5.539929025149238,-1.895516553427404,9.474334436772278,-0.1843664537867418,-0.09945422252294073,35.0,4.041570438799076,-10.31604850795286,-33.75155412632679,-40946.323558688164
"sign(s), threshold c, long side doubled",lasso (fixed 1e-4),866.0,-0.0013712341053024849,1.2467341536673653,-10.31604850795286,-0.5415646211670729,0.29164123631665695,0.9143946439285097,13.67206735567292,0.09999758047802457,22.620062299499796,-0.03236657129998872,-0.017459749961330488,43.0,4.965357967667437,-10.31604850795286,-42.211815588785,-52340.30282199383
"sign(s), threshold c, long side doubled",elastic net (causally tuned),866.0,-0.008841375027819592,1.1730895556915117,-10.31604850795286,-0.5109295550281336,0.30792783507333316,0.9294875380694956,5.539929025149238,-1.8961538180106745,9.446693506420432,-0.22179287495175465,-0.11964344644264578,36.0,4.157043879907621,-10.31604850795286,-36.88862516813774,-36911.342975497246
