segment,bar_end,estimator,train_win,sample,comparison,n,QLIKE_a,QLIKE_b,diff,pct,ci_lo,ci_hi,improves,worse,blown
bar1000,10:00,reclasso,500,common,coefficients,3056,0.11249884238999727,0.12111610656898987,-0.008617264178992598,-7.11487879119038,-0.013614057873955119,-0.0037498993843628177,True,False,False
bar1000,10:00,reclasso,500,common,package,3056,0.11249884238999727,0.12137613346518712,-0.00887729107518986,-7.313868733292636,-0.013488114337024985,-0.004497214729776964,True,False,False
bar1000,10:00,reclasso,500,common,calibration,3056,0.12111610656898987,0.12137613346518712,-0.0002600268961972615,-0.21423231138915946,-0.002052925899375498,0.0014051567839739587,False,False,False
bar1000,10:00,reclasso,500,common,as scored,3056,0.11181021171021126,0.11961646715685315,-0.007806255446641876,-6.5260708932370735,-0.012653382778548102,-0.003281596400437737,True,False,False
bar1000,10:00,reclasso,500,deck period,coefficients,1116,0.11759514321354674,0.11880514779456396,-0.0012100045810171716,-1.018478242297626,-0.008698025152543275,0.0071423545558141534,False,False,False
bar1000,10:00,reclasso,500,deck period,package,1116,0.11759514321354674,0.12117175272300344,-0.0035766095094566567,-2.9516858748694714,-0.010298290906037484,0.004013015049175612,False,False,False
bar1000,10:00,reclasso,500,deck period,calibration,1116,0.11880514779456396,0.12117175272300344,-0.002366604928439484,-1.9530995262976039,-0.0065483856778394516,0.0009068882013676934,False,False,False
bar1000,10:00,reclasso,500,deck period,as scored,1116,0.11676140976860618,0.11761005906672732,-0.0008486492981211371,-0.721578838456026,-0.008306731031709712,0.0081379238903017,False,False,False
bar1000,10:00,reclasso,2000,common,coefficients,1556,0.11297948101212413,0.1240080404592237,-0.011028559447099566,-8.893422883112144,-0.017783290853762106,-0.004356063953533301,True,False,False
bar1000,10:00,reclasso,2000,common,package,1556,0.11297948101212413,0.12758074830497132,-0.014601267292847182,-11.44472617290506,-0.02018927713528846,-0.009066022513207159,True,False,False
bar1000,10:00,reclasso,2000,common,calibration,1556,0.1240080404592237,0.12758074830497132,-0.0035727078457476157,-2.8003502826361784,-0.0064181263682726525,-0.0009515953471602275,True,False,False
bar1000,10:00,reclasso,2000,common,as scored,1556,0.11237748368605675,0.12464189084149843,-0.012264407155441658,-9.839715261571055,-0.018396472520433218,-0.006313078575002006,True,False,False
bar1000,10:00,reclasso,2000,deck period,coefficients,1116,0.10873410628358361,0.11757781538255918,-0.00884370909897557,-7.521579704641626,-0.016794404312823474,-0.0009939713316947862,True,False,False
bar1000,10:00,reclasso,2000,deck period,package,1116,0.10873410628358361,0.12235927165796406,-0.013625165374380467,-11.135376330506,-0.020716918229781875,-0.007003006827902952,True,False,False
bar1000,10:00,reclasso,2000,deck period,calibration,1116,0.11757781538255918,0.12235927165796406,-0.004781456275404898,-3.9077188108561978,-0.00861773574474429,-0.001695455497570748,True,False,False
bar1000,10:00,reclasso,2000,deck period,as scored,1116,0.10805050271571184,0.1186703028602432,-0.010619800144531337,-8.948995568873004,-0.018104266145327893,-0.0036845726174724973,True,False,False
bar1030,10:30,reclasso,500,common,coefficients,3056,0.1477922748791126,0.14918867063161068,-0.001396395752498097,-0.9359931599271339,-0.004114092031733657,0.0014332539678197373,False,False,False
bar1030,10:30,reclasso,500,common,package,3056,0.1477922748791126,0.15134938362629768,-0.0035571087471850844,-2.35026312097053,-0.006393163454869938,-0.0006552978768052274,True,False,False
bar1030,10:30,reclasso,500,common,calibration,3056,0.14918867063161068,0.15134938362629768,-0.0021607129946869877,-1.4276325036262343,-0.003346520866774987,-0.0009819671039156305,True,False,False
bar1030,10:30,reclasso,500,common,as scored,3056,0.14709091998538845,0.14926729322327545,-0.002176373237886985,-1.4580375853882102,-0.005050099149470128,0.0007184860571192375,False,False,False
bar1030,10:30,reclasso,500,deck period,coefficients,1116,0.1598021056530027,0.15994033027568139,-0.00013822462267870729,-0.08642261926085572,-0.004177068367042934,0.004299454091968242,False,False,False
bar1030,10:30,reclasso,500,deck period,package,1116,0.1598021056530027,0.16089324624864623,-0.0010911405956435334,-0.6781767545153962,-0.005750064993615365,0.0038174313843048527,False,False,False
bar1030,10:30,reclasso,500,deck period,calibration,1116,0.15994033027568139,0.16089324624864623,-0.0009529159729648252,-0.5922659870335254,-0.0029801093960688326,0.001019170850973847,False,False,False
bar1030,10:30,reclasso,500,deck period,as scored,1116,0.1571753876169251,0.15732067182236645,-0.00014528420544132644,-0.09234908785882213,-0.004606753391691798,0.0049600121458024705,False,False,False
bar1030,10:30,reclasso,2000,common,coefficients,1556,0.16000028301291797,0.1651550679615174,-0.005154784948599465,-3.1211787880469863,-0.00857246635551616,-0.0018848530613853182,True,False,False
bar1030,10:30,reclasso,2000,common,package,1556,0.16000028301291797,0.16890817456543758,-0.008907891552519615,-5.273807247895253,-0.012726704501991232,-0.0052793910698180025,True,False,False
bar1030,10:30,reclasso,2000,common,calibration,1556,0.1651550679615174,0.16890817456543758,-0.0037531066039201487,-2.2219804420810543,-0.005623143416177975,-0.0019023600612754,True,False,False
bar1030,10:30,reclasso,2000,common,as scored,1556,0.15901235131845814,0.16460493500723766,-0.005592583688779563,-3.3975795978010366,-0.008920390971096835,-0.002370406291161322,True,False,False
