estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
reclasticnet,baseline,0.15844416303136483,3.269613696431201e-11,5.718053599286387e-06,1.33383563661086e-06,0.5730024046374157,0.4311114380315444,0.013749393761040118,0.7562573503067523,0.661922813539644,3060,0.16247691487635638,-3.022689938847974,0.002505388007372559,-0.004032751844991566,a
