clock,sample,n,mean,t,p_one_sided,hit,p_x4,mean_units_diff,long_pts_at_c,long_pts_at_1530,premium_at_c,premium_at_1530
13:30,all 70,70,2.345720522744315,1.0894638596904245,0.1398698776226253,0.4714285714285714,0.5594795104905012,-0.1385761944591152,5.2762743779591155,2.9305538552148,14.25,8.299999952316284
13:30,deck,52,-0.5015465663029597,-0.22004528747976654,0.5866428358578617,0.4230769230769231,1.0,-0.3345630033799611,2.369222315458151,2.870768881761111,13.299999952316284,7.7250001430511475
13:30,holdout,18,10.571158779991997,2.214317506821286,0.020379515150059382,0.6111111111111112,0.08151806060023753,0.4276079202011063,13.674424780739677,3.1032660007476807,17.500000476837158,10.799999952316284
14:00,all 70,70,3.3025704775537763,1.7522865292726952,0.04208355148230377,0.4714285714285714,0.16833420592921508,-0.014582766896557369,6.233124332768576,2.9305538552148,13.150000095367432,8.299999952316284
14:00,deck,52,1.0153705363090222,0.6147846978530238,0.27071515022878995,0.4423076923076923,1.0,-0.1990071278375254,3.8861394180701327,2.870768881761111,11.450000047683716,7.7250001430511475
14:00,holdout,18,9.910036974483067,1.8411670190206184,0.04155832188125741,0.5555555555555556,0.16623328752502964,0.5181987202662393,13.013302975230747,3.1032660007476807,16.699999809265137,10.799999952316284
14:30,all 70,70,1.4074267353330339,1.0773619146083153,0.1425354424232497,0.5428571428571428,0.5701417696929988,-0.08565562904955655,4.337980590547834,2.9305538552148,11.699999809265137,8.299999952316284
14:30,deck,52,-0.03963439739667452,-0.03333097213064976,0.5132296180097538,0.5192307692307693,1.0,-0.2351660182996217,2.831134484364436,2.870768881761111,10.649999856948853,7.7250001430511475
14:30,holdout,18,5.587825563218859,1.5322727914446705,0.07192640871049905,0.6111111111111112,0.2877056348419962,0.34626327322840955,8.69109156396654,3.1032660007476807,15.600000143051147,10.799999952316284
15:00,all 70,70,-0.2914237303393228,-0.25673773343694195,0.6009273834675214,0.4714285714285714,1.0,-0.16791447676112506,2.6391301248754773,2.9305538552148,9.950000047683716,8.299999952316284
15:00,deck,52,-2.1157799741396537,-1.6816465955935416,0.9506240481836439,0.36538461538461536,1.0,-0.3376537606674687,0.754988907621457,2.870768881761111,9.800000190734863,7.7250001430511475
15:00,holdout,18,4.978938751750523,2.3685394254075733,0.014985361196796073,0.7777777777777778,0.05994144478718429,0.3224434545238678,8.082204752498203,3.1032660007476807,13.200000047683716,10.799999952316284
