override_clock,sample,days,ann_return,ann_vol,Sharpe,max_drawdown,worst_day,worst_20,worst_day_date,month_end_days,month_end_pts_per_contract
13:30,all,1279,0.10366353314688379,0.06530299375366297,1.5874239018493561,-0.08926503350401326,-0.026398154979003798,-0.07245683172865933,2020-03-31,70,5.2762743779591155
13:30,HOLDOUT,413,0.1403078240861315,0.057091923336960365,2.4575774625427367,-0.03230387771455501,-0.01451722718356591,-0.02919722829522059,2025-04-04,18,13.674424780739677
14:00,all,1279,0.11417050957528006,0.06100804386569394,1.871400922583595,-0.042410919393859145,-0.02370338287801858,-0.033840213950582045,2022-09-21,70,6.233124332768576
14:00,HOLDOUT,413,0.13808878823971987,0.05872080077029444,2.351616231868145,-0.03315062353503809,-0.01451722718356591,-0.03004397411570367,2025-04-04,18,13.013302975230747
14:30,all,1279,0.10208423715854222,0.0582556435787067,1.7523493156610757,-0.050221939956379164,-0.02370338287801858,-0.034990737498763275,2022-09-21,70,4.337980590547834
14:30,HOLDOUT,413,0.12135526518639878,0.05583520066924138,2.1734544468692354,-0.030751509928380535,-0.01451722718356591,-0.027644860509046118,2025-04-04,18,8.69109156396654
15:00,all,1279,0.08916166406965755,0.05712208365839717,1.5608965632777725,-0.056962708326270164,-0.02370338287801858,-0.03552832152812691,2022-09-21,70,2.6391301248754773
15:00,HOLDOUT,413,0.12084790996198193,0.05308506633711378,2.276495411996737,-0.031090125889547043,-0.01451722718356591,-0.027983476470212626,2025-04-04,18,8.082204752498203
15:30,all,1279,0.0948634225175228,0.05767014984670657,1.6449310912088826,-0.06320651382256867,-0.02370338287801858,-0.04118408612349661,2022-09-21,70,2.9305538552148
15:30,HOLDOUT,413,0.10118868132001312,0.052084312988462014,1.942786138744481,-0.026609428443029742,-0.01451722718356591,-0.023502779023695325,2025-04-04,18,3.1032660007476807
