map,a0,blk2,blk2_inc,lgbm,xgb,lasso_t,lasso_f,enet
flat125|p0,0.9820486534620663,0.985657162120127,0.9866442451194172,0.9827553520833063,0.9763060810648346,0.9807395558893119,0.9850026113426098,0.9810119224520444
flat125|p1,0.9917928019603707,1.010900432662247,1.0113614146136842,0.9752200467467275,0.9675246069733839,1.0019456096742776,1.0122372617613724,1.0023765912496008
flat125|p2,1.0040617121672457,1.0402659704973813,1.0414409831014557,0.9673027109039612,0.9610338831917973,1.0274762017205086,1.0427196806280914,1.028175357036903
flat250|p0,0.9734684104962305,0.9856305143248958,0.9860528888352824,0.9828704810953006,0.9722888835375393,0.9756453610299161,0.9854277116583503,0.9763505516455554
flat250|p1,0.9797805198249968,1.0055001103245453,1.0053449979855102,0.9711280371705715,0.9588345875726072,0.9918495978376842,1.0072915405870362,0.9930804254661074
flat250|p2,0.989975952269651,1.0316507424059325,1.031555221187992,0.960587122590771,0.949945688001265,1.0151584257010613,1.0348656399015446,1.016179327520698
flat500|p0,0.963550447031144,0.9859642023331836,0.9846636617683162,0.9819441181220688,0.9679446006589655,0.9770555500183082,0.9866013696531934,0.9770590269753089
flat500|p1,0.9707549396409492,1.004785949869629,1.0034050802611292,0.9694933803507445,0.9549097610101623,0.9916709199870579,1.006995751513693,0.9924266947286151
flat500|p2,0.9830490375611001,1.0315316929206249,1.0301618454068628,0.9599298008737879,0.9486431951300691,1.0139659294961185,1.0353676661346627,1.014139799967529
ewma125|p0,0.9753121924139954,0.9874622761508371,0.9865069378654375,0.9874879691617254,0.9753276342024497,0.9803102050438284,0.9877864555289181,0.9799645827596134
ewma125|p1,0.980890068305439,1.0065790897212492,1.0054123186661155,0.9733747060707421,0.9604912119385316,0.9949578395094063,1.0085341675804163,0.9954617090094655
ewma125|p2,0.992522468976118,1.0330271157623732,1.0319464143276238,0.962250473248858,0.9520318627183523,1.01722993654812,1.0364192668186052,1.0176296192514915
ewma250|p0,0.9801895307373845,0.9882155917334619,0.9863759931126143,0.9923512561709037,0.9740116164415463,0.9808872523426554,0.9889385391861824,0.979703539288265
ewma250|p1,0.9826203097601182,1.0057496104758772,1.0039941848153715,0.9730873375800733,0.956310846900987,0.9938542112210061,1.007778147715508,0.9936164940818043
ewma250|p2,0.9950352841412504,1.0315028416082064,1.029774785067332,0.9605726587403256,0.9487049566306855,1.0155504793932415,1.0349052737556137,1.0149456747760084
ewma500|p0,0.9876600765510225,0.9891706476517237,0.9867788910083385,0.9946596896719576,0.9724585282371361,0.9816693350989094,0.9900442918009483,0.9797323545248401
ewma500|p1,0.986072741135553,1.0049727899173895,1.0028709668354425,0.9722615678268043,0.9532916377031986,0.9932243206391264,1.0068747607795898,0.9920395930048819
ewma500|p2,0.9976080752688368,1.0287306809133272,1.026707031826387,0.9596689505937701,0.9466938645551193,1.0135920174648108,1.031835386347521,1.0120075878455566
