cell,a0,blk2,blk2_inc,lgbm,xgb,lasso_t,lasso_f,enet
flat125|p0|FLAT,1.5997221143325304,2.3060741609895863,2.4849224565706862,1.4078195379318197,1.0976520448211935,1.9752666377760413,2.1517795319530446,1.8090033241803607
flat125|p0|PER-ROW,1.5997221143325304,2.3060741609895863,2.4849224565706862,1.4078195379318197,1.0976520448211935,1.9752666377760413,2.1517795319530446,1.8090033241803607
flat125|p1|FLAT,0.08325522317494236,1.5587251488920453,1.5966024176866667,0.49049584596119883,0.2064325634611348,0.7122308803953515,1.4553677112635997,0.8207530621000254
flat125|p1|PER-ROW,-1.6454487953425354,-0.17813442338864652,-0.6248046331093022,-0.3315175409294897,-0.3019563244766932,-0.1978784431548339,-0.21183632177697473,-0.013659082211051301
flat125|p2|FLAT,-1.0276441834410805,0.1785358176298262,0.011727021038010302,-0.6053185304747112,-0.5894614509501961,-0.3412328368566792,0.09727179635006966,-0.1777428923848865
flat125|p2|PER-ROW,-1.3982937105792317,-0.9189684623873335,-1.1825185697837415,0.5706439433728628,0.7094645834651736,0.1255014193208278,-0.8296167240092922,0.2660380408375651
flat250|p0|FLAT,1.8500419520602804,2.729739177630923,2.7842040853710532,1.6911329667176822,1.3500828332796715,2.3322435739258163,2.6611491318620795,2.129854943345011
flat250|p0|PER-ROW,1.8500419520602804,2.729739177630923,2.7842040853710532,1.6911329667176822,1.3500828332796715,2.3322435739258163,2.6611491318620795,2.129854943345011
flat250|p1|FLAT,1.3248404139881642,2.2282137261020436,2.3053602783943585,1.1951073205952514,0.830399732469319,1.874604577926134,2.187873023369536,1.6788319705233095
flat250|p1|PER-ROW,-0.19570194056738605,0.10140378935023242,-0.3458603501550261,0.6935347310894111,0.8167728212135834,0.4618937435939913,0.17094296907444856,0.5400087947759865
flat250|p2|FLAT,,,,,,,,
flat250|p2|PER-ROW,-0.39041541878483016,-0.9177836495528335,-1.1696864018908588,1.0380225560960283,1.2950901718038985,0.46632407798862335,-0.7668749090317497,0.6217301378589184
flat500|p0|FLAT,2.720063798940331,2.7951468557422747,2.4529964478718647,1.5809854115217923,1.0975842960690945,2.1597824904520633,2.825215946509063,2.0711804024618004
flat500|p0|PER-ROW,2.720063798940331,2.7951468557422747,2.4529964478718647,1.5809854115217923,1.0975842960690945,2.1597824904520633,2.825215946509063,2.0711804024618004
flat500|p1|FLAT,1.9804235598248234,-0.21709687939961142,-0.7075482595716711,-0.28310011459107753,-0.23477575684714572,-0.41266507340293546,-0.1251994445273585,-0.25976013733431685
flat500|p1|PER-ROW,1.325542905510184,-1.3509743513646861,-1.7377671653727549,-0.268386272787403,0.21895766659354193,-0.4157401152005701,-1.2273026076812419,-0.2274024653960565
