map,a0,blk2,blk2_inc,lgbm,xgb,lasso_t,lasso_f,enet
flat125|p0,0.018728113132869262,0.012508677651170952,0.011675049871245778,0.015470575183107859,0.021301253819499467,0.016783459135687784,0.01308441105995573,0.017433248299860003
flat125|p1,0.009726550337179897,-0.011345842233924236,-0.01170626654005987,0.022246675496294718,0.029330346548169555,-0.0032323657461914373,-0.012559476464639395,-0.002750072220162062
flat125|p2,-0.000494800763592017,-0.0352752860259702,-0.03638696365737326,0.028950171147222998,0.034887758857381226,-0.024033154746310115,-0.03726922836720411,-0.02395414038278875
flat250|p0,0.02944476060127562,0.012114651524880634,0.011767339295554903,0.016557942119137317,0.02642183379085992,0.021912758574315242,0.012020071244502295,0.02213519625741879
flat250|p1,0.023536871250622978,-0.00637633279411127,-0.006306540144458406,0.027403866974308223,0.03898376407963894,0.006783294230710941,-0.008279893733255071,0.006498661326009949
flat250|p2,0.015182661742348438,-0.02704334132908748,-0.027219930868031705,0.03644661609272767,0.04672003216262002,-0.011876466075964607,-0.029985286315939528,-0.012101062226329656
flat500|p0,0.042074746610800455,0.01328316484400308,0.014178627014176303,0.020152249122224217,0.03367871577223898,0.022138049166620866,0.012225253210030129,0.02322055237238712
flat500|p1,0.035367537952760195,-0.003905372474472188,-0.0029941965740354374,0.03188603382108746,0.04611852145763535,0.008804347596627406,-0.006382666816049906,0.009130360338546726
flat500|p2,0.025323367982167423,-0.02486339028099631,-0.0240955546959236,0.039925650680306526,0.05150575380214735,-0.00872211731951606,-0.0285636392919842,-0.008035333220921101
ewma125|p0,0.02842699064782818,0.011055030760102252,0.011884037633235709,0.013193471474662504,0.024682496066448276,0.01818444359533284,0.010444411999137114,0.019439422698041112
ewma125|p1,0.023197425460362256,-0.006688926567770025,-0.005727409893979781,0.026277194944374888,0.03855584882973995,0.004604583411751055,-0.00880038273605264,0.0050531558297724636
ewma125|p2,0.013655930553231003,-0.027694225121511963,-0.026976775717168514,0.03571561828819193,0.04582905100467484,-0.013165168781121435,-0.03089291744276646,-0.01273675201456807
ewma250|p0,0.026223523348290294,0.010457605754620758,0.012079597655798892,0.010069189133051175,0.027658983239005355,0.018576650779951086,0.009357552529632041,0.020553700948372253
ewma250|p1,0.024087552392355722,-0.005619626470440523,-0.004137192929556736,0.02816364897264192,0.04439147439808219,0.006735049900015547,-0.007907602124190964,0.007788013713568232
ewma250|p2,0.014036107311047876,-0.025942127417114897,-0.02462950208251632,0.03878182447558188,0.050961094584106074,-0.010483851711704347,-0.02926934390383882,-0.009214791041947291
ewma500|p0,0.020603489971492122,0.009899802118227333,0.012126183041449023,0.00858503098694977,0.03015333906667694,0.018905363237857742,0.008641525446048381,0.021473383701119446
ewma500|p1,0.022372440904529455,-0.0045111927337219354,-0.0026131221371396003,0.029792683432995792,0.04840783697753547,0.00843671769493634,-0.00669813133632848,0.010258044363318721
ewma500|p2,0.013068242547640576,-0.023375529160152557,-0.02166232449781838,0.04052646563942611,0.054168875296150644,-0.007848950146622498,-0.02647859383317543,-0.005753097618488573
