cell,window,p,variance,tag,qlike_all_rows,d_qlike_all_rows,dm_t_all_rows,dm_lag_all_rows,qlike_traded,d_qlike_traded,dm_t_traded,dm_lag_traded,calib_slope,calib_intercept,n_days,mean_R,t,sharpe,n_buy,n_sign_diff_vs_current
flat125|p0|FLAT,flat125,0,FLAT,a0,0.20075986527767128,0.002816949831598566,2.8945007437216073,35,0.11055813709791995,0.0027381227134887875,1.5997221143325304,14,0.9820486534620663,0.018728113132869262,866,0.07482161993052702,1.9568117224569326,1.055578086379214,335,51
flat125|p0|PER-ROW,flat125,0,PER-ROW,a0,0.20075986527767128,0.002816949831598566,2.8945007437216073,35,0.11055813709791995,0.0027381227134887875,1.5997221143325304,14,0.9820486534620663,0.018728113132869262,866,0.07482161993052702,1.9568117224569326,1.055578086379214,335,51
flat125|p1|FLAT,flat125,1,FLAT,a0,0.19814284970441418,0.00019993425834145766,0.3401702856306562,35,0.10788731297648645,6.729859205527466e-05,0.08325522317494236,14,0.9917928019603707,0.009726550337179897,866,0.053460491437224984,1.3966412878476424,0.7534010150620724,300,28
flat125|p1|PER-ROW,flat125,1,PER-ROW,a0,0.1968509298997303,-0.0010919855463424337,-1.9656734097078337,35,0.10635262281835677,-0.001467391566074394,-1.6454487953425354,14,0.9917928019603707,0.009726550337179897,866,0.062406859596920404,1.6310299437104787,0.8798391010492306,292,30
flat125|p2|FLAT,flat125,2,FLAT,a0,0.19735675042575143,-0.0005861650203213029,-1.0335003305912271,35,0.10685850202273199,-0.0009615123616991711,-1.0276441834410805,14,1.0040617121672457,-0.000494800763592017,866,0.0662899897970338,1.732859165966064,0.934769626215481,290,32
flat125|p2|PER-ROW,flat125,2,PER-ROW,a0,0.19676433982318875,-0.001178575622883975,-1.3294125056607573,35,0.10549717462695182,-0.0023228397574793364,-1.3982937105792317,14,1.0040617121672457,-0.000494800763592017,866,0.06662064604888833,1.7415329453631399,0.9394485901406076,284,44
flat250|p0|FLAT,flat250,0,FLAT,a0,0.20207713836909796,0.004134222923025195,4.385760760499338,35,0.11154220352006174,0.003722189135630572,1.8500419520602804,14,0.9734684104962305,0.02944476060127562,866,0.07819998102680593,2.0455842225757173,1.1034653229094764,339,53
flat250|p0|PER-ROW,flat250,0,PER-ROW,a0,0.20207713836909796,0.004134222923025195,4.385760760499338,35,0.11154220352006174,0.003722189135630572,1.8500419520602804,14,0.9734684104962305,0.02944476060127562,866,0.07819998102680593,2.0455842225757173,1.1034653229094764,339,53
flat250|p1|FLAT,flat250,1,FLAT,a0,0.1989583379560594,0.0010154225099866675,2.8649649480761137,35,0.10881643169143626,0.0009964173070050864,1.3248404139881642,14,0.9797805198249968,0.023536871250622978,866,0.06513321826660133,1.7025182494504105,0.9184025908860053,307,21
flat250|p1|PER-ROW,flat250,1,PER-ROW,a0,0.1978908981121968,-5.201733387594912e-05,-0.12404104167269785,35,0.10768605969407098,-0.00013395469036019808,-0.19570194056738605,14,0.9797805198249968,0.023536871250622978,866,0.06868739777377952,1.795758357400388,0.9686998236724337,288,26
flat250|p2|FLAT,flat250,2,FLAT,a0,0.19794291544607273,0.0,,0,0.10782001438443117,0.0,,0,0.989975952269651,0.015182661742348438,866,0.06858918296538287,1.7931810846074554,0.9673095454705917,286,0
flat250|p2|PER-ROW,flat250,2,PER-ROW,a0,0.19786805000572522,-7.48654403475572e-05,-0.09030365070604376,35,0.10721864753266294,-0.000601366851768225,-0.39041541878483016,14,0.989975952269651,0.015182661742348438,866,0.05288232119943095,1.3815032328201373,0.7452349769225555,279,45
flat500|p0|FLAT,flat500,0,FLAT,a0,0.20309342429573227,0.005150508849659538,4.506734551446417,35,0.11166025918075075,0.003840244796319584,2.720063798940331,14,0.963550447031144,0.042074746610800455,866,0.07442437915491303,1.9463770521895027,1.0499492314687056,318,66
flat500|p0|PER-ROW,flat500,0,PER-ROW,a0,0.20309342429573227,0.005150508849659538,4.506734551446417,35,0.11166025918075075,0.003840244796319584,2.720063798940331,14,0.963550447031144,0.042074746610800455,866,0.07442437915491303,1.9463770521895027,1.0499492314687056,318,66
flat500|p1|FLAT,flat500,1,FLAT,a0,0.200291135730038,0.0023482202839652977,3.211433825167345,35,0.10965954532643894,0.0018395309420077613,1.9804235598248234,14,0.9707549396409492,0.035367537952760195,866,0.07179829501848592,1.8774136282153528,1.0127477581366726,292,50
flat500|p1|PER-ROW,flat500,1,PER-ROW,a0,0.20003555379264648,0.0020926383465737454,2.293692385001185,35,0.1096763665222831,0.0018563521378519197,1.325542905510184,14,0.9707549396409492,0.035367537952760195,866,0.06826695962898992,1.7847258516492734,0.9627484737417888,275,51
flat500|p2|FLAT,flat500,2,FLAT,a0,0.19962680123845533,0.0016838857923825881,2.4940748195998124,35,0.10925468583454434,0.0014346714501131698,1.432847159774731,14,0.9830490375611001,0.025323367982167423,866,0.08339735770922121,2.1822641959230054,1.177195658361035,266,38
flat500|p2|PER-ROW,flat500,2,PER-ROW,a0,0.20082755614152523,0.0028846406954525046,2.2640660672406505,35,0.11042072922751901,0.0026007148430878375,1.2731190272869541,14,0.9830490375611001,0.025323367982167423,866,0.059494037385468,1.5546841460850955,0.8386552967845511,263,63
ewma125|p0|FLAT,ewma125,0,FLAT,a0,0.20212700579086823,0.004184090344795482,4.196203908684411,35,0.11119953137947296,0.0033795169950417837,1.9058020609889648,14,0.9753121924139954,0.02842699064782818,866,0.0712388511643069,1.8627261319096247,1.004824768374205,330,46
ewma125|p0|PER-ROW,ewma125,0,PER-ROW,a0,0.20212700579086823,0.004184090344795482,4.196203908684411,35,0.11119953137947296,0.0033795169950417837,1.9058020609889648,14,0.9753121924139954,0.02842699064782818,866,0.0712388511643069,1.8627261319096247,1.004824768374205,330,46
ewma125|p1|FLAT,ewma125,1,FLAT,a0,0.19907210902709868,0.0011291935810259276,2.536764405684382,35,0.10855192092891648,0.0007319065444853036,1.051727185126616,14,0.980890068305439,0.023197425460362256,866,0.0767893219127422,2.0085099943729805,1.0834660851641635,298,20
ewma125|p1|PER-ROW,ewma125,1,PER-ROW,a0,0.19824801760114533,0.0003051021550726005,0.592077110663933,35,0.10779434243739665,-2.5671947034536128e-05,-0.028110551025565336,14,0.980890068305439,0.023197425460362256,866,0.06963311100826185,1.820577109768986,0.9820879952736702,283,39
ewma125|p2|FLAT,ewma125,2,FLAT,a0,0.19818477615311225,0.00024186070703953336,0.8820677681213549,35,0.10771609853077288,-0.0001039158536582953,-0.22049037767918675,14,0.992522468976118,0.013655930553231003,866,0.07362655754531738,1.9254221820230322,1.0386453837368068,272,20
ewma125|p2|PER-ROW,ewma125,2,PER-ROW,a0,0.19844109347089442,0.0004981780248216724,0.5552279170499325,35,0.10767155599855413,-0.0001484583858770487,-0.08996350924521772,14,0.992522468976118,0.013655930553231003,866,0.04554810529461073,1.1895646933521558,0.641696085638909,273,49
ewma250|p0|FLAT,ewma250,0,FLAT,a0,0.2038016096263822,0.005858694180309442,4.909200390671608,35,0.11288699104574244,0.005066976661311273,2.661218227894133,14,0.9801895307373845,0.026223523348290294,866,0.07271692121648983,1.9015340461368664,1.025759221784432,317,67
ewma250|p0|PER-ROW,ewma250,0,PER-ROW,a0,0.2038016096263822,0.005858694180309442,4.909200390671608,35,0.11288699104574244,0.005066976661311273,2.661218227894133,14,0.9801895307373845,0.026223523348290294,866,0.07271692121648983,1.9015340461368664,1.025759221784432,317,67
ewma250|p1|FLAT,ewma250,1,FLAT,a0,0.2006327669343822,0.002689851488309473,3.7225826044326484,35,0.11047531116531673,0.002655296780885544,2.251955844321075,14,0.9826203097601182,0.024087552392355722,866,0.07116992335519338,1.8609166150454846,1.003848646692799,291,51
ewma250|p1|PER-ROW,ewma250,1,PER-ROW,a0,0.20017793475085216,0.002235019304779418,2.6672029356629894,35,0.11041087986111188,0.002590865476680716,1.6379480040355043,14,0.9826203097601182,0.024087552392355722,866,0.06496361351800534,1.6980701505892084,0.9160031185044529,274,50
ewma250|p2|FLAT,ewma250,2,FLAT,a0,0.19993366039082752,0.0019907449447547523,3.1015182258144107,35,0.1100438446948678,0.002223830310436631,1.9369490944798553,14,0.9950352841412504,0.014036107311047876,866,0.0754048628744625,1.9721336083412704,1.0638432898200452,270,38
ewma250|p2|PER-ROW,ewma250,2,PER-ROW,a0,0.20070323998035078,0.002760324534278062,2.3586812293532398,35,0.11102451461745555,0.0032045002330243853,1.4344405174205948,14,0.9950352841412504,0.014036107311047876,866,0.06031679425487415,1.5762455670360767,0.8502863408987372,264,62
ewma500|p0|FLAT,ewma500,0,FLAT,a0,0.20434911098855646,0.0064061955424837055,5.012766421080179,35,0.11374285076545106,0.005922836381019891,3.0182347783242816,14,0.9876600765510225,0.020603489971492122,866,0.070467123688498,1.8424676710695465,0.9938965901130344,315,71
ewma500|p0|PER-ROW,ewma500,0,PER-ROW,a0,0.20434911098855646,0.0064061955424837055,5.012766421080179,35,0.11374285076545106,0.005922836381019891,3.0182347783242816,14,0.9876600765510225,0.020603489971492122,866,0.070467123688498,1.8424676710695465,0.9938965901130344,315,71
ewma500|p1|FLAT,ewma500,1,FLAT,a0,0.2017765961526924,0.003833680706619658,4.152243736034547,35,0.1121573266475174,0.004337312263086228,2.595915094807795,14,0.986072741135553,0.022372440904529455,866,0.07603552260977815,1.988702940266681,1.072781412729717,279,67
ewma500|p1|PER-ROW,ewma500,1,PER-ROW,a0,0.20167578102088096,0.003732865574808166,3.4578054718164335,35,0.11266395194977956,0.0048439375653483805,2.1351961577733967,14,0.986072741135553,0.022372440904529455,866,0.08218990081624827,2.1504984206668047,1.1600600004576824,271,61
ewma500|p2|FLAT,ewma500,2,FLAT,a0,0.20145420262010658,0.0035112871740337974,3.8571501029644555,35,0.11225326224869893,0.004433247864267756,2.4580317148571837,14,0.9976080752688368,0.013068242547640576,866,0.08473794074340067,2.217541158239742,1.19622538306486,254,62
ewma500|p2|PER-ROW,ewma500,2,PER-ROW,a0,0.20259890316513496,0.00465598771906225,3.2819790860919773,35,0.11400446802909756,0.006184453644666393,2.0643237900533653,14,0.9976080752688368,0.013068242547640576,866,0.08138497732853632,2.129326658517724,1.1486391530056126,252,76
flat125|p0|FLAT,flat125,0,FLAT,blk2,0.19036428968255448,0.002176705061260139,2.3294639021411787,35,0.11396731546739367,0.003976013066846934,2.3060741609895863,14,0.985657162120127,0.012508677651170952,866,0.07535480348599333,1.9708184776208726,1.0631338586809915,392,48
flat125|p0|PER-ROW,flat125,0,PER-ROW,blk2,0.19036428968255448,0.002176705061260139,2.3294639021411787,35,0.11396731546739367,0.003976013066846934,2.3060741609895863,14,0.985657162120127,0.012508677651170952,866,0.07535480348599333,1.9708184776208726,1.0631338586809915,392,48
flat125|p1|FLAT,flat125,1,FLAT,blk2,0.18846497166706536,0.000277387045771013,0.5795559743295394,35,0.11128542530689267,0.0012941229063459243,1.5587251488920453,14,1.010900432662247,-0.011345842233924236,866,0.09089756939838291,2.379754324842184,1.2837292864923837,363,19
flat125|p1|PER-ROW,flat125,1,PER-ROW,blk2,0.18756030046319785,-0.000627284158096518,-0.8999234311048794,35,0.10984229965001899,-0.00014900275052774742,-0.17813442338864652,14,1.010900432662247,-0.011345842233924236,866,0.09539628761363941,2.498363251616239,1.347711417483734,364,42
flat125|p2|FLAT,flat125,2,FLAT,blk2,0.1884728151345407,0.0002852305132463563,0.7308104201499422,35,0.1100881241642992,9.682176375247949e-05,0.1785358176298262,14,1.0402659704973813,-0.0352752860259702,866,0.11531385455164536,3.0250281493053865,1.631814337803423,339,21
flat125|p2|PER-ROW,flat125,2,PER-ROW,blk2,0.18791008275700946,-0.0002775018642849029,-0.2625895811033498,35,0.1090162438798391,-0.0009750585207076356,-0.9189684623873335,14,1.0402659704973813,-0.0352752860259702,866,0.10139741613184054,2.656772920674382,1.433163570805061,358,44
flat250|p0|FLAT,flat250,0,FLAT,blk2,0.19148796982036953,0.003300385199075181,3.292930689216006,35,0.11509653333144212,0.005105230930895395,2.729739177630923,14,0.9856305143248958,0.012114651524880634,866,0.09661074405099765,2.530402975071369,1.364994853383444,398,52
flat250|p0|PER-ROW,flat250,0,PER-ROW,blk2,0.19148796982036953,0.003300385199075181,3.292930689216006,35,0.11509653333144212,0.005105230930895395,2.729739177630923,14,0.9856305143248958,0.012114651524880634,866,0.09661074405099765,2.530402975071369,1.364994853383444,398,52
flat250|p1|FLAT,flat250,1,FLAT,blk2,0.188618657237192,0.00043107261589767824,1.044120776923542,35,0.11161306301623213,0.0016217606156853934,2.2282137261020436,14,1.0055001103245453,-0.00637633279411127,866,0.07946609726667225,2.078867908980061,1.1214197993668382,373,27
flat250|p1|PER-ROW,flat250,1,PER-ROW,blk2,0.18751746383807585,-0.0006701207832184963,-1.1271811848869933,35,0.11006720744294621,7.590504239947351e-05,0.10140378935023242,14,1.0055001103245453,-0.00637633279411127,866,0.0839588933043659,2.1970396552745863,1.1851660987098558,370,34
flat250|p2|FLAT,flat250,2,FLAT,blk2,0.18818758462129434,0.0,,0,0.10999130240054672,0.0,,0,1.0316507424059325,-0.02704334132908748,866,0.0947363520468904,2.480956577175688,1.3383216004229939,346,0
flat250|p2|PER-ROW,flat250,2,PER-ROW,blk2,0.1877982649187894,-0.0003893197025049269,-0.3631925653211755,35,0.1089915954227628,-0.000999706977783927,-0.9177836495528335,14,1.0316507424059325,-0.02704334132908748,866,0.09215225999917677,2.412822462984791,1.3015674880833217,362,46
flat500|p0|FLAT,flat500,0,FLAT,blk2,0.19155491370996064,0.00336732908866631,3.1344388111761683,35,0.1132957853061796,0.003304482905632892,2.7951468557422747,14,0.9859642023331836,0.01328316484400308,866,0.07922423112395803,2.0725091172277303,1.11798962713689,402,62
flat500|p0|PER-ROW,flat500,0,PER-ROW,blk2,0.19155491370996064,0.00336732908866631,3.1344388111761683,35,0.1132957853061796,0.003304482905632892,2.7951468557422747,14,0.9859642023331836,0.01328316484400308,866,0.07922423112395803,2.0725091172277303,1.11798962713689,402,62
