cell,window,p,variance,tag,qlike_all_rows,d_qlike_all_rows,dm_t_all_rows,dm_lag_all_rows,qlike_traded,d_qlike_traded,dm_t_traded,dm_lag_traded,calib_slope,calib_intercept,n_days,mean_R,t,sharpe,n_buy,n_sign_diff_vs_current
flat500|p1|FLAT,flat500,1,FLAT,blk2,0.1886455848924783,0.0004580002711839362,0.7331615114382577,35,0.1098317668530602,-0.00015953554748650953,-0.21709687939961142,14,1.004785949869629,-0.003905372474472188,866,0.09130522248047841,2.3904972818541053,1.289524442906543,371,35
flat500|p1|PER-ROW,flat500,1,PER-ROW,blk2,0.18795301755907365,-0.00023456706222072185,-0.24171222611289062,35,0.10847620255430543,-0.001515099846241299,-1.3509743513646861,14,1.004785949869629,-0.003905372474472188,866,0.0909454554083674,2.3810162245795063,1.2844100028304137,362,44
flat500|p2|FLAT,flat500,2,FLAT,blk2,0.18819920821527755,1.1623593983216266e-05,0.021203250257921982,35,0.10825304323836998,-0.0017382591621767436,-2.230261932771544,14,1.0315316929206249,-0.02486339028099631,866,0.07962377368057658,2.083013463356926,1.1236560678365597,340,26
flat500|p2|PER-ROW,flat500,2,PER-ROW,blk2,0.18835563318657744,0.00016804856528309937,0.1160127330899358,35,0.10755066630974183,-0.0024406360908049048,-1.66174485596713,14,1.0315316929206249,-0.02486339028099631,866,0.08919681213334794,2.3349441137028513,1.2595569676219125,348,56
ewma125|p0|FLAT,ewma125,0,FLAT,blk2,0.1908665463720129,0.0026789617507185595,2.9166209315009954,35,0.11394023941880645,0.003948937018259702,2.6803725899187096,14,0.9874622761508371,0.011055030760102252,866,0.08302301101441613,2.1724150760088907,1.1718826714077442,400,54
ewma125|p0|PER-ROW,ewma125,0,PER-ROW,blk2,0.1908665463720129,0.0026789617507185595,2.9166209315009954,35,0.11394023941880645,0.003948937018259702,2.6803725899187096,14,0.9874622761508371,0.011055030760102252,866,0.08302301101441613,2.1724150760088907,1.1718826714077442,400,54
ewma125|p1|FLAT,ewma125,1,FLAT,blk2,0.1882507949927122,6.321037141784373e-05,0.1653412361055496,35,0.1106288570253315,0.0006375546247847836,1.1217223400212222,14,1.0065790897212492,-0.006688926567770025,866,0.09532386386239904,2.4964528522633596,1.3466808759809468,365,23
ewma125|p1|PER-ROW,ewma125,1,PER-ROW,blk2,0.18737073892686898,-0.0008168456944253582,-1.1723757215525306,35,0.10920791376063702,-0.0007833886399097194,-0.9910062042197963,14,1.0065790897212492,-0.006688926567770025,866,0.08633596639221332,2.2596050808978574,1.2189162502931628,365,39
ewma125|p2|FLAT,ewma125,2,FLAT,blk2,0.18792830727929752,-0.0002592773419968215,-1.2313872872881986,35,0.109115424504201,-0.0008758778963457169,-2.779110340972797,14,1.0330271157623732,-0.027694225121511963,866,0.11100095159218498,2.91075783641766,1.570172618866595,343,11
ewma125|p2|PER-ROW,ewma125,2,PER-ROW,blk2,0.1877107707555323,-0.00047681386576205783,-0.41255614997615825,35,0.10828344755452933,-0.001707854846017398,-1.4890541620326019,14,1.0330271157623732,-0.027694225121511963,866,0.08308546090675277,2.174058091809326,1.1727689761322153,354,52
ewma250|p0|FLAT,ewma250,0,FLAT,blk2,0.19087315261539073,0.002685567994096405,2.9177269666527046,35,0.11387835651021375,0.0038870541096670194,3.0646153481893603,14,0.9882155917334619,0.010457605754620758,866,0.0724387988819151,1.8942309718133632,1.021819667901645,408,62
ewma250|p0|PER-ROW,ewma250,0,PER-ROW,blk2,0.19087315261539073,0.002685567994096405,2.9177269666527046,35,0.11387835651021375,0.0038870541096670194,3.0646153481893603,14,0.9882155917334619,0.010457605754620758,866,0.0724387988819151,1.8942309718133632,1.021819667901645,408,62
ewma250|p1|FLAT,ewma250,1,FLAT,blk2,0.18818580927868855,-1.7753426057801108e-06,-0.003943067828360087,35,0.1103067076233728,0.000315405222826077,0.5059062054185748,14,1.0057496104758772,-0.005619626470440523,866,0.09639822874312241,2.5247957654150333,1.3619701128981763,371,35
ewma250|p1|PER-ROW,ewma250,1,PER-ROW,blk2,0.18746287928430275,-0.0007247053369916119,-0.903000992378835,35,0.10899139537684747,-0.0009999070236992543,-1.0288804695876013,14,1.0057496104758772,-0.005619626470440523,866,0.07283836578683657,1.9047231077447762,1.0274795219598603,364,44
ewma250|p2|FLAT,ewma250,2,FLAT,blk2,0.1878496856105404,-0.0003378990107539153,-0.9212188540979752,35,0.10872472863763465,-0.0012665737629120836,-2.247998401373163,14,1.0315028416082064,-0.025942127417114897,866,0.10700742140939426,2.805065684322891,1.513158283571518,344,24
ewma250|p2|PER-ROW,ewma250,2,PER-ROW,blk2,0.18791807635400068,-0.0002695082672936522,-0.21256467365336362,35,0.10810783143148406,-0.0018834709690626896,-1.4175993973762089,14,1.0315028416082064,-0.025942127417114897,866,0.084057353193398,2.1996305607313937,1.1865637308850412,351,57
ewma500|p0|FLAT,ewma500,0,FLAT,blk2,0.19013598774241477,0.0019484031211204414,2.300491908654076,35,0.11323448536687845,0.0032431829663317163,2.871082712573347,14,0.9891706476517237,0.009899802118227333,866,0.07834517236745815,2.049400615752473,1.105524029406457,402,56
ewma500|p0|PER-ROW,ewma500,0,PER-ROW,blk2,0.19013598774241477,0.0019484031211204414,2.300491908654076,35,0.11323448536687845,0.0032431829663317163,2.871082712573347,14,0.9891706476517237,0.009899802118227333,866,0.07834517236745815,2.049400615752473,1.105524029406457,402,56
ewma500|p1|FLAT,ewma500,1,FLAT,blk2,0.187940134709827,-0.00024744991146735874,-0.4848565416215971,35,0.10986779576470947,-0.00012350663583725845,-0.1654927446119614,14,1.0049727899173895,-0.0045111927337219354,866,0.08822925464204856,2.309458900923028,1.2458092821249571,367,35
ewma500|p1|PER-ROW,ewma500,1,PER-ROW,blk2,0.18747862174923915,-0.0007089628720551615,-0.7783552971537667,35,0.10868044753667498,-0.0013108548638717501,-1.164116373086148,14,1.0049727899173895,-0.0045111927337219354,866,0.0600625605706796,1.5695827715406308,0.846692177577706,362,46
ewma500|p2|FLAT,ewma500,2,FLAT,blk2,0.1877452895938285,-0.00044229502746583684,-0.880647900106232,35,0.1084102572158598,-0.001581045184686923,-2.0841698272227034,14,1.0287306809133272,-0.023375529160152557,866,0.10168409475923135,2.664345910813684,1.4372487274645762,341,29
ewma500|p2|PER-ROW,ewma500,2,PER-ROW,blk2,0.18810948508528094,-7.809953601344058e-05,-0.05696081866072368,35,0.10790916146374258,-0.0020821409368041686,-1.425602293144687,14,1.0287306809133272,-0.023375529160152557,866,0.09540323269381974,2.4985464511317375,1.3478102422157083,344,58
flat125|p0|FLAT,flat125,0,FLAT,blk2_inc,0.19865907184809395,0.0017184756165177929,1.8652243626102363,35,0.11426968981284577,0.003819348467242872,2.4849224565706862,14,0.9866442451194172,0.011675049871245778,866,0.09405537372854994,2.462997585485124,1.3286338425950597,400,45
flat125|p0|PER-ROW,flat125,0,PER-ROW,blk2_inc,0.19865907184809395,0.0017184756165177929,1.8652243626102363,35,0.11426968981284577,0.003819348467242872,2.4849224565706862,14,0.9866442451194172,0.011675049871245778,866,0.09405537372854994,2.462997585485124,1.3286338425950597,400,45
flat125|p1|FLAT,flat125,1,FLAT,blk2_inc,0.1969580345923072,1.743836073105111e-05,0.033355338295691386,35,0.1116311649303432,0.001180823584740294,1.5966024176866667,14,1.0113614146136842,-0.01170626654005987,866,0.0983495562163548,2.5762918242496253,1.3897490303161684,374,31
flat125|p1|PER-ROW,flat125,1,PER-ROW,blk2_inc,0.19619316627113914,-0.0007474299604370368,-0.9056580942680327,35,0.10990327173633355,-0.0005470696092693675,-0.6248046331093022,14,1.0113614146136842,-0.01170626654005987,866,0.10388264773671278,2.7224411456125845,1.468587489427724,369,40
flat125|p2|FLAT,flat125,2,FLAT,blk2_inc,0.19698077686160517,4.0180630029023274e-05,0.07978443295905473,35,0.11045808698812697,7.745642524059985e-06,0.011727021038010302,14,1.0414409831014557,-0.03638696365737326,866,0.0880848662754118,2.3056561935723763,1.2437579582790323,353,28
flat125|p2|PER-ROW,flat125,2,PER-ROW,blk2_inc,0.1966079314314041,-0.00033266480017208044,-0.27524595311857897,35,0.10902674714212351,-0.001423594203479393,-1.1825185697837415,14,1.0414409831014557,-0.03638696365737326,866,0.0990829910507872,2.595653424274425,1.400193408009162,368,47
flat250|p0|FLAT,flat250,0,FLAT,blk2_inc,0.20002536827433334,0.0030847720427571593,3.176679603182535,35,0.11536240809998564,0.004912066754382735,2.7842040853710532,14,0.9860528888352824,0.011767339295554903,866,0.09522199225498225,2.4937657281607857,1.3452313398372768,406,51
flat250|p0|PER-ROW,flat250,0,PER-ROW,blk2_inc,0.20002536827433334,0.0030847720427571593,3.176679603182535,35,0.11536240809998564,0.004912066754382735,2.7842040853710532,14,0.9860528888352824,0.011767339295554903,866,0.09522199225498225,2.4937657281607857,1.3452313398372768,406,51
flat250|p1|FLAT,flat250,1,FLAT,blk2_inc,0.1973799695606314,0.00043937332905523386,1.0959125189612131,35,0.11202845851495918,0.0015781171693562777,2.3053602783943585,14,1.0053449979855102,-0.006306540144458406,866,0.09929732922599352,2.601312267848434,1.403246001778108,380,25
flat250|p1|PER-ROW,flat250,1,PER-ROW,blk2_inc,0.19640321933414268,-0.000537376897433512,-0.796471962379017,35,0.11018752522353263,-0.00026281612207027313,-0.3458603501550261,14,1.0053449979855102,-0.006306540144458406,866,0.09861048706921063,2.5831796324852547,1.3934645740004552,381,34
flat250|p2|FLAT,flat250,2,FLAT,blk2_inc,0.19694059623157617,0.0,,0,0.11045034134560293,0.0,,0,1.031555221187992,-0.027219930868031705,866,0.08998148079318882,2.355615918443433,1.2707081191811798,355,0
flat250|p2|PER-ROW,flat250,2,PER-ROW,blk2_inc,0.1966805499655506,-0.00026004626602557385,-0.22775501417753205,35,0.1091078297949367,-0.0013425115506661997,-1.1696864018908588,14,1.031555221187992,-0.027219930868031705,866,0.08652622700783985,2.264614116627714,1.2216183131894787,375,44
flat500|p0|FLAT,flat500,0,FLAT,blk2_inc,0.19997892747160145,0.003038331240025319,2.718371655913613,35,0.11326597215170081,0.0028156308060979162,2.4529964478718647,14,0.9846636617683162,0.014178627014176303,866,0.10176574160580129,2.666502814945671,1.4384122429474495,404,55
flat500|p0|PER-ROW,flat500,0,PER-ROW,blk2_inc,0.19997892747160145,0.003038331240025319,2.718371655913613,35,0.11326597215170081,0.0028156308060979162,2.4529964478718647,14,0.9846636617683162,0.014178627014176303,866,0.10176574160580129,2.666502814945671,1.4384122429474495,404,55
flat500|p1|FLAT,flat500,1,FLAT,blk2_inc,0.19734427016921782,0.0004036739376416684,0.5718993861730909,35,0.10987866221157519,-0.0005716791340277174,-0.7075482595716711,14,1.0034050802611292,-0.0029941965740354374,866,0.08197293824774213,2.1447913660308378,1.1569813998225984,386,45
flat500|p1|PER-ROW,flat500,1,PER-ROW,blk2_inc,0.19682768255894184,-0.00011291367263430838,-0.10181046754106983,35,0.10828244113167623,-0.002167900213926682,-1.7377671653727549,14,1.0034050802611292,-0.0029941965740354374,866,0.10945159367745938,2.869739728298521,1.5480459034660288,371,50
flat500|p2|FLAT,flat500,2,FLAT,blk2_inc,0.19695819321027566,1.759697869950352e-05,0.027467748716899908,35,0.10827013050222303,-0.0021802108433798704,-2.4845257656675113,14,1.0301618454068628,-0.0240955546959236,866,0.0922272008311848,2.414797860918074,1.3026330922731995,359,30
flat500|p2|PER-ROW,flat500,2,PER-ROW,blk2_inc,0.19736893068784866,0.000428334456272491,0.268664527490005,35,0.10734058949993387,-0.0031097518456690383,-1.9242201374679173,14,1.0301618454068628,-0.0240955546959236,866,0.09685788899896546,2.5369242312222653,1.3685126650408215,366,57
ewma125|p0|FLAT,ewma125,0,FLAT,blk2_inc,0.19929156032166379,0.002350964090087635,2.6347354826160467,35,0.11403635505231288,0.0035860137067099747,2.6963356326532,14,0.9865069378654375,0.011884037633235709,866,0.09815126527633601,2.5710578071133554,1.3869256039592153,410,55
ewma125|p0|PER-ROW,ewma125,0,PER-ROW,blk2_inc,0.19929156032166379,0.002350964090087635,2.6347354826160467,35,0.11403635505231288,0.0035860137067099747,2.6963356326532,14,0.9865069378654375,0.011884037633235709,866,0.09815126527633601,2.5710578071133554,1.3869256039592153,410,55
ewma125|p1|FLAT,ewma125,1,FLAT,blk2_inc,0.19695549701374254,1.4900782166400058e-05,0.03904156284107742,35,0.11082110906356786,0.000370767717964947,0.7204538183744824,14,1.0054123186661155,-0.005727409893979781,866,0.10289046855853141,2.696219627798667,1.4544426132097807,382,31
ewma125|p1|PER-ROW,ewma125,1,PER-ROW,blk2_inc,0.19627626989578165,-0.0006643263357945174,-0.8219991465539828,35,0.10914752288532163,-0.0013028184602812646,-1.4935760362917545,14,1.0054123186661155,-0.005727409893979781,866,0.11033902025399672,2.8932316479352806,1.560718331421647,375,44
ewma125|p2|FLAT,ewma125,2,FLAT,blk2_inc,0.19667747887058143,-0.00026311736099473643,-1.031748785277927,35,0.10931630204982667,-0.0011340392957762382,-2.798020794960705,14,1.0319464143276238,-0.026976775717168514,866,0.10190326447966859,2.6701359195372363,1.4403720766649033,355,18
ewma125|p2|PER-ROW,ewma125,2,PER-ROW,blk2_inc,0.19674475031862393,-0.00019584591295226226,-0.15179795854311262,35,0.10821354533031813,-0.002236796015284773,-1.7475197823961337,14,1.0319464143276238,-0.026976775717168514,866,0.08577336213204065,2.2447944088307237,1.2109268148767671,366,53
ewma250|p0|FLAT,ewma250,0,FLAT,blk2_inc,0.19925293290423254,0.002312336672656397,2.479918745316578,35,0.1139025490466865,0.003452207701083583,2.959526292665494,14,0.9863759931126143,0.012079597655798892,866,0.09229048382696138,2.416465990163315,1.3035329441374928,406,55
